seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
8,50,5.0,1.921,-1053.4813473168176,1,33,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,2.18,-1053.4813473168176,1,61,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,1.466,-1053.4813473168176,1,34,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,1.527,-1053.4813473168176,1,37,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,5.749,-1053.4813473168176,1,31,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,5.888,-1053.4813473168176,1,33,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,6.114,-1053.4813473168176,1,33,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,6.033,-1053.4813473168176,1,33,1.1217025530640967e-8,-1053.4813473280346,1.0647578677316274e-11,1.466
8,70,10.0,3.789,-1042.2188032366773,1,60,6.901382221258245e-8,-1042.2188033056912,6.621817030958912e-11,2.32,-1026.9678644034907,1,66,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,1.48,-1026.9678644034907,1,33,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,1.459,-1026.9678644034907,1,36,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,5.347,-1026.9678644034907,1,30,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,6.214,-1026.9678644034907,1,32,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,5.802,-1026.9678644034907,1,32,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,6.011,-1026.9678644034907,1,32,5.868059815838933e-8,-1026.9678644621713,0.01485045387574897,1.459
9,90,0.1,0.04,-129.67805801441796,1,4,0.0,-129.67805801441796,0.0,0.653,-129.67805801441793,1,5,0.0,-129.67805801441793,2.1917130673906308e-16,0.056,-129.67805801441793,1,4,0.0,-129.67805801441793,2.1917130673906308e-16,0.108,-129.67805801441793,1,5,0.0,-129.67805801441793,2.1917130673906308e-16,4.336,-129.67805801441793,1,3,0.0,-129.67805801441793,2.1917130673906308e-16,4.276,-129.67805801441793,1,4,0.0,-129.67805801441793,2.1917130673906308e-16,4.594,-129.67805801441793,1,4,0.0,-129.67805801441793,2.1917130673906308e-16,4.677,-129.67805801441793,1,4,0.0,-129.67805801441793,2.1917130673906308e-16,0.04
9,50,1.0,2.373,-396.6942643527096,1,51,9.111693088925676e-8,-396.6942644438265,2.2969056796909648e-10,4.235,-396.6942643527095,1,168,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,2.018,-396.6942643527095,1,53,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,1.95,-396.6942643527095,1,56,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,5.96,-396.6942643527095,1,50,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,6.425,-396.6942643527095,1,51,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,6.13,-396.6942643527095,1,51,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,6.466,-396.6942643527095,1,51,9.111693088925676e-8,-396.69426444382646,2.2969071126186368e-10,1.95
9,70,5.0,1.963,-284.17611277770374,1,39,7.59619638301956e-8,-284.1761128536657,2.673059430917641e-10,2.418,-284.1761127777038,1,69,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,1.633,-284.1761127777038,1,41,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,1.638,-284.1761127777038,1,44,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,5.764,-284.1761127777038,1,38,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,5.919,-284.1761127777038,1,39,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,6.02,-284.1761127777038,1,39,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,5.978,-284.1761127777038,1,39,7.59619638301956e-8,-284.17611285366576,2.673057430629217e-10,1.633
9,90,10.0,3.954,-278.08745183985434,1,88,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,2.226,-278.08745183985434,1,74,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,1.562,-278.08745183985434,1,44,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,1.492,-278.08745183985434,1,47,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,5.515,-278.08745183985434,1,41,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,5.926,-278.08745183985434,1,43,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,5.972,-278.08745183985434,1,43,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,6.006,-278.08745183985434,1,43,6.087083193051512e-8,-278.08745190072517,2.188909694694515e-10,1.492
10,50,0.1,0.049,-2370.1631557739533,1,4,0.0,-2370.1631557739533,0.0,0.655,-2370.1631557739533,1,5,0.0,-2370.1631557739533,0.0,0.059,-2370.1631557739533,1,4,0.0,-2370.1631557739533,0.0,0.107,-2370.1631557739533,1,5,0.0,-2370.1631557739533,0.0,4.371,-2370.1631557739533,1,3,0.0,-2370.1631557739533,0.0,4.458,-2370.1631557739533,1,4,0.0,-2370.1631557739533,0.0,4.417,-2370.1631557739533,1,4,0.0,-2370.1631557739533,0.0,4.55,-2370.1631557739533,1,4,0.0,-2370.1631557739533,0.0,0.049
10,70,1.0,2.008,-8101.826542955927,1,21,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,2.009,-8101.826542955927,1,36,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,1.503,-8101.826542955927,1,23,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,1.548,-8101.826542955927,1,26,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,5.762,-8101.826542955927,1,20,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,6.053,-8101.826542955927,1,21,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,5.82,-8101.826542955927,1,21,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,6.186,-8101.826542955927,1,21,4.6195964387152344e-8,-8101.826543002123,5.701919701961169e-12,1.503
10,90,5.0,1.77,-4450.454101216516,1,22,7.414746505673975e-8,-4450.454101290664,1.666065155833689e-11,1.926,-4789.049936626316,1,39,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,1.388,-4789.049936626316,1,22,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,1.436,-4789.049936626316,1,25,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,5.692,-4789.049936626316,1,19,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,5.728,-4789.049936626316,1,21,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,5.811,-4789.049936626316,1,21,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,5.942,-4789.049936626316,1,21,4.2689862311817706e-8,-4789.049936669006,-0.07608118803819515,1.388
10,50,10.0,1.8,-5369.484493204702,1,21,4.797766450792551e-8,-5369.484493252679,8.93524593816095e-12,1.921,-5299.262979220203,1,35,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,1.361,-5299.262979220203,1,21,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,1.491,-5299.262979220203,1,24,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,5.699,-5299.262979220203,1,18,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,5.787,-5299.262979220203,1,21,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,5.798,-5299.262979220203,1,21,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,5.831,-5299.262979220203,1,21,1.589614839758724e-8,-5299.262979236099,0.013251184987012913,1.361
1,70,0.1,0.043,-14133.117787181054,1,4,0.0,-14133.117787181054,0.0,0.635,-14133.117787181054,1,5,0.0,-14133.117787181054,0.0,0.113,-14133.117787181054,1,4,0.0,-14133.117787181054,0.0,0.117,-14133.117787181054,1,5,0.0,-14133.117787181054,0.0,4.615,-14133.117787181054,1,3,0.0,-14133.117787181054,0.0,4.615,-14133.117787181054,1,4,0.0,-14133.117787181054,0.0,4.407,-14133.117787181054,1,4,0.0,-14133.117787181054,0.0,4.525,-14133.117787181054,1,4,0.0,-14133.117787181054,0.0,0.043
1,90,1.0,3.198,-36306.594349097875,1,20,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,3.305,-36306.594349097875,1,40,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,2.578,-36306.594349097875,1,22,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,2.526,-36306.594349097875,1,25,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,7.242,-36306.594349097875,1,19,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,7.443,-36306.594349097875,1,20,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,6.953,-36306.594349097875,1,20,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,7.236,-36306.594349097875,1,20,4.246976459398866e-8,-36306.594349140345,1.1697534664262422e-12,2.526
1,50,5.0,5.674,-19784.49486810178,1,32,1.8237187759950757e-8,-19784.49486812002,9.217919325984045e-13,2.814,-19784.494868101778,1,39,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,1.986,-19784.494868101778,1,22,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,1.991,-19784.494868101778,1,25,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,6.327,-19784.494868101778,1,19,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,6.94,-19784.494868101778,1,21,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,6.646,-19784.494868101778,1,21,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,6.613,-19784.494868101778,1,21,1.8237187759950757e-8,-19784.494868120015,9.219758128961501e-13,1.986
1,70,10.0,5.329,-37865.65113273994,1,24,5.357686298462795,-37871.008819038405,0.00014149198912970378,2.822,-25076.69064586853,1,42,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,1.995,-25076.69064586853,1,26,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,2.032,-25076.69064586853,1,29,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,6.538,-25076.69064586853,1,23,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,6.953,-25076.69064586853,1,24,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,6.748,-25076.69064586853,1,24,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,9.266,-25076.69064586853,1,36,2.4225300876423717e-8,-25076.690645892755,0.5102076009091647,1.995
2,90,0.1,0.041,-957.6709329297556,1,4,0.0,-957.6709329297556,0.0,0.696,-957.6709329297554,1,5,0.0,-957.6709329297554,2.374235947076717e-16,0.096,-957.6709329297554,1,4,0.0,-957.6709329297554,2.374235947076717e-16,0.15,-957.6709329297554,1,5,0.0,-957.6709329297554,2.374235947076717e-16,4.553,-957.6709329297554,1,3,0.0,-957.6709329297554,2.374235947076717e-16,4.422,-957.6709329297554,1,4,0.0,-957.6709329297554,2.374235947076717e-16,4.492,-957.6709329297554,1,4,0.0,-957.6709329297554,2.374235947076717e-16,4.485,-957.6709329297554,1,4,0.0,-957.6709329297554,2.374235947076717e-16,0.041
2,50,1.0,1803.679,-2864.369933609864,0,22746,23.163020421989586,-2887.5329540318535,0.008086602275146092,4.658,-2625.5086372641226,1,88,1.2244890967849642e-7,-2625.5086373865715,0.09979944954238273,3.066,-2625.5086372641226,1,37,1.2244890967849642e-7,-2625.5086373865715,0.09979944954238273,3.123,-2625.5086372641226,1,40,1.2244890967849642e-7,-2625.5086373865715,0.09979944954238273,1803.584,-2865.1312951627515,0,37980,22.496408019293995,-2887.6277031820455,0.007818719828624638,1803.443,-2864.369933609863,0,36828,22.919685658454455,-2887.2896192683174,0.008086602275146413,1803.471,-2864.369933609863,0,34295,22.96154477364098,-2887.331478383504,0.008086602275146413,1803.477,-2864.369933609863,0,33663,22.96551271123417,-2887.335446321097,0.008086602275146413,3.066
2,70,5.0,5.957,-1867.1176371809602,1,71,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,3.328,-1867.1176371809602,1,103,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,2.072,-1867.1176371809602,1,45,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,2.019,-1867.1176371809602,1,48,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,8.293,-1867.1176371809602,1,68,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,7.116,-1867.1176371809602,1,44,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,7.175,-1867.1176371809602,1,44,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,10.795,-1867.1176371809602,1,71,7.495737008866854e-8,-1867.1176372559175,4.014603504139236e-11,2.019
2,90,10.0,3.155,-2285.4009080989317,1,46,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,3.468,-2285.4009080989317,1,108,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,2.754,-2285.4009080989317,1,47,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,2.505,-2285.4009080989317,1,50,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,7.141,-2285.4009080989317,1,44,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,7.304,-2285.4009080989317,1,46,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,6.75,-2285.4009080989317,1,46,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,7.216,-2285.4009080989317,1,46,8.460347089567222e-8,-2285.400908183535,3.7019093934835286e-11,2.505
3,50,0.1,0.039,-7485.317786111811,1,4,0.0,-7485.317786111811,0.0,0.625,-7485.317786111811,1,5,0.0,-7485.317786111811,0.0,0.109,-7485.317786111811,1,4,0.0,-7485.317786111811,0.0,0.105,-7485.317786111811,1,5,0.0,-7485.317786111811,0.0,4.573,-7485.317786111811,1,3,0.0,-7485.317786111811,0.0,4.533,-7485.317786111811,1,4,0.0,-7485.317786111811,0.0,4.515,-7485.317786111811,1,4,0.0,-7485.317786111811,0.0,4.561,-7485.317786111811,1,4,0.0,-7485.317786111811,0.0,0.039
3,70,1.0,3.004,-21509.317644634688,1,19,7.556445780210197e-8,-21509.317644710252,3.5131034396598288e-12,3.29,-21509.317644634684,1,54,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,2.095,-21509.317644634684,1,21,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,2.584,-21509.317644634684,1,24,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,6.404,-21509.317644634684,1,18,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,6.921,-21509.317644634684,1,19,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,7.0,-21509.317644634684,1,19,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,7.181,-21509.317644634684,1,19,7.556445780210197e-8,-21509.31764471025,3.5132725746769043e-12,2.095
3,90,5.0,2.918,-13073.4919523863,1,27,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,3.264,-13073.4919523863,1,74,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,2.481,-13073.4919523863,1,28,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,2.771,-13073.4919523863,1,31,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,6.869,-13073.4919523863,1,25,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,7.062,-13073.4919523863,1,27,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,6.953,-13073.4919523863,1,27,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,6.924,-13073.4919523863,1,27,9.327777661383152e-9,-13073.491952395629,7.134878497156649e-13,2.481
3,50,10.0,5.832,-18482.32813137273,1,42,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,3.101,-18482.32813137273,1,56,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,2.003,-18482.32813137273,1,27,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,2.178,-18482.32813137273,1,30,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,6.407,-18482.32813137273,1,24,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,7.022,-18482.32813137273,1,26,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,6.833,-18482.32813137273,1,26,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,6.857,-18482.32813137273,1,26,5.932452040724456e-8,-18482.328131432056,3.2097969468762144e-12,2.003
4,70,0.1,0.04,-328.13495141799325,1,4,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,0.682,-328.13495141799325,1,5,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,0.139,-328.13495141799325,1,4,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,0.156,-328.13495141799325,1,5,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,4.55,-328.13495141799325,1,3,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,4.422,-328.13495141799325,1,4,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,5.162,-328.13495141799325,1,4,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,4.462,-328.13495141799325,1,4,5.140539417425316e-5,-328.1350028233874,1.566593072518222e-7,0.04
4,90,1.0,4.081,-193.46503154001775,1,46,618.9484313126279,-812.4134628526457,3.1992780627366244,32.305,-797.605876988237,1,1342,0.0009807089619471299,-797.606857697199,0.018565041070562546,3.226,-193.46503154001775,1,48,618.9484313126248,-812.4134628526426,3.1992780627366244,3.675,-193.46503154001775,1,51,618.9484313126248,-812.4134628526426,3.1992780627366244,7.747,-193.46503154001775,1,45,618.9484313126248,-812.4134628526426,3.1992780627366244,7.918,-193.46503154001775,1,46,618.9484313126248,-812.4134628526426,3.1992780627366244,7.565,-193.46503154001775,1,46,618.9484313126248,-812.4134628526426,3.1992780627366244,7.647,-193.46503154001775,1,46,618.9484313126248,-812.4134628526426,3.1992780627366244,3.226
4,50,5.0,6.117,-497.6589381622766,1,70,2.0390245936141582e-8,-497.6589381826669,4.097232938573833e-11,3.257,-497.65893816227657,1,81,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,2.027,-497.65893816227657,1,38,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,2.171,-497.65893816227657,1,41,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,8.121,-497.65893816227657,1,67,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,7.008,-497.65893816227657,1,36,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,6.628,-497.65893816227657,1,36,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,6.757,-497.65893816227657,1,36,2.0390245936141582e-8,-497.6589381826668,4.097244360737589e-11,2.027
4,70,10.0,6.152,-550.9697502267927,1,77,7.876610652601812e-8,-550.9697503055588,1.4295903993566988e-10,5.667,-503.09740561058004,1,169,1.3058183867542539e-8,-503.0974056236382,0.0951552207606376,2.061,-550.9697502267926,1,41,7.876610652601812e-8,-550.9697503055587,1.4295924627519703e-10,2.328,-550.9697502267926,1,44,7.876610652601812e-8,-550.9697503055587,1.4295924627519703e-10,8.428,-550.9697502267926,1,75,7.876610652601812e-8,-550.9697503055587,1.4295924627519703e-10,6.875,-550.9697502267926,1,39,7.876610652601812e-8,-550.9697503055587,1.4295924627519703e-10,6.918,-550.9697502267926,1,39,7.876610652601812e-8,-550.9697503055587,1.4295924627519703e-10,9.285,-550.9697502267926,1,77,7.876610652601812e-8,-550.9697503055587,1.4295924627519703e-10,2.061
5,90,0.1,0.041,-5397.011808484763,1,4,0.0,-5397.011808484763,0.0,0.685,-5397.011808484763,1,5,0.0,-5397.011808484763,0.0,0.103,-5397.011808484763,1,4,0.0,-5397.011808484763,0.0,0.121,-5397.011808484763,1,5,0.0,-5397.011808484763,0.0,4.568,-5397.011808484763,1,3,0.0,-5397.011808484763,0.0,4.549,-5397.011808484763,1,4,0.0,-5397.011808484763,0.0,4.502,-5397.011808484763,1,4,0.0,-5397.011808484763,0.0,4.583,-5397.011808484763,1,4,0.0,-5397.011808484763,0.0,0.041
5,50,1.0,3.57,-15979.851906571736,1,28,3.4235199564136565e-8,-15979.85190660597,2.1423977996978365e-12,3.515,-15979.851906571737,1,66,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,2.833,-15979.851906571737,1,29,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,2.78,-15979.851906571737,1,32,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,6.829,-15979.851906571737,1,26,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,7.376,-15979.851906571737,1,28,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,7.421,-15979.851906571737,1,28,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,7.233,-15979.851906571737,1,28,3.4235199564136565e-8,-15979.851906605973,2.142283969518797e-12,2.78
5,70,5.0,5.926,-9978.941494662175,1,59,4.4186890590935946e-8,-9978.941494706361,4.42801379430593e-12,3.078,-9978.941494662175,1,63,4.4186890590935946e-8,-9978.941494706361,4.42801379430593e-12,2.285,-10401.143322523485,1,38,2.084743755403906e-8,-10401.143322544332,-0.04230927980097825,2.247,-10401.143322523485,1,41,2.084743755403906e-8,-10401.143322544332,-0.04230927980097825,8.321,-9978.941494662175,1,56,4.4186890590935946e-8,-9978.941494706361,4.42801379430593e-12,6.867,-9978.941494662175,1,37,4.4186890590935946e-8,-9978.941494706361,4.42801379430593e-12,7.033,-9978.941494662175,1,37,4.4186890590935946e-8,-9978.941494706361,4.42801379430593e-12,6.641,-9978.941494662175,1,37,4.4186890590935946e-8,-9978.941494706361,4.42801379430593e-12,2.247
5,90,10.0,5.786,-13210.445066072785,1,55,2.999695425387472e-8,-13210.445066102782,2.2706997458331846e-12,3.014,-13210.445066072783,1,57,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,2.262,-13210.445066072783,1,36,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,2.177,-13210.445066072783,1,39,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,8.086,-13210.445066072783,1,53,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,6.714,-13210.445066072783,1,36,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,7.007,-13210.445066072783,1,36,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,6.973,-13210.445066072783,1,36,2.999695425387472e-8,-13210.44506610278,2.2708374391050198e-12,2.177
6,50,0.1,0.04,-2064.4753519199753,1,4,0.0,-2064.4753519199753,0.0,0.684,-2064.4753519199753,1,5,0.0,-2064.4753519199753,0.0,0.095,-2064.4753519199753,1,4,0.0,-2064.4753519199753,0.0,0.122,-2064.4753519199753,1,5,0.0,-2064.4753519199753,0.0,4.56,-2064.4753519199753,1,3,0.0,-2064.4753519199753,0.0,4.563,-2064.4753519199753,1,4,0.0,-2064.4753519199753,0.0,4.518,-2064.4753519199753,1,4,0.0,-2064.4753519199753,0.0,4.5,-2064.4753519199753,1,4,0.0,-2064.4753519199753,0.0,0.04
6,70,1.0,5.048,-5546.8208574263035,1,30,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,4.443,-5546.8208574263035,1,68,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,3.723,-5546.8208574263035,1,31,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,3.534,-5546.8208574263035,1,34,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,7.683,-5546.8208574263035,1,28,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,8.092,-5546.8208574263035,1,30,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,8.431,-5546.8208574263035,1,30,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,8.395,-5546.8208574263035,1,30,9.104951459448785e-8,-5546.820857517353,1.6414720600285325e-11,3.534
6,90,5.0,2.954,-3351.279194378927,1,36,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,3.183,-3351.279194378927,1,73,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,2.724,-3351.279194378927,1,37,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,2.826,-3351.279194378927,1,40,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,6.923,-3351.279194378927,1,34,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,6.932,-3351.279194378927,1,36,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,6.745,-3351.279194378927,1,36,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,7.046,-3351.279194378927,1,36,3.9508449845016e-8,-3351.2791944184355,1.1789065474247327e-11,2.724
6,50,10.0,5.812,-3726.4027838149063,1,53,3.602099241106771e-8,-3726.4027838509273,9.666424834030207e-12,3.096,-3715.2149357820736,1,57,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,2.279,-3715.2149357820736,1,38,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,2.208,-3715.2149357820736,1,41,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,8.13,-3715.2149357820736,1,52,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,6.983,-3715.2149357820736,1,37,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,6.911,-3715.2149357820736,1,37,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,8.909,-3715.2149357820736,1,55,9.053565008798614e-9,-3715.214935791127,0.003011359574677926,2.208
