seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
7,70,0.1,0.043,-131.6705302495301,1,4,0.0,-131.6705302495301,0.0,0.632,-131.6705302495301,1,5,0.0,-131.6705302495301,0.0,0.095,-131.6705302495301,1,4,0.0,-131.6705302495301,0.0,0.11,-131.6705302495301,1,5,0.0,-131.6705302495301,0.0,4.595,-131.6705302495301,1,3,0.0,-131.6705302495301,0.0,4.636,-131.6705302495301,1,4,0.0,-131.6705302495301,0.0,4.528,-131.6705302495301,1,4,0.0,-131.6705302495301,0.0,4.521,-131.6705302495301,1,4,0.0,-131.6705302495301,0.0,0.043
7,90,1.0,7.056,-81.30796067167276,1,101,307.3112437754072,-388.61920444707994,3.7795960104860034,1802.417,-381.43967186344935,0,101449,5.667090752591037,-387.1067626160404,0.01882219683274259,3.543,-81.30796067167276,1,63,307.31124377540766,-388.6192044470804,3.7795960104860034,3.376,-81.30796067167276,1,66,307.31124377540766,-388.6192044470804,3.7795960104860034,11.031,-81.30796067167276,1,163,306.9778271335824,-388.28578780525515,3.7795960104860034,9.862,-81.30796067167276,1,101,307.31124377540766,-388.6192044470804,3.7795960104860034,10.192,-81.30796067167276,1,101,307.31124377540766,-388.6192044470804,3.7795960104860034,10.317,-81.30796067167276,1,101,307.31124377540766,-388.6192044470804,3.7795960104860034,3.376
7,50,5.0,3.057,-251.43412986048463,1,45,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,3.201,-251.43412986048463,1,81,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,2.805,-251.43412986048463,1,47,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,2.944,-251.43412986048463,1,50,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,6.959,-251.43412986048463,1,44,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,7.0,-251.43412986048463,1,45,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,6.622,-251.43412986048463,1,45,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,6.659,-251.43412986048463,1,45,8.478664881295117e-8,-251.43412994527128,3.372121710763668e-10,2.805
7,70,10.0,6.205,-248.2383559798765,1,107,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,3.118,-249.92289069939793,1,83,6.761584359082917e-8,-249.92289076701377,-0.006785956324427095,2.437,-248.2383559798765,1,48,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,2.38,-248.2383559798765,1,51,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,8.587,-248.2383559798765,1,103,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,9.517,-248.2383559798765,1,107,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,9.754,-248.2383559798765,1,107,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,9.353,-248.2383559798765,1,107,7.727004458502051e-8,-248.23835605714655,3.112735913836153e-10,2.38
8,90,0.1,0.052,-1838.5093965151996,1,4,0.0,-1838.5093965151996,0.0,0.673,-1838.5093965151996,1,5,0.0,-1838.5093965151996,0.0,0.119,-1838.5093965151996,1,4,0.0,-1838.5093965151996,0.0,0.114,-1838.5093965151996,1,5,0.0,-1838.5093965151996,0.0,4.578,-1838.5093965151996,1,3,0.0,-1838.5093965151996,0.0,4.5,-1838.5093965151996,1,4,0.0,-1838.5093965151996,0.0,4.508,-1838.5093965151996,1,4,0.0,-1838.5093965151996,0.0,4.578,-1838.5093965151996,1,4,0.0,-1838.5093965151996,0.0,0.052
8,50,1.0,6.531,-705.5430752045067,1,49,3330.0327453223395,-4035.575820526846,4.719814937390046,6.935,-3969.9866386630583,1,109,2.8749524062732235e-5,-3969.9866674125824,0.016521260103252094,3.224,-705.5430752045067,1,26,3330.582822131009,-4036.1258973355157,4.719814937390046,3.081,-705.5430752045067,1,29,3330.582822131009,-4036.1258973355157,4.719814937390046,9.105,-705.5430752045067,1,47,3330.0327453223417,-4035.5758205268485,4.719814937390046,9.501,-705.5430752045067,1,49,3330.0327453223417,-4035.5758205268485,4.719814937390046,9.777,-705.5430752045067,1,49,3330.0327453223417,-4035.5758205268485,4.719814937390046,9.998,-705.5430752045067,1,49,3330.0327453223417,-4035.5758205268485,4.719814937390046,3.081
8,70,5.0,5.754,-2252.35762981628,1,41,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,3.026,-2252.35762981628,1,61,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,2.533,-2252.35762981628,1,25,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,2.16,-2252.35762981628,1,28,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,7.989,-2252.35762981628,1,39,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,6.79,-2252.35762981628,1,25,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,6.735,-2252.35762981628,1,25,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,6.943,-2252.35762981628,1,25,3.4779077395796776e-8,-2252.3576298510593,1.544118790701707e-11,2.16
8,90,10.0,5.939,-2546.8074728541073,1,44,2.5432200345676392e-8,-2546.8074728795395,9.985913979267354e-12,2.96,-2546.8074728541064,1,52,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,2.235,-2546.8074728541064,1,28,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,2.485,-2546.8074728541064,1,31,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,8.096,-2546.8074728541064,1,41,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,6.911,-2546.8074728541064,1,27,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,6.527,-2546.8074728541064,1,27,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,6.759,-2546.8074728541064,1,27,2.5432200345676392e-8,-2546.8074728795386,9.986271090949912e-12,2.235
9,50,0.1,0.039,-21529.041039589552,1,4,0.0,-21529.041039589552,0.0,0.657,-21529.04103958955,1,5,0.0,-21529.04103958955,1.6898006745408995e-16,0.094,-21529.04103958955,1,4,0.0,-21529.04103958955,1.6898006745408995e-16,0.149,-21529.04103958955,1,5,0.0,-21529.04103958955,1.6898006745408995e-16,7.756,-21529.041039589552,1,3,0.0,-21529.041039589552,0.0,4.505,-21529.04103958955,1,4,0.0,-21529.04103958955,1.6898006745408995e-16,4.5,-21529.04103958955,1,4,0.0,-21529.04103958955,1.6898006745408995e-16,4.554,-21529.04103958955,1,4,0.0,-21529.04103958955,1.6898006745408995e-16,0.039
9,70,1.0,3.095,-73999.5686269785,1,20,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,3.092,-73999.5686269785,1,59,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,2.851,-73999.5686269785,1,22,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,2.898,-73999.5686269785,1,25,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,11.258,-73999.5686269785,1,19,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,7.007,-73999.5686269785,1,20,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,7.089,-73999.5686269785,1,20,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,7.044,-73999.5686269785,1,20,5.181937012821436e-8,-73999.56862703031,7.002658405946739e-13,2.851
9,90,5.0,2.945,-45402.62230434595,1,29,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,2.863,-45402.62230434595,1,60,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,2.709,-45402.62230434595,1,30,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,2.744,-45402.62230434595,1,33,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,10.676,-45402.62230434595,1,27,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,6.736,-45402.62230434595,1,29,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,6.621,-45402.62230434595,1,29,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,6.827,-45402.62230434595,1,29,3.3076503314077854e-8,-45402.62230437902,7.285152626726533e-13,2.709
9,50,10.0,5.864,-65892.60794937956,1,54,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,2.985,-65892.60794937956,1,60,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,2.172,-65892.60794937956,1,34,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,2.208,-65892.60794937956,1,37,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,13.582,-89998.59629919131,1,31,20.4397093445441,-90019.03600853586,-0.365837521081195,6.889,-65892.60794937956,1,34,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,7.079,-65892.60794937956,1,34,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,9.375,-65892.60794937956,1,54,2.6135239750146866e-8,-65892.60794940569,3.9663386476104646e-13,2.172
10,70,0.1,0.04,-69.85417711408567,1,4,0.0,-69.85417711408567,0.0,0.629,-69.85417711408567,1,5,0.0,-69.85417711408567,0.0,0.099,-69.85417711408567,1,4,0.0,-69.85417711408567,0.0,0.119,-69.85417711408567,1,5,0.0,-69.85417711408567,0.0,7.698,-69.85417711408567,1,3,0.0,-69.85417711408567,0.0,4.583,-69.85417711408567,1,4,0.0,-69.85417711408567,0.0,4.469,-69.85417711408567,1,4,0.0,-69.85417711408567,0.0,4.527,-69.85417711408567,1,4,0.0,-69.85417711408567,0.0,0.04
10,90,1.0,2.583,-32.23666016735797,1,65,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,5.643,-32.23666016735797,1,234,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,2.503,-32.23666016735797,1,67,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,2.513,-32.23666016735797,1,70,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,10.751,-31.882801384488275,1,63,2.630991247087877e-8,-31.882801410798187,0.011098737109050285,6.656,-32.23666016735797,1,65,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,6.574,-32.23666016735797,1,65,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,6.858,-32.23666016735797,1,65,4.799680652922689e-8,-32.236660215354775,1.4888889320435015e-9,2.503
10,50,5.0,6.229,-90.2677072482818,1,96,4.200762759865029e-8,-90.26770729028942,4.6536717148590127e-10,2.986,-90.2677072482818,1,71,4.2007641809505e-8,-90.26770729028944,4.6536717148590127e-10,2.567,-90.2677072482818,1,46,4.2007641809505e-8,-90.26770729028944,4.6536717148590127e-10,2.438,-90.2677072482818,1,49,4.2007641809505e-8,-90.26770729028944,4.6536717148590127e-10,14.853,-90.2677072482818,1,94,4.200762759865029e-8,-90.26770729028942,4.6536717148590127e-10,9.078,-90.2677072482818,1,96,4.2007641809505e-8,-90.26770729028944,4.6536717148590127e-10,9.989,-90.2677072482818,1,96,4.2007641809505e-8,-90.26770729028944,4.6536717148590127e-10,9.646,-90.2677072482818,1,96,4.2007641809505e-8,-90.26770729028944,4.6536717148590127e-10,2.438
10,70,10.0,6.234,-94.39716555917771,1,90,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,3.302,-94.39716555917771,1,89,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,2.549,-94.39716555917771,1,46,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,2.404,-94.39716555917771,1,49,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,14.236,-94.39716555917771,1,86,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,9.304,-94.39716555917771,1,90,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,9.556,-94.39716555917771,1,90,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,9.03,-94.39716555917771,1,90,2.815943389578024e-8,-94.39716558733714,2.98308044833476e-10,2.404
1,90,0.1,0.049,-3394.920373277349,1,4,0.0,-3394.920373277349,0.0,0.655,-3394.9203732773485,1,5,0.0,-3394.9203732773485,1.3394934221902395e-16,0.066,-3394.9203732773485,1,4,0.0,-3394.9203732773485,1.3394934221902395e-16,0.11,-3394.9203732773485,1,5,0.0,-3394.9203732773485,1.3394934221902395e-16,8.126,-3394.920373277349,1,3,0.0,-3394.920373277349,0.0,4.645,-3394.9203732773485,1,4,0.0,-3394.9203732773485,1.3394934221902395e-16,4.455,-3394.9203732773485,1,4,0.0,-3394.9203732773485,1.3394934221902395e-16,4.679,-3394.9203732773485,1,4,0.0,-3394.9203732773485,1.3394934221902395e-16,0.049
1,50,1.0,17.545,-7150.225953983165,1,84,0.00025514158096484607,-7150.226209124746,3.5683009544994136e-8,7.139,-2204.173700331019,1,131,0.0,-2204.173700331019,2.2439486089734837,5.13,-7150.225953983165,1,32,0.00025514158096484607,-7150.226209124746,3.5683009544994136e-8,6.225,-7150.225953983165,1,35,0.00025514158096484607,-7150.226209124746,3.5683009544994136e-8,1807.451,-7150.225953983165,0,13717,290.5535383109136,-7440.779492294078,3.5683009544994136e-8,15.054,-7150.225953983165,1,84,0.00025514158096484607,-7150.226209124746,3.5683009544994136e-8,15.166,-7150.225953983165,1,84,0.00025514158096484607,-7150.226209124746,3.5683009544994136e-8,17.378,-7150.225953983165,1,84,0.00025514158096484607,-7150.226209124746,3.5683009544994136e-8,5.13
1,70,5.0,9.657,-4990.138124945231,1,75,1.5248588169924915e-8,-4990.138124960479,3.055744708487859e-12,7.721,-4394.433356508305,1,154,6.92944013280794e-9,-4394.433356515235,0.13555894927156306,3.298,-4637.851414543107,1,43,8.014831109903753e-8,-4637.851414623256,0.07595903338185687,3.755,-4990.138124945231,1,48,1.5248588169924915e-8,-4990.138124960479,3.055744708487859e-12,13.449,-4637.851414543107,1,40,8.014831109903753e-8,-4637.851414623256,0.07595903338185687,12.077,-4990.138124945231,1,75,1.5248588169924915e-8,-4990.138124960479,3.055744708487859e-12,11.079,-4990.138124945231,1,75,1.5248588169924915e-8,-4990.138124960479,3.055744708487859e-12,11.75,-4990.138124945231,1,75,1.5248588169924915e-8,-4990.138124960479,3.055744708487859e-12,3.298
1,90,10.0,9.57,-4960.367717823679,1,74,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,7.627,-6258.8852511339655,1,121,3.8297912396956235e-8,-6258.885251172263,-0.261778482391263,3.156,-4960.367717823679,1,45,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,4.009,-4960.367717823679,1,48,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,18.875,-4960.367717823679,1,69,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,11.64,-4960.367717823679,1,74,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,11.536,-4960.367717823679,1,74,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,11.669,-4960.367717823679,1,74,2.8365320758894086e-8,-4960.367717852045,5.718390726754253e-12,3.156
2,50,0.1,0.047,-1422.1784338966613,1,4,0.0,-1422.1784338966613,0.0,0.676,-1422.1784338966613,1,5,0.0,-1422.1784338966613,0.0,0.065,-1422.1784338966613,1,4,0.0,-1422.1784338966613,0.0,0.081,-1422.1784338966613,1,5,0.0,-1422.1784338966613,0.0,8.142,-1422.1784338966613,1,3,0.0,-1422.1784338966613,0.0,4.511,-1422.1784338966613,1,4,0.0,-1422.1784338966613,0.0,4.519,-1422.1784338966613,1,4,0.0,-1422.1784338966613,0.0,4.412,-1422.1784338966613,1,4,0.0,-1422.1784338966613,0.0,0.047
2,70,1.0,1800.909,-674.5850469268695,0,20318,3333.523180774747,-4008.108227701616,4.94159068002011,1803.853,-3970.018666785543,0,60748,37.716546926960746,-4007.7352137125035,0.009594302725763731,4.639,-674.5850469268695,1,56,3334.5689576332834,-4009.1540045601528,4.94159068002011,5.242,-674.5850469268695,1,58,3334.5689576332834,-4009.1540045601528,4.94159068002011,1807.622,-3908.0273575413075,0,21324,100.15997523107308,-4008.1873327723806,0.02560905055262291,1801.747,-674.5850469268695,0,30699,3333.3956187217327,-4007.980665648602,4.94159068002011,1801.775,-674.5850469268695,0,29175,3333.400479452836,-4007.9855263797053,4.94159068002011,1801.83,-674.5850469268695,0,29539,3333.3969306538347,-4007.981977580704,4.94159068002011,4.639
2,90,5.0,2.459,-2624.0446390013294,1,70,2.341221261303872e-8,-2624.0446390247416,8.922185341309225e-12,8.565,-2553.993917756677,1,271,2.936030796263367e-8,-2553.9939177860374,0.027427912330188396,3.537,-2624.0446390013294,1,71,2.341221261303872e-8,-2624.0446390247416,8.922185341309225e-12,4.432,-2624.0446390013294,1,74,2.341221261303872e-8,-2624.0446390247416,8.922185341309225e-12,19.159,-2624.04463900133,1,109,2.341221261303872e-8,-2624.044639024742,8.922012041151091e-12,12.699,-2624.0446390013294,1,112,2.341221261303872e-8,-2624.0446390247416,8.922185341309225e-12,11.378,-2624.0446390013294,1,112,2.341221261303872e-8,-2624.0446390247416,8.922185341309225e-12,11.799,-2624.0446390013294,1,112,2.341221261303872e-8,-2624.0446390247416,8.922185341309225e-12,2.459
2,50,10.0,2.538,-2837.903487358292,1,74,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,8.88,-2838.53964672997,1,307,8.229653758462518e-8,-2838.5396468122667,-0.0002241652367202437,3.46,-2837.903487358292,1,75,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,4.051,-2837.903487358292,1,78,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,19.74,-2837.903487358292,1,118,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,11.503,-2837.903487358292,1,116,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,11.831,-2837.903487358292,1,116,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,12.241,-2837.903487358292,1,116,6.463096724473871e-8,-2837.903487422923,2.277419494096379e-11,2.538
3,70,0.1,0.034,-9.987898048073215e6,1,4,0.0,-9.987898048073215e6,0.0,0.681,-9.987898048073215e6,1,5,0.0,-9.987898048073215e6,0.0,0.072,-9.987898048073215e6,1,4,0.0,-9.987898048073215e6,0.0,0.081,-9.987898048073215e6,1,5,0.0,-9.987898048073215e6,0.0,8.083,-9.987898048073215e6,1,3,0.0,-9.987898048073215e6,0.0,4.585,-9.987898048073215e6,1,4,0.0,-9.987898048073215e6,0.0,4.587,-9.987898048073215e6,1,4,0.0,-9.987898048073215e6,0.0,4.566,-9.987898048073215e6,1,4,0.0,-9.987898048073215e6,0.0,0.034
3,90,1.0,7.963,-3.1279828524668496e7,1,11,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,6.204,-3.1279828524668496e7,1,16,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,5.987,-3.1279828524668496e7,1,11,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,6.313,-3.1279828524668496e7,1,14,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,16.929,-3.1279828524668496e7,1,8,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,9.75,-3.1279828524668496e7,1,11,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,9.925,-3.1279828524668496e7,1,11,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,10.913,-3.1279828524668496e7,1,11,0.6619244888424873,-3.1279829186592985e7,2.116138483049764e-8,5.987
3,50,5.0,7.927,-3.1274573770633936e7,1,18,8.26296878233552,-3.127458203360272e7,2.6420723885593753e-7,4.68,-1.7500615673582744e7,1,31,1.3781587442232937e7,-3.128220311581568e7,0.787056102306837,4.889,-1.7500615673582744e7,1,19,1.3772510484236497e7,-3.127312615781924e7,0.787056102306837,4.992,-1.7500615673582744e7,1,22,1.3772510484236497e7,-3.127312615781924e7,0.787056102306837,17.063,-3.1274573770633936e7,1,16,8.26296878233552,-3.127458203360272e7,2.6420723885593753e-7,8.32,-1.7500615673582744e7,1,18,1.3772510484236497e7,-3.127312615781924e7,0.787056102306837,8.235,-1.7500615673582744e7,1,18,1.3772510484236497e7,-3.127312615781924e7,0.787056102306837,8.441,-1.7500615673582744e7,1,18,1.3772510484236497e7,-3.127312615781924e7,0.787056102306837,4.68
3,70,10.0,2.188,-2.0721976445755582e7,1,26,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,3.731,-2.0721976445755582e7,1,32,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,4.253,-2.0721976445755582e7,1,27,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,4.213,-2.0721976445755582e7,1,30,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,17.373,-3.127213555774467e7,1,24,24.80006841942668,-3.127216035781309e7,-0.5091289983658845,8.002,-2.0721976445755582e7,1,26,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,7.69,-2.0721976445755582e7,1,26,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,7.941,-2.0721976445755582e7,1,26,6.332993507385254e-8,-2.0721976445755646e7,3.056172524837717e-15,2.188
4,90,0.1,0.032,-124957.99929575897,1,4,0.0,-124957.99929575897,0.0,0.676,-124957.99929575897,1,5,0.0,-124957.99929575897,0.0,0.071,-124957.99929575897,1,4,0.0,-124957.99929575897,0.0,0.132,-124957.99929575897,1,5,0.0,-124957.99929575897,0.0,8.14,-124957.99929575899,1,3,0.0,-124957.99929575899,-1.1645445117862686e-16,4.342,-124957.99929575897,1,4,0.0,-124957.99929575897,0.0,4.46,-124957.99929575897,1,4,0.0,-124957.99929575897,0.0,4.398,-124957.99929575897,1,4,0.0,-124957.99929575897,0.0,0.032
4,50,1.0,3.927,-327878.74489842326,1,16,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,6.376,-327878.74489842326,1,48,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,5.989,-327878.74489842326,1,18,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,6.228,-327878.74489842326,1,21,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,17.874,-327878.74489842326,1,15,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,11.16,-327878.74489842326,1,16,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,9.475,-327878.74489842326,1,16,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,12.532,-327878.74489842326,1,16,0.0016660174005664885,-327878.74656444066,5.08119976207247e-9,3.927
4,70,5.0,2.183,-133458.47638763575,1,25,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,3.762,-133458.47638763575,1,40,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,4.342,-133458.47638763575,1,25,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,4.326,-133458.47638763575,1,28,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,17.238,-328696.11386047024,1,22,8.61295647220686,-328704.72681694245,-1.4629092340726493,7.727,-133458.47638763575,1,25,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,8.079,-133458.47638763575,1,25,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,7.969,-133458.47638763575,1,25,3.879540599882603e-8,-133458.47638767454,2.9069270869047795e-13,2.183
4,90,10.0,2.235,-250411.9960025354,1,32,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,3.923,-250411.9960025354,1,50,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,4.386,-250411.9960025354,1,32,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,4.439,-250411.9960025354,1,35,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,17.5,-328095.2845264466,1,29,14.126432420162018,-328109.41095886676,-0.31022191334258525,7.874,-250411.9960025354,1,32,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,7.957,-250411.9960025354,1,32,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,7.878,-250411.9960025354,1,32,5.256151780486107e-8,-250411.99600258796,2.0990015911349906e-13,2.235
5,50,0.1,0.057,-5626.043353524537,1,4,0.0,-5626.043353524537,0.0,0.66,-5626.043353524537,1,5,0.0,-5626.043353524537,0.0,0.068,-5626.043353524537,1,4,0.0,-5626.043353524537,0.0,0.108,-5626.043353524537,1,5,0.0,-5626.043353524537,0.0,8.095,-5626.043353524537,1,3,0.0,-5626.043353524537,0.0,4.512,-5626.043353524537,1,4,0.0,-5626.043353524537,0.0,4.613,-5626.043353524537,1,4,0.0,-5626.043353524537,0.0,4.691,-5626.043353524537,1,4,0.0,-5626.043353524537,0.0,0.057
5,70,1.0,4.364,-19041.22396638639,1,34,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,1803.443,-20210.12667883536,0,45695,40.004972989125235,-20250.131651824486,-0.06138800266548616,6.083,-19041.22396638639,1,36,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,5.944,-19041.22396638639,1,39,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,17.216,-19041.22396638639,1,33,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,9.532,-19041.22396638639,1,34,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,10.17,-19041.22396638639,1,34,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,10.958,-19041.22396638639,1,34,4.566023562802002e-6,-19041.223970952415,2.397967468300586e-10,4.364
5,90,5.0,2.4,-10673.961785022511,1,47,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,7.276,-11179.345679261725,1,149,3.852619556710124e-8,-11179.345679300252,-0.047347358403043216,3.603,-10673.961785022511,1,47,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,3.822,-10673.961785022511,1,50,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,17.359,-10673.961785022511,1,66,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,11.534,-10673.961785022511,1,71,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,10.435,-10673.961785022511,1,71,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,11.728,-10673.961785022511,1,71,2.230990503448993e-8,-10673.961785044821,2.0901241248394518e-12,2.4
