seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.021445142520545968,0.009694635838024305,198,OPTIMAL,3.886
1,16,80,4.0,2.250303004538984,0.022277671701115942,0.00999884129357746,6397,OPTIMAL,38.608
1,17,85,4.0,1.6411353000709363,0.01607008244480701,0.009888884624754903,978,OPTIMAL,7.765
1,18,90,4.0,2.1566595398692447,0.02028112111750513,0.009493225048282948,961,OPTIMAL,7.969
1,19,95,4.0,1.7514415693513994,0.01673695497970451,0.00964830256462227,1662,OPTIMAL,11.761
1,20,100,4.0,2.274969426057991,0.022088990358608562,0.009804777035027726,3111,OPTIMAL,20.647
1,21,105,5.0,1.7617942799593105,0.017339550137703608,0.009939810899808676,5509,OPTIMAL,36.235
1,22,110,5.0,1.930455938957835,0.018902624811794055,0.009888620250300751,1373,OPTIMAL,11.105
1,23,115,5.0,1.8673957031119208,0.018435562386275972,0.009970773290461919,3313,OPTIMAL,24.082
1,24,120,5.0,2.0309586934341795,0.020086888360369315,0.009989144166070803,4602,OPTIMAL,34.771
1,25,125,5.0,1.918574585754522,0.01896478432321036,0.009983515724608726,10507,OPTIMAL,75.129
1,26,130,6.0,1.8799588900749673,0.01857671262794769,0.009980063660772016,102400,OPTIMAL,717.51
1,27,135,6.0,1.6865999170979717,0.015623939647924079,0.009350188068991041,17761,OPTIMAL,131.615
1,28,140,6.0,2.262450368745628,0.022397503643738048,0.009998649582191573,68066,OPTIMAL,367.671
1,29,145,6.0,2.067935788464429,0.02047384691414189,0.009999622702944898,64595,OPTIMAL,377.223
1,30,150,6.0,2.0182485579414875,0.019945297905196835,0.009981116632334681,25300,OPTIMAL,160.366
2,15,75,3.0,1.5912331179212327,0.014844560778260352,0.009416815867506964,1789,OPTIMAL,13.245
2,16,80,4.0,1.5377830876141556,0.015221238629339107,0.009997123361187608,12800,OPTIMAL,84.357
2,17,85,4.0,1.9730825424630343,0.019511657466845467,0.00998768850247455,36278,OPTIMAL,239.779
2,18,90,4.0,1.908612111621514,0.01888198031143129,0.009991892492258186,21465,OPTIMAL,145.451
2,19,95,4.0,2.098437741911695,0.020775858664599856,0.009999634123397447,37194,OPTIMAL,252.281
2,20,100,4.0,1.7116323676712453,0.016827079731419614,0.009928621211628567,12531,OPTIMAL,85.988
