seed,dimension,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
1,20,4.097,-2.5934089408729033,1,306,0.005274546008638303,-2.5986834868815416,0.0020338273403433895,8.301,-2.594074440750031,1,414,0.004132053851167328,-2.5982064946011985,0.001776759394066521,8.061,-2.594074440750031,1,414,0.004132053851167328,-2.5982064946011985,0.001776759394066521,8.209,-2.5882343726262835,1,381,0.013929444248191203,-2.6021638168744747,0.004037159217793461,7.992,-2.593366570365136,1,365,0.005578178168629044,-2.598944748533765,0.00205019860175684,11.117,-2.5933665703651334,1,365,0.005578178168621939,-2.5989447485337553,0.0020501986017578697,5.682,-2.5934089408729006,1,306,0.00527454600864008,-2.5986834868815407,0.002033827340344419,4.097
1,25,3.236,-0.5940218474478942,1,264,0.005906056841878393,-0.5999279042897726,0.00994249094920108,7.111,-0.5942506283911175,1,357,0.0027606952451875166,-0.597011323636305,0.009553672520340135,8.292,-0.5942506283911175,1,357,0.0027606952451875166,-0.597011323636305,0.009553672520340135,8.6,-0.594259669001755,1,377,0.002879455581272561,-0.5971391245830275,0.009538313945382168,8.301,-0.5942500408260213,1,354,0.003344601130092162,-0.5975946419561134,0.009554670717159664,8.339,-0.5940237934749636,1,301,0.0057509346826453145,-0.5997747281576089,0.00993918236889253,5.782,-0.5940218474478942,1,264,0.005906056841877172,-0.5999279042897714,0.00994249094920108,3.236
1,30,3.982,-30.327575604673267,1,297,0.15289354034515057,-30.480469145018418,0.00504140332013848,7.657,-30.30906219040646,1,39,0.2070134728532267,-30.516075663259688,0.005655303801059577,7.853,-30.30906219040646,1,39,0.2070134728532267,-30.516075663259688,0.005655303801059577,8.208,-30.30906219040646,1,39,0.2070134728532267,-30.516075663259688,0.005655303801059577,7.847,-30.30906219040646,1,39,0.2070134728532267,-30.516075663259688,0.005655303801059577,7.86,-30.30906219040646,1,39,0.2070134728532267,-30.516075663259688,0.005655303801059577,8.286,-30.327575604673264,1,297,0.15289354034515412,-30.480469145018418,0.005041403320138598,3.982
1,35,3.414,-0.31990948354386933,1,298,0.0025954645588799896,-0.3225049481027493,0.008113121655938882,8.531,-0.32006766103183076,1,427,0.00037803527582047636,-0.32044569630765124,0.007614911994111678,8.036,-0.32006766103183076,1,427,0.00037803527582047636,-0.32044569630765124,0.007614911994111678,8.726,-0.32005622491038366,1,411,0.0005614221034933031,-0.32061764701387696,0.007650915688489771,8.164,-0.3200583567053258,1,368,0.002774212168294765,-0.32283256887362055,0.007644204083932376,8.68,-0.32005635936669435,1,344,0.0017777571263787317,-0.3218341164930731,0.007650492372343635,6.753,-0.31990948354386933,1,298,0.0025954645588799896,-0.3225049481027493,0.008113121655938882,3.414
1,40,4.938,-0.1771535567574709,1,1250,0.0005352471229250755,-0.17768880388039598,0.003021373844939769,9.817,-0.1771470729674065,1,968,0.007513404553959713,-0.18466047752136622,0.0030580856003709052,10.199,-0.1771470729674065,1,968,0.007513404553959713,-0.18466047752136622,0.0030580856003709052,10.577,-0.17715719949788544,1,976,0.0003964815272489153,-0.17755368102513436,0.0030007495265067527,10.358,-0.17715720378178262,1,921,0.0005672601989796244,-0.17772446398076225,0.0030007252726125156,10.605,-0.1771522893866181,1,1010,0.0006664969852497871,-0.17781878637186788,0.0030285495921929823,13.469,-0.1771470645144126,1,774,0.0005671242923636632,-0.17771418880677625,0.003058133463675432,4.938
1,45,4.709,-0.4494578956821638,1,1132,0.0008720348499147712,-0.4503299305320786,0.001940192525912226,12.097,-0.4495765994634078,1,1422,0.01032036901956035,-0.4598969684829681,0.0016756456398530383,12.476,-0.4495765994634078,1,1422,0.01032036901956035,-0.4598969684829681,0.0016756456398530383,12.118,-0.4495137754434797,1,1299,0.00027182848358542344,-0.4497856039270651,0.0018156397716481362,10.813,-0.44903338495402717,1,1064,0.0014194894748221776,-0.45045287442884935,0.002887414658899282,11.359,-0.44946429622591155,1,966,0.00043311815117708097,-0.44989741437708863,0.001925924513772617,9.271,-0.4494690414534109,1,844,0.000860787700174892,-0.45032982915358577,0.0019153467742381743,4.709
1,50,5.341,-0.3978634982246342,1,1231,0.0025778483389966023,-0.4004413465636308,0.00647922805308756,11.928,-0.39879631571690183,1,1287,0.07261237644946611,-0.47140869216636794,0.004124990081143913,19.136,-0.3987963157169017,1,1287,0.07261237644947116,-0.4714086921663729,0.004124990081144192,12.17,-0.398796314094819,1,1173,0.04148598487923416,-0.4402822989740532,0.0041249941653689155,11.812,-0.3979393313678064,1,1135,0.0021132064608958556,-0.40005253782870226,0.006287428757605827,11.716,-0.39785971174730883,1,1047,0.0025007097672972156,-0.40036042151460605,0.006488806833403675,15.531,-0.3978620784877366,1,1084,0.002529524668122063,-0.40039160315585864,0.006482819588380814,5.341
1,55,5.24,0.39870377386954825,1,1241,0.0044448705237826736,0.3942589033457656,0.011273988960204956,12.598,0.3987037738078666,1,1382,0.09113615239025907,0.3075676214176075,0.011273988803755325,12.177,0.3987037738078666,1,1382,0.09113615239025907,0.3075676214176075,0.011273988803755325,12.622,0.3987037738769668,1,1352,0.004438353470393508,0.3942654204065733,0.011273988979021437,11.826,0.3987037738637442,1,1325,0.0044715312679021735,0.39423224259584205,0.011273988945483603,11.5,0.398703774940248,1,1274,0.004491402192922156,0.39421237274732585,0.011273991675932469,10.657,0.39870377389422634,1,1227,0.004446833184290178,0.39425694070993617,0.011273989022798577,5.24
1,60,20.13,-0.5014177014154331,1,7518,0.004898471469889976,-0.506316172885323,0.009769243199955377,53.092,-0.5028847932840317,1,13548,0.004601542244186185,-0.5074863355282179,0.006823391057190514,58.252,-0.5028847932840317,1,13548,0.004601542244160206,-0.5074863355281919,0.006823391057190514,48.28,-0.5014203701313314,1,12779,0.004618870138177411,-0.5060392402695089,0.009763868892500903,35.078,-0.5014165647558844,1,9094,0.0046888884532511055,-0.5061054532091355,0.009771532242505921,32.506,-0.5013624634596638,1,8271,0.0043833108310193936,-0.5057457742906832,0.009880495223906494,34.959,-0.5014180934621401,1,7611,0.0046485638196650525,-0.5060666572818051,0.00976845368575201,20.13
1,65,5.321,-0.17394992588649288,1,1322,0.00044226582176173923,-0.17439219170825462,0.00254248927964666,13.508,-0.17394992730334707,1,1367,0.005456955550301762,-0.17940688285364884,0.002542481113753474,13.197,-0.17394992730334707,1,1367,0.005456955550301762,-0.17940688285364884,0.002542481113753474,12.907,-0.17394992625350708,1,1246,0.00042949083790808085,-0.17437941709141516,0.0025424871643981266,11.585,-0.17394992649747576,1,1248,0.0004148657633212538,-0.174364792260797,0.0025424857583097723,10.097,-0.17394992567457018,1,1214,0.000457285582526501,-0.17440721125709668,0.0025424905010413344,11.451,-0.17394992560581352,1,1322,0.00044629811026297705,-0.1743962237160765,0.0025424908973133075,5.321
