seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,0.8399762136523655,0.0033214781049824005,0.00396995076207788,44782,Time limit reached,1801.474
1,50,50,25.0,1.0,0.49785032324495226,0.010332384623646773,0.02119385525149418,34989,Time limit reached,1803.196
1,50,50,25.0,5.0,0.5118839754472583,0.024487617984453924,0.05024169263785008,44895,Time limit reached,1802.039
1,50,50,25.0,10.0,0.5415094468856261,0.05413430661932539,0.11107317987073884,45098,Time limit reached,1800.295
2,50,50,25.0,0.1,0.810930109691295,0.001921984684644329,0.0023757297673969945,80808,Time limit reached,1801.904
2,50,50,25.0,1.0,0.26925601777798475,0.003633780707857248,0.013680257902872363,29628,Time limit reached,1803.357
2,50,50,25.0,5.0,0.2971152116194541,0.03157781820505112,0.11892041945207374,53317,Time limit reached,1800.246
2,50,50,25.0,10.0,0.29412725211384577,0.02863162793883328,0.10784218394484556,52987,Time limit reached,1800.275
3,50,50,25.0,0.1,0.87156281729358,0.03481928694723324,0.04161285469732973,54992,Time limit reached,1800.988
3,50,50,25.0,1.0,0.49169109584708653,0.008138999235316469,0.016831690509349677,22966,Time limit reached,1803.211
3,50,50,25.0,5.0,0.499738540753008,0.016286978480420544,0.03368895614662914,29487,Time limit reached,1802.112
3,50,50,25.0,10.0,0.49800740133774235,0.014600185452289804,0.030202663453309814,40475,Time limit reached,1802.837
4,50,50,25.0,0.1,0.47851272062682637,0.00493209473875289,0.010414477428218414,41562,Time limit reached,1802.189
4,50,50,25.0,1.0,-0.9877654589085232,0.01769112359512759,0.01791024725107943,24124,Time limit reached,1801.991
4,50,50,25.0,5.0,-1.0055988805711795,0.08261734852284408,0.0821573592801908,27374,Time limit reached,1802.747
4,50,50,25.0,10.0,-1.0127705209746765,0.07544524831966637,0.07449392212468714,22543,Time limit reached,1802.081
5,50,50,25.0,0.1,0.8224212732350771,0.004767791522135134,0.0058310661285840264,33269,Time limit reached,1802.215
5,50,50,25.0,1.0,0.45691502563534053,0.009016475729167528,0.02013062049666453,23437,Time limit reached,1802.896
5,50,50,25.0,5.0,0.4652876602110209,0.017580819456016417,0.039268596893378825,29695,Time limit reached,1802.499
5,50,50,25.0,10.0,0.4672205720493893,0.019512325539085162,0.04358268066575825,27851,Time limit reached,1802.942
6,50,50,25.0,0.1,0.909050701593275,0.026018113067195814,0.029464499278134406,73378,Time limit reached,1800.135
6,50,50,25.0,1.0,0.6216087228013595,0.006102632760238813,0.009914821086223711,36003,OPTIMAL,1612.89
6,50,50,25.0,5.0,0.6285229730829404,0.013064062293299372,0.02122653854590882,44838,Time limit reached,1802.56
6,50,50,25.0,10.0,0.6408045808419942,0.02543367322660095,0.04133063963839024,42705,Time limit reached,1800.29
7,50,50,25.0,0.1,0.77541165223926,0.007321829949997083,0.009532517861224412,35046,Time limit reached,1801.904
7,50,50,25.0,1.0,0.17425627775040514,0.011449202059987063,0.07032373753680105,29474,Time limit reached,1802.819
7,50,50,25.0,5.0,0.18638156995704702,0.023716969183565417,0.14580289178339703,32624,Time limit reached,1801.763
7,50,50,25.0,10.0,0.1752373962137358,0.012615386107393795,0.0775748996039609,29914,Time limit reached,1803.122
8,50,50,25.0,0.1,0.710208070322766,0.010452817845788998,0.014937819771682116,52964,Time limit reached,1802.345
8,50,50,25.0,1.0,-0.2201322715511292,0.008598835626414614,0.03906213098980991,32147,Time limit reached,1801.77
8,50,50,25.0,5.0,-0.19071129116522806,0.040571390914597466,0.2127372252933221,22380,Time limit reached,1802.749
8,50,50,25.0,10.0,-0.1858420031062068,0.04546267439978349,0.24463078120074955,38934,Time limit reached,1802.846
9,50,50,25.0,0.1,0.7841749704675622,0.006543350865022335,0.008414460909352873,46350,Time limit reached,1802.199
9,50,50,25.0,1.0,0.12963552683642562,0.009787076840106476,0.08166210610489383,21973,Time limit reached,1802.567
9,50,50,25.0,5.0,0.17219055341236017,0.05240165247944935,0.43744998135342694,54957,Time limit reached,1800.279
9,50,50,25.0,10.0,0.13603990664817656,0.016228507302384523,0.13545044454031321,44598,Time limit reached,1802.472
10,50,50,25.0,0.1,0.8325946798192329,0.003760874441246731,0.0045375495266286835,35595,Time limit reached,1801.669
10,50,50,25.0,1.0,0.48068532079463433,0.010368592230502238,0.022045977956508905,20055,Time limit reached,1802.936
10,50,50,25.0,5.0,0.4979042533823851,0.02772430544948845,0.05896530800893538,33437,Time limit reached,1802.214
10,50,50,25.0,10.0,0.5414094304643107,0.07126239626718339,0.1515747012822884,40886,Time limit reached,1800.3
1,70,70,35.0,0.1,0.4374666060704816,0.01969492180787724,0.04714278767513918,20758,Time limit reached,1803.643
1,70,70,35.0,1.0,-1.4024910236209016,0.03444757771070517,0.024561709936488315,14253,Time limit reached,1804.65
1,70,70,35.0,5.0,-1.588674329919429,0.057722227675007565,0.03633358114242017,16942,Time limit reached,1803.982
1,70,70,35.0,10.0,-1.5926749060992509,0.05370895183279423,0.03372248261532366,11434,Time limit reached,1805.429
2,70,70,35.0,0.1,0.8635729374480843,0.046658249819465425,0.0571152049608844,36161,Time limit reached,1800.208
2,70,70,35.0,1.0,0.2843021667961945,0.03598871931707018,0.14493262319228903,27211,Time limit reached,1800.39
2,70,70,35.0,5.0,0.28582501996519755,0.03748829622509334,0.15095752114506658,26127,Time limit reached,1800.366
2,70,70,35.0,10.0,0.28568345878682355,0.0375393037068707,0.15128022537857244,21612,Time limit reached,1800.443
3,70,70,35.0,0.1,0.6320160044429092,0.006686449042863862,0.010692680339707125,15988,Time limit reached,1803.682
