seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-27719.080067618794,0.0,0.0,1,4,Optimal (tree empty),16.576
1,5,21621.882150493726,0.0,0.0,1,2,Optimal (tree empty),11.5
1,6,39996.88473133879,0.0,0.0,1,2,Optimal (tree empty),9.769
1,7,13872.362100414517,0.0,0.0,1,2,Optimal (tree empty),10.281
1,8,41964.88332034584,0.0,0.0,1,2,Optimal (tree empty),10.316
2,4,-21806.95978267962,0.0,0.0,1,4,Optimal (tree empty),24.991
2,5,16463.960978327195,0.0,0.0,1,2,Optimal (tree empty),9.547
2,6,11.775436260639696,0.0,0.0,1,4,Optimal (tree empty),20.459
2,7,-63078.90564121283,0.0,0.0,1,4,Optimal (tree empty),27.719
2,8,15406.993207279134,0.0,0.0,1,2,Optimal (tree empty),10.498
3,4,-30524.560214135003,0.0,0.0,1,4,Optimal (tree empty),17.095
3,5,-3687.8041473690605,0.0,0.0,1,4,Optimal (tree empty),13.927
3,6,-1955.4886558304197,0.0,0.0,1,4,Optimal (tree empty),26.442
3,7,7945.133483098373,0.0,0.0,1,2,Optimal (tree empty),10.295
3,8,-14473.626743694604,0.0,0.0,1,4,Optimal (tree empty),18.555
