seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.88564921539154,10.251766575868999,0.03841258084129977,21,467,Time limit reached,604.517
1,5,-292.5452824006466,13.51258891126048,0.04618973445879985,21,468,Time limit reached,605.988
1,6,-215.07386146426387,18.395008922185184,0.08552879832513563,17,598,Time limit reached,604.248
1,7,-192.1308387837846,23.5136764454505,0.12238366622607488,19,506,Time limit reached,604.028
1,8,-91.91307516209395,39.16857023367544,0.4261479682254068,19,675,Time limit reached,605.466
2,4,-373.6826369051108,7.897034548120189,0.021132998347272638,25,450,Time limit reached,604.661
2,5,-213.7507942816876,13.319362055605609,0.0623125733888639,7,208,Time limit reached,611.039
2,6,-230.24430796165947,12.388367518849321,0.053805315008752554,81,2470,Time limit reached,603.872
2,7,-158.598689399547,31.871950317945988,0.20095973326521716,15,481,Time limit reached,605.377
2,8,-170.7542284932267,29.030051197144843,0.17001073093950572,11,414,Time limit reached,607.449
3,4,-350.823105112912,9.274707105162406,0.026436990523122338,21,325,Time limit reached,605.279
3,5,-305.2773158064324,12.226481674440663,0.04005041004158044,19,545,Time limit reached,604.537
3,6,-196.29349192805086,24.092631968454583,0.12273780313249236,9,272,Time limit reached,607.177
3,7,-152.86701126752527,30.287688975803064,0.1981309683800779,19,605,Time limit reached,605.803
3,8,-152.47047810450914,34.108829243532114,0.22370776079125695,9,224,Time limit reached,604.603
