seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.6330541727029532,0.006239159891319068,0.009953749932269116,1736,OPTIMAL,3.995
1,5,5,25,5.0,0.1,0.28694865548636417,0.0023779279685037236,0.008356193165913309,1455,OPTIMAL,3.019
1,5,1,25,5.0,1.0,0.6330541727029194,0.00625073218150618,0.00997239609327358,16367,OPTIMAL,36.805
1,5,5,25,5.0,1.0,0.2867351506391778,0.0027478667643431876,0.00967602044306424,30265,OPTIMAL,58.06
2,5,1,25,5.0,0.1,0.561558803563659,0.003522811540558335,0.006312875138728514,66,OPTIMAL,0.204
2,5,5,25,5.0,0.1,0.20313961626515484,0.0014951730069113212,0.007414898138286269,156,OPTIMAL,0.449
2,5,1,25,5.0,1.0,0.5304053488365846,0.005136549607351326,0.009778897232975906,8690,OPTIMAL,18.934
2,5,5,25,5.0,1.0,0.15519907526447277,0.0014891151815616677,0.009687824918817489,39610,OPTIMAL,97.185
3,5,1,25,5.0,0.1,0.6595374915715047,0.0063961919068671325,0.009792968091516072,1960,OPTIMAL,4.471
3,5,5,25,5.0,0.1,0.38760816244687524,0.0038162418469331882,0.009943517937969236,2510,OPTIMAL,5.19
3,5,1,25,5.0,1.0,0.6595374915714965,0.006526571250672131,0.009994582092847122,15181,OPTIMAL,32.27
3,5,5,25,5.0,1.0,0.3872486896147957,0.0037695816195676968,0.00982995302996951,81869,OPTIMAL,193.997
1,10,1,50,10.0,0.1,0.4718474259178642,0.003474199147500634,0.007417586977498144,69,OPTIMAL,0.347
1,10,5,50,10.0,0.1,0.10447247263399045,0.0010236221478499008,0.009894959132359228,4182,OPTIMAL,15.448
1,10,1,50,10.0,1.0,0.6931471805599454,0.3426833680711841,0.9777995783292841,552582,Time limit reached,1800.031
1,10,5,50,10.0,1.0,0.09296008082329758,0.031204819860590025,0.5052981620373012,451456,Time limit reached,1800.111
2,10,1,50,10.0,0.1,0.6484994987895639,0.007099189133393136,0.011068265834169505,553546,Time limit reached,1800.163
2,10,5,50,10.0,0.1,0.3194128293759913,0.005000804762216315,0.015905259248145245,540487,Time limit reached,1800.121
2,10,1,50,10.0,1.0,0.6487523141907058,0.01876908458381088,0.029792990831712548,282691,Time limit reached,1800.188
2,10,5,50,10.0,1.0,0.33043960307560094,0.06398823436268264,0.24014976793617165,282616,Time limit reached,1800.228
3,10,1,50,10.0,0.1,0.6681557145501542,0.008101591398369301,0.012274131944943966,320930,Time limit reached,1800.163
3,10,5,50,10.0,0.1,0.42004685877632925,0.015598952312965486,0.03856850799245883,312484,Time limit reached,1800.186
3,10,1,50,10.0,1.0,0.6684753106468795,0.01379487380295552,0.021071156287268477,296138,Time limit reached,1800.192
3,10,5,50,10.0,1.0,0.43975338206698034,0.08414697470572025,0.23662952343891666,274070,Time limit reached,1800.211
1,15,1,75,15.0,0.1,0.6931471805599453,0.06935308941963203,0.11117945874231129,265430,Time limit reached,1800.031
1,15,5,75,15.0,0.1,0.4981686570180554,0.22583750986832601,0.8292753591793858,253640,Time limit reached,1800.071
1,15,1,75,15.0,1.0,0.6436080049411235,0.024393808068160272,0.039394781630248794,192123,Time limit reached,1800.224
1,15,5,75,15.0,1.0,0.35722563013500247,0.10666004564258136,0.4256771569752729,214421,Time limit reached,1800.31
2,15,1,75,15.0,0.1,0.6931471805599453,0.05942717527780439,0.09377512905142799,269990,Time limit reached,1800.03
2,15,5,75,15.0,0.1,0.614384992864348,0.325041096408637,1.1233729150336165,262822,Time limit reached,1800.074
2,15,1,75,15.0,1.0,0.6561448971747863,0.02692650924741047,0.04279358290228212,196468,Time limit reached,1800.225
2,15,5,75,15.0,1.0,0.3661630774939755,0.09753464555001251,0.36308385096912843,204224,Time limit reached,1800.283
3,15,1,75,15.0,0.1,0.6482790019157123,0.05368650758878224,0.0902912635141057,286977,Time limit reached,1800.133
3,15,5,75,15.0,0.1,0.24663846430011088,0.030555452452500437,0.1414060836677399,267681,Time limit reached,1800.191
3,15,1,75,15.0,1.0,0.6251138526893635,0.054521957071708704,0.09555333240877831,249581,Time limit reached,1800.247
3,15,5,75,15.0,1.0,0.6931471805599453,0.5165996431533961,2.926122056088405,224279,Time limit reached,1800.017
1,20,1,100,20.0,0.1,0.5596507470165679,0.024027794815784764,0.04485953172293805,252532,Time limit reached,1800.216
1,20,5,100,20.0,0.1,0.18737807269141898,0.036487461320763526,0.2418139935236517,223110,Time limit reached,1800.31
1,20,1,100,20.0,1.0,0.6931471805599454,0.1770569820590624,0.3430737157445928,210218,Time limit reached,1800.038
1,20,5,100,20.0,1.0,0.20254618585224263,0.0647222103518699,0.46960051846490863,159239,Time limit reached,1800.25
2,20,1,100,20.0,0.1,0.6931471805599454,0.06032178247615627,0.09532136772451313,220853,Time limit reached,1800.03
2,20,5,100,20.0,0.1,0.6931471805599454,0.40580399675333784,1.4122624778406392,194467,Time limit reached,1800.024
2,20,1,100,20.0,1.0,0.6563110974711384,0.026772161851156495,0.04252661803164051,201642,Time limit reached,1800.312
2,20,5,100,20.0,1.0,0.37177339275996557,0.09090651679558742,0.3236640721105074,181195,Time limit reached,1800.383
3,20,1,100,20.0,0.1,0.6861997200966768,0.08528919950782043,0.1419332772277678,230456,Time limit reached,1800.045
3,20,5,100,20.0,0.1,0.2750195001810885,0.045917128359234866,0.20042188124939753,211985,Time limit reached,1800.314
3,20,1,100,20.0,1.0,0.6275419806252337,0.034209683554418335,0.05765687073382986,187136,Time limit reached,1800.36
3,20,5,100,20.0,1.0,0.6931471805599454,0.48127023952065096,2.2714611470221064,182434,Time limit reached,1800.025
