seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,4.833676927736633,0.009629295291221156,3,12,Time limit reached,843.689
1,5,-496.4583624786399,9.101790965360124e-8,1.833344274818561e-10,1,4,Optimal (tree empty),1998.271
1,6,-485.5407587930873,7.05552844638305,0.01453127944175281,3,15,Time limit reached,716.738
1,7,-475.91426983362254,8.66588201819826,0.01820891401560162,3,15,Time limit reached,671.216
1,8,-470.9310220831441,15.725960448776732,0.033393341511488435,3,11,Time limit reached,821.104
2,4,-506.0168111748489,6.043630760656981,0.011943537501501442,3,13,Time limit reached,699.841
2,5,-543.7924584375728,6.221133156611586,0.01144027111829792,3,10,Time limit reached,1102.52
2,6,-476.5735179166229,7.518609451486498,0.015776389515629544,3,15,Time limit reached,698.874
2,7,-466.26739774702844,14.087600438782658,0.03021356523499812,3,9,Time limit reached,810.59
2,8,-448.3903978779525,13.543648925377397,0.030205037818548126,3,14,Time limit reached,705.241
3,4,-482.5884753539862,3.166955798534559,0.006562435616000874,3,18,Time limit reached,649.935
3,5,-492.7137659643789,4.451574984646925,0.009034809441408533,3,13,Time limit reached,758.667
3,6,-508.8601833257553,7.162405821950074,0.014075390562371708,3,12,Time limit reached,685.06
3,7,-457.58825120820745,13.24738865510841,0.028950456267463714,3,12,Time limit reached,738.971
3,8,-433.40142236741144,16.02118773811935,0.0369661632640826,3,10,Time limit reached,834.484
