minTime,numInstances,BosciaTerm,BosciaTermRel,BosciaTime,BosciaRelGapNT,BosciaNodesOCuts,Boscia_AfwTerm,Boscia_AfwTermRel,Boscia_AfwTime,Boscia_AfwRelGapNT,Boscia_AfwNodesOCuts,Boscia_No_As_No_SsTerm,Boscia_No_As_No_SsTermRel,Boscia_No_As_No_SsTime,Boscia_No_As_No_SsRelGapNT,Boscia_No_As_No_SsNodesOCuts,Boscia_No_AsTerm,Boscia_No_AsTermRel,Boscia_No_AsTime,Boscia_No_AsRelGapNT,Boscia_No_AsNodesOCuts,Boscia_No_SsTerm,Boscia_No_SsTermRel,Boscia_No_SsTime,Boscia_No_SsRelGapNT,Boscia_No_SsNodesOCuts,Boscia_Global_TighteningTerm,Boscia_Global_TighteningTermRel,Boscia_Global_TighteningTime,Boscia_Global_TighteningRelGapNT,Boscia_Global_TighteningNodesOCuts,Boscia_Local_TighteningTerm,Boscia_Local_TighteningTermRel,Boscia_Local_TighteningTime,Boscia_Local_TighteningRelGapNT,Boscia_Local_TighteningNodesOCuts,Boscia_No_TighteningTerm,Boscia_No_TighteningTermRel,Boscia_No_TighteningTime,Boscia_No_TighteningRelGapNT,Boscia_No_TighteningNodesOCuts
0,210,199,95 %,19.47,0.72,35329,159,76 %,48.11,1.75,231844,198,94 %,25.59,0.89,50989,198,94 %,19.46,0.83,46323,199,95 %,20.24,0.1,35896,202,96 %,14.7,0.17,26587,199,95 %,19.67,0.72,35348,202,96 %,16.49,0.17,25687
10,99,88,89 %,69.06,1.53,73475,51,52 %,324.61,1.18,436964,87,88 %,109.62,1.89,105058,87,88 %,84.03,1.76,95983,88,89 %,69.12,0.21,74547,91,92 %,41.45,0.34,55144,88,89 %,68.33,1.53,73530,91,92 %,45.64,0.34,53235
300,12,2,17 %,1624.97,2.81,423896,0,0 %,1800.0,7.88,663556,1,8 %,1565.62,8.44,559721,1,8 %,1665.74,7.4,510096,2,17 %,1583.17,1.9,438398,4,33 %,1308.09,0.4,380978,2,17 %,1569.01,2.83,434079,4,33 %,1342.51,0.4,365226
600,8,0,0 %,1800.0,0.6,454877,0,0 %,1800.0,0.45,642901,0,0 %,1800.0,0.3,587832,0,0 %,1800.0,0.3,546554,0,0 %,1800.0,0.93,479845,1,12 %,1769.23,0.37,455634,0,0 %,1800.0,0.63,467907,1,12 %,1779.15,0.37,437628
1200,8,0,0 %,1800.0,0.6,454877,0,0 %,1800.0,0.45,642901,0,0 %,1800.0,0.3,587832,0,0 %,1800.0,0.3,546554,0,0 %,1800.0,0.93,479845,1,12 %,1769.23,0.37,455634,0,0 %,1800.0,0.63,467907,1,12 %,1779.15,0.37,437628
