seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-10.52163726099156,0.09764414620392792,0.00928031862169766,21,187,Optimal (tolerance reached),5.127
1,5,-6.753903222760302,0.0632472808614768,0.009364552433670762,413,3799,Optimal (tolerance reached),28.201
1,6,-6.609683524031659,0.06576554020288405,0.009949877322230632,2857,36303,Optimal (tolerance reached),167.521
1,7,-11.690896291367242,0.11590561844280245,0.00991417728411372,439,4558,Optimal (tolerance reached),31.728
1,8,-1.0950438989627638,0.010513607314611484,0.009601082956190226,1127,18216,Optimal (tolerance reached),104.805
2,4,-12.460514291879214,0.08932549002415513,0.007168684047204253,11,82,Optimal (tolerance reached),4.714
2,5,-14.615935365134433,0.14477033271352013,0.00990496530648749,325,3087,Optimal (tolerance reached),24.031
2,6,-9.3975879978104,0.09381066700444407,0.009982419640688822,171,2166,Optimal (tolerance reached),17.996
2,7,-4.4232888423304235,0.04402476415457102,0.0099529480718642,1171,17598,Optimal (tolerance reached),101.371
2,8,-10.365833529843716,0.10351703279972568,0.009986368438360056,1457,21892,Optimal (tolerance reached),119.113
3,4,-9.927340542531098,0.08886830041105576,0.008951873870985158,73,559,Optimal (tolerance reached),6.743
3,5,-10.77493717608612,0.10747933917866526,0.009974938825370115,357,3572,Optimal (tolerance reached),26.094
3,6,-3.432676370603183,0.03369520459234643,0.009816015538460322,343,5172,Optimal (tolerance reached),36.099
3,7,-5.729822203312294,0.056847068695297764,0.009921262244827707,1439,19860,Optimal (tolerance reached),109.971
3,8,-0.9868809399417389,0.018468531277610056,0.018714041917458003,24701,512520,Time limit reached,1801.454
