seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-271.01171330788446,3.814543045677567,0.014075196230887752,119,2802,Time limit reached,1804.155
1,5,-296.8319929583018,8.756390204927413,0.029499482578205408,115,2687,Time limit reached,1804.629
1,6,-220.4497816902557,14.378911435987902,0.0652253376063265,73,2284,Time limit reached,1805.645
1,7,-192.13083878378455,23.048925184156673,0.11996473512560314,77,1986,Time limit reached,1805.279
1,8,-105.9148864611476,25.77666805752014,0.24337153084685323,61,2192,Time limit reached,1808.172
2,4,-373.6792981962394,5.455772538347503,0.014600146608823856,151,3128,Time limit reached,1803.379
2,5,-206.5806487926882,20.228552305315958,0.09792084797650193,29,868,Time limit reached,1807.315
2,6,-224.91979872193497,18.297511830375953,0.08135127247289109,205,6040,Time limit reached,1805.496
2,7,-160.5123476237869,30.01694937709894,0.18700710457150288,61,1784,Time limit reached,1805.691
2,8,-160.53970956157926,40.28825961411579,0.25095510465379384,33,1095,Time limit reached,1811.424
3,4,-350.8591606370959,7.278172245897224,0.02074385697292725,149,2577,Time limit reached,1802.621
3,5,-303.58076278784307,14.306843159099913,0.0471269754635218,69,1746,Time limit reached,1805.028
3,6,-197.47775222227224,23.08554000380414,0.11690197880022493,33,876,Time limit reached,1805.443
3,7,-154.15950880984462,28.725243483964533,0.1863345550704696,59,1850,Time limit reached,1807.155
3,8,-156.9874463178072,29.117669527270806,0.18547769398277017,25,734,Time limit reached,1807.948
