seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,2,15,20.0,3.370347162078279,5.599605801265284e-8,1.661432969666561e-8,67,OPTIMAL,0.246
2,2,15,20.0,2.1185418107851888,7.042956884362184e-8,3.3244362148748355e-8,15,OPTIMAL,0.049
3,2,15,20.0,2.9781211642550875,7.740211316331624e-8,2.5990250532461805e-8,66,OPTIMAL,0.271
4,2,15,20.0,2.0049181064464086,4.783715024103685e-8,2.385990292003246e-8,72,OPTIMAL,0.349
5,2,15,20.0,0.4872728372600643,5.772489952704518e-8,1.1846526617413763e-7,70,OPTIMAL,0.307
6,2,15,20.0,0.06023019318797068,9.992629945720921e-8,1.6590759543253034e-6,51,OPTIMAL,0.34
7,2,15,20.0,3.4917781560540337,8.564703080082836e-8,2.4528199981176156e-8,65,OPTIMAL,0.246
8,2,15,20.0,0.44277528771179864,4.108691031845524e-8,9.279405439135438e-8,70,OPTIMAL,0.356
9,2,15,20.0,0.45178989295454297,3.8989176776027534e-8,8.629936337396459e-8,16,OPTIMAL,0.13
10,2,15,20.0,2.536857210668162,7.242487898295735e-8,2.8549056977291974e-8,50,OPTIMAL,0.354
1,2,16,20.0,2.792894873441543,5.5845370994234145e-8,1.99955152776931e-8,68,OPTIMAL,0.297
2,2,16,20.0,2.9760070981254225,7.213614949819203e-8,2.4239240320413155e-8,15,OPTIMAL,0.05
3,2,16,20.0,2.6141629527823453,3.411892857130283e-8,1.3051569329407877e-8,65,OPTIMAL,0.304
4,2,16,20.0,1.8597915468796633,5.800515934240025e-8,3.118906591916034e-8,71,OPTIMAL,0.394
5,2,16,20.0,0.9308823765777828,4.9693544168505355e-8,5.338327169110073e-8,73,OPTIMAL,0.438
6,2,16,20.0,0.29033174532682593,3.6739086217707495e-8,1.265417628560704e-7,49,OPTIMAL,0.384
7,2,16,20.0,3.5649391289865147,3.6996421037827076e-8,1.037785501607944e-8,71,OPTIMAL,0.396
8,2,16,20.0,0.6965811464093501,8.797527761839063e-8,1.2629582236439323e-7,73,OPTIMAL,0.465
9,2,16,20.0,0.30240000137385087,4.864625124945121e-8,1.608672581151873e-7,47,OPTIMAL,0.345
10,2,16,20.0,1.2374357547542743,4.863368019414338e-8,3.930198551212954e-8,18,OPTIMAL,0.117
1,2,17,20.0,2.8504539680521117,6.682883624264946e-8,2.3444980539404546e-8,69,OPTIMAL,0.408
2,2,17,20.0,3.2896187047479772,6.360620963263841e-8,1.9335435675474478e-8,16,OPTIMAL,0.049
3,2,17,20.0,3.926725808077887,5.5694469924816303e-8,1.4183437662029555e-8,69,OPTIMAL,0.331
4,2,17,20.0,0.9491274334055988,6.599333612911096e-8,6.953053762324621e-8,72,OPTIMAL,0.431
5,2,17,20.0,1.5152772581707272,4.48080594850353e-8,2.9570866036847674e-8,73,OPTIMAL,0.395
6,2,17,20.0,1.2136511779515216,4.169408840404287e-8,3.4354261417013125e-8,20,OPTIMAL,0.215
7,2,17,20.0,3.1425850260150803,6.164794275065333e-8,1.9616953383810313e-8,71,OPTIMAL,0.326
8,2,17,20.0,0.2881683582857581,7.516265831952751e-8,2.608290458093874e-7,48,OPTIMAL,0.361
9,2,17,20.0,0.6231478446384671,6.941912045199672e-8,1.1140073544764136e-7,16,OPTIMAL,0.164
10,2,17,20.0,1.3680759300316858,8.851733279691132e-8,6.470206556599197e-8,66,OPTIMAL,0.357
1,2,18,20.0,3.053223945477136,1.3289819467132702e-8,4.352716919001723e-9,64,OPTIMAL,0.355
2,2,18,20.0,3.2249689175887406,8.78773245283071e-8,2.7249046167113105e-8,16,OPTIMAL,0.064
3,2,18,20.0,3.341321590695351,3.9383161176687054e-8,1.1786701929726177e-8,66,OPTIMAL,0.374
4,2,18,20.0,1.4352713939575423,9.017731605887036e-8,6.282945657825164e-8,72,OPTIMAL,0.407
5,2,18,20.0,0.9996270147139674,8.404308138310057e-8,8.407444698063126e-8,50,OPTIMAL,0.436
6,2,18,20.0,0.09959889598338229,5.489344889753056e-8,5.511454580878525e-7,52,OPTIMAL,0.448
7,2,18,20.0,4.155671012596182,4.337332093484747e-8,1.043714029721621e-8,66,OPTIMAL,0.364
8,2,18,20.0,1.7918318160727862,8.244643701083021e-8,4.6012376867538374e-8,47,OPTIMAL,0.41
9,2,18,20.0,0.3516914944738503,2.6011049203411574e-8,7.395985270015954e-8,46,OPTIMAL,0.386
10,2,18,20.0,1.5948028072372769,2.3901389756275648e-8,1.4987050440356355e-8,93,OPTIMAL,0.413
1,2,19,20.0,3.075803909643078,8.391380967864848e-8,2.7281912122192203e-8,67,OPTIMAL,0.323
2,2,19,20.0,2.8257415463844584,7.264453705246865e-8,2.570813279543307e-8,16,OPTIMAL,0.068
3,2,19,20.0,4.25751543319662,5.4111928271538545e-8,1.2709743466193158e-8,65,OPTIMAL,0.361
4,2,19,20.0,1.420694644575787,2.5707607598235427e-8,1.8095097466277326e-8,16,OPTIMAL,0.217
5,2,19,20.0,1.9826704151691414,6.398708096710948e-8,3.22731819381677e-8,78,OPTIMAL,0.474
6,2,19,20.0,0.40531192181987985,4.223502569900006e-8,1.0420376955706263e-7,20,OPTIMAL,0.149
7,2,19,20.0,4.461341255540128,3.219172128865466e-8,7.215704801995295e-9,90,OPTIMAL,0.323
8,2,19,20.0,2.5479034351512273,5.8699334282152904e-8,2.3038288980917016e-8,49,OPTIMAL,0.275
9,2,19,20.0,0.8896981060266753,7.47943504908477e-8,8.406711925309052e-8,72,OPTIMAL,0.292
10,2,19,20.0,2.740546208481591,0.009763184392267199,0.003575232563752691,65,OPTIMAL,0.308
1,2,20,20.0,3.388221407824682,2.9710965243623377e-8,8.768897285030413e-9,70,OPTIMAL,0.293
2,2,20,20.0,3.26727906600248,8.614195134981628e-8,2.636504316919195e-8,16,OPTIMAL,0.036
3,2,20,20.0,3.1647135439810334,4.104312356645323e-8,1.2968985511121788e-8,69,OPTIMAL,0.25
4,2,20,20.0,2.7126330459355774,3.2106715508462e-8,1.1835996739987916e-8,47,OPTIMAL,0.293
5,2,20,20.0,1.9437670310453399,1.7731493162642664e-8,9.12223174958247e-9,49,OPTIMAL,0.274
6,2,20,20.0,0.8511158152098122,5.8876476582980786e-8,6.917563932387369e-8,69,OPTIMAL,0.332
7,2,20,20.0,4.367876856557001,0.0044668425874627715,0.0010237045276886866,65,OPTIMAL,0.274
8,2,20,20.0,0.7424441245381959,8.624588088146368e-8,1.1616482378905837e-7,66,OPTIMAL,0.284
9,2,20,20.0,1.1139874445287137,9.513102172675758e-8,8.539686000760493e-8,71,OPTIMAL,0.33
10,2,20,20.0,1.4400681162035136,1.403999894122876e-8,9.749538178184415e-9,69,OPTIMAL,0.309
1,2,21,20.0,3.8774773891148415,7.80679836331899e-8,2.013370482163125e-8,71,OPTIMAL,0.243
2,2,21,20.0,4.217212338020206,5.058105312372163e-8,1.1993954697129159e-8,15,OPTIMAL,0.046
3,2,21,20.0,4.311855546219652,5.1229712916267545e-8,1.1881129359690445e-8,65,OPTIMAL,0.258
4,2,21,20.0,2.184584876887847,8.531783546317229e-8,3.905448568185641e-8,74,OPTIMAL,0.292
5,2,21,20.0,2.067139151750794,3.838577411485744e-8,1.8569516616794428e-8,49,OPTIMAL,0.276
6,2,21,20.0,0.9623225959819908,5.144701331616375e-8,5.346129902944803e-8,22,OPTIMAL,0.14
7,2,21,20.0,4.456969779803133,1.3436094903340745e-8,3.0146255432853798e-9,69,OPTIMAL,0.3
8,2,21,20.0,1.0971610544385286,6.39916626354875e-8,5.8324770195688553e-8,72,OPTIMAL,0.296
9,2,21,20.0,0.5976298112501273,5.6446784357788715e-8,9.445109435082126e-8,72,OPTIMAL,0.3
10,2,21,20.0,2.9169270157864955,5.064401342735891e-9,1.7362111990187178e-9,71,OPTIMAL,0.251
1,2,22,20.0,3.7142270359803407,5.539843517254894e-8,1.491519916854131e-8,64,OPTIMAL,0.241
2,2,22,20.0,3.9688828950092234,8.994692812791527e-8,2.266303454795599e-8,15,OPTIMAL,0.046
3,2,22,20.0,3.912591566422815,4.962454003276662e-8,1.2683291833484072e-8,67,OPTIMAL,0.241
4,2,22,20.0,2.7452959277722004,4.4547322275434453e-8,1.6226783621991613e-8,69,OPTIMAL,0.251
5,2,22,20.0,2.1908761446624747,3.19586521690951e-8,1.4587156244838518e-8,75,OPTIMAL,0.295
6,2,22,20.0,0.6513958580723096,7.921392297660645e-8,1.2160644196287854e-7,50,OPTIMAL,0.298
7,2,22,20.0,4.524304927622753,7.977454963281616e-8,1.7632443505825564e-8,62,OPTIMAL,0.252
8,2,22,20.0,1.2815295867275722,3.765839129421522e-8,2.938550369093542e-8,51,OPTIMAL,0.27
9,2,22,20.0,1.0517412371714123,5.974235306460685e-8,5.680328425539516e-8,68,OPTIMAL,0.282
10,2,22,20.0,2.5276615987871187,4.394468700041898e-8,1.7385510697122734e-8,71,OPTIMAL,0.27
1,2,23,20.0,4.168537226182991,3.241544455079293e-8,7.776215742840877e-9,70,OPTIMAL,0.259
2,2,23,20.0,3.903034787427202,2.1342906997290356e-8,5.468285136158945e-9,16,OPTIMAL,0.038
3,2,23,20.0,4.798576108153916,4.116883989269127e-8,8.579386742650401e-9,69,OPTIMAL,0.246
4,2,23,20.0,2.116421835990861,3.019439098750354e-8,1.4266717014919683e-8,73,OPTIMAL,0.291
5,2,23,20.0,2.4384225432404003,4.856210145121054e-8,1.9915376255425062e-8,72,OPTIMAL,0.322
6,2,23,20.0,1.6707479174665025,5.084610288363933e-8,3.043313949368745e-8,50,OPTIMAL,0.314
7,2,23,20.0,4.939014399234411,3.956621874579014e-8,8.010954385734614e-9,68,OPTIMAL,0.239
8,2,23,20.0,1.9385387538858083,7.682362879180005e-8,3.9629660063437516e-8,74,OPTIMAL,0.298
9,2,23,20.0,0.9733858225458037,5.968347771556637e-8,6.131533867935553e-8,71,OPTIMAL,0.241
10,2,23,20.0,3.5932974485273177,3.7185003964879115e-8,1.0348434796269277e-8,75,OPTIMAL,0.285
1,2,24,20.0,3.4517559686486585,2.8455477973921006e-8,8.243768814178812e-9,71,OPTIMAL,0.277
2,2,24,20.0,3.7215360828757533,4.947259624188405e-8,1.3293595923252113e-8,17,OPTIMAL,0.051
3,2,24,20.0,4.594821855435146,8.807948947975319e-8,1.9169294031277167e-8,68,OPTIMAL,0.283
4,2,24,20.0,2.359692333846276,4.633752404004099e-8,1.963710450101182e-8,18,OPTIMAL,0.101
5,2,24,20.0,1.908738745476035,7.422308434534841e-8,3.888593313647607e-8,70,OPTIMAL,0.252
6,2,24,20.0,0.45465059065083757,3.337862941599212e-8,7.341600902516366e-8,48,OPTIMAL,0.233
7,2,24,20.0,5.085363468798052,3.7311620459945516e-8,7.337060755368565e-9,70,OPTIMAL,0.299
8,2,24,20.0,1.3877354705692668,4.8413420383752737e-8,3.4886635889528934e-8,72,OPTIMAL,0.279
9,2,24,20.0,1.259291947038172,5.28390753373742e-8,4.195935476181206e-8,74,OPTIMAL,0.301
10,2,24,20.0,2.47963622141298,1.3473129722996191e-8,5.433510641542872e-9,69,OPTIMAL,0.333
1,2,25,20.0,3.211017473016468,4.582456991641948e-8,1.4271043666210813e-8,73,OPTIMAL,0.275
2,2,25,20.0,3.665499737781815,8.755697722406808e-8,2.388677822372659e-8,17,OPTIMAL,0.037
3,2,25,20.0,4.526011675027838,9.762790043055247e-8,2.1570404485495565e-8,63,OPTIMAL,0.244
4,2,25,20.0,1.2083682555308264,6.262820306801586e-8,5.182874179895165e-8,74,OPTIMAL,0.273
5,2,25,20.0,2.665073778163115,2.8528825080087472e-8,1.0704703794408051e-8,73,OPTIMAL,0.292
6,2,25,20.0,1.7363731205668058,4.593305558131533e-8,2.645344842784083e-8,65,OPTIMAL,0.285
7,2,25,20.0,4.261687815864774,6.788944784119622e-8,1.593017880614309e-8,69,OPTIMAL,0.246
8,2,25,20.0,1.2417842215013053,5.82680201866026e-8,4.69228243617536e-8,74,OPTIMAL,0.299
9,2,25,20.0,2.6947219376248883,9.66084821030222e-8,3.5851003481154484e-8,74,OPTIMAL,0.282
10,2,25,20.0,3.2338851358636154,2.8011979846809254e-8,8.66202073128641e-9,72,OPTIMAL,0.271
1,3,26,20.0,3.352452770160834,5.140052650176585e-8,1.5332215191023807e-8,125,OPTIMAL,0.606
2,3,26,20.0,3.7072986966631043,0.013903056113678591,0.0037643018692712776,21,OPTIMAL,0.206
3,3,26,20.0,3.7959953365216155,7.014893022017077e-8,1.847972015181213e-8,149,OPTIMAL,0.724
4,3,26,20.0,0.5622672722197355,6.144484654413418e-8,1.0928050821148528e-7,125,OPTIMAL,0.692
