seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
5,3,26,20.0,1.1653012423841405,6.208137648400225e-8,5.327496233022995e-8,130,OPTIMAL,0.755
6,3,26,20.0,0.13376590350838996,4.234475925457559e-8,3.1655879075735813e-7,123,OPTIMAL,0.706
7,3,26,20.0,5.159338267215357,4.386024166080915e-8,8.501137115272674e-9,109,OPTIMAL,0.62
8,3,26,20.0,0.8255661158804148,3.716742735804246e-8,4.5020535989056686e-8,115,OPTIMAL,0.65
9,3,26,20.0,1.9182542341783964,9.000779943590942e-8,4.692172812942179e-8,119,OPTIMAL,0.621
10,3,26,20.0,2.6076704768437198,5.193426311222993e-8,1.9915961241165353e-8,111,OPTIMAL,0.617
1,3,27,20.0,3.7059243825565806,5.4566894114316256e-8,1.4724233223595416e-8,125,OPTIMAL,0.569
2,3,27,20.0,3.2941979741211584,2.209093441507548e-8,6.706013037698834e-9,20,OPTIMAL,0.123
3,3,27,20.0,3.397482390624811,4.3236347391228946e-8,1.2725996184928923e-8,144,OPTIMAL,0.695
4,3,27,20.0,0.8664493447295626,8.694864828129312e-8,1.0035053697660214e-7,149,OPTIMAL,0.668
5,3,27,20.0,1.5021059430555845,5.356762367014767e-8,3.566168273823082e-8,119,OPTIMAL,0.711
6,3,27,20.0,-0.5204368475555328,8.721974120717846e-8,1.6758948106162247e-7,127,OPTIMAL,0.61
7,3,27,20.0,4.69101707442986,1.9373655568699633e-8,4.129947800513275e-9,101,OPTIMAL,0.568
8,3,27,20.0,0.9076318062146532,5.851739981466153e-8,6.447262335537032e-8,115,OPTIMAL,0.651
9,3,27,20.0,1.0910343120805825,8.238256365977747e-8,7.550868837779698e-8,111,OPTIMAL,0.621
10,3,27,20.0,2.079116257483274,4.6157132338464635e-8,2.220036190715083e-8,112,OPTIMAL,0.628
1,3,28,20.0,2.140254855895619,6.086559478646336e-8,2.8438480749021998e-8,123,OPTIMAL,0.582
2,3,28,20.0,3.8579498656413826,0.008910409432956179,0.0023149696266646113,21,OPTIMAL,0.187
3,3,28,20.0,3.5124846272613435,3.730080511132883e-8,1.0619492884877792e-8,123,OPTIMAL,0.589
4,3,28,20.0,1.0011534798147328,6.369261740246657e-8,6.361923794774095e-8,115,OPTIMAL,0.535
5,3,28,20.0,1.0012176678740634,4.525648655828718e-8,4.520144825254765e-8,148,OPTIMAL,0.732
6,3,28,20.0,-0.3706234321366112,5.148787929343257e-8,1.3892235306496816e-7,122,OPTIMAL,0.714
7,3,28,20.0,5.2278278138315715,9.507874754177692e-8,1.8187046830315092e-8,110,OPTIMAL,0.677
8,3,28,20.0,2.653307207160749,8.505331905439562e-8,3.205558766481609e-8,148,OPTIMAL,0.791
9,3,28,20.0,1.3490393487245946,5.5908828011652645e-8,4.1443439275187896e-8,116,OPTIMAL,0.513
10,3,28,20.0,2.296074801255837,4.013236720723512e-8,1.74786848785352e-8,161,OPTIMAL,0.699
1,3,29,20.0,3.6386839344258517,0.004128321090261178,0.0011358530531528825,124,OPTIMAL,0.597
2,3,29,20.0,3.6801873601379222,0.0074834311443634505,0.0020375808366382953,20,OPTIMAL,0.172
3,3,29,20.0,5.135610922355202,3.827624261987239e-8,7.453104116305534e-9,117,OPTIMAL,0.538
4,3,29,20.0,0.8581538004403105,8.150314378951862e-8,9.497499339682545e-8,115,OPTIMAL,0.645
5,3,29,20.0,0.9038410578993226,7.063857143663199e-8,7.815375982307971e-8,121,OPTIMAL,0.624
6,3,29,20.0,0.5551413170209486,4.474844894630792e-8,8.060731777900032e-8,92,OPTIMAL,0.617
7,3,29,20.0,5.360563582330039,6.61971624182911e-8,1.234891858273249e-8,120,OPTIMAL,0.592
8,3,29,20.0,1.821211365698203,4.5003768711637804e-8,2.4710898839832442e-8,119,OPTIMAL,0.559
9,3,29,20.0,1.7595985010919581,9.480984930476666e-8,5.388152715203483e-8,118,OPTIMAL,0.57
10,3,29,20.0,2.523534280468299,9.136513900998011e-8,3.620523130001675e-8,109,OPTIMAL,0.563
1,3,30,20.0,4.021995084160342,9.924750088430301e-8,2.4676187130167132e-8,129,OPTIMAL,0.581
2,3,30,20.0,4.287002335977499,0.0074118459918945945,0.0017319054262875339,22,OPTIMAL,0.165
3,3,30,20.0,4.283366998288573,6.212995895538143e-8,1.4504934991887592e-8,119,OPTIMAL,0.564
4,3,30,20.0,0.6466215639147733,7.022013281954287e-8,1.085954202021987e-7,114,OPTIMAL,0.569
5,3,30,20.0,1.7053798648507583,3.100885770379591e-8,1.8182962580212277e-8,117,OPTIMAL,0.564
6,3,30,20.0,1.0695752476657032,4.854621327154973e-8,4.5388312398711745e-8,119,OPTIMAL,0.615
7,3,30,20.0,4.762623510900612,0.07737199124774641,0.016513946139967095,107,OPTIMAL,1.32
8,3,30,20.0,1.8412128194590387,7.45491828268996e-8,4.048917379753933e-8,116,OPTIMAL,0.597
9,3,30,20.0,1.2378727652842538,6.951163977753083e-8,5.6154110204478964e-8,118,OPTIMAL,0.583
10,3,30,20.0,3.741039670677676,2.6853602896892426e-8,7.1781123574095035e-9,117,OPTIMAL,0.533
