seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.633054172702953,0.006179348450355948,0.009857388128041971,1659,OPTIMAL,16.654
1,5,5,25,5.0,0.1,0.28694865548636406,0.0027464347905912234,0.009663664076471706,975,OPTIMAL,14.305
1,5,1,25,5.0,1.0,0.6330541727029194,0.006259084879585708,0.009985855028509528,25848,OPTIMAL,78.432
1,5,5,25,5.0,1.0,0.2867351506391778,0.002821403234190556,0.009937536522900317,43283,OPTIMAL,151.868
2,5,1,25,5.0,0.1,0.561558803563659,0.00541121756678109,0.00972982298769066,30,OPTIMAL,10.874
2,5,5,25,5.0,0.1,0.20306097406458962,0.0015516589906579836,0.0077001849273751755,78,OPTIMAL,10.917
2,5,1,25,5.0,1.0,0.5304053488365846,0.005206739655537973,0.00991384890309773,7602,OPTIMAL,45.083
2,5,5,25,5.0,1.0,0.15519907526447274,0.0014602172894796484,0.009498036532294033,32471,OPTIMAL,127.817
3,5,1,25,5.0,0.1,0.6595374915715047,0.0064959225214321625,0.009947180745141941,1956,OPTIMAL,21.259
3,5,5,25,5.0,0.1,0.38760816244687524,0.003606754481383423,0.009392555356743751,1461,OPTIMAL,18.687
3,5,1,25,5.0,1.0,0.6595374915714965,0.006511945357328686,0.00997196112017494,18999,OPTIMAL,78.069
3,5,5,25,5.0,1.0,0.38724868961479575,0.00379419894685612,0.009894782925209723,52497,OPTIMAL,166.879
1,10,1,50,10.0,0.1,0.4718474259178642,0.00369369671175912,0.007889922650029703,48,OPTIMAL,10.834
1,10,5,50,10.0,0.1,0.10447247263399045,0.0009888022237481559,0.009555152226706188,2390,OPTIMAL,25.252
1,10,1,50,10.0,1.0,0.6931471805599454,0.342375219106829,0.9760621051024065,444818,Time limit reached,1801.605
1,10,5,50,10.0,1.0,0.09028217160191176,0.029122538275473134,0.4761725453786163,403454,Time limit reached,1801.854
2,10,1,50,10.0,0.1,0.6484994987895636,0.007435422029210437,0.011598562918679962,464805,Time limit reached,1801.754
2,10,5,50,10.0,0.1,0.31941282937599125,0.008708711521856205,0.028028954305474148,219952,Time limit reached,1801.959
2,10,1,50,10.0,1.0,0.648499498789561,0.021120517197922073,0.033664687242693475,212918,Time limit reached,1802.087
2,10,5,50,10.0,1.0,0.33562302411455447,0.07262708449175836,0.2761528736752526,211811,Time limit reached,1802.003
3,10,1,50,10.0,0.1,0.6680688253172664,0.009635963877509646,0.014634694654272336,222861,Time limit reached,1802.059
3,10,5,50,10.0,0.1,0.42004685877632914,0.015505491464256449,0.03832856839161061,216838,Time limit reached,1802.091
3,10,1,50,10.0,1.0,0.6692130448974526,0.01607717453782409,0.024615359938770023,215092,Time limit reached,1802.074
3,10,5,50,10.0,1.0,0.4453869367562645,0.09296895000401889,0.26380307901076927,203881,Time limit reached,1802.084
1,15,1,75,15.0,0.1,0.6931471805599453,0.07093624369026896,0.11400674511950397,175676,Time limit reached,1802.183
1,15,5,75,15.0,0.1,0.6931471805599453,0.4240180540882226,1.5755190069803684,167641,Time limit reached,1802.102
1,15,1,75,15.0,1.0,0.640658406220131,0.02378099842953063,0.038550606861587504,150411,Time limit reached,1802.463
1,15,5,75,15.0,1.0,0.3400758089642282,0.08901804567330357,0.35457196983847045,154610,Time limit reached,1802.565
2,15,1,75,15.0,0.1,0.6931471805599453,0.06214553125794664,0.09848711382401422,173725,Time limit reached,1802.221
2,15,5,75,15.0,0.1,0.6931471805599453,0.4060744878786142,1.4145354059481468,172153,Time limit reached,1802.282
2,15,1,75,15.0,1.0,0.6562307978199061,0.028790308749294446,0.045885321796716894,157803,Time limit reached,1802.651
2,15,5,75,15.0,1.0,0.3920497814279639,0.12727605252534924,0.4806974357042882,157195,Time limit reached,1802.468
3,15,1,75,15.0,0.1,0.6166177405177189,0.02305628426426698,0.038843971456296686,191248,Time limit reached,1802.55
3,15,5,75,15.0,0.1,0.24287771325438728,0.02700346326650782,0.12508885736962128,180702,Time limit reached,1802.583
3,15,1,75,15.0,1.0,0.6931471805599453,0.12372620787340849,0.2172842480487966,169204,Time limit reached,1802.181
3,15,5,75,15.0,1.0,0.6931471805599453,0.5162916711280578,2.919285199463339,150490,Time limit reached,1802.173
1,20,1,100,20.0,0.1,0.5596507470165679,0.027897127948791733,0.052462506973997715,73141,Time limit reached,1802.678
1,20,5,100,20.0,0.1,0.19501090251625125,0.050249471279486035,0.3471191936290011,66659,Time limit reached,1802.697
1,20,1,100,20.0,1.0,0.6931471805599454,0.17803781860147705,0.34563110622678156,108279,Time limit reached,1802.188
1,20,5,100,20.0,1.0,0.6931471805599454,0.5568030354324256,4.083805981633164,112323,Time limit reached,1802.084
2,20,1,100,20.0,0.1,0.6931471805599454,0.06266810087229713,0.0993975896921816,99676,Time limit reached,1802.224
2,20,5,100,20.0,0.1,0.6931471805599454,0.40787517650004074,1.4297763912872097,85048,Time limit reached,1802.199
2,20,1,100,20.0,1.0,0.6548942623246496,0.025611143784015522,0.0406989207710039,78297,Time limit reached,1803.62
2,20,5,100,20.0,1.0,0.6931471805599454,0.4129295433045293,1.4736029728498046,107876,Time limit reached,1802.224
3,20,1,100,20.0,0.1,0.6931471805599454,0.09299592928602352,0.15495415378810595,123653,Time limit reached,1802.17
3,20,5,100,20.0,0.1,0.2913620175997451,0.06932108441540125,0.31219957248985786,77375,Time limit reached,1803.6
3,20,1,100,20.0,1.0,0.6313888324541771,0.03818870884756265,0.06437744587000087,107462,Time limit reached,1802.69
3,20,5,100,20.0,1.0,0.6931471805599454,0.4813830860571341,2.273204469281469,105747,Time limit reached,1802.191
