seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.6330541727029532,0.0062536897523385315,0.009977161668573981,2342,OPTIMAL,13.236
1,5,5,25,5.0,0.1,0.28694865548636417,0.0026246728396946972,0.009231274883189818,1480,OPTIMAL,10.888
1,5,1,25,5.0,1.0,0.6330541727029194,0.006226676045601565,0.009933635775084137,32370,OPTIMAL,75.106
1,5,5,25,5.0,1.0,0.2867351506391778,0.0028293203611926,0.009965700100002464,66424,OPTIMAL,144.854
2,5,1,25,5.0,0.1,0.561558803563659,0.00541121756678109,0.00972982298769066,30,OPTIMAL,7.69
2,5,5,25,5.0,0.1,0.20313961626515484,0.0017039520851962475,0.008459038731463019,87,OPTIMAL,7.838
2,5,1,25,5.0,1.0,0.5304053488365846,0.005049167540071009,0.009610941528488905,8078,OPTIMAL,26.577
2,5,5,25,5.0,1.0,0.15519907526447277,0.0015250253141141923,0.009923766013889933,38297,OPTIMAL,94.101
3,5,1,25,5.0,0.1,0.6595374915715047,0.006497972402892516,0.009950350954510558,2334,OPTIMAL,13.947
3,5,5,25,5.0,0.1,0.38760816244687524,0.0037562751412088535,0.009785740973100079,1985,OPTIMAL,12.224
3,5,1,25,5.0,1.0,0.6595374915714965,0.006527770869345639,0.00999643751447778,24300,OPTIMAL,59.077
3,5,5,25,5.0,1.0,0.3872486896147957,0.0038002556178133307,0.009910734484426758,81258,OPTIMAL,181.137
1,10,1,50,10.0,0.1,0.4718474259178642,0.00369369671175912,0.007889922650029703,48,OPTIMAL,8.009
1,10,5,50,10.0,0.1,0.10447247263399045,0.0010268795487162613,0.00992675973997041,2552,OPTIMAL,21.12
1,10,1,50,10.0,1.0,0.6931471805599454,0.348142539552101,1.0090952357483947,446307,Time limit reached,1801.31
1,10,5,50,10.0,1.0,0.0902591366958451,0.02983488291304609,0.49375674576454925,423068,Time limit reached,1801.472
2,10,1,50,10.0,0.1,0.6484994987895639,0.008532838846034507,0.013333255277372487,457538,Time limit reached,1801.36
2,10,5,50,10.0,0.1,0.3194128293759913,0.004943083017450445,0.01571878717965644,453272,Time limit reached,1801.451
2,10,1,50,10.0,1.0,0.6512476628379801,0.02416661691583899,0.03853826721919376,428081,Time limit reached,1801.455
2,10,5,50,10.0,1.0,0.33798571645445374,0.07578763366472846,0.28904724572493457,410363,Time limit reached,1801.394
3,10,1,50,10.0,0.1,0.6931471805599454,0.03449997659662751,0.052380054737997374,436970,Time limit reached,1801.284
3,10,5,50,10.0,0.1,0.42004685877632925,0.011206416344422265,0.027410244147479886,439790,Time limit reached,1801.402
3,10,1,50,10.0,1.0,0.670630070036392,0.017921105452200825,0.02745650270579244,424427,Time limit reached,1801.384
3,10,5,50,10.0,1.0,0.4537616732330032,0.10274999027994586,0.2927252717502487,406079,Time limit reached,1801.453
1,15,1,75,15.0,0.1,0.6931471805599453,0.07314798182785409,0.11798076832589936,169064,Time limit reached,1801.263
1,15,5,75,15.0,0.1,0.6931471805599453,0.42888646970227007,1.6229672141208253,139631,Time limit reached,1801.6
1,15,1,75,15.0,1.0,0.6536558092476125,0.037378218499866334,0.06065159444547438,220590,Time limit reached,1801.733
1,15,5,75,15.0,1.0,0.3630716970024236,0.11269724659628982,0.45011480370094875,242745,Time limit reached,1801.488
2,15,1,75,15.0,0.1,0.6931471805599453,0.0636973026310288,0.10119519419181158,141872,Time limit reached,1801.535
2,15,5,75,15.0,0.1,0.6931471805599453,0.41127008818554395,1.4590404800943428,125024,Time limit reached,1801.726
2,15,1,75,15.0,1.0,0.6611647728261515,0.03424241175010534,0.05461986025084804,211520,Time limit reached,1801.429
2,15,5,75,15.0,1.0,0.40617905414497574,0.14203751800357617,0.5377326113812748,223958,Time limit reached,1801.435
3,15,1,75,15.0,0.1,0.617114542518172,0.02645698749963077,0.04479243052905717,106251,Time limit reached,1801.469
3,15,5,75,15.0,0.1,0.24793288960787557,0.03916532602860984,0.187602543983033,56551,Time limit reached,1803.378
3,15,1,75,15.0,1.0,0.6931471805599453,0.12486413183486933,0.21972172514207108,115053,Time limit reached,1802.629
3,15,5,75,15.0,1.0,0.6931471805599453,0.5172836013307501,2.9413912965833453,93762,Time limit reached,1803.693
1,20,1,100,20.0,0.1,0.5596507470165679,0.030894671916248284,0.05842896823528072,28261,Time limit reached,1803.023
1,20,5,100,20.0,0.1,0.1968658101492605,0.053449355698815315,0.37268635529742317,43209,Time limit reached,1803.035
1,20,1,100,20.0,1.0,0.6931471805599454,0.17851284331927875,0.34687316877536284,71526,Time limit reached,1802.083
1,20,5,100,20.0,1.0,0.6931471805599454,0.55704093793037,4.092692055620139,53524,Time limit reached,1803.003
2,20,1,100,20.0,0.1,0.6931471805599454,0.0632770155147605,0.10046041077405407,45522,Time limit reached,1802.992
2,20,5,100,20.0,0.1,0.6931471805599454,0.40974889869964737,1.445841153340634,47960,Time limit reached,1802.255
2,20,1,100,20.0,1.0,0.6931471805599454,0.06399606796286883,0.10171811935402782,43919,Time limit reached,1802.245
2,20,5,100,20.0,1.0,0.6931471805599454,0.41312839850821204,1.4753596008138008,49782,Time limit reached,1801.834
3,20,1,100,20.0,0.1,0.6931471805599454,0.09553541705584201,0.1598620088996726,46753,Time limit reached,1803.01
3,20,5,100,20.0,0.1,0.29385757993418593,0.07405762529743129,0.3369319407723275,44533,Time limit reached,1802.628
3,20,1,100,20.0,1.0,0.6931471805599454,0.10026248192982978,0.1691095792512277,64683,Time limit reached,1803.176
3,20,5,100,20.0,1.0,0.6931471805599454,0.4816478746285704,2.2773023888071307,71942,Time limit reached,1802.117
