seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-10.52163726099156,0.0962664969862086,0.009149383750674601,21,186,Optimal (tolerance reached),10.117
1,5,-6.753903222760302,0.06610294749004897,0.009787369660152293,449,3957,Optimal (tolerance reached),39.979
1,6,-6.609683524031659,0.06607612860789125,0.009996867227855909,3683,46092,Optimal (tolerance reached),263.444
1,7,-11.690896291367242,0.1165092256694713,0.009965807818815715,517,4874,Optimal (tolerance reached),46.207
1,8,-1.0950438989627638,0.010772203644308753,0.009837234520472,1573,23810,Optimal (tolerance reached),160.002
2,4,-12.460514291879214,0.10325677234597386,0.008286718343019639,9,85,Optimal (tolerance reached),9.312
2,5,-14.615935365134433,0.14494159347258417,0.009916682706351791,391,3424,Optimal (tolerance reached),36.213
2,6,-9.3975879978104,0.09202898930605308,0.009792830812278157,263,3078,Optimal (tolerance reached),31.312
2,7,-4.4232888423304235,0.04396588857711148,0.009939637709471379,1739,23855,Optimal (tolerance reached),156.628
2,8,-10.365833529843716,0.10329264218745493,0.009964721301964827,2461,33495,Optimal (tolerance reached),194.156
3,4,-9.927340542531098,0.09873842131560018,0.009946110027411793,73,555,Optimal (tolerance reached),12.143
3,5,-10.77493717608612,0.10434832294533614,0.009684355578139858,435,4270,Optimal (tolerance reached),41.197
3,6,-3.432676370603183,0.03395894902899421,0.009892849008375063,527,7132,Optimal (tolerance reached),56.662
3,7,-5.729822203312294,0.05713399548130749,0.00997133828136578,2057,26967,Optimal (tolerance reached),174.139
3,8,-0.9868809399417389,0.24519525348504723,0.24845474622250024,29709,454925,Time limit reached,1801.551
