seed,dimension,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
1,20,4.097,-2.5934089408729033,1,306,0.005274546008638303,-2.5986834868815416,0.0020338273403433895,1.621,-2.593400208229925,1,494,0.006854197943598095,-2.600254406173523,0.002037201444979762,0.657,-2.5934310434887555,1,400,0.0052456835124781165,-2.5986767270012336,0.002025287468495921,0.551,-2.593433720813853,1,397,0.005667106912970343,-2.5991008277268235,0.0020242530300874665,3.076,-2.593406139802206,1,308,0.0051536627970483195,-2.5985598025992545,0.002034909611086971,2.99,-2.5933975521215746,1,315,0.006503708684702403,-2.599901260806277,0.002038227712385522,3.077,-2.5934089408729006,1,306,0.00527454600864008,-2.5986834868815407,0.002033827340344419,3.086,-2.5933975521215746,1,315,0.006503708684702403,-2.599901260806277,0.002038227712385522,0.551
1,25,3.236,-0.5940218474478942,1,264,0.005906056841878393,-0.5999279042897726,0.00994249094920108,1.777,-0.5942904184395607,1,482,0.004083025000007678,-0.5983734434395683,0.009486078986456495,1.218,-0.5948542895730954,1,474,0.005643904687972379,-0.6004981942610678,0.008529172279010318,0.881,-0.5940305753036068,1,365,0.005758472363204592,-0.5997890476668114,0.009927652264619027,2.879,-0.5948546094554146,1,287,0.005683409077544499,-0.6005380185329591,0.008528629943714483,3.438,-0.5942541981194406,1,294,0.003265542167243618,-0.5975197402866842,0.009547608057775395,3.139,-0.5940218474478942,1,264,0.005906056841877172,-0.5999279042897714,0.00994249094920108,2.802,-0.5942541981194406,1,294,0.003265542167243618,-0.5975197402866842,0.009547608057775395,0.881
1,30,3.982,-30.327575604673267,1,297,0.15289354034515057,-30.480469145018418,0.00504140332013848,1.127,-30.32695110841272,1,306,0.16624901603429976,-30.49320012444702,0.005062099254781674,0.988,-30.32789353236581,1,332,0.15517912928531175,-30.48307266165112,0.0050308674583607405,1.058,-30.32785680594752,1,309,0.15285965697122705,-30.480716462918746,0.0050320845303177,3.301,-30.328175330749765,1,304,0.1525313237659347,-30.4807066545157,0.00502152907676717,3.456,-30.32793351507017,1,288,0.15253562994826808,-30.48046914501844,0.005029542480118228,2.919,-30.327575604673264,1,297,0.15289354034517544,-30.48046914501844,0.005041403320138598,3.517,-30.32793351507017,1,288,0.15253562994826808,-30.48046914501844,0.005029542480118228,0.988
1,35,3.414,-0.31990948354386933,1,298,0.0025954645588799896,-0.3225049481027493,0.008113121655938882,1.267,-0.3199079333909232,1,532,0.002837151408473404,-0.3227450847993966,0.008118006591141926,1.732,-0.31990780307549116,1,609,0.0031435543155462486,-0.3230513573910374,0.008118417251126863,1.344,-0.3199094780220797,1,476,0.019039682749827147,-0.33894916077190684,0.008113139056450495,3.171,-0.31990953311065096,1,348,0.01972245902412667,-0.3396319921347776,0.008112965458896339,3.63,-0.32005701395501174,1,391,0.0004240937528404154,-0.32048110770785215,0.00764843150127519,3.075,-0.3199094835438694,1,298,0.0025954645588796565,-0.32250494810274905,0.008113121655938707,3.686,-0.32005701395501174,1,391,0.0004240937528404154,-0.32048110770785215,0.00764843150127519,1.267
1,40,4.938,-0.1771535567574709,1,1250,0.0005352471229250755,-0.17768880388039598,0.003021373844939769,41.946,-0.17714706370078065,1,32438,0.0006931553839353288,-0.17784021908471598,0.003058138070695823,3.866,-0.1771470680501313,1,1671,0.0005221478904688936,-0.1776692159406002,0.0030581134434094657,3.781,-0.17714701789650789,1,1472,0.0004659107228391912,-0.17761292861934708,0.003058397427861975,5.475,-0.17715495811088394,1,1069,0.000550098793988929,-0.17770505690487287,0.003013439619216869,4.727,-0.1771560141508542,1,838,0.0004097796869874104,-0.1775657938378416,0.0030074605826709657,5.192,-0.1771535567574709,1,1250,0.0005352471229250755,-0.17768880388039598,0.003021373844939769,4.734,-0.1771560141508542,1,838,0.0004097796869874104,-0.1775657938378416,0.0030074605826709657,3.781
1,45,4.709,-0.4494578956821638,1,1132,0.0008720348499147712,-0.4503299305320786,0.001940192525912226,4.747,-0.44901250233691514,1,2106,0.0015915052062199786,-0.4506040075431351,0.0029340568209277216,5.46,-0.4490281334439748,1,1948,0.001434622346687231,-0.45046275579066203,0.0028991437087008726,7.042,-0.4490277182979161,1,1792,0.0014897044213698085,-0.4505174227192859,0.0029000709334796883,5.651,-0.44902112050912135,1,1163,0.0012547322220552992,-0.45027585273117665,0.0029148072622357944,5.722,-0.449027393477717,1,1028,0.0016851180422364775,-0.45071251151995345,0.0029007964175046647,7.177,-0.4494578956821638,1,1132,0.0008720348499159369,-0.45032993053207976,0.001940192525912226,4.528,-0.449027393477717,1,1028,0.0016851180422364775,-0.45071251151995345,0.0029007964175046647,4.528
1,50,5.341,-0.3978634982246342,1,1231,0.0025778483389966023,-0.4004413465636308,0.00647922805308756,4.681,-0.39786468279104303,1,2007,0.002575760824845452,-0.4004404436158885,0.006476231452644426,6.887,-0.39786010038942926,1,2276,0.0025448479144514202,-0.4004049483038807,0.006487823663833029,5.418,-0.397855030608364,1,1798,0.002808964951698578,-0.4006639955600626,0.006500649121646142,7.742,-0.3978611719671161,1,1341,0.0025739699536500016,-0.4004351419207661,0.006485112844155391,6.532,-0.3978622921322577,1,1064,0.0024664357496154143,-0.4003287278818731,0.006482279126154891,5.982,-0.3978634982246342,1,1231,0.0025778483389966023,-0.4004413465636308,0.00647922805308756,8.851,-0.39786229213225777,1,1064,0.0024664357496173572,-0.4003287278818751,0.00648227912615475,4.681
1,55,5.24,0.39870377386954825,1,1241,0.0044448705237826736,0.3942589033457656,0.011273988960204956,4.638,0.3987037740827034,1,1906,0.004486275974038889,0.3942174981086645,0.011273989500852632,10.037,0.3987037738982767,1,3287,0.004471701684173879,0.39423207221410284,0.011273989033071957,5.985,0.39870377462198825,1,2125,0.004477905408156124,0.3942258692138321,0.011273990868697048,6.357,0.3987037739337387,1,1362,0.004470359606637997,0.3942334143271007,0.011273989123017844,6.366,0.3987037738350435,1,1152,0.0044429170842046894,0.39426085675083883,0.011273988872687001,6.014,0.39870377386954825,1,1241,0.0044448705237826736,0.3942589033457656,0.011273988960204956,9.227,0.39870377383504313,1,1152,0.004442917084204745,0.3942608567508384,0.011273988872686016,4.638
1,60,20.13,-0.5014177014154331,1,7518,0.004898471469889976,-0.506316172885323,0.009769243199955377,29.382,-0.5014109790317869,1,14627,0.004680267930826765,-0.5060912469626137,0.009782781109037495,32.774,-0.5013603713733249,1,12918,0.002901908225024563,-0.5042622795983495,0.009884709272939204,27.507,-0.5013609924511313,1,11378,0.004390520166578593,-0.5057515126177099,0.009883458244260464,23.155,-0.5014145805404356,1,8150,0.0046207250944394485,-0.5060353056348751,0.00977552814599919,14.9,-0.5013765419393617,1,5424,0.003865200483589626,-0.5052417424229513,0.009852138129268143,26.435,-0.5014177014154331,1,7518,0.004898471469889976,-0.506316172885323,0.009769243199955377,22.312,-0.5013765419393614,1,5424,0.003865200483590181,-0.5052417424229516,0.00985213812926859,14.9
1,65,5.321,-0.17394992588649288,1,1322,0.00044226582176173923,-0.17439219170825462,0.00254248927964666,5.124,-0.17394992614896954,1,2182,0.00042114170057044875,-0.17437106784953998,0.002542487766889504,12.801,-0.17394992697977169,1,3631,0.00041978327815325733,-0.17436971025792494,0.002542482978646887,9.322,-0.17394992509979024,1,2338,0.0004398626014683882,-0.17438978770125863,0.0025424938137263964,6.533,-0.1739499263089374,1,1489,0.0004232306704060329,-0.17437315697934344,0.002542486844931145,5.522,-0.17394992624951394,1,1093,0.0004436280493290701,-0.174393554298843,0.0025424871874121725,7.054,-0.17394992588649288,1,1322,0.00044226582176173923,-0.17439219170825462,0.00254248927964666,9.006,-0.17394992624951394,1,1093,0.0004436280493290701,-0.174393554298843,0.0025424871874121725,5.124
1,70,32.011,-27.87687200279897,1,8110,0.25655499578467555,-28.133426998583644,0.009203148608599854,325.161,-27.827197906525782,1,121170,0.27754647647356734,-28.10474438299935,0.011004668637011699,153.396,-27.814665867995053,1,34243,0.2628573622753123,-28.077523230270366,0.011460181909119153,40.046,-27.8990448504506,1,9673,0.2612805123724833,-28.160325362823084,0.008401081448824517,77.118,-27.87510671353435,1,20865,0.2584588639861991,-28.13356557752055,0.00926705995080084,53.924,-27.875144894275287,1,14500,0.2582603711315805,-28.133405265406868,0.009265677552097687,20.153,-27.875239183421208,1,5427,0.2587660938709888,-28.134005277292196,0.009262263669328218,84.613,-27.875144894275287,1,14500,0.2582603711315805,-28.133405265406868,0.009265677552097687,20.153
1,75,8.942,0.11398003069845108,1,2161,0.00019879120702659403,0.11378123949142449,0.0017471351860389656,10.171,0.1139800813101095,1,4638,0.0002006088759158864,0.11377947243419362,0.0017475800015344376,18.889,0.11591840195633918,1,5439,0.0033259517539957484,0.11259245020234343,0.018783082997401893,11.37,0.11591840195890324,1,3425,0.0033230995301345434,0.1125953024287687,0.01878308301993689,10.162,0.11398007371811614,1,2392,0.00020066169256804933,0.11377941202554809,0.0017475132770603395,6.564,0.11398007094588547,1,1767,0.00019898511750926495,0.1137810858283762,0.001747488912493038,7.859,0.11398003069845108,1,2161,0.00019879120702659403,0.11378123949142449,0.0017471351860389656,8.479,0.11398007094588547,1,1767,0.00019898511750926495,0.1137810858283762,0.001747488912493038,6.564
