seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
7,2,19,20.0,4.461341255540128,3.219172128865466e-8,7.215704801995295e-9,79,OPTIMAL,9.38
8,2,19,20.0,2.5479034351512273,5.8699334282152904e-8,2.3038288980917016e-8,41,OPTIMAL,9.321
9,2,19,20.0,0.8896981060266753,7.47943504908477e-8,8.406711925309052e-8,39,OPTIMAL,9.466
10,2,19,20.0,2.7405462084815904,6.248981865297765e-8,2.2801958195220724e-8,62,OPTIMAL,9.437
1,2,20,20.0,3.388221407824682,2.9710965243623377e-8,8.768897285030413e-9,62,OPTIMAL,9.389
2,2,20,20.0,3.26727906600248,8.614195134981628e-8,2.636504316919195e-8,16,OPTIMAL,9.009
3,2,20,20.0,3.1647135439810334,4.104312356645323e-8,1.2968985511121788e-8,58,OPTIMAL,9.373
4,2,20,20.0,2.7126330459355774,3.2106715508462e-8,1.1835996739987916e-8,37,OPTIMAL,9.417
5,2,20,20.0,1.9437670310453399,1.7731493162642664e-8,9.12223174958247e-9,40,OPTIMAL,9.106
6,2,20,20.0,0.8511158152098122,5.8876476582980786e-8,6.917563932387369e-8,42,OPTIMAL,9.362
7,2,20,20.0,4.367876856557003,4.4887715766606107e-8,1.0276781535294996e-8,82,OPTIMAL,9.045
8,2,20,20.0,0.7424441245381959,8.624588099248598e-8,1.1616482393859464e-7,39,OPTIMAL,9.452
9,2,20,20.0,1.1139874445287137,9.513102172675758e-8,8.539686000760493e-8,40,OPTIMAL,9.437
10,2,20,20.0,1.4400681162035136,1.403999894122876e-8,9.749538178184415e-9,55,OPTIMAL,9.344
1,2,21,20.0,3.8774773891148415,7.80679836331899e-8,2.013370482163125e-8,61,OPTIMAL,9.362
2,2,21,20.0,4.217212338020206,5.058105312372163e-8,1.1993954697129159e-8,15,OPTIMAL,9.016
3,2,21,20.0,4.311855546219652,5.1229712916267545e-8,1.1881129359690445e-8,55,OPTIMAL,9.391
4,2,21,20.0,2.184584876887847,8.531783546317229e-8,3.905448568185641e-8,39,OPTIMAL,9.051
5,2,21,20.0,2.067139151750794,3.838577411485744e-8,1.8569516616794428e-8,38,OPTIMAL,9.159
6,2,21,20.0,0.9623225959819903,5.144719650296281e-8,5.346148938850168e-8,22,OPTIMAL,9.125
7,2,21,20.0,4.456969779803133,1.3436094903340745e-8,3.0146255432853798e-9,61,OPTIMAL,9.537
8,2,21,20.0,1.0971610544385286,6.39916626354875e-8,5.8324770195688553e-8,39,OPTIMAL,9.103
9,2,21,20.0,0.5976298112501273,5.6446784357788715e-8,9.445109435082126e-8,42,OPTIMAL,9.128
10,2,21,20.0,2.9169270157864955,5.064401342735891e-9,1.7362111990187178e-9,56,OPTIMAL,9.351
1,2,22,20.0,3.7142270359803407,5.539843517254894e-8,1.491519916854131e-8,61,OPTIMAL,9.404
2,2,22,20.0,3.9688828950092234,8.994692812791527e-8,2.266303454795599e-8,15,OPTIMAL,9.038
3,2,22,20.0,3.912591566422815,4.962454003276662e-8,1.2683291833484072e-8,55,OPTIMAL,9.312
4,2,22,20.0,2.7452959277722004,4.4547322275434453e-8,1.6226783621991613e-8,43,OPTIMAL,9.32
5,2,22,20.0,2.1908761446624747,3.19586521690951e-8,1.4587156244838518e-8,35,OPTIMAL,9.009
6,2,22,20.0,0.6513958580723096,7.921392297660645e-8,1.2160644196287854e-7,39,OPTIMAL,9.453
7,2,22,20.0,4.524304927622753,7.977454963281616e-8,1.7632443505825564e-8,60,OPTIMAL,9.33
8,2,22,20.0,1.2815295867275722,3.765839129421522e-8,2.938550369093542e-8,39,OPTIMAL,9.325
9,2,22,20.0,1.0517412371714123,5.974235306460685e-8,5.680328425539516e-8,37,OPTIMAL,9.385
10,2,22,20.0,2.527661598787119,4.4160204382137636e-8,1.747077424242255e-8,58,OPTIMAL,9.336
1,2,23,20.0,4.168537226182991,3.241544455079293e-8,7.776215742840877e-9,64,OPTIMAL,9.339
2,2,23,20.0,3.903034787427202,2.1342906997290356e-8,5.468285136158945e-9,16,OPTIMAL,9.016
3,2,23,20.0,4.7985761081539176,4.1169055720047254e-8,8.579431720025942e-9,65,OPTIMAL,9.355
4,2,23,20.0,2.116421835990861,3.019439098750354e-8,1.4266717014919683e-8,38,OPTIMAL,9.44
5,2,23,20.0,2.4384225432404003,4.856210145121054e-8,1.9915376255425062e-8,43,OPTIMAL,9.329
6,2,23,20.0,1.6707479174665025,5.084610288363933e-8,3.043313949368745e-8,46,OPTIMAL,9.338
7,2,23,20.0,4.939014399234411,3.956621874579014e-8,8.010954385734614e-9,64,OPTIMAL,9.42
8,2,23,20.0,1.9385387538858083,7.682362879180005e-8,3.9629660063437516e-8,41,OPTIMAL,9.35
9,2,23,20.0,0.9733858225458037,5.968347771556637e-8,6.131533867935553e-8,61,OPTIMAL,9.313
10,2,23,20.0,3.5932974485273177,3.7185003964879115e-8,1.0348434796269277e-8,59,OPTIMAL,9.359
1,2,24,20.0,3.4517559686486585,2.8455477973921006e-8,8.243768814178812e-9,65,OPTIMAL,9.319
2,2,24,20.0,3.7215360828757533,4.947259624188405e-8,1.3293595923252113e-8,17,OPTIMAL,9.041
3,2,24,20.0,4.594821855435146,8.807948947975319e-8,1.9169294031277167e-8,61,OPTIMAL,9.418
4,2,24,20.0,2.359692333846276,4.633752404004099e-8,1.963710450101182e-8,18,OPTIMAL,9.117
5,2,24,20.0,1.908738745476035,7.422308434534841e-8,3.888593313647607e-8,42,OPTIMAL,9.49
6,2,24,20.0,0.45465059065083757,3.337862941599212e-8,7.341600902516366e-8,38,OPTIMAL,9.383
7,2,24,20.0,5.085363468798052,3.7311620459945516e-8,7.337060755368565e-9,56,OPTIMAL,9.427
8,2,24,20.0,1.3877354705692668,4.8413420383752737e-8,3.4886635889528934e-8,40,OPTIMAL,9.301
9,2,24,20.0,1.259291947038172,5.28390753373742e-8,4.195935476181206e-8,41,OPTIMAL,9.166
10,2,24,20.0,2.47963622141298,1.3473129722996191e-8,5.433510641542872e-9,40,OPTIMAL,9.182
1,2,25,20.0,3.2110174730164687,4.5824603223110216e-8,1.4271054038839414e-8,62,OPTIMAL,9.191
2,2,25,20.0,3.665499737781815,8.755697722406808e-8,2.388677822372659e-8,17,OPTIMAL,8.928
3,2,25,20.0,4.526011675027838,9.762790043055247e-8,2.1570404485495565e-8,58,OPTIMAL,9.296
4,2,25,20.0,1.2083682555308264,6.262820306801586e-8,5.182874179895165e-8,41,OPTIMAL,9.166
5,2,25,20.0,2.665073778163115,2.8528825080087472e-8,1.0704703794408051e-8,42,OPTIMAL,9.111
6,2,25,20.0,1.7363731205668058,4.593305646949375e-8,2.6453448939354432e-8,32,OPTIMAL,8.962
7,2,25,20.0,4.261687815864774,6.788944784119622e-8,1.593017880614309e-8,62,OPTIMAL,8.891
8,2,25,20.0,1.2417842215013053,5.82680201866026e-8,4.69228243617536e-8,40,OPTIMAL,9.377
9,2,25,20.0,2.6947219376248883,9.66084821030222e-8,3.5851003481154484e-8,61,OPTIMAL,9.2
10,2,25,20.0,3.2338851358636154,2.8011979846809254e-8,8.66202073128641e-9,63,OPTIMAL,9.248
1,3,26,20.0,3.352452770160834,5.140052650176585e-8,1.5332215191023807e-8,109,OPTIMAL,9.462
2,3,26,20.0,3.7072986966631043,0.013903056113678591,0.0037643018692712776,21,OPTIMAL,9.253
3,3,26,20.0,3.7959953365216155,7.014893022017077e-8,1.847972015181213e-8,107,OPTIMAL,9.433
4,3,26,20.0,0.5622672722197355,6.144484654413418e-8,1.0928050821148528e-7,75,OPTIMAL,9.176
5,3,26,20.0,1.1653012423841405,6.208137648400225e-8,5.327496233022995e-8,53,OPTIMAL,9.475
6,3,26,20.0,0.13376590350838996,4.234475925457559e-8,3.1655879075735813e-7,55,OPTIMAL,9.383
7,3,26,20.0,5.159338267215357,4.386024166080915e-8,8.501137115272674e-9,125,OPTIMAL,9.49
8,3,26,20.0,0.8255661158804148,3.716742735804246e-8,4.5020535989056686e-8,124,OPTIMAL,9.484
9,3,26,20.0,1.9182542341783964,9.000779943590942e-8,4.692172812942179e-8,102,OPTIMAL,9.464
10,3,26,20.0,2.6076704768437198,5.193426311222993e-8,1.9915961241165353e-8,96,OPTIMAL,9.253
1,3,27,20.0,3.643621812275055,8.499502524017544e-8,2.3327071689086774e-8,114,OPTIMAL,9.48
2,3,27,20.0,3.2941979741211584,2.209093441507548e-8,6.706013037698834e-9,20,OPTIMAL,9.07
3,3,27,20.0,3.397482390624811,4.3236347391228946e-8,1.2725996184928923e-8,98,OPTIMAL,9.475
4,3,27,20.0,0.8664493447295626,8.694864828129312e-8,1.0035053697660214e-7,108,OPTIMAL,9.789
5,3,27,20.0,1.5021059430555845,5.356762367014767e-8,3.566168273823082e-8,78,OPTIMAL,9.76
6,3,27,20.0,-0.5204368475555328,8.721974120717846e-8,1.6758948106162247e-7,47,OPTIMAL,9.585
7,3,27,20.0,4.69101707442986,1.9373655568699633e-8,4.129947800513275e-9,68,OPTIMAL,9.647
8,3,27,20.0,0.9076318062146532,5.851739981466153e-8,6.447262335537032e-8,105,OPTIMAL,9.714
9,3,27,20.0,1.0910343120805825,8.238256365977747e-8,7.550868837779698e-8,96,OPTIMAL,9.686
10,3,27,20.0,2.079116257483274,4.6157132338464635e-8,2.220036190715083e-8,80,OPTIMAL,9.401
1,3,28,20.0,2.140254855895619,6.086559478646336e-8,2.8438480749021998e-8,106,OPTIMAL,9.69
2,3,28,20.0,3.8579498656413826,0.008910409432956179,0.0023149696266646113,21,OPTIMAL,9.083
3,3,28,20.0,3.5124846272613435,3.730080511132883e-8,1.0619492884877792e-8,75,OPTIMAL,9.639
4,3,28,20.0,1.0011534798147328,6.369261740246657e-8,6.361923794774095e-8,79,OPTIMAL,9.339
5,3,28,20.0,1.0012176678740634,4.525648655828718e-8,4.520144825254765e-8,80,OPTIMAL,9.605
6,3,28,20.0,-0.3706234321366112,5.148787929343257e-8,1.3892235306496816e-7,56,OPTIMAL,9.647
7,3,28,20.0,5.2278278138315715,9.507874754177692e-8,1.8187046830315092e-8,143,OPTIMAL,9.51
8,3,28,20.0,2.653307207160749,8.505331905439562e-8,3.205558766481609e-8,110,OPTIMAL,9.82
9,3,28,20.0,1.3490393487245946,5.5908828011652645e-8,4.1443439275187896e-8,100,OPTIMAL,9.698
10,3,28,20.0,2.296074801255837,4.013236720723512e-8,1.74786848785352e-8,139,OPTIMAL,9.44
1,3,29,20.0,3.6386839344258517,6.940321561899054e-8,1.9073714066269615e-8,103,OPTIMAL,9.733
2,3,29,20.0,3.6801873601379222,0.0074834311443634505,0.0020375808366382953,20,OPTIMAL,9.414
3,3,29,20.0,5.135610922355202,3.827624261987239e-8,7.453104116305534e-9,104,OPTIMAL,9.639
4,3,29,20.0,0.8581538004403105,8.150314378951862e-8,9.497499339682545e-8,80,OPTIMAL,9.371
5,3,29,20.0,0.9038410578993226,7.063857143663199e-8,7.815375982307971e-8,105,OPTIMAL,9.73
6,3,29,20.0,0.5551413170209486,4.474844894630792e-8,8.060731777900032e-8,107,OPTIMAL,9.466
7,3,29,20.0,5.360563582330039,6.61971624182911e-8,1.234891858273249e-8,125,OPTIMAL,9.32
8,3,29,20.0,1.821211365698203,4.5003768711637804e-8,2.4710898839832442e-8,107,OPTIMAL,9.788
9,3,29,20.0,1.7595985010919581,9.480984930476666e-8,5.388152715203483e-8,91,OPTIMAL,9.755
10,3,29,20.0,2.523534280468299,9.136513900998011e-8,3.620523130001675e-8,103,OPTIMAL,9.678
1,3,30,20.0,4.021995084160342,9.924750088430301e-8,2.4676187130167132e-8,109,OPTIMAL,9.333
2,3,30,20.0,4.287002335977499,0.007411845991986077,0.0017319054263089473,22,OPTIMAL,9.107
3,3,30,20.0,4.283366998288573,6.212995895538143e-8,1.4504934991887592e-8,127,OPTIMAL,9.83
4,3,30,20.0,0.6466215639147733,7.022013281954287e-8,1.085954202021987e-7,123,OPTIMAL,10.02
5,3,30,20.0,1.7053798648507583,3.100885770379591e-8,1.8182962580212277e-8,77,OPTIMAL,9.148
6,3,30,20.0,1.0695752476657032,4.854621327154973e-8,4.5388312398711745e-8,75,OPTIMAL,9.669
7,3,30,20.0,4.614836276832873,6.221502157899295e-8,1.348152321894373e-8,122,OPTIMAL,9.607
8,3,30,20.0,1.8412128194590387,7.45491828268996e-8,4.048917379753933e-8,140,OPTIMAL,9.587
9,3,30,20.0,1.2378727652842538,6.951163977753083e-8,5.6154110204478964e-8,109,OPTIMAL,9.604
10,3,30,20.0,3.741039670677676,2.6853602896892426e-8,7.1781123574095035e-9,65,OPTIMAL,9.373
