seed,dimension,Ns,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
2,90,5.0,1800.05,0.9999999999999984,0,19840,1.1459119337307515,-0.14591193373075306,Inf,1800.105,-0.11446040455475652,0,6211,0.274780866783941,1800.003322,-0.08699883683059251,0,276177,0.677171086952328,1800.0,NaN,0,Inf,921.9753661155701,-0.14228340676055956,1,0.02550210915528427,921.9753661155701
2,50,10.0,2.231,0.628870644697079,1,27,0.0059268398597528416,0.6229438048373261,0.009514244806239884,44.088,0.6289242786645705,1,181,0.009600342407781131,58.480978,0.6289312293062137,1,4071,0.00961150014237817,1800.0,NaN,0,Inf,1800.0,0.6289147286415395,0,0.009585011935021346,2.231
3,70,0.1,1800.033,0.548353627903558,0,13023,0.13189329697472485,0.41646033092883317,0.31670074477576937,1800.209,Inf,0,3991,Inf,1800.0,0.6276985578811844,0,3053,0.5072229244048906,1800.0,NaN,0,Inf,863.8324670791626,0.44778859245687763,1,0.07522507956081415,37.200513
3,90,1.0,1800.028,0.8924674633395794,0,11319,1.524484710906252,-0.6320172475666727,Inf,1801.028,Inf,0,3681,Inf,208.734364,-0.45191270219252233,1,8445,0.39853835597084586,1800.0,NaN,0,Inf,1801.3410549163818,-0.6095467179585112,1,0.036864327123964404,208.734364
3,50,5.0,1800.053,0.9999999999999984,0,18692,1.6427474465134104,-0.642747446513412,Inf,1800.288,-0.47797038145135456,0,6111,0.3447432549308029,691.587229,-0.46528555599321775,1,16106,0.38140425430008623,22.699981927871704,-0.618525446059464,1,0.039160879488892186,439.4746608734131,-0.6214599854002492,1,0.03425395297084607,22.699981927871704
3,70,10.0,2.345,0.9616811434785802,1,32,0.004020701919963621,0.9576604415586166,0.0041984629890525985,44.704,0.9617309473703268,1,181,0.0042504687831579945,50.449887,0.9617313175506778,1,4753,0.004250855329719661,1800.0,NaN,0,Inf,1800.0,0.9617158711436369,0,0.004234726014598598,2.345
4,90,0.1,1800.026,0.5671716855515061,0,10164,0.1484601859449946,0.4187114996065115,0.3545643864200329,1800.344,Inf,0,4123,Inf,307.210954,0.5485841258578235,1,12145,0.3101721026849301,1800.0,NaN,0,Inf,1801.1816799640656,0.4370360954055645,1,0.04376425251342206,307.210954
4,50,1.0,1800.036,-0.1419570710066267,0,16871,1.4605475244692236,-1.6025045954758503,10.288656381203046,1800.962,Inf,0,3879,Inf,191.555557,-1.4845583899677324,1,8243,0.07944868070206493,1800.0,NaN,0,Inf,144.5726659297943,-1.584453991373233,1,0.0113923182376366,144.5726659297943
4,70,5.0,1800.039,0.9999999999999984,0,23168,2.8984415946092152,-1.8984415946092168,Inf,1800.315,-1.7928540116857936,0,6133,0.058893575402796335,1800.003072,-1.664704718923627,0,281733,0.1404074086104114,1800.0,NaN,0,Inf,454.6302978992462,-1.8834366758787098,1,0.007966776331095144,454.6302978992462
4,90,10.0,2.431,0.4474887251404965,1,42,0.0042080140268779265,0.44328071111361855,0.009492887737674104,44.523,0.4476450606947732,1,181,0.009845566188049248,66.806159,0.44764548208773475,1,5809,0.009846516811324658,1800.0,NaN,0,Inf,1828.005215883255,0.44751138130541107,1,0.00954399793567409,2.431
5,50,0.1,1800.026,0.8786243549139496,0,23708,0.09875252668410728,0.7798718282298424,0.12662661107820286,1800.126,Inf,0,4715,Inf,65.262857,0.8251937614135136,1,4352,0.05811459209463082,1800.0,NaN,0,Inf,1800.4416120052338,0.7849313538237788,1,0.006487637340895555,65.262857
5,70,1.0,1800.035,0.9999999999999984,0,14885,0.7410099479566365,0.2589900520433619,2.8611521643795474,1800.802,0.2947957274375852,0,3667,0.13825116104547702,183.382462,0.29743208372104063,1,7543,0.1484305338154166,1800.0,NaN,0,Inf,808.8183660507202,0.26500813879149543,1,0.0232367486729797,183.382462
5,90,5.0,1800.031,0.9999999999999984,0,21207,0.7406756448702673,0.2593243551297312,2.856174633114319,1800.558,0.2947954696272355,0,4029,0.13678281193357,226.811628,0.297432055451971,1,6160,0.14694994730894376,1800.0,NaN,0,Inf,1335.6341922283173,0.26500813879190876,1,0.021917662378198855,226.811628
5,50,10.0,3.023,0.9588343944418661,1,109,0.00553123439215597,0.9533031600497102,0.00580217775829836,44.564,0.958889540857418,1,181,0.005860025479634924,75.119627,0.9588898927119783,1,5955,0.005860394569526914,1800.0,NaN,0,Inf,1800.0,0.9588461933813891,0,0.005814554660020108,3.023
6,70,0.1,1800.024,0.849446359679231,0,22738,0.109641355931133,0.739805003748098,0.14820304725657904,1800.133,Inf,0,4735,Inf,163.782729,0.8004353335975434,1,7824,0.08195447387118496,1800.0,NaN,0,Inf,708.6346650123596,0.7468338482960394,1,0.009500942156826368,163.782729
6,90,1.0,1800.022,0.9999999999999984,0,13815,1.0221145329345895,-0.02211453293459109,Inf,1800.247,0.027319217328134696,0,3275,Inf,357.84827,0.03188512928967739,1,11408,Inf,1800.0,NaN,0,Inf,341.0902509689331,-0.017362809775177193,1,0.27367247703233016,341.0902509689331
6,50,5.0,1800.021,0.9999999999999984,0,21814,1.0222295223728532,-0.022229522372854804,Inf,1800.785,0.027319019966715284,0,3833,Inf,253.309877,0.0318850917090839,1,6382,Inf,84.92487692832947,3.2954091420268894e-5,1,Inf,444.62931299209595,-0.01736280977502709,1,0.2802952206979483,84.92487692832947
6,70,10.0,3.01,0.8035914169866175,1,116,0.007743915414346603,0.7958475015722709,0.009730401112082121,43.971,0.8036985811638123,1,181,0.009865055272562734,58.323415,0.803699005775204,1,5113,0.00986558880617423,1800.0,NaN,0,Inf,1800.0,0.8036067231220333,0,0.009749633609998549,3.01
7,90,0.1,1800.025,0.856202650635829,0,32638,0.06968154105246793,0.7865211095833611,0.0885946228313947,1800.461,Inf,0,4885,Inf,139.393615,0.8193881898935184,1,6976,0.04178791886153921,1800.0,NaN,0,Inf,1433.10981798172,0.7906399988760439,1,0.005236845193976618,139.393615
7,50,1.0,1800.023,0.9999999999999984,0,13138,0.936640363624524,0.06335963637547448,14.782918861369645,1800.311,0.08943974056731537,0,3303,0.41162016835589166,75.980803,0.09415171241045488,1,4540,0.48598883763322104,1800.0,NaN,0,Inf,308.57967805862427,0.06935045525940438,1,0.09455260835822675,75.980803
7,70,5.0,1800.029,0.9999999999999984,0,20219,0.9363844523532752,0.06361554764672328,14.719427671255874,1800.482,0.08943965349761328,0,3959,0.40594016409792155,205.635983,0.0941517280847915,1,8287,0.4800112797526326,483.7535951137543,0.1064357258132351,1,0.6731086935587736,682.2577149868011,0.0693504552308433,1,0.09014946496991146,205.635983
7,90,10.0,2.407,0.7352889025292477,1,41,0.007078866785649507,0.7282100357435982,0.009720913525204378,44.882,0.735359961133987,1,181,0.009818493345931191,57.448145,0.7353603525338496,1,5285,0.00981903082803568,1800.0,NaN,0,Inf,1800.0,0.7353015796393483,0,0.009738322115416418,2.407
8,50,0.1,1800.026,0.8335944513184914,0,6466,0.21353372757784062,0.6200607237406508,0.34437550936890843,1800.159,Inf,0,4391,Inf,143.160553,0.6901809328608328,1,7137,0.11308603566625967,1800.0,NaN,0,Inf,1800.0,NaN,0,Inf,143.160553
8,70,1.0,1800.045,0.6953563097768434,0,16122,1.4215413435474051,-0.7261850337705618,Inf,1800.369,-0.6719744892851094,0,3405,0.08067351566147267,102.1137,-0.67173044608401,1,6316,0.08106613002880235,1800.0,NaN,0,Inf,1008.6836669445038,-0.7175530907445847,1,0.012029692488704778,102.1137
8,90,5.0,1800.04,0.9999999999999984,0,21452,1.785689231751551,-0.7856892317515525,Inf,1800.149,-0.7406171557086816,0,3725,0.06085745610327151,378.246723,-0.7317754610383735,1,9736,0.07367529192175487,1800.0,NaN,0,Inf,444.3042709827423,-0.7788264880533071,1,0.00881164650087714,378.246723
8,50,10.0,16.616,0.23935087131639518,1,2204,0.0023333718551005467,0.23701749946129463,0.00984472395668654,45.23,0.23950175246951586,1,181,0.010481306291170724,53.212146,0.23950217087813253,1,4939,0.010483071598026215,1800.0,NaN,0,Inf,1800.0,0.23939192519611927,0,0.010017934288486487,16.616
9,70,0.1,1800.025,0.6219663538067068,0,9743,0.1418991357890258,0.48006721801768104,0.29558180701228304,1800.339,Inf,0,3941,Inf,273.904159,0.6012881524757978,1,10967,0.2525082528206543,1800.0,NaN,0,Inf,1801.0206518173218,0.5028588753694346,1,0.0474759710647732,273.904159
9,90,1.0,1800.025,0.3704708460711337,0,15867,1.458525348700267,-1.0880545026291333,Inf,1800.086,Inf,0,11507,Inf,175.610995,-0.998363843759314,1,7491,0.089837647297093,1800.0,NaN,0,Inf,246.913645029068,-1.0663028961334344,1,0.020399087890104455,175.610995
9,50,5.0,1800.033,0.9999999999999984,0,21445,2.206735188344984,-1.2067351883449857,Inf,1800.463,-1.137866818571643,0,3947,0.06052410409488238,319.690423,-1.1231585246664948,1,9666,0.07441217053782125,37.94837498664856,-1.1818924875244279,1,0.021019425271576894,758.6855618953705,-1.1878843744796899,1,0.01586923295758712,37.94837498664856
9,70,10.0,2.94,0.7674507749666665,1,94,0.0039746198233331365,0.7634761551433333,0.005205951484610479,45.467,0.76749605520736,1,181,0.005265259480529488,78.666078,0.7674964673935706,1,5103,0.005265799361451546,1800.0,NaN,0,Inf,1845.9795730113983,0.7674679402289352,1,0.0052284345211179774,2.94
10,90,0.1,1800.041,0.85006756891237,0,22868,0.09712788907133596,0.752939679841034,0.12899823408409328,1800.47,Inf,0,4749,Inf,176.76264,0.7868783959130988,1,8914,0.04507494687918448,1800.0,NaN,0,Inf,1800.792692899704,0.7595527179087666,1,0.008782958641691846,176.76264
10,50,1.0,1800.031,0.9999999999999984,0,12740,0.99343191630844,0.0065680836915584795,151.25140953749292,1800.105,0.022171641360365715,0,8997,2.3756636488754626,204.089113,0.030667581887822173,1,8746,3.6691825695274214,1800.0,NaN,0,Inf,1541.705323934555,0.012360598467489416,1,0.8819185394022414,204.089113
10,70,5.0,1800.029,0.9999999999999984,0,20506,0.9934419914816238,0.006558008518374625,151.4853158086236,1800.394,0.022019428813701246,0,10913,2.357639556582746,1800.001492,0.07086234636541246,0,295551,9.805467264470005,975.8714280128479,0.03874483690505358,1,4.908018691420719,1536.404371023178,0.012360598467995323,1,0.8848097609758588,975.8714280128479
10,90,10.0,2.565,0.8318817811835508,1,38,0.005911852491108149,0.8259699286924427,0.0071574669800230474,25.027,0.8319315741235315,1,181,0.00721775118438805,47.454845,0.8319320004946301,1,4622,0.007218267390951798,1800.0,NaN,0,Inf,1800.0,0.8318944908415613,0,0.007172854535391557,2.565
