seed,dimension,min_number_lower,adaptive_gap,iteration,time,memory,lb,ub,list_time,list_num_nodes,list_lmo_calls,active_set_size,discarded_set_size
3,2,Inf,0.7,17,164.0,7966272,-0.0005070158455257662,0.046812133556004554,33.0,3,14,3,0
3,2,Inf,0.7,17,164.0,7966272,-0.0005070158455257662,0.046812133556004554,54.0,5,27,2,1
3,2,Inf,0.7,17,164.0,7966272,-0.00048236021226018895,0.046812133556004554,67.0,7,37,2,1
3,2,Inf,0.7,17,164.0,7966272,-0.00048236021226018895,0.046812133556004554,74.0,7,42,2,2
3,2,Inf,0.7,17,164.0,7966272,-0.0003048725927329041,3.592445808147546e-7,86.0,9,53,3,0
3,2,Inf,0.7,17,164.0,7966272,-0.0003048725927329041,3.592445808147546e-7,94.0,11,62,1,0
3,2,Inf,0.7,17,164.0,7966272,-0.00027125150956647937,3.592445808147546e-7,104.0,13,71,1,0
3,2,Inf,0.7,17,164.0,7966272,-0.00027125150956647937,5.301380528733229e-8,108.0,15,74,1,0
3,2,Inf,0.7,17,164.0,7966272,-0.00021669907362854526,5.301380528733229e-8,113.0,15,82,4,1
3,2,Inf,0.7,17,164.0,7966272,-0.00021669907362854526,5.301380528733229e-8,121.0,15,91,4,1
3,2,Inf,0.7,17,164.0,7966272,-0.00015543588808049265,5.301380528733229e-8,124.0,15,93,2,1
3,2,Inf,0.7,17,164.0,7966272,-0.00015543588808049265,5.301380528733229e-8,130.0,17,101,1,0
3,2,Inf,0.7,17,164.0,7966272,-0.00015543588808049265,5.301380528733229e-8,135.0,17,107,2,2
3,2,Inf,0.7,17,164.0,7966272,-0.00015543588808049265,6.67137902354714e-9,139.0,17,113,2,0
3,2,Inf,0.7,17,164.0,7966272,-0.00011867306946540028,6.67137902354714e-9,143.0,17,119,2,1
3,2,Inf,0.7,17,164.0,7966272,-0.00011867306946540028,6.67137902354714e-9,148.0,17,127,2,1
3,2,Inf,0.7,17,164.0,7966272,-2.4548153540513714e-5,1.0510602787676911e-10,151.0,17,129,2,0
