seed,dimension,time,lowerBound,upperBound,termination,LMOcalls,localTighteings,globalTightenings
10,20,44.0,2.327151886802789,2.3902751479788935,OPTIMAL,17,91,91
10,20,62.0,2.327151886802789,2.3902751479788935,OPTIMAL,27,0,0
10,20,74.0,2.343166464048255,2.3902751479788935,OPTIMAL,34,2,0
10,20,86.0,2.343166464048255,2.3902751479788935,OPTIMAL,41,0,0
10,20,100.0,2.347686477415263,2.3902751479788935,OPTIMAL,51,0,0
10,20,113.0,2.347686477415263,2.3902751479788935,OPTIMAL,59,0,0
10,20,125.0,2.3573405175137614,2.3902751479788935,OPTIMAL,66,0,0
10,20,133.0,2.3573405175137614,2.3902751479788935,OPTIMAL,71,0,0
10,20,144.0,2.3622628883238006,2.3902751479788935,OPTIMAL,78,0,0
10,20,156.0,2.3622628883238006,2.3902751479788935,OPTIMAL,86,0,0
10,20,166.0,2.36930247409078,2.3902751479788935,OPTIMAL,92,0,0
