seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.019208228727146448,0.008674629410874959,231,OPTIMAL,3.828
1,16,80,4.0,2.250303004538984,0.02223390128968017,0.009978999869104313,7270,OPTIMAL,36.234
1,17,85,4.0,1.6411353000709363,0.016039479521847033,0.009869866945093488,1202,OPTIMAL,8.723
1,18,90,4.0,2.1566595398692447,0.02055020602339619,0.009620390537968215,1083,OPTIMAL,10.251
1,19,95,4.0,1.7514415693513994,0.017005291144681856,0.009804506143208734,1870,OPTIMAL,16.062
1,20,100,4.0,2.274969426057991,0.022175439520173867,0.009843527483067353,3410,OPTIMAL,28.045
1,21,105,5.0,1.7617942799593105,0.016853158797663026,0.009658296542661274,6026,OPTIMAL,50.789
1,22,110,5.0,1.930455938957835,0.018848049337255812,0.00985978842188019,1457,OPTIMAL,15.894
1,23,115,5.0,1.8673957031119208,0.018288470103101417,0.009890432407937149,3624,OPTIMAL,35.95
1,24,120,5.0,2.0309586934341795,0.020086888360370203,0.009989144166071249,5014,OPTIMAL,43.162
1,25,125,5.0,1.918574585754522,0.01895695120615115,0.009979351034324398,11688,OPTIMAL,95.27
1,26,130,6.0,1.8799588900749675,0.018612332403986853,0.009999391208091646,115967,OPTIMAL,761.165
1,27,135,6.0,1.6865983005901797,0.015580872795022627,0.009324183300458444,19994,OPTIMAL,181.413
1,28,140,6.0,2.262450368745628,0.022381330253363974,0.009991357350498581,76593,OPTIMAL,613.407
1,29,145,6.0,2.067935788464429,0.02047336749632933,0.009999386209319987,69790,OPTIMAL,689.219
1,30,150,6.0,2.018248557941487,0.019883643357716974,0.009949956192990128,27676,OPTIMAL,303.289
2,15,75,3.0,1.5912331179212327,0.014844560778260352,0.009416815867506964,1789,OPTIMAL,11.341
2,16,80,4.0,1.5377830876141556,0.015221238629339107,0.009997123361187608,12800,OPTIMAL,56.936
2,17,85,4.0,1.9730825424630343,0.019511657466845467,0.00998768850247455,36278,OPTIMAL,143.683
2,18,90,4.0,1.908612111621514,0.018881980311431512,0.009991892492258304,21465,OPTIMAL,126.414
2,19,95,4.0,2.098437741911695,0.020775858664598967,0.009999634123397017,37194,OPTIMAL,218.883
2,20,100,4.0,1.7116323676712453,0.016827079731419836,0.0099286212116287,12531,OPTIMAL,89.489
2,21,105,5.0,2.03342547486823,0.03441874406749257,0.01721792305006674,309370,Time limit reached,1800.017
2,22,110,5.0,2.0697251826033822,0.06856703536723163,0.03426367649250074,287209,Time limit reached,1800.013
2,23,115,5.0,2.149509393293187,0.02127536610702796,0.009996723027287158,258655,OPTIMAL,1630.958
2,24,120,5.0,1.6462779454878742,0.0162823614458385,0.009989205863651344,193580,OPTIMAL,1342.665
2,25,125,5.0,1.831708501396998,0.018134633431212244,0.00999939056882924,236006,OPTIMAL,1562.223
2,26,130,6.0,1.7310613963210044,0.08614500277294179,0.05237044454711049,216808,Time limit reached,1800.02
