seed,dimension,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
1,70,32.011,-27.87687200279897,1,8110,0.25655499578467555,-28.133426998583644,0.009203148608599854,7.334,-27.96146855379713,1,1067,0.006149835959283458,1800.0,-20.63493708386453,0,10006.0,0.3633880677340448,1800.0,NaN,0,Inf,403.5052001476288,-27.9613967831107,1,0.006152418522126687,7.334
1,75,8.942,0.11398003069845108,1,2161,0.00019879120702659403,0.11378123949142449,0.0017471351860389656,1.798,0.1159183758015432,1,135,0.018782853128259152,1800.0,1343.3456916892571,0,8240.0,11805.39003137686,1800.0,NaN,0,Inf,1800.0,0.11597321583262943,1,0.019264830924698648,1.798
1,80,10.995,-0.2138040636011863,1,2272,0.0010763604316924302,-0.21488042403287874,0.005034331029835758,1.845,-0.2138040652248947,1,139,0.0050343233972274925,1800.0,977.6160665648545,0,11307.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.21380406365994614,1,0.005034330753621893,1.845
1,85,14.8,-0.18412520743845295,1,3148,0.0,-0.18412520743845295,0.0,1.91,-0.1838034305051148,1,147,0.001750657930887739,1800.0,Inf,0,Inf,Inf,1800.0,NaN,0,Inf,1800.0,-0.1837464621249803,1,0.002061238671441936,1.91
1,90,47.577,-0.5162605459148895,1,8824,0.003491608132556112,-0.5197521540474456,0.006763267424142339,2.122,-0.5167234756972979,1,165,0.0058613136282623084,1800.0,970.7932413971234,0,6254.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.5166748332136548,1,0.005956010697579735,2.122
1,95,23.598,-0.03257544061494938,1,3643,0.0006866569252529375,-0.03326209754020232,0.021078975826279996,2.183,-0.032575481330355135,1,167,0.02107769960124475,1800.0,4755.571438846434,0,4080.0,Inf,20.402430772781372,-0.03257482154653746,1,0.021098380928441764,1800.0,-0.03257544052082778,1,0.02107897877652671,2.183
1,100,202.449,-0.823819946875998,1,34775,0.008212160916514222,-0.8320321077925122,0.00996839290873631,5.962,-0.8256838058549438,1,635,0.0076885387512174155,1800.0,2029.1271238950633,0,5529.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.8256395916120458,1,0.007742501989258009,5.962
1,105,25.886,-0.10000894115605313,1,3514,0.0,-0.10000894115605313,0.0,2.358,-0.0990517297396051,1,171,0.009663752656964399,1800.0,4029.537922649064,0,8931.0,Inf,6.502218008041382,-0.09905084289113081,1,0.009672792648270482,1800.0,-0.09892113372559441,1,0.010996714144788112,2.358
1,110,1800.0,-47.4144288969358,0,382585,3.163857790775566,-50.57828668771137,0.06672774225864467,385.092,-48.05171657180726,1,41787,0.05258022597649483,1800.0,-0.026331431402587757,0,7001.0,1919.833163773266,1800.0,NaN,0,Inf,1800.0,-48.03706459796414,1,0.052901277607519115,385.092
1,115,29.316,-0.08430219569611402,1,6634,0.0003383237467320943,-0.08464051944284612,0.004013225799618048,2.933,-0.08332082224035992,1,215,0.015838744349872157,1800.0,8580.731647431227,0,7311.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.08332080915637374,1,0.015838903868487242,2.933
1,120,30.393,-0.11009521067198375,1,6606,0.0014375193284030807,-0.11153273000038683,0.013057055975722752,3.029,-0.11009527303587029,1,223,0.013056482125696713,1800.0,Inf,0,Inf,Inf,16.9203360080719,-0.1100941339204527,1,0.01306696395807583,1800.0,-0.10988240286802897,1,0.015019030247636019,3.029
2,20,4.245,-10.164847264260167,1,398,0.10004280290266365,-10.264890067162831,0.009842037002800466,1.326,-10.16823635667852,1,61,0.0095054547410111,3.345378,-10.168236057024012,1,1347.0,0.009505484490798386,15.657594919204712,-10.168235943537116,1,0.00950549575781116,7.2569169998168945,-10.168236258034522,1,0.009505464534415912,1.326
2,25,3.495,0.1578289247043021,1,433,0.0,0.1578289247043021,0.0,1.201,0.15980117453465398,1,43,0.012496124104291767,22.347376,0.15980160072535166,1,4164.0,0.012498824437570196,4.461087942123413,0.15979939979529967,1,0.012484879401474238,71.41668891906738,0.159801195300321,1,0.012496255675022912,1.201
2,30,7.802,-5.956173687220598,1,1965,0.05183948862408361,-6.008013175844682,0.008703488404864516,2.014,-5.964209829818329,1,259,0.007344367028697781,565.457078,-5.96420945676541,1,9455.0,0.007344430036672183,276.6554169654846,-5.964209427407672,1,0.007344434995142168,32.51604390144348,-5.964209770427939,1,0.007344377059628535,2.014
2,35,3.965,-0.26159128979032226,1,549,0.000896947572344986,-0.26248823736266724,0.003428812836482177,1.301,-0.2614425952903845,1,63,0.003999509227336705,704.605907,-0.261442239298043,1,12408.0,0.004000876321411131,13.737797975540161,-0.26144215128805987,1,0.004001214300959405,137.77868008613586,-0.26144259807324743,1,0.003999498540505077,1.301
2,40,7.281,-0.4593541629905323,1,2398,0.00455419538017654,-0.4639083583707088,0.00991434441461763,1.583,-0.4593542501373662,1,151,0.009914152817745247,1800.0,9.369067050849663,0,21111.0,Inf,8.899425983428955,-0.4593539468108274,1,0.0099148196973194,1800.0,-0.4593451877602925,1,0.00993407731702984,1.583
2,45,4.395,-0.3473399852430454,1,945,0.0007587999520706767,-0.34809878519511606,0.00218460293749284,1.364,-0.3474806987751189,1,79,0.00177876475492291,1800.0,6.986709906519167,0,19391.0,Inf,60.82515501976013,-0.34748044086236274,1,0.0017795083119462383,1800.0,-0.3474806997400117,1,0.001778761973159346,1.364
2,50,4.397,0.21453433114229115,1,980,0.0,0.21453433114229115,0.0,1.485,0.2182304920425728,1,83,0.017228761851781002,1800.0,29.46711967449503,0,13339.0,136.35386554495463,27.208378076553345,0.2182311463420758,1,0.01723181171097841,1154.2454590797424,0.21823050275357947,1,0.017228811778553132,1.485
2,55,133.158,-0.9085693083465598,1,40963,0.008602256271606157,-0.917171564618166,0.009467914216980086,8.417,-0.9085694380719259,1,1387,0.00946777008534934,1800.0,64.55339713088497,0,12177.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.9085693083316118,1,0.009467914233588141,8.417
2,60,6.302,-0.867614294491143,1,1466,0.006231389075643912,-0.8738456835667869,0.0071822111682687635,1.604,-0.8696975564213664,1,113,0.004769620329266291,1800.0,27.690654187917403,0,20016.0,Inf,608.9386670589447,-0.8696968205712939,1,0.004770470464371315,790.7094650268555,-0.8696975608465919,1,0.0047696152167623984,1.604
2,65,5.402,-0.03727998400354943,1,1245,0.0,-0.03727998400354943,0.0,1.581,-0.03615234306716023,1,107,0.03119136522615907,1800.0,358.2738028473287,0,9625.0,Inf,6.216626167297363,-0.03615119454130511,1,0.031224126244420537,1800.0,-0.03609301767138606,1,0.03288631454898743,1.581
2,70,417.91,-1.2709137426840265,1,123794,0.01252770539242043,-1.283441448076447,0.009857242841645042,34.365,-1.272928968878364,1,6095,0.008258496314484753,1800.0,136.70974719353006,0,6557.0,Inf,1800.0,NaN,0,Inf,1800.0,-1.2729287315087632,1,0.00825868432965867,34.365
2,75,8.968,-0.1534634127090408,1,2034,0.006584746531575453,-0.16004815924061624,0.04290759872556603,1.783,-0.1532550424378124,1,131,0.04432556798619099,1800.0,347.90044917733127,0,17052.0,Inf,6.769808053970337,-0.15325421526847366,1,0.04433120459519384,1800.0,-0.1532117072986821,1,0.04462095007274252,1.783
2,80,13.064,-0.27646013125828023,1,2624,0.0008021589478992563,-0.2772622902061795,0.0029015357268634408,1.825,-0.27666222169994464,1,139,0.0021689571584719227,1800.0,766.600142032903,0,5764.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.27666222049741734,1,0.00216896151445348,1.825
2,85,13.223,-0.26961540332417455,1,2653,0.002122997315707864,-0.2717384006398824,0.007874169240825082,1.909,-0.26961554391098613,1,147,0.007873643700591485,1800.0,831.1267753863715,0,10122.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.26961554630943674,1,0.007873634734731825,1.909
2,90,18.715,-0.12366169241247121,1,3153,0.0,-0.12366169241247121,0.0,2.049,-0.12272464853178598,1,155,0.007635335622432318,1800.0,Inf,0,Inf,Inf,1800.0,NaN,0,Inf,1800.0,-0.12272464458716115,1,0.007635368009923706,2.049
2,95,249.607,-1.1113340618356786,1,38695,0.009141776631685472,-1.120475838467364,0.008225948385479407,6.105,-1.1136271267560511,1,667,0.006149914586997327,1800.0,470.29097363700134,0,7202.0,Inf,1800.0,NaN,0,Inf,1800.0,-1.1135909736405116,1,0.006182579591449734,6.105
2,100,49.231,-1.156822737682662,1,7622,0.008933237290368101,-1.1657559749730302,0.007722217933114878,2.294,-1.157677814905282,1,167,0.0069779000372475215,1800.0,1204.5506711269102,0,14259.0,Inf,1800.0,NaN,0,Inf,1800.0,-1.157647301677363,1,0.007004441926239739,2.294
2,105,21.662,-0.036471053625001804,1,3297,2.5008455381947403e-5,-0.03649606208038375,0.0006857069619947446,2.443,-0.035485018053852235,1,179,0.028492137864975873,1800.0,Inf,0,Inf,Inf,654.0303599834442,-0.035484176523436495,1,0.02851652922758201,1800.0,-0.035484939166047724,1,0.028494424341678943,2.443
2,110,1800.0,-0.09670226144998795,0,443110,2.3075680456534537,-2.4042703071034417,23.862606841380558,18.506,-1.0060170367538592,1,1939,1.3898902496337058,1800.0,7.104506945418916,0,10951.0,Inf,6.288214921951294,0.782137131902866,1,Inf,1800.0,-1.0058413295303161,1,1.390307731962188,6.288214921951294
2,115,1800.0,-0.12080813761279208,0,382468,14.44889236973606,-14.569700507348852,119.601979264401,2.549,-0.4961596475245813,1,171,28.3649444892171,1800.0,Inf,0,Inf,Inf,1800.0,NaN,0,Inf,1800.0,-0.4960198430578116,1,28.373221074243876,2.549
2,120,79.26,-0.33031327645906133,1,16688,0.0033850691731842075,-0.33369834563224554,0.010248056661457715,2.936,-0.33031664148796214,1,211,0.010237764979233252,1800.0,Inf,0,Inf,Inf,11.245239973068237,-0.33031554576871774,1,0.010241116129291673,1800.0,-0.3303166168651688,1,0.010237840285392437,2.936
3,20,4.302,0.22284207270504414,1,284,0.0015411354356639761,0.22130093726938016,0.0069639806079448184,1.172,0.22284190055289504,1,37,0.006963202698229587,2.706571,0.22284226172080573,1,1236.0,0.006964834719833952,4.993105888366699,0.22284207735098077,1,0.006964001601695196,73.45074510574341,0.22284191254372054,1,0.006963256881576695,1.172
3,25,5.616,-1.7242319082044224,1,865,0.0170728398848361,-1.7413047480892585,0.009901707423229038,1.464,-1.7272039120226312,1,143,0.008163967189093829,61.916271,-1.7272034869358093,1,5641.0,0.008164215311113077,5.544148206710815,-1.378095626477585,1,0.2635587216396853,31.089358806610107,-1.7272038308975692,1,0.008164014541561952,1.464
3,30,5.186,-12.154197341792061,1,724,0.104511835183974,-12.258709176976035,0.008598826581876478,1.474,-12.213634663375654,1,129,0.003690507767973757,255.31713,-12.21363430974079,1,8344.0,0.003690536828935206,238.26764297485352,-12.213634035549894,1,0.0036905593613613917,9.437114000320435,-12.213634542363458,1,0.0036905177124986113,1.474
3,35,4.933,-1.9649639660131064,1,1078,0.0027237543207243586,-1.9676877203338308,0.0013861599336352365,1.479,-1.9656040994400632,1,105,0.001060040978934224,371.899464,-1.9656036874542946,1,11575.0,0.0010602507986924188,14.318362951278687,-1.965603494777835,1,0.0010603489266951206,44.411137104034424,-1.9656040191345854,1,0.001060081877611749,1.479
3,40,3.597,0.16671585697566482,1,747,0.0,0.16671585697566482,0.0,1.34,0.16875126263836607,1,77,0.012208830639297551,986.126396,0.16875177994616763,1,12879.0,0.012211933570302147,11.794776916503906,0.1687517381920458,1,0.012211683119489704,628.3221890926361,0.1687665392518065,1,0.012300463275314148,1.34
3,45,5.099,-0.5459590439234671,1,1348,0.0026359004277736187,-0.5485949443512407,0.0048280186162519565,1.48,-0.5469593985445256,1,99,0.0029902508505518567,1800.0,18.59856451269558,0,14098.0,Inf,30.29357409477234,-0.5469585526318571,1,0.002991802050648211,1800.0,-0.546959359191393,1,0.002990323014612322,1.48
3,50,11.767,-0.584550248632568,1,3729,0.004480880571983037,-0.589031129204551,0.007665518203892842,2.608,-0.587179349075226,1,367,0.003153687424875422,1800.0,19.531588043442653,0,12484.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.5871724754156435,1,0.003165430715381868,2.608
3,55,6.295,-1.1735977735443628,1,1257,0.0002225563729281177,-1.173820329917291,0.00018963598768254218,1.432,-1.173597914383903,1,79,0.0001895159582868085,1800.0,35.24287533457482,0,20216.0,Inf,31.920437812805176,-1.1735973780576285,1,0.0001899730383100943,1637.889230966568,-1.1735978827875375,1,0.0001895428860394936,1.432
3,60,4.854,0.014667061878079757,1,1213,0.003353816857092018,0.011313245020987739,0.29645047471969294,1.458,0.014666998278048848,1,91,0.2964448529877504,1800.0,238.74125695408742,0,10903.0,21101.80971650372,11.013717889785767,0.014667569718003981,1,0.296495363690389,1800.0,0.014667060463063875,1,0.29645034964365335,1.458
3,65,12.472,-0.8244579432773408,1,3702,0.007892543554343767,-0.8323504868316846,0.009573009295016012,2.039,-0.8268871365697346,1,199,0.006607129341271655,1800.0,32.581408518713076,0,12511.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.8268871445953972,1,0.006607119571269383,2.039
3,70,585.733,-11.563202066139674,1,186773,0.10374623353541601,-11.66694829967509,0.008972102445499446,20.313,-11.582378118046858,1,3491,0.007301625000176814,1800.0,29.214399999190086,0,8053.0,Inf,1800.0,NaN,0,Inf,1285.0967140197754,-11.582346508159565,1,0.007304374070998814,20.313
3,75,115.775,-0.9801474058749053,1,28332,0.0024403940208944652,-0.9825877998957998,0.002489823475802709,5.231,-0.9809361609190361,1,699,0.0016837374770813478,1800.0,163.14380173754884,0,12258.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.9809080731717907,1,0.0017124201237100935,5.231
3,80,8.551,-0.13551188244664447,1,1836,0.001386948446270575,-0.13689883089291505,0.01023488436017161,1.812,-0.1346664604362496,1,131,0.01657703372787637,1800.0,766.5366621716931,0,5266.0,Inf,7.259740114212036,-0.13466626626516198,1,0.016578499498583234,1800.0,-0.13451787159261608,1,0.017699947762403218,1.812
3,85,11.66,-0.2791357197411681,1,2455,0.000876314309020354,-0.28001203405018843,0.0031393843461987843,1.923,-0.278909357085316,1,151,0.003953531629041507,1800.0,552.2633137252657,0,9950.0,Inf,1051.0564768314362,-0.27890822675844,1,0.003957600335340461,1800.0,-0.2789093480457119,1,0.003953564167723144,1.923
3,90,21.116,-0.5402894235387473,1,3194,0.004978252890944557,-0.5452676764296919,0.009214048386026822,2.149,-0.5424041312142367,1,171,0.005279357310654672,1800.0,581.9215040738239,0,18802.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.5424041357080673,1,0.005279348981892258,2.149
3,95,21.117,-0.5108338553005808,1,2600,0.004581655708279619,-0.5154155110088604,0.008968974277524574,2.074,-0.5109378682035984,1,155,0.008763575933419995,1800.0,3086.0460901297333,0,13799.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.5108776265818259,1,0.008882527225544277,2.074
3,100,20.826,-0.04811529724361141,1,3383,0.0,-0.04811529724361141,0.0,2.366,-0.0470915246024433,1,187,0.021740061503869708,1800.0,Inf,0,Inf,Inf,1800.0,NaN,0,Inf,1800.0,-0.04689452400977545,1,0.02603231954292747,2.366
3,105,105.39,-0.6699232276512818,1,15709,0.0065736479587544805,-0.6764968756100362,0.009812539239460872,4.593,-0.6699234305985379,1,421,0.00981223332586737,1800.0,3436.8602952702827,0,6215.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.6698773248235202,1,0.009881735865981013,4.593
3,110,1800.0,-11.28835214494585,0,398862,3.517971974406512,-14.806324119352363,0.3116461932826589,1800.0,-12.022718423177674,0,133927,0.2315288105565535,1800.0,1.8098094441069192,0,15145.0,Inf,1800.0,NaN,0,Inf,1800.0,-11.846631925310227,1,0.24983406361421417,1800.0
3,115,565.244,-0.6494140463217893,1,129394,0.005629657537658872,-0.6550437038594482,0.008668826258909306,5.881,-0.649755723924725,1,531,0.008138412237112981,1800.0,2227.636994229354,0,6123.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.6497008796281829,1,0.00822351392585916,5.881
3,120,21.334,-0.08276832317115712,1,4867,0.0018391951940607276,-0.08460751836521785,0.022221003441829364,3.05,-0.08136849771775005,1,219,0.03980681391837008,1800.0,Inf,0,Inf,Inf,8.46087098121643,-0.08136774940728397,1,0.03981637665455515,1800.0,-0.08136844254275888,1,0.039807518999234195,3.05
4,20,6.225,-1.3786927415362422,1,1356,0.017811442980595338,-1.3965041845168376,0.012919080839396094,2.523,-1.3786927753855758,1,161,0.012919055970450346,25.532546,-1.3786924578342372,1,3959.0,0.012919289273969375,6.281134128570557,-1.0080211630108327,1,0.38539173160378387,32.15349507331848,-1.3786927453607731,1,0.012919078029531204,2.523
4,25,4.419,-0.33936961266197735,1,254,0.005781504437861407,-0.34515111709983876,0.01703601095133984,1.206,-0.3393726398964769,1,33,0.017026938898564457,12.482007,-0.3393723681483406,1,3267.0,0.017027753270037152,3.547027111053467,-0.33937264148423635,1,0.017026934140390377,168.29862880706787,-0.33937264149389074,1,0.01702693411145825,1.206
4,30,4.619,-0.1941856432897585,1,545,0.005352057332867477,-0.199537700622626,0.027561550082676727,1.222,-0.1941858028327394,1,51,0.0275607058385026,93.409075,-0.19418563688927326,1,6081.0,0.027561583951775662,7.688755035400391,-0.1941856254759502,1,0.027561644347040747,153.10442304611206,-0.19418153216520795,1,0.027583305156234226,1.222
4,35,4.114,0.13465949707202485,1,715,0.0008397187529415318,0.13381977831908332,0.006274997339625573,1.282,0.1346594701693085,1,63,0.006274796302703392,563.797875,0.13465978371757903,1,10387.0,0.0062771393664453915,5.735575199127197,0.13465976700283588,1,0.006277014461566942,375.1812469959259,0.13465948427563978,1,0.006274901715606288,1.282
4,40,3.683,-0.09731291919956808,1,750,0.001277999431093857,-0.09859091863066194,0.013132885557291238,1.336,-0.09731297208819364,1,71,0.013132334929716319,671.741533,-0.09731259752477461,1,9827.0,0.01313623455135786,22.418697118759155,-0.09731275489339841,1,0.013134596165360807,1800.0,-0.09729884912668085,1,0.013279391437599033,1.336
4,45,42.235,-11.147038965768303,1,16991,0.10296540168085855,-11.250004367449161,0.009237018189050684,3.508,-11.147321771111447,1,591,0.009211414046001556,1800.0,-5.051179624673292,0,16573.0,1.2272033868082461,1800.0,NaN,0,Inf,105.26316404342651,-11.175605285822666,1,0.006657275353208641,3.508
4,50,4.419,-0.346408767250358,1,879,0.003094283273761045,-0.34950305052411906,0.008932462357468947,1.43,-0.3466236887448868,1,77,0.008306881129960664,1800.0,42.06052431353214,0,15992.0,Inf,64.19164085388184,-0.3466229181909431,1,0.008309122628727615,1800.0,-0.34659316968338927,1,0.008395667010368245,1.43
4,55,5.372,-0.42681069727715587,1,970,0.0020617925939352966,-0.42887248987109117,0.004830695685671723,1.502,-0.4273517597459785,1,91,0.003558497398060565,1800.0,47.26300157082284,0,14893.0,Inf,46.20280718803406,-0.4273513413763818,1,0.0035594798645305604,1800.0,-0.4273517423290626,1,0.003558538298546577,1.502
4,60,5.308,-0.4172521960535006,1,1126,0.003893925788852559,-0.42114612184235317,0.009332307476587313,1.477,-0.41853300817912836,1,99,0.006243506753728775,1800.0,28.539389906927557,0,19535.0,Inf,497.9812579154968,-0.4185322340609168,1,0.006245367904102577,1800.0,-0.41853300211651845,1,0.00624352132954915,1.477
4,65,5.751,-0.13803964519080952,1,1550,0.004813262863889334,-0.14285290805469886,0.03486869918591905,1.596,-0.13708274105765106,1,119,0.042092585489088785,1800.0,201.53245605472353,0,13026.0,Inf,6.300816059112549,-0.13708216298571985,1,0.0420969799665341,1800.0,-0.13708271512225473,1,0.04209278264803909,1.596
4,70,7.729,-0.3811775930733554,1,1475,0.002115651481440717,-0.38329324455479613,0.00555030390003426,1.658,-0.38184920165913233,1,123,0.003781709872351291,1800.0,189.68575170613238,0,9349.0,Inf,7.242767095565796,-0.3818483967161092,1,0.003783825861552898,1800.0,-0.3818491887871588,1,0.0037817437094052678,1.658
4,75,7.795,0.07109152642107675,1,1823,0.002939798643289304,0.06815172777778744,0.04313608384037869,1.783,0.0732573191478288,1,131,0.0749150687226659,1800.0,440.5124389749333,0,9722.0,6462.7017041042445,430.28769302368164,0.07325816868626178,1,0.07492753412098634,1800.0,0.07325732739713431,1,0.07491518976589946,1.783
4,80,10.436,-0.2674386208930371,1,2067,0.0009640735068459638,-0.26840269439988307,0.0036048402569034636,1.753,-0.26744790132234214,1,115,0.0035700152172447267,1800.0,973.5162000969779,0,8042.0,Inf,671.1105580329895,-0.2674476117768127,1,0.0035711017074528733,1800.0,-0.2673759968057513,1,0.003839901884976087,1.753
4,85,1800.0,-5.082898445734106,0,531042,2.521847138464395,-7.6047455841985006,0.49614352232059455,89.181,-5.487532734422652,1,12135,0.38582236357239735,1800.0,206.2544024493389,0,13252.0,Inf,1800.0,NaN,0,Inf,1800.0,-5.478690618689969,1,0.38805895668861495,89.181
4,90,29.1,-0.09091153183880152,1,4998,0.0,-0.09091153183880152,0.0,2.131,-0.08912792378960253,1,167,0.020011776033394553,1800.0,2255.3071615628755,0,5815.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.08899674699820304,1,0.02151522280513404,2.131
4,95,33.013,-0.1440163288078002,1,4808,0.0004307672085084868,-0.14444709601630867,0.0029910997737164625,2.251,-0.14286078767784957,1,179,0.011103875067777316,1800.0,1545.3983774709727,0,13900.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.14286076712992296,1,0.011104020496705337,2.251
4,100,50.512,-0.5055937515283258,1,7364,0.004689740945400089,-0.5102834924737258,0.009275709858406643,2.29,-0.506723665163076,1,171,0.007025184642805691,1800.0,1470.0433385366507,0,11167.0,Inf,10.606052875518799,-0.5067214855855624,1,0.00702951619280011,1800.0,-0.5067236530457725,1,0.007025208723840225,2.29
4,105,63.991,-0.2892922832941479,1,14045,0.0026032931823168903,-0.2918955764764648,0.008998833818425436,2.454,-0.289465418909514,1,183,0.008395329487390229,1800.0,6396.2897805777,0,5399.0,Inf,58.28926110267639,-0.28946472960831393,1,0.00839773077514537,1800.0,-0.2892250275589152,1,0.009233464130297629,2.454
4,110,246.178,-0.2398344331703678,1,51173,0.0004871495725880248,-0.2403215827429558,0.002031191126930366,2.789,-0.23983444179527566,1,211,0.002031155091961231,1800.0,Inf,0,Inf,Inf,70.15463900566101,-0.23983352617762543,1,0.0020349805680166502,1800.0,-0.23983443308138114,1,0.002031191498717682,2.789
4,115,20.144,-0.1524256869564567,1,4695,0.0,-0.1524256869564567,0.0,2.819,-0.15154444796594652,1,201,0.005815052958642227,1800.0,8712.297189491344,0,5515.0,Inf,9.69630217552185,-0.15154367467213536,1,0.005820185410110747,1800.0,-0.15135463975975288,1,0.007076408086358622,2.819
4,120,1800.0,7.457624664211739,0,447304,20.482319849169787,-13.024695184958048,Inf,3.043,-0.3251347091031848,1,219,39.05938098975624,1800.0,5220.862025939235,0,6212.0,Inf,1800.0,NaN,0,Inf,1800.0,-0.3251347195342015,1,39.05937970456569,3.043
5,20,3.09,-10.268548312238647,1,243,0.06375811523344055,-10.332306427472087,0.006209068048835097,1.189,-10.318941606217937,1,37,0.0012951736490200568,4.096387,-10.318941204350642,1,2326.0,0.0012952126440850503,7.332432985305786,-10.318941267007926,1,0.00129520656415527,3.6998331546783447,-10.318941440673521,1,0.0012951897125693295,1.189
5,25,4.411,-0.30236130977553505,1,287,0.008617175184305714,-0.31097848495984076,0.028499596031988598,1.218,-0.30236162396470145,1,47,0.028498527300360264,44.841693,-0.30236143840609425,1,3719.0,0.02849915848783986,4.283582925796509,-0.3023612703183709,1,0.02849973024784681,52.46077799797058,-0.30236162263133787,1,0.02849853183586471,1.218
