seed,dimension,p,k,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
2,19,4.0,95,252.281,2.098437741911695,1,37194,0.020775858664599856,2.077661883247095,0.009999634123397447,544.671,2.098437741911695,1,80049,0.020771427255406483,2.0776663146562884,0.009999634123397447,733.045,2.098437741911695,1,80049,0.020771427255406483,2.0776663146562884,0.009999634123397447,513.031,2.098437741911695,1,72982,0.02073421131358577,2.077703530598109,0.009999634123397447,280.304,2.098437741911695,1,45893,0.02072629246416957,2.0777114494475253,0.009999634123397447,224.875,2.098437741911695,1,38738,0.02076746462466561,2.0776702772870292,0.009999634123397447,266.744,2.098437741911695,1,37360,0.020752964668719454,2.0776847772429754,0.009999634123397447,224.875
2,20,4.0,100,85.988,1.7116323676712453,1,12531,0.016827079731419614,1.6948052879398257,0.009928621211628567,287.93,1.7116317565128987,1,41623,0.01690121045880222,1.6947305460540965,0.009928260604807863,370.647,1.7116317565130323,1,41623,0.01690121045893589,1.6947305460540965,0.009928260604886734,263.833,1.711631756512904,1,34412,0.01682870462246777,1.6948030518904362,0.009928260604811006,127.117,1.7116317565154284,1,17536,0.016899822189531344,1.694731934325897,0.009928260606300515,88.324,1.7116317611719294,1,14370,0.016946751230367596,1.6946850099415618,0.00992826335381434,74.434,1.7116317597720916,1,12846,0.01685905292919143,1.6947727068429002,0.00992826252785645,74.434
2,21,5.0,105,1800.004,2.0334254748682303,0,320571,0.03148883768386579,2.0019366371843645,0.015729187976775052,1801.453,2.033418409196724,0,254101,0.15609103226923682,1.877327376927487,0.015725658558623,1800.075,2.0510669682420115,0,237326,0.17930782276480173,1.8717591454772098,0.024541401633343705,1800.023,2.0510669682420115,0,236644,0.17981012711626176,1.8712568411257497,0.024541401633343705,1800.016,2.0334184097598906,0,293039,0.07473292956430644,1.9586854801955842,0.01572565883993402,1764.327,2.0334184159014703,1,409542,0.020127283003858132,2.013291132897612,0.01572566190775324,1584.446,2.0334185397371765,1,383762,0.02012985662945299,2.0132886831077235,0.015725723765708098,1584.446
2,22,5.0,110,1800.01,2.0697251826033827,0,298544,0.06562200147606179,2.004103181127321,0.032743823818067584,1801.462,2.0779024042657603,0,214616,0.18750179061952732,1.890400613646233,0.036824063667683475,1800.054,2.0943011403534477,0,181274,0.2131283015499983,1.8811728388034494,0.04500664440609785,1800.037,2.0943011403534477,0,172493,0.2173147915257374,1.8769863488277103,0.04500664440609785,1800.011,2.072178339129685,0,205811,0.14110605670371523,1.9310722824259696,0.0339678907969555,1800.011,2.0697246658171213,0,315546,0.06785514794513592,2.0018695178719854,0.03274356595396847,1800.01,2.0697249202971832,0,284373,0.0718521627757085,1.9978727575214748,0.032743692933489436,1800.01
2,23,5.0,115,1631.108,2.149509393293187,1,258655,0.02127536610702707,2.12823402718616,0.009996723027286736,1801.43,2.149508807356191,0,238128,0.150399905316412,1.9991089020397792,0.009996447711232051,1800.081,2.150091192802551,0,217988,0.15743989089417032,1.9926513019083807,0.010270094988232786,1800.09,2.149508807356226,0,196769,0.16092267930740922,1.9885861280488166,0.009996447711248328,1800.01,2.1495088074195303,0,298359,0.0457330665471023,2.103775740872428,0.009996447740993399,1790.82,2.149508807366485,1,283747,0.021275891455204476,2.1282329159112807,0.00999644771606892,1658.525,2.149508843388025,1,267295,0.021281301612711356,2.128227541775314,0.00999646464162293,1631.108
2,24,5.0,120,1465.664,1.6462779454878742,1,193580,0.016282361445837834,1.6299955840420364,0.009989205863650931,1801.492,1.646273721545093,0,189795,0.10886504442730716,1.537408677117786,0.00998661448069109,1800.026,1.646273721688181,0,172958,0.11499797027879777,1.5312757514093833,0.009986614568475369,1800.055,1.686721432573549,0,175367,0.15298824410703782,1.533733188466511,0.03480122835108835,1800.009,1.6462737226423723,0,201748,0.05472279150346249,1.5915509311389098,0.009986615153870311,1176.029,1.646273770335147,1,214461,0.016299129534313783,1.6299746408008333,0.009986644413320648,1427.159,1.6462742296818962,1,195786,0.016299322501226676,1.6299749071806695,0.00998692622190564,1176.029
2,25,5.0,125,1711.272,1.8317085013969985,1,236006,0.018134633431212244,1.8135738679657862,0.009999390568829238,1801.723,1.831704795182616,0,178758,0.14693124686427295,1.684773548318343,0.009997346971682208,1800.119,1.8893788303357195,0,174779,0.20596387410286887,1.6834149562328506,0.04179866268968724,1800.033,1.8893788303357195,0,172111,0.20635798028852514,1.6830208500471944,0.04179866268968724,1800.012,1.8317047954456491,0,215176,0.07421211897870039,1.7574926764669487,0.009997347116718014,1585.007,1.8317047996236862,1,272672,0.018127178848147185,1.813577620775539,0.009997349420476963,1503.796,1.8317048856028446,1,253349,0.018134848175874296,1.8135700374269703,0.009997396829165398,1503.796
2,26,6.0,130,1800.012,1.7310613963210044,0,239467,0.08140754367913017,1.6496538526418743,0.04934825784740131,1801.687,1.8661111834463497,0,151708,0.37858929381784834,1.4875218896285014,0.13121378794577127,1800.281,2.099373600610698,0,146861,0.6136353732856061,1.4857382273250919,0.2726146138164744,1800.287,2.099373600610698,0,146503,0.6136382585009896,1.4857353421097084,0.2726146138164744,1800.062,2.099373600610698,0,125386,0.6005867045828834,1.4987868960278146,0.2726146138164744,1800.024,1.731060749775291,0,244886,0.12385818584437236,1.6072025639309186,0.04934786591929325,1800.019,1.7310608809329935,0,302667,0.08470195476955356,1.64635892616344,0.04934794542548921,1800.012
2,27,6.0,135,1800.012,1.9958727667020724,0,239257,0.16528889220532905,1.8305838744967433,0.09029299039945361,1801.814,2.1045464343605933,0,144399,0.3997069286463013,1.704839505714292,0.14965856723673296,1800.119,2.2484432009967756,0,138914,0.5452546099815374,1.7031885910152382,0.22826560002059917,1800.144,2.2484432009967756,0,139579,0.5450955386482077,1.703347662348568,0.22826560002059917,1800.116,2.2704138596617733,0,102328,0.5731128367346372,1.6973010229271361,0.24026759510593104,1800.012,2.2484432009967756,0,258707,0.44067486799145983,1.8077683330053158,0.22826560002059917,1800.021,1.9958710778032813,0,307893,0.16252334132949864,1.8333477364737827,0.09029206779830184,1800.012
2,28,6.0,140,1800.013,1.9495269184815265,0,317967,0.43190814834697067,1.5176187701345558,0.28459594520478726,1801.598,1.8190090892187203,0,143596,0.45242370699211154,1.3665853822266087,0.19859422209007238,1800.254,1.976687720285515,0,139152,0.611771564559153,1.364916155726362,0.30249293115309656,1800.134,1.976687720285515,0,138227,0.6119417848531439,1.3647459354323712,0.30249293115309656,1800.132,1.955541538850289,0,101954,0.5917041657924813,1.3638373730578077,0.2885591410265082,1800.102,1.9495269184815265,0,260283,0.4713258963975151,1.4782010220840114,0.28459594520478726,1800.021,1.9495269184815265,0,306302,0.442088935019338,1.5074379834621885,0.28459594520478726,1800.013
2,29,6.0,145,1800.018,2.0424268340500666,0,281186,0.10032020216073212,1.9421066318893345,0.05165535224146672,1801.728,2.216232200613252,0,143765,0.4593158090726559,1.756916391540596,0.14114856734577988,1800.274,2.3514462225992494,0,138588,0.596447213596772,1.7549990090024774,0.21077091442280804,1800.11,2.3514462225992494,0,140181,0.5956077982808452,1.7558384243184042,0.21077091442280804,1800.051,2.3980753635788026,0,101474,0.6452797193133999,1.7527956442654027,0.23478048228787993,1800.02,2.355426554757611,0,260222,0.472650503971469,1.882776050786142,0.21282040650166953,1800.021,2.042426398530637,0,300688,0.12027597035589888,1.922150428174738,0.051655127990427825,1800.018
2,30,6.0,150,1800.102,2.09459273663181,0,330991,0.1413458636200069,1.9532468730118029,0.07236456669814557,1801.61,2.2173544926194646,0,134483,0.42489810011745943,1.7924563925020052,0.13521466398173304,1800.071,2.4379929949236283,0,137293,0.6442216819569324,1.793771312966696,0.24817452858090214,1800.245,2.4379929949236283,0,139975,0.6431439526819736,1.7948490422416548,0.24817452858090214,1800.322,2.4418858052348646,0,89333,0.6676176180250992,1.7742681872097654,0.25016752309942597,1800.014,2.452356921953334,0,220383,0.5716995409572312,1.880657380996103,0.2555284003459993,1800.02,2.0945928330360206,0,303620,0.16398617152015516,1.9306066615158655,0.07236461605402177,1800.014
3,15,3.0,75,32.679,3.3580743194150378,1,6037,0.033205194529625004,3.3248691248854128,0.009986917765002067,93.251,3.3580743194150378,1,9367,0.033128923144161604,3.324945396270876,0.009986917765002067,77.728,3.3580743194150378,1,9367,0.03312892314416116,3.3249453962708766,0.009986917765002067,67.252,3.3580743194150378,1,9317,0.03230561144344035,3.3257687079715974,0.009986917765002067,47.388,3.3580743194150378,1,7389,0.032915881322992835,3.325158438092045,0.009986917765002067,46.224,3.3580743194150378,1,6649,0.03321012894330755,3.32486419047173,0.009986917765002067,31.818,3.3580743194150378,1,6296,0.032625877539010695,3.325448441876027,0.009986917765002067,31.818
3,16,4.0,80,159.631,3.048834351864469,1,27274,0.03014370487436624,3.0186906469901027,0.009985688631069942,741.861,3.048834351864469,1,60308,0.0301767277494438,3.018657624115025,0.009985688631069942,412.568,3.048834351864469,1,60308,0.0301767277494438,3.018657624115025,0.009985688631069942,336.194,3.048834351864469,1,59376,0.03011741122014877,3.01871694064432,0.009985688631069942,180.733,3.048834351864469,1,36917,0.030146199573428678,3.0186881522910403,0.009985688631069942,166.892,3.048834351864469,1,26782,0.030087489346577012,3.018746862517892,0.009985688631069942,106.898,3.048834351864469,1,27391,0.030017307536490456,3.0188170443279785,0.009985688631069942,106.898
