minTime,numInstances,BosciaTerm,BosciaTermRel,BosciaTime,BosciaRelGapNT,BosciaNodesOCuts,Boscia_Strong_BranchingTerm,Boscia_Strong_BranchingTermRel,Boscia_Strong_BranchingTime,Boscia_Strong_BranchingRelGapNT,Boscia_Strong_BranchingNodesOCuts,Boscia_Hybrid_Branching_1Term,Boscia_Hybrid_Branching_1TermRel,Boscia_Hybrid_Branching_1Time,Boscia_Hybrid_Branching_1RelGapNT,Boscia_Hybrid_Branching_1NodesOCuts,Boscia_Hybrid_Branching_2Term,Boscia_Hybrid_Branching_2TermRel,Boscia_Hybrid_Branching_2Time,Boscia_Hybrid_Branching_2RelGapNT,Boscia_Hybrid_Branching_2NodesOCuts,Boscia_Hybrid_Branching_5Term,Boscia_Hybrid_Branching_5TermRel,Boscia_Hybrid_Branching_5Time,Boscia_Hybrid_Branching_5RelGapNT,Boscia_Hybrid_Branching_5NodesOCuts,Boscia_Hybrid_Branching_10Term,Boscia_Hybrid_Branching_10TermRel,Boscia_Hybrid_Branching_10Time,Boscia_Hybrid_Branching_10RelGapNT,Boscia_Hybrid_Branching_10NodesOCuts,Boscia_Hybrid_Branching_20Term,Boscia_Hybrid_Branching_20TermRel,Boscia_Hybrid_Branching_20Time,Boscia_Hybrid_Branching_20RelGapNT,Boscia_Hybrid_Branching_20NodesOCuts
0,15,0,0 %,1802.86,0.09,3040,0,0 %,1805.62,0.1,2491,0,0 %,1806.27,0.1,2152,0,0 %,1806.1,0.1,2218,0,0 %,1806.04,0.1,2248,0,0 %,1806.04,0.1,2191,0,0 %,1805.96,0.1,2177
10,15,0,0 %,1802.86,0.09,3040,0,0 %,1805.62,0.1,2491,0,0 %,1806.27,0.1,2152,0,0 %,1806.1,0.1,2218,0,0 %,1806.04,0.1,2248,0,0 %,1806.04,0.1,2191,0,0 %,1805.96,0.1,2177
300,15,0,0 %,1802.86,0.09,3040,0,0 %,1805.62,0.1,2491,0,0 %,1806.27,0.1,2152,0,0 %,1806.1,0.1,2218,0,0 %,1806.04,0.1,2248,0,0 %,1806.04,0.1,2191,0,0 %,1805.96,0.1,2177
600,15,0,0 %,1802.86,0.09,3040,0,0 %,1805.62,0.1,2491,0,0 %,1806.27,0.1,2152,0,0 %,1806.1,0.1,2218,0,0 %,1806.04,0.1,2248,0,0 %,1806.04,0.1,2191,0,0 %,1805.96,0.1,2177
1200,15,0,0 %,1802.86,0.09,3040,0,0 %,1805.62,0.1,2491,0,0 %,1806.27,0.1,2152,0,0 %,1806.1,0.1,2218,0,0 %,1806.04,0.1,2248,0,0 %,1806.04,0.1,2191,0,0 %,1805.96,0.1,2177
