seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.021445142520545968,0.009694635838024305,198,OPTIMAL,5.325
1,16,80,4.0,2.250303004538984,0.022277671701115498,0.00999884129357726,6397,OPTIMAL,37.033
1,17,85,4.0,1.6411353000709363,0.01607008244480701,0.009888884624754903,978,OPTIMAL,8.178
1,18,90,4.0,2.1566595398692447,0.02028112111750513,0.009493225048282948,961,OPTIMAL,8.391
1,19,95,4.0,1.7514415693513994,0.01673695497970451,0.00964830256462227,1662,OPTIMAL,12.374
1,20,100,4.0,2.274969426057991,0.022088990358608562,0.009804777035027726,3111,OPTIMAL,21.734
1,21,105,5.0,1.7617942799593105,0.017339550137703608,0.009939810899808676,5509,OPTIMAL,35.439
1,22,110,5.0,1.930455938957835,0.018902624811794055,0.009888620250300751,1373,OPTIMAL,11.169
1,23,115,5.0,1.8673957031119208,0.018435562386275972,0.009970773290461919,3313,OPTIMAL,24.09
1,24,120,5.0,2.0309586934341795,0.020086888360369315,0.009989144166070803,4602,OPTIMAL,33.978
1,25,125,5.0,1.918574585754522,0.01896478432321036,0.009983515724608726,10507,OPTIMAL,73.97
1,26,130,6.0,1.8799588900749673,0.01857671262794769,0.009980063660772016,102400,OPTIMAL,722.627
1,27,135,6.0,1.6865999170979717,0.015623939647924079,0.009350188068991041,17761,OPTIMAL,131.458
1,28,140,6.0,2.262450368745628,0.022397503643738048,0.009998649582191573,68066,OPTIMAL,476.351
1,29,145,6.0,2.067935788464429,0.02047384691414189,0.009999622702944898,64595,OPTIMAL,462.257
1,30,150,6.0,2.0182485579414875,0.019945297905196835,0.009981116632334681,25300,OPTIMAL,200.519
2,15,75,3.0,1.5912331179212327,0.014844560778260574,0.009416815867507106,1789,OPTIMAL,15.054
2,16,80,4.0,1.5377830876141556,0.015221238629339107,0.009997123361187608,12800,OPTIMAL,73.503
2,17,85,4.0,1.9730825424630343,0.019511657466845467,0.00998768850247455,36278,OPTIMAL,247.659
