seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,3.8182937094907174,0.007606523602419304,3,16,Time limit reached,2082.977
1,5,-496.4583624786399,7.330865114005178,0.014766324163429895,3,9,Time limit reached,2688.173
1,6,-485.5407587930873,5.990949184968372,0.012338715291091368,3,29,Time limit reached,1904.898
1,7,-475.91426983362254,7.757495199852997,0.016300194576147047,3,23,Time limit reached,2022.474
1,8,-470.5508423130816,12.581718880482242,0.02673827724679957,3,19,Time limit reached,2092.997
2,4,-505.96912868151054,5.092648726175469,0.010065137253425414,3,25,Time limit reached,2024.31
2,5,-543.7924584375728,4.572983147815648,0.008409427304223317,3,17,Time limit reached,2336.393
2,6,-476.5735179166229,6.734909609622719,0.01413194262044791,3,27,Time limit reached,2029.327
2,7,-466.26739774702844,9.855899733338902,0.021137870202724708,3,13,Time limit reached,1926.375
2,8,-448.3903978779525,11.100388665006903,0.024756080231736633,3,28,Time limit reached,1947.42
3,4,-482.39674582137786,3.066294821331155,0.0063563754272640645,3,29,Time limit reached,2193.178
3,5,-492.7137659643789,3.9035818317738062,0.007922615728288823,3,17,Time limit reached,2517.418
3,6,-508.8601833257553,5.436609558449163,0.010683896552717365,3,23,Time limit reached,1995.382
3,7,-457.87069945835185,10.8969844197739,0.023799261303823822,3,22,Time limit reached,2026.559
3,8,-433.40142236741144,9.201228347791357,0.021230267998500276,3,26,Time limit reached,1936.97
