seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.016463452526638722,0.007425855996830569,320,OPTIMAL,9.517
1,16,80,4.0,2.250303004538984,0.022039860985788806,0.009891049470326011,11633,OPTIMAL,94.104
1,17,85,4.0,1.6411353000709363,0.015460483752408827,0.009510194534119897,2000,OPTIMAL,24.821
1,18,90,4.0,2.1566595398692447,0.018935346317099366,0.008857712502956467,1528,OPTIMAL,20.417
1,19,95,4.0,1.7514415693513994,0.017160898177711603,0.00989511009547136,3290,OPTIMAL,36.336
1,20,100,4.0,2.274969426057991,0.02210740627991603,0.009813031639680173,6228,OPTIMAL,60.451
1,21,105,5.0,1.7617940515070158,0.01734722158322577,0.009944253551129226,14012,OPTIMAL,142.205
1,22,110,5.0,1.930455938957835,0.01822824860861405,0.009532467655713694,3532,OPTIMAL,48.754
1,23,115,5.0,1.8673957031119208,0.017680195648004604,0.009558332390393016,7950,OPTIMAL,89.196
1,24,120,5.0,2.0309586934341795,0.02010689361988227,0.009999192193944451,12795,OPTIMAL,133.19
1,25,125,5.0,1.918574585754522,0.018871361670212305,0.009933847261489296,28558,OPTIMAL,257.368
1,26,130,6.0,1.8944643460276342,0.057396212471636954,0.03124337710901097,178390,Time limit reached,1800.067
1,27,135,6.0,1.694796254821123,0.016770302853634567,0.009994066440969734,35027,OPTIMAL,386.291
1,28,140,6.0,2.262447847014596,0.022388667732918588,0.009994676899606729,145476,OPTIMAL,1497.248
1,29,145,6.0,2.068468637017081,0.020468186555984147,0.009994229518541287,171533,OPTIMAL,1794.629
1,30,150,6.0,2.0182483059888225,0.019978983318076793,0.009998143439130764,59213,OPTIMAL,629.458
2,15,75,3.0,1.5912331179212327,0.01565677765363116,0.009937174894979672,3150,OPTIMAL,33.998
2,16,80,4.0,1.5377815557831427,0.015210759114608674,0.009990181834493756,44194,OPTIMAL,267.461
2,17,85,4.0,1.9730825424630343,0.019509623472285575,0.00998663693718922,88168,OPTIMAL,580.855
