seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.6330541727029532,0.006238038242867505,0.009951942682906051,1208,OPTIMAL,7.391
1,5,5,25,5.0,0.1,0.28694865548636417,0.0020145471396686987,0.007070221081491182,897,OPTIMAL,6.574
1,5,1,25,5.0,1.0,0.6330541727029194,0.006266560957103762,0.009997901744817943,24861,OPTIMAL,76.725
1,5,5,25,5.0,1.0,0.2867351506391778,0.002833152247556092,0.00997933182438529,37798,OPTIMAL,86.502
2,5,1,25,5.0,0.1,0.561558803563659,0.004645671566534837,0.008341824423990826,44,OPTIMAL,4.011
2,5,5,25,5.0,0.1,0.20313961626515484,0.001686821856970916,0.008373285969680198,97,OPTIMAL,4.554
2,5,1,25,5.0,1.0,0.5304053488365846,0.005216047258271073,0.009931746976938908,8998,OPTIMAL,21.951
2,5,5,25,5.0,1.0,0.15519907526447277,0.0014597731483164955,0.009495120169165186,14674,OPTIMAL,44.454
3,5,1,25,5.0,0.1,0.6595374915715047,0.0064063725717237174,0.009808708213956447,1475,OPTIMAL,7.433
3,5,5,25,5.0,0.1,0.38760816244687524,0.003584151978040906,0.009333145533439972,1668,OPTIMAL,9.354
3,5,1,25,5.0,1.0,0.6595374915714965,0.006526256774221029,0.009994095700737947,24694,OPTIMAL,61.582
3,5,5,25,5.0,1.0,0.3872486896147957,0.003804567172207951,0.00992209020697038,48260,OPTIMAL,144.864
1,10,1,50,10.0,0.1,0.4718474259178642,0.003053454547510104,0.006513425372311006,47,OPTIMAL,4.124
1,10,5,50,10.0,0.1,0.10447247263399045,0.000998040197055003,0.00964528312502007,2573,OPTIMAL,15.903
1,10,1,50,10.0,1.0,0.4044520130856808,0.0483627969187142,0.13581651654409377,507441,Time limit reached,1801.895
1,10,5,50,10.0,1.0,0.0902591366958451,0.028058810200374554,0.4511039054178889,458457,Time limit reached,1802.007
2,10,1,50,10.0,0.1,0.6484994987895639,0.007240993494506687,0.011291847881495069,492497,Time limit reached,1801.923
2,10,5,50,10.0,0.1,0.3194128293759913,0.005989518349800604,0.019109996414083254,304077,Time limit reached,1801.897
2,10,1,50,10.0,1.0,0.6485554811325057,0.01926364360834909,0.030611621603322665,288680,Time limit reached,1801.956
2,10,5,50,10.0,1.0,0.3342053208652731,0.06753237294378667,0.2532404335353486,282078,Time limit reached,1801.563
3,10,1,50,10.0,0.1,0.6680688253172661,0.008676963121119319,0.013159038833479289,305410,Time limit reached,1801.911
3,10,5,50,10.0,0.1,0.42004685877632925,0.01126069194078222,0.02754665606214691,295596,Time limit reached,1801.721
3,10,1,50,10.0,1.0,0.6681557145501444,0.014292837247501633,0.021859074346693857,291191,Time limit reached,1801.948
3,10,5,50,10.0,1.0,0.4254558994492899,0.06499500043055884,0.1803108204176715,271556,Time limit reached,1801.967
1,15,1,75,15.0,0.1,0.6931471805599453,0.06956159681115326,0.11155100217835658,243038,Time limit reached,1801.637
1,15,5,75,15.0,0.1,0.6931471805599453,0.41826895273024445,1.521651809358217,237777,Time limit reached,1801.437
1,15,1,75,15.0,1.0,0.6504583794407992,0.033069696416302086,0.05356382020852482,208982,Time limit reached,1801.616
1,15,5,75,15.0,1.0,0.3220792325308254,0.06861296610601042,0.2706986104060633,200312,Time limit reached,1801.616
2,15,1,75,15.0,0.1,0.6931471805599453,0.06039946500726623,0.09545584049167176,253853,Time limit reached,1801.652
2,15,5,75,15.0,0.1,0.6931471805599453,0.4012363616174575,1.3745169263373862,250797,Time limit reached,1801.656
2,15,1,75,15.0,1.0,0.6535000643878349,0.024668119235141228,0.03922847658312156,247670,Time limit reached,1801.524
2,15,5,75,15.0,1.0,0.36802663846468014,0.09910383343555246,0.3685214923472864,196921,Time limit reached,1802.013
3,15,1,75,15.0,0.1,0.616218501365392,0.021115211174204673,0.035481590376388344,268256,Time limit reached,1801.596
3,15,5,75,15.0,0.1,0.24562640247334688,0.028014966502643734,0.12873848461904994,260137,Time limit reached,1801.973
3,15,1,75,15.0,1.0,0.6158751812552601,0.04492479536683458,0.07868423680444579,238405,Time limit reached,1801.983
3,15,5,75,15.0,1.0,0.6931471805599453,0.5150168354093109,2.8912358249448813,197176,Time limit reached,1801.647
1,20,1,100,20.0,0.1,0.5596507470165679,0.02358255084277583,0.043991699211214576,230738,Time limit reached,1801.641
1,20,5,100,20.0,0.1,0.18887405695772497,0.03687175483534241,0.24257366053348078,212993,Time limit reached,1802.058
1,20,1,100,20.0,1.0,0.6931471805599454,0.17719107692976865,0.3434227750831578,183393,Time limit reached,1801.626
1,20,5,100,20.0,1.0,0.18977210524110733,0.05177249623673613,0.37516407916124034,194690,Time limit reached,1801.466
2,20,1,100,20.0,0.1,0.6931471805599454,0.06143551700245986,0.09725246587420219,200189,Time limit reached,1801.706
2,20,5,100,20.0,0.1,0.6931471805599454,0.4008795987932092,1.3716184202501056,185845,Time limit reached,1801.379
2,20,1,100,20.0,1.0,0.6468034321990421,0.016042134492393223,0.0254329721096078,178410,Time limit reached,1802.055
2,20,5,100,20.0,1.0,0.34669029273719143,0.06431078553564179,0.22774593727773482,148959,Time limit reached,1802.063
3,20,1,100,20.0,0.1,0.6931471805599454,0.09167193839115506,0.15241182340374604,253270,Time limit reached,1801.333
3,20,5,100,20.0,0.1,0.27663200733009574,0.04558889804681482,0.1973177135134486,204368,Time limit reached,1801.806
3,20,1,100,20.0,1.0,0.6333805047337135,0.04001584895510257,0.0674388819175519,182294,Time limit reached,1801.666
3,20,5,100,20.0,1.0,0.29063290946463605,0.07794811225986509,0.3664959286432559,163033,Time limit reached,1801.64
