seed,dimension,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,20,-2.593400208229925,0.006854197943598095,0.0026429387650417037,494,OPTIMAL,1.621
1,25,-0.5942904184395607,0.004083025000007678,0.006870420375829973,482,OPTIMAL,1.777
1,30,-30.32695110841272,0.16624901603429976,0.0054818901985891405,306,OPTIMAL,1.127
1,35,-0.3199079333909232,0.002837151408473404,0.008868649734317289,532,OPTIMAL,1.267
1,40,-0.17714706370078065,0.0006931553839353288,0.0039128810235666035,32438,OPTIMAL,41.946
1,45,-0.44901250233691514,0.0015915052062199786,0.0035444563301397732,2106,OPTIMAL,4.747
1,50,-0.39786468279104303,0.002575760824845452,0.006473961968115254,2007,OPTIMAL,4.681
1,55,0.3987037740827034,0.004486275974038889,0.01138020507857382,1906,OPTIMAL,4.638
1,60,-0.5014109790317869,0.004680267930826765,0.009334195154370681,14627,OPTIMAL,29.382
1,65,-0.17394992614896954,0.00042114170057044875,0.0024210513329553577,2182,OPTIMAL,5.124
1,70,-27.827197906525782,0.27754647647356734,0.009973928291517978,121170,OPTIMAL,325.161
1,75,0.1139800813101095,0.0002006088759158864,0.0017631376875289354,4638,OPTIMAL,10.171
1,80,-0.21380406364145832,0.0007275967762220559,0.0034031007822293282,6666,OPTIMAL,15.642
1,85,0.3119240764820006,1.6288947172687829,Inf,1020254,Time limit reached,1800.009
1,90,0.3408395167969376,1.871518811908401,Inf,938566,Time limit reached,1800.01
1,95,-0.032575440614085294,0.0006859700245868128,0.021057889368661563,55738,OPTIMAL,114.067
1,100,-0.6961972693233427,0.5596426851484815,0.8038564783404233,764774,Time limit reached,1800.011
1,105,0.33721996355145956,1.5443391095418875,Inf,994197,Time limit reached,1800.009
1,110,-47.35335975118991,2.2590956386874836,0.047707188055029534,470164,Time limit reached,1800.016
1,115,1.7906075895054112,5.173458414928869,Inf,912390,Time limit reached,1800.009
1,120,2.420743455960597,8.429714128900896,Inf,715736,Time limit reached,1800.005
2,20,-10.16484042131084,0.0642489994190445,0.006320709106691421,626,OPTIMAL,1.875
2,25,0.15775527076400309,0.0,0.0,816,OPTIMAL,2.523
2,30,-5.956299020347945,0.055861653681409607,0.009378584501982638,9120,OPTIMAL,13.906
2,35,-0.2615911969059147,0.001285222720191992,0.004913096218043767,1093,OPTIMAL,2.321
2,40,-0.45935422783870916,0.004627907442575185,0.010074811903549433,5409,OPTIMAL,9.076
2,45,-0.34734481638842146,0.0007548712224684229,0.0021732618045587336,1744,OPTIMAL,3.64
2,50,0.21453168681538382,0.0,0.0,1329,OPTIMAL,3.003
2,55,-0.7072590194701966,0.5394356216746914,0.7627129620471709,1189956,Time limit reached,1800.011
2,60,-0.867614652580116,0.006316265242154562,0.007280035236116893,4278,OPTIMAL,8.364
2,65,-0.03727949884059156,0.0,0.0,2289,OPTIMAL,5.623
2,70,-1.2672102313247802,0.33811108083142827,0.26681530220755606,1101925,Time limit reached,1800.01
2,75,-0.15325499923590863,0.00483409321390077,0.03154280929171876,7235,OPTIMAL,15.882
2,80,-0.27648468508092733,0.0011577570747149935,0.00418741846180781,18160,OPTIMAL,37.672
2,85,-0.2696153835195448,0.0021335490289541847,0.007913305988341428,7823,OPTIMAL,19.324
2,90,-0.12366165836669868,0.0025373118662416205,0.020518177580294387,71291,OPTIMAL,126.224
2,95,-1.090597334127961,0.06980982361023425,0.06401063107865931,832008,Time limit reached,1800.011
2,100,-0.1860242167463353,2.9586145311102614,15.904459015380032,966868,Time limit reached,1800.005
2,105,-0.03647104727076794,2.3671505158084916e-5,0.0006490492302659474,8738,OPTIMAL,21.845
2,110,5.165056343788659,10.936463650445052,Inf,778896,Time limit reached,1800.006
2,115,3.393952549784142,49.7662524801691,Inf,524614,Time limit reached,1800.007
2,120,3.1864793722857256,19.288451940804546,Inf,864457,Time limit reached,1800.005
3,20,0.22284197984274767,0.0010376947638168765,0.004678425231719958,433,OPTIMAL,1.368
3,25,-1.7242352601932622,0.016327179688973903,0.009469229672953015,1639,OPTIMAL,4.298
3,30,-12.144362153448174,0.113663104739409,0.009359330963885689,1400,OPTIMAL,3.499
3,35,-1.9649869095499852,0.01002344938357691,0.00510102603475992,2690,OPTIMAL,4.53
3,40,0.1667151105622271,0.0,0.0,1418,OPTIMAL,2.865
3,45,-0.5459611990223685,0.0026490160664894846,0.004852022581884894,3244,OPTIMAL,7.962
3,50,-0.585748776507975,0.00445114346408404,0.007599065747298983,19012,OPTIMAL,34.43
3,55,-1.1735677569320362,0.010027521446389853,0.008544475925790596,3734,OPTIMAL,7.535
3,60,0.014667061744952248,0.0033379606040007115,0.29463596118273816,2860,OPTIMAL,5.319
3,65,-0.8244571813902216,0.007906474180470524,0.00958991486633474,6472,OPTIMAL,14.349
3,70,-11.522467656823647,0.4325390377514857,0.037538750433839106,958938,Time limit reached,1800.011
3,75,1.3243788996024453,4.864238175982537,Inf,1093584,Time limit reached,1800.004
3,80,-0.1346664478105079,0.0028243992276755225,0.02097329567681028,4853,OPTIMAL,11.476
3,85,-0.27913571946033816,0.0008725759491584051,0.003125991724904944,4819,OPTIMAL,12.651
3,90,-0.5417722087494513,0.004824009791288164,0.008904129287885053,7399,OPTIMAL,17.804
3,95,-0.5107392552481745,0.0023128974202127894,0.0045285287873338105,7324,OPTIMAL,20.066
3,100,-0.049317156989537425,0.0,0.0,5479,OPTIMAL,15.316
3,105,-0.669025570087095,0.005576684697667256,0.008335532970647553,48208,OPTIMAL,119.922
3,110,-10.7416900591294,5.882762067055356,0.5476570292638053,601645,Time limit reached,1800.009
3,115,1.6709151169679561,4.976889101013407,Inf,701791,Time limit reached,1800.013
3,120,-0.08257173462608391,0.0,0.0,376104,OPTIMAL,754.663
4,20,-1.3786927422428388,0.01905138252273897,0.013818439699440526,2718,OPTIMAL,5.45
4,25,-0.3393701695481727,0.005126581484836024,0.015106164138295955,596,OPTIMAL,1.172
4,30,-0.1941856537381651,0.005293832792049535,0.027261709040502045,808,OPTIMAL,1.887
4,35,0.13465951098603102,0.0009666709376008331,0.007230536334261857,1122,OPTIMAL,2.418
4,40,-0.09731292165519745,0.0012367626001091314,0.012709130288897008,1324,OPTIMAL,2.863
4,45,-11.147053270944209,0.1111000386417782,0.009966763048613967,155392,OPTIMAL,224.481
4,50,-0.34640903077088786,0.0032705143776967094,0.009441192599449871,1914,OPTIMAL,4.615
4,55,-0.42701965072012105,0.0017391685489954178,0.0040728068276541934,1867,OPTIMAL,5.183
4,60,-0.41783511143444374,0.0036617231979310105,0.008763560308180363,1498,OPTIMAL,3.976
4,65,-0.13803965941516272,0.0048165912557127655,0.0348928074447545,3694,OPTIMAL,7.995
4,70,-0.3811770411579992,0.002621773954609774,0.0068781003878012675,3018,OPTIMAL,7.547
4,75,0.07109128856919833,0.0029449736243281066,0.04321544938578945,4395,OPTIMAL,9.635
4,80,-0.26746061233987284,0.00030286623890118936,0.001132376974133018,24065,OPTIMAL,45.009
4,85,-3.2173314866953966,7.96272363113083,2.474946602194711,752659,Time limit reached,1800.016
4,90,1.3347188876208713,4.926659160526858,Inf,877269,Time limit reached,1800.009
4,95,0.265838083175447,0.962530920029939,Inf,945991,Time limit reached,1800.012
4,100,0.7070586409774675,2.9224336771063038,Inf,939009,Time limit reached,1800.007
4,105,5.193438557861611,19.747168350519207,Inf,777713,Time limit reached,1800.009
4,110,3.8511481115616926,40.61747326227772,Inf,793939,Time limit reached,1800.007
4,115,-0.15232422347346009,0.0,0.0,12129,OPTIMAL,28.659
4,120,-0.1885787095444419,45.80421225353811,242.8917472401281,387818,Time limit reached,1800.358
5,20,-10.268775125160872,0.06521707326485249,0.006351008028703987,402,OPTIMAL,1.558
5,25,-0.3023611105183074,0.00927322543633785,0.03066937219684664,526,OPTIMAL,1.251
5,30,-0.3582644480742629,0.0020131136732983723,0.005619071845166964,1087,OPTIMAL,2.275
5,35,-0.3694549968839925,0.011072521516349354,0.029969878901992722,1239,OPTIMAL,2.682
5,40,-0.2732040393708322,0.0008033256046466319,0.0029403869960950386,2081,OPTIMAL,4.437
5,45,-0.2129934551356007,0.0025701812565225857,0.012066949451035005,1477,OPTIMAL,3.077
5,50,-2.0856653180175577,0.012016999043975574,0.005761710155586147,42577,OPTIMAL,73.409
5,55,-0.5609482495360298,0.004753132296507978,0.008473388232228868,1466,OPTIMAL,4.579
5,60,-2.4134098541568054,0.02246806158613479,0.009309675083755992,106092,OPTIMAL,197.577
5,65,-0.41430635575148816,0.002970411602477463,0.007169601820588999,6109,OPTIMAL,12.422
5,70,-0.2650336615078048,0.0006405738995956534,0.0024169529860899935,1187223,OPTIMAL,1579.676
5,75,-0.2619539208925023,0.0009496816190247004,0.003625376615051393,56495,OPTIMAL,95.509
5,80,-0.07391160166427402,0.0,0.0,76749,OPTIMAL,137.051
5,85,1.3111063705492452,4.208881925661549,Inf,922262,Time limit reached,1800.033
5,90,0.6191777067294013,2.507434936820879,Inf,891768,Time limit reached,1800.004
5,95,1.1228969776496665,5.161318004825569,Inf,962408,Time limit reached,1800.005
5,100,-1.8763277003275196,0.01202038322396759,0.006406334683365485,35349,OPTIMAL,86.387
5,105,3.1442717385602217,29.53046618165459,Inf,834307,Time limit reached,1800.01
5,110,-0.4416831727845625,0.006205050410610591,0.014048645710207294,9471,OPTIMAL,29.14
5,115,-0.36236796302270163,0.0005987888550652576,0.0016524332064855984,11882,OPTIMAL,34.038
5,120,-0.2665720858571528,0.00031514256323889045,0.0011822039139077936,7944,OPTIMAL,22.006
6,20,0.3585121373098983,0.03198950133167627,0.09797024097836166,458,OPTIMAL,1.427
6,25,-1.41097211754626,0.012668528807240786,0.00897858196466128,1695,OPTIMAL,2.882
6,30,-0.16316113132580168,0.0009508337915182241,0.005827575377738649,960,OPTIMAL,2.032
6,35,-13.954716919166094,0.1296661514278643,0.009291922736875761,4156,OPTIMAL,8.55
6,40,-0.6073705628033754,0.011803721825198732,0.019434135514763102,3552,OPTIMAL,6.192
6,45,-0.39679078274920565,0.004801299836322437,0.012100331068822058,13902,OPTIMAL,22.31
6,50,2.183119901131959,4.838504802924261,Inf,1167367,Time limit reached,1800.014
6,55,-0.42352091848919365,0.003466559467576402,0.008185096216598929,65875,OPTIMAL,106.582
6,60,-0.057808510703994176,0.005083696375489444,0.08794027581025703,56397,OPTIMAL,82.597
6,65,-0.47836498836961444,0.005040286316446985,0.010536486655567164,59266,OPTIMAL,97.051
6,70,1.82347642225373,9.788025009310285,Inf,1212090,Time limit reached,1800.003
6,75,-10.632886180430244,1.870515560298685,0.17591795196127993,914402,Time limit reached,1800.014
