seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.890675229526,9.176608114935107,0.03438339727322142,107,2586,Time limit reached,1804.48
1,5,-296.8319929583018,8.634994674719735,0.029090512072708945,75,1836,Time limit reached,1803.76
1,6,-213.80831363638413,18.25928738582931,0.08540026847076772,91,2960,Time limit reached,1804.144
1,7,-196.59532134777575,18.39246475553793,0.09355494642215716,73,2077,Time limit reached,1804.93
1,8,-116.86648579844386,12.596601060182437,0.10778625689068308,85,3105,Time limit reached,1805.328
2,4,-373.68427225309676,6.779471410658573,0.018142244440158908,97,2116,Time limit reached,1804.478
2,5,-214.35779697324827,10.543237485122773,0.049185229714030713,31,1033,Time limit reached,1805.337
2,6,-228.33358593593812,12.044439085931515,0.052749309903584375,477,14326,Time limit reached,1803.046
2,7,-166.3529005438893,22.519185399562986,0.1353699594412644,51,1662,Time limit reached,1805.228
2,8,-171.85198995634764,25.39375200514087,0.14776524852340187,51,1865,Time limit reached,1806.236
3,4,-355.1208503680947,4.064762013182815,0.0114461373050035,85,1446,Time limit reached,1805.417
3,5,-305.28425984627404,9.900531882338669,0.03243053502766269,105,3081,Time limit reached,1803.098
3,6,-191.50351470097135,25.810881244069208,0.1347801959894697,73,2145,Time limit reached,1804.074
3,7,-152.86701126752527,29.33978149490892,0.19193010481223294,75,2373,Time limit reached,1805.645
3,8,-152.47047810450914,32.65074926449421,0.21414472932992398,33,1094,Time limit reached,1806.634
