seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-10.52163726099156,0.097389718346788,0.009256137227601971,21,293,Optimal (tolerance reached),2.657
1,5,-6.753903222760302,0.06335083012594911,0.009379884199770603,413,5609,Optimal (tolerance reached),23.421
1,6,-6.609683524031659,0.06558695240838652,0.00992285820794956,2859,52447,Optimal (tolerance reached),168.06
1,7,-11.690896291367242,0.11597998063980341,0.00992053797666865,439,6893,Optimal (tolerance reached),40.317
1,8,-1.0950438989627638,0.010415492042475272,0.009511483560011545,1129,26941,Optimal (tolerance reached),158.632
2,4,-12.460514291879214,0.09190114285738638,0.007375389225890968,11,121,Optimal (tolerance reached),1.893
2,5,-14.615935365134433,0.1460091135970245,0.009989720804685671,323,4184,Optimal (tolerance reached),31.574
2,6,-9.3975879978104,0.09382108883110973,0.009983528630215505,169,3108,Optimal (tolerance reached),14.555
2,7,-4.4232888423304235,0.04382064343628134,0.009906801250897804,1171,25177,Optimal (tolerance reached),146.784
2,8,-10.365833529843716,0.10362184001512631,0.009996479271714544,1455,28980,Optimal (tolerance reached),157.078
3,4,-9.927340542531098,0.09042337538926937,0.009108519547795709,73,833,Optimal (tolerance reached),4.194
3,5,-10.77493717608612,0.10560880101679615,0.00980133798377815,359,5131,Optimal (tolerance reached),20.499
3,6,-3.432676370603183,0.033613706368900154,0.009792273648853655,343,7043,Optimal (tolerance reached),41.796
3,7,-5.729822203312294,0.05667585650912699,0.009891381354968367,1439,28890,Optimal (tolerance reached),166.165
3,8,-0.9868809399417389,0.16222778004615224,0.16438434818259784,19471,450063,Time limit reached,1800.118
