seed,dimension,varA,p,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
3,15,1,75,1.0,63.06,0.6595374915714965,1,24694,0.006526256774222472,0.6530112347972741,0.00999409570074018,338.613,0.6606647305650158,1,96439,0.006541139507785787,0.6541235910572301,0.01172031254579836,336.835,0.6606647305650158,1,96439,0.006541139507785787,0.6541235910572301,0.01172031254579836,193.816,0.6595374915714965,1,61349,0.006529098381801379,0.6530083931896952,0.00999409570074018,59.077,0.6595374915714965,1,24300,0.006527770869345639,0.6530097207021509,0.00999409570074018,78.069,0.6595374915714965,1,18999,0.006511945357328686,0.6530255462141679,0.00999409570074018,37.975,0.6595374915714965,1,14909,0.006528154699009803,0.6530093368724867,0.00999409570074018,37.975
3,20,5,100,1.0,88.755,0.3872486896147957,1,48260,0.003804567172207951,0.38344412244258774,0.00992209020697038,791.695,0.3872486896147957,1,252338,0.0009584888975169292,0.38629020071727876,0.00992209020697038,810.642,0.3872486896147957,1,252338,0.0009584888975169292,0.38629020071727876,0.00992209020697038,344.18,0.3872486896147957,1,129409,0.0038058365249126203,0.3834428530898831,0.00992209020697038,181.137,0.3872486896147957,1,81258,0.0038002556178133307,0.38344843399698236,0.00992209020697038,166.879,0.38724868961479575,1,52497,0.00379419894685612,0.38345449066793963,0.009922090206970524,125.827,0.3872486896147957,1,56473,0.0038135611758709498,0.38343512843892474,0.00992209020697038,88.755
1,5,1,25,0.1,0.214,0.4718474259178642,1,47,0.003053454547510104,0.4687939713703541,0.006513425372311006,8.054,0.4718474259178642,1,48,0.00369369671175912,0.4681537292061051,0.006513425372311006,8.106,0.4718474259178642,1,48,0.00369369671175912,0.4681537292061051,0.006513425372311006,8.088,0.4718474259178642,1,48,0.00369369671175912,0.4681537292061051,0.006513425372311006,8.009,0.4718474259178642,1,48,0.00369369671175912,0.4681537292061051,0.006513425372311006,10.834,0.4718474259178642,1,48,0.00369369671175912,0.4681537292061051,0.006513425372311006,7.72,0.4718474259178642,1,37,0.002638469784120079,0.46920895613374414,0.006513425372311006,0.214
1,10,5,50,0.1,8.169,0.10447247263399045,1,2573,0.000998040197055003,0.10347443243693545,0.00964528312502007,22.92,0.10447247263399045,1,2727,0.001032346090350078,0.10344012654364038,0.00964528312502007,22.675,0.10447247263399045,1,2727,0.001032346090350078,0.10344012654364038,0.00964528312502007,22.421,0.10447247263399045,1,2727,0.001032346090350078,0.10344012654364038,0.00964528312502007,21.12,0.10447247263399045,1,2552,0.0010268795487162613,0.10344559308527419,0.00964528312502007,25.252,0.10447247263399045,1,2390,0.0009888022237481559,0.1034836704102423,0.00964528312502007,14.58,0.10447247263399045,1,2532,0.0009831972252864196,0.10348927540870403,0.00964528312502007,8.169
1,15,1,75,1.0,1800.0,0.40353686102521846,0,569593,0.04665519621900904,0.3568816648062094,0.13073015741602562,1800.0,0.6931471805599454,0,216750,0.3548665182233107,0.3382806623366347,0.9422325350794689,1800.0,0.6931471805599454,0,226991,0.35473324224317954,0.33841393831676586,0.9422325350794689,1800.0,0.6931471805599454,0,219990,0.3548175600927802,0.3383296204671652,0.9422325350794689,1800.0,0.6931471805599454,0,446307,0.348142539552101,0.3450046410078444,0.9422325350794689,1800.0,0.6931471805599454,0,444818,0.342375219106829,0.3507719614531164,0.9422325350794689,1800.0,0.40512819222018664,0,528673,0.050070552272921065,0.3550576399472656,0.13518914579199692,1800.0
1,20,5,100,1.0,1800.0,0.0902591366958451,0,532432,0.0278253316587546,0.06243380503709049,0.4456773320515097,1800.0,0.11332132258669111,0,211257,0.05370116457798139,0.05962015800870973,0.8150635303962255,1800.0,0.11332132258669111,0,221686,0.05366069760007735,0.059660624986613765,0.8150635303962255,1800.0,0.11332132258669111,0,217287,0.05368059106728915,0.05964073151940196,0.8150635303962255,1800.0,0.0902591366958451,0,423068,0.02983488291304609,0.060424253782799,0.4456773320515097,1800.0,0.09028217160191176,0,403454,0.029122538275473134,0.06115963332643863,0.4460462813098961,1800.0,0.0902591366958451,0,478543,0.028107410970430638,0.062151725725414456,0.4456773320515097,1800.0
2,5,1,25,0.1,1800.0,0.6484994987895639,0,572509,0.006898577426706964,0.641600921362857,0.01075213142159046,1800.0,0.6931471805599454,0,216267,0.05786687632146026,0.6352803042384851,0.08034006417508943,1800.0,0.6931471805599454,0,217434,0.05785825766574337,0.635288922894202,0.08034006417508943,1800.0,0.6931471805599454,0,213981,0.05788827189398138,0.635258908665964,0.08034006417508943,1800.0,0.6484994987895639,0,457538,0.008532838846034507,0.6399666599435294,0.01075213142159046,1800.0,0.6484994987895636,0,464805,0.007435422029210437,0.6410640767603532,0.010752131421589942,1800.0,0.6484994987895639,0,562327,0.007350402179768678,0.6411490966097952,0.01075213142159046,1800.0
2,10,5,50,0.1,1430.539,0.3194128293759913,1,473095,0.0031616742036744694,0.31625115517231683,0.009997352268805966,1800.0,0.3213881440436759,0,244403,0.01735366663857202,0.30403447740510386,0.016243383738978094,1800.0,0.3213881440436759,0,243190,0.01738028381104456,0.3040078602326313,0.016243383738978094,1800.0,0.3208469697257447,0,242154,0.016796547334507028,0.3040504223912377,0.014532166849868907,1800.0,0.3194128293759913,0,453272,0.004943083017450445,0.31446974635854086,0.009997352268805966,1800.0,0.31941282937599125,0,219952,0.008708711521856205,0.31070411785413504,0.009997352268805791,1602.551,0.3194128293759913,1,488681,0.0031612941928088056,0.3162515351831825,0.009997352268805966,1430.539
2,15,1,75,1.0,1800.0,0.6484994987895611,0,535690,0.018350105387108684,0.6301493934024525,0.02912024605471479,1800.0,0.6632910143807178,0,229436,0.037637380420751154,0.6256536339599666,0.05259327601557976,1800.0,0.6632910143807178,0,224601,0.03766128971976812,0.6256297246609497,0.05259327601557976,1800.0,0.6632910143807178,0,229065,0.03763897452952902,0.6256520398511888,0.05259327601557976,1800.0,0.6512476628379801,0,428081,0.02416661691583899,0.6270810459221411,0.03348137704554284,1800.0,0.648499498789561,0,212918,0.021120517197922073,0.627378981591639,0.029120246054714614,1800.0,0.6484994987895611,0,475571,0.019695722085194545,0.6288037767043666,0.02912024605471479,1800.0
2,20,5,100,1.0,1800.0,0.32377626233307705,0,525442,0.05535121834966594,0.2684250439834111,0.2062073550524842,1800.0,0.4185638364685981,0,227556,0.1583790974463269,0.26018473902227124,0.5593322823278208,1800.0,0.4185638364685981,0,226032,0.1583904343963431,0.26017340207225503,0.5593322823278208,1800.0,0.4185638364685981,0,226529,0.15838867826249164,0.2601751582061065,0.5593322823278208,1800.0,0.33798571645445374,0,410363,0.07578763366472846,0.2621980827897253,0.2591437499227589,1800.0,0.33562302411455447,0,211811,0.07262708449175836,0.2629959396227961,0.2503416936584213,1800.0,0.32377626233307705,0,474949,0.05578345663985468,0.26799280569322237,0.2062073550524842,1800.0
3,5,1,25,0.1,1800.0,0.6680688253172661,0,583560,0.007489125324330548,0.6605796999929355,0.011337201740245181,1800.0,0.6931471805599454,0,207495,0.03658867321785664,0.6565585073420888,0.04930136449448591,1800.0,0.6931471805599454,0,207494,0.03658867321785664,0.6565585073420888,0.04930136449448591,1800.0,0.6931471805599454,0,211007,0.03656994621030041,0.656577234349645,0.04930136449448591,1800.0,0.6931471805599454,0,436970,0.03449997659662751,0.6586472039633179,0.04930136449448591,1800.0,0.6680688253172664,0,222861,0.009635963877509646,0.6584328614397568,0.011337201740245684,1800.0,0.6680688253172661,0,554538,0.007643167996671307,0.6604256573205948,0.011337201740245181,1800.0
3,10,5,50,0.1,1800.0,0.42004685877632925,0,590224,0.005305833111728109,0.41474102566460114,0.012793123379163622,1800.0,0.42749626459710754,0,234507,0.03207270167181653,0.395423562925291,0.030754707499859205,1800.0,0.42749626459710754,0,234425,0.03207487171601542,0.3954213928810921,0.030754707499859205,1800.0,0.42402240063034924,0,238876,0.028482536484420284,0.39553986414592895,0.022378724050448533,1800.0,0.42004685877632925,0,439790,0.011206416344422265,0.408840442431907,0.012793123379163622,1800.0,0.42004685877632914,0,216838,0.015505491464256449,0.4045413673120727,0.012793123379163355,1800.0,0.42004685877632925,0,515150,0.0063058168786142565,0.413741041897715,0.012793123379163622,1800.0
3,15,1,75,1.0,1800.0,0.6681557145501444,0,548310,0.013807410288814936,0.6543483042613295,0.021101010270671718,1800.0,0.6764033249335353,0,232378,0.02482380044568122,0.6515795244878541,0.03370532257602914,1800.0,0.6764033249335353,0,229473,0.024829479025029966,0.6515738459085053,0.03370532257602914,1800.0,0.6764033249335353,0,233139,0.024820275096701816,0.6515830498368335,0.03370532257602914,1800.0,0.670630070036392,0,424427,0.017921105452200825,0.6527089645841911,0.024882414562749373,1800.0,0.6692130448974526,0,215092,0.01607717453782409,0.6531358703596285,0.02271686277677966,1800.0,0.6681557145501444,0,497176,0.01390478852478294,0.6542509260253615,0.021101010270671718,1800.0
3,20,5,100,1.0,1800.0,0.4254050612314446,0,487778,0.0625611076740088,0.3628439535574358,0.17241876862116648,1800.0,0.507484409427645,0,225531,0.15982550877240398,0.34765890065524097,0.39862991914873813,1800.0,0.507484409427645,0,218480,0.1598963009255397,0.34758810850210525,0.39862991914873813,1800.0,0.507484409427645,0,221150,0.15986403657702547,0.3476203728506195,0.39862991914873813,1800.0,0.4537616732330032,0,406079,0.10274999027994586,0.35101168295305735,0.25056975260075737,1800.0,0.4453869367562645,0,203881,0.09296895000401889,0.3524179867522456,0.2274889312321493,1800.0,0.4254558994492899,0,440461,0.06420330759059345,0.36125259185869646,0.1725588790387354,1800.0
1,5,1,25,0.1,1800.0,0.6931471805599453,0,436377,0.06858547156354855,0.6245617089963967,0.10981376311679114,1800.0,0.6931471805599453,0,121504,0.07348330733716035,0.6196638732227849,0.10981376311679114,1800.0,0.6931471805599453,0,121248,0.07348433914872499,0.6196628414112203,0.10981376311679114,1800.0,0.6931471805599453,0,119158,0.0735100705157482,0.6196371100441971,0.10981376311679114,1800.0,0.6931471805599453,0,169064,0.07314798182785409,0.6199991987320912,0.10981376311679114,1800.0,0.6931471805599453,0,175676,0.07093624369026896,0.6222109368696763,0.10981376311679114,1800.0,0.6931471805599453,0,397599,0.06849450125016643,0.6246526793097789,0.10981376311679114,1800.0
1,10,5,50,0.1,1800.0,0.6931471805599453,0,438242,0.41499071653994857,0.2781564640199967,1.4919326717861743,1800.0,0.6931471805599453,0,123466,0.42968846177481246,0.26345871878513283,1.4919326717861743,1800.0,0.6931471805599453,0,121950,0.4297231973295185,0.26342398323042676,1.4919326717861743,1800.0,0.6931471805599453,0,123931,0.42967998763336035,0.26346719292658494,1.4919326717861743,1800.0,0.6931471805599453,0,139631,0.42888646970227007,0.2642607108576752,1.4919326717861743,1800.0,0.6931471805599453,0,167641,0.4240180540882226,0.2691291264717227,1.4919326717861743,1800.0,0.6931471805599453,0,391032,0.416210484571899,0.27693669598804627,1.4919326717861743,1800.0
1,15,1,75,1.0,1800.0,0.6417630667986518,0,344024,0.02417405199344491,0.6175890148052069,0.03914261979071895,1800.0,0.6697061438318295,0,135752,0.05357969169708754,0.6161264521347419,0.08438804411548802,1800.0,0.6697061438318295,0,138743,0.05357397992140356,0.6161321639104259,0.08438804411548802,1800.0,0.6697061438318295,0,138119,0.053575644423851654,0.6161304994079778,0.08438804411548802,1800.0,0.6536558092476125,0,220590,0.037378218499866334,0.6162775907477461,0.05839934580731064,1800.0,0.640658406220131,0,150411,0.02378099842953063,0.6168774077906004,0.03735395361946397,1800.0,0.6385696145987435,0,317698,0.021401402406923786,0.6171682121918197,0.03397178267517288,1800.0
1,20,5,100,1.0,1800.0,0.3220792325308254,0,327220,0.0682257596173863,0.25385347291343907,0.26876039486231673,1800.0,0.4382195381189772,0,142921,0.18814221370183454,0.25007732441714264,0.7262696195943109,1800.0,0.4382195381189772,0,144295,0.18813952572424802,0.25008001239472916,0.7262696195943109,1800.0,0.4382195381189772,0,144078,0.18814022439545097,0.2500793137235262,0.7262696195943109,1800.0,0.3630716970024236,0,242745,0.11269724659628982,0.25037445040613376,0.4302412050365236,1800.0,0.3400758089642282,0,154610,0.08901804567330357,0.2510577632909246,0.339653954941912,1800.0,0.3343931219774143,0,318871,0.08162397581633896,0.2527691461610753,0.31726825770643774,1800.0
2,5,1,25,0.1,1800.0,0.6931471805599453,0,453756,0.05958536142625093,0.6335618191336944,0.09404822012116423,1800.0,0.6931471805599453,0,117322,0.06399540404585369,0.6291517765140916,0.09404822012116423,1800.0,0.6931471805599453,0,117221,0.06399575811078295,0.6291514224491623,0.09404822012116423,1800.0,0.6931471805599453,0,117297,0.06399540404585369,0.6291517765140916,0.09404822012116423,1800.0,0.6931471805599453,0,141872,0.0636973026310288,0.6294498779289165,0.09404822012116423,1800.0,0.6931471805599453,0,173725,0.06214553125794664,0.6310016493019986,0.09404822012116423,1800.0,0.6931471805599453,0,244677,0.06119208795573072,0.6319550926042146,0.09404822012116423,1800.0
2,10,5,50,0.1,1800.0,0.6931471805599453,0,444546,0.39807724729611266,0.29506993326383263,1.3490945786746,1800.0,0.6931471805599453,0,118791,0.4116402067466384,0.28150697381330686,1.3490945786746,1800.0,0.6931471805599453,0,120400,0.4115981185421961,0.2815490620177492,1.3490945786746,1800.0,0.6931471805599453,0,120395,0.4115981185421961,0.2815490620177492,1.3490945786746,1800.0,0.6931471805599453,0,125024,0.41127008818554395,0.28187709237440134,1.3490945786746,1800.0,0.6931471805599453,0,172153,0.4060744878786142,0.28707269268133107,1.3490945786746,1800.0,0.6931471805599453,0,399950,0.3992147316286432,0.2939324489313021,1.3490945786746,1800.0
2,15,1,75,1.0,1800.0,0.6535000643878349,0,367536,0.024493583007619946,0.629006481380215,0.03894011227654478,1800.0,0.6740154880189696,0,136138,0.04730743297251938,0.6267080550464502,0.07155571201745387,1800.0,0.6740154880189696,0,134304,0.04730893963573546,0.6267065483832341,0.07155571201745387,1800.0,0.6740154880189696,0,135863,0.04730773754067252,0.6267077504782971,0.07155571201745387,1800.0,0.6611647728261515,0,211520,0.03424241175010534,0.6269223610760462,0.05112553272165382,1800.0,0.6562307978199061,0,157803,0.028790308749294446,0.6274404890706117,0.043281456146450875,1800.0,0.6544763218742266,0,312234,0.026548544120680972,0.6279277777535456,0.04049217495839418,1800.0
2,20,5,100,1.0,1800.0,0.36802663846468014,0,204345,0.09906951254796886,0.2689571259167113,0.3683468590404554,1800.0,0.44287644084154454,0,147246,0.17904031097835693,0.2638361298631876,0.6466432682608727,1800.0,0.44287644084154454,0,151401,0.17903107164718396,0.2638453691943606,0.6466432682608727,1800.0,0.44287644084154454,0,146600,0.17904170229943833,0.2638347385421062,0.6466432682608727,1800.0,0.40617905414497574,0,223958,0.14203751800357617,0.26414153614139957,0.5102000096132733,1800.0,0.3920497814279639,0,157195,0.12727605252534924,0.26477372890261464,0.45766645926076355,1800.0,0.37429258015194394,0,316302,0.10724626341019572,0.2670463167417482,0.39164403574067114,1800.0
3,5,1,25,0.1,1800.0,0.616218501365392,0,496513,0.019436127428993033,0.596782373936399,0.032568199527730025,1800.0,0.6173244167931092,0,108143,0.026596411585224966,0.5907280052078843,0.03442132970719988,1800.0,0.6173244167931092,0,105372,0.026677457256252368,0.5906469595368569,0.03442132970719988,1800.0,0.6173244167931092,0,105144,0.026682674929455197,0.590641741863654,0.03442132970719988,1800.0,0.617114542518172,0,106251,0.02645698749963077,0.5906575550185412,0.03406965331040401,1800.0,0.6166177405177189,0,191248,0.02305628426426698,0.5935614562534519,0.03323718569381511,1800.0,0.6169559322763307,0,467426,0.02050160460361916,0.5964543276727116,0.0338038776294048,1800.0
3,10,5,50,0.1,1800.0,0.2457662107635078,0,449298,0.02564499585619115,0.22012121490731665,0.11650397199101926,1800.0,0.2467048730859851,0,131982,0.03422634748408504,0.21247852560190006,0.12076826938222042,1800.0,0.2467048730859851,0,131745,0.03424120357767041,0.2124636695083147,0.12076826938222042,1800.0,0.2467048730859851,0,132441,0.03421576880812727,0.21248910427785783,0.12076826938222042,1800.0,0.24793288960787557,0,56551,0.03916532602860984,0.20876756357926574,0.1263470888631484,1800.0,0.24287771325438728,0,180702,0.02700346326650782,0.21587424998787946,0.10338166794442051,1800.0,0.24428664203790595,0,447143,0.02368618164641434,0.22060046039149162,0.10978236305284933,1800.0
3,15,1,75,1.0,1800.0,0.6158751812552601,0,420367,0.04453219406166553,0.5713429871935946,0.0779430133209567,1800.0,0.6931471805599453,0,146639,0.12507774673265315,0.5680694338272921,0.21318926826186535,1800.0,0.6931471805599453,0,148139,0.12507321237444868,0.5680739681854966,0.21318926826186535,1800.0,0.6931471805599453,0,147131,0.12507631719653278,0.5680708633634125,0.21318926826186535,1800.0,0.6931471805599453,0,115053,0.12486413183486933,0.568283048725076,0.21318926826186535,1800.0,0.6931471805599453,0,169204,0.12372620787340849,0.5694209726865368,0.21318926826186535,1800.0,0.6162763311014614,0,386969,0.044179547393477625,0.5720967837079838,0.07864513070962326,1800.0
3,20,5,100,1.0,1800.0,0.2632747732755195,0,323635,0.0845436610743259,0.17873111220119361,0.4730215127803658,1800.0,0.6931471805599453,0,144403,0.517119541373813,0.1760276391861323,2.8781562539580965,1800.0,0.6931471805599453,0,145015,0.517118566664149,0.17602861389579627,2.8781562539580965,1800.0,0.6931471805599453,0,144612,0.5171193534549963,0.17602782710494902,2.8781562539580965,1800.0,0.6931471805599453,0,93762,0.5172836013307501,0.17586357922919515,2.8781562539580965,1800.0,0.6931471805599453,0,150490,0.5162916711280578,0.17685550943188744,2.8781562539580965,1800.0,0.25375872160095636,0,310196,0.07501096071254346,0.1787477608884129,0.4197792341565348,1800.0
