seed,dimension,varA,p,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
1,5,1,25,0.1,1800.0,0.5596507470165679,0,409089,0.021968780714158198,0.5376819663024097,0.040858317910930725,1800.0,0.5596507470165679,0,66857,0.028487255143522683,0.5311634918730452,0.040858317910930725,1800.0,0.5596507470165679,0,67316,0.028468950847898133,0.5311817961686698,0.040858317910930725,1800.0,0.5596507470165679,0,66897,0.028487255143522683,0.5311634918730452,0.040858317910930725,1800.0,0.5596507470165679,0,28261,0.030894671916248284,0.5287560751003196,0.040858317910930725,1800.0,0.5596507470165679,0,73141,0.027897127948791733,0.5317536190677762,0.040858317910930725,1800.0,0.5596507470165679,0,378479,0.023041229513139583,0.5366095175034283,0.040858317910930725,1800.0
1,10,5,50,0.1,1800.0,0.1883717148522684,0,360941,0.03489867320815393,0.15347304164411446,0.22739285567220177,1800.0,0.19686581014926047,0,70292,0.052311223233373394,0.14455458691588707,0.2827387014702466,1800.0,0.19686581014926047,0,69442,0.05233524721384927,0.1445305629354112,0.2827387014702466,1800.0,0.19686581014926047,0,70250,0.05231249280768649,0.14455331734157398,0.2827387014702466,1800.0,0.1968658101492605,0,43209,0.053449355698815315,0.14341645445044518,0.2827387014702468,1800.0,0.19501090251625125,0,66659,0.050249471279486035,0.14476143123676521,0.27065249002139474,1800.0,0.1882453958577933,0,307433,0.03775714690023538,0.1504882489575579,0.22656978607560108,1800.0
1,15,1,75,1.0,1800.0,0.6931471805599454,0,295575,0.17695034433869683,0.5161968362212486,0.3427962589504397,1800.0,0.6931471805599454,0,93025,0.17852579991819972,0.5146213806417457,0.3427962589504397,1800.0,0.6931471805599454,0,90824,0.1785279736919525,0.5146192068679929,0.3427962589504397,1800.0,0.6931471805599454,0,90594,0.1785279736919525,0.5146192068679929,0.3427962589504397,1800.0,0.6931471805599454,0,71526,0.17851284331927875,0.5146343372406667,0.3427962589504397,1800.0,0.6931471805599454,0,108279,0.17803781860147705,0.5151093619584683,0.3427962589504397,1800.0,0.6931471805599454,0,289200,0.1776983470342831,0.5154488335256623,0.3427962589504397,1800.0
1,20,5,100,1.0,1800.0,0.18977210524110733,0,266251,0.05168939701722619,0.13808270822388113,0.37433649500427896,1800.0,0.6931471805599454,0,87478,0.5569495494561889,0.1361976311037565,4.019797116349337,1800.0,0.6931471805599454,0,87314,0.5569495494561889,0.1361976311037565,4.019797116349337,1800.0,0.6931471805599454,0,88047,0.5569470073791138,0.13620017318083155,4.019797116349337,1800.0,0.6931471805599454,0,53524,0.55704093793037,0.13610624262957538,4.019797116349337,1800.0,0.6931471805599454,0,112323,0.5568030354324256,0.1363441451275198,4.019797116349337,1800.0,0.1946362959342791,0,242167,0.057873423736233165,0.13676287219804595,0.40956314109008146,1800.0
2,5,1,25,0.1,1800.0,0.6931471805599454,0,335387,0.06100376332006685,0.6321434172398785,0.09650304291141236,1800.0,0.6931471805599454,0,74658,0.06309780818191957,0.6300493723780258,0.09650304291141236,1800.0,0.6931471805599454,0,75328,0.06309601941922471,0.6300511611407207,0.09650304291141236,1800.0,0.6931471805599454,0,74388,0.06309921708234867,0.6300479634775967,0.09650304291141236,1800.0,0.6931471805599454,0,45522,0.0632770155147605,0.6298701650451849,0.09650304291141236,1800.0,0.6931471805599454,0,99676,0.06266810087229713,0.6304790796876483,0.09650304291141236,1800.0,0.6931471805599454,0,314147,0.06164198304949142,0.631505197510454,0.09650304291141236,1800.0
2,10,5,50,0.1,1800.0,0.6931471805599454,0,304915,0.399358254255724,0.2937889263042214,1.3593373286036812,1800.0,0.6931471805599454,0,79305,0.4090395641319627,0.2841076164279827,1.3593373286036812,1800.0,0.6931471805599454,0,79169,0.40903959197224565,0.28410758858769974,1.3593373286036812,1800.0,0.6931471805599454,0,78223,0.40905287457701084,0.28409430598293456,1.3593373286036812,1800.0,0.6931471805599454,0,47960,0.40974889869964737,0.28339828186029803,1.3593373286036812,1800.0,0.6931471805599454,0,85048,0.40787517650004074,0.28527200405990466,1.3593373286036812,1800.0,0.6931471805599454,0,280800,0.40204477883708084,0.29110240172286456,1.3593373286036812,1800.0
2,15,1,75,1.0,1800.0,0.6468034321990421,0,284941,0.015954634504917076,0.630848797694125,0.025290742509511573,1800.0,0.6754754165320016,0,76275,0.04622872618271978,0.6292466903492818,0.07074059426124853,1800.0,0.6754754165320016,0,75659,0.04623072503702774,0.6292446914949739,0.07074059426124853,1800.0,0.6754754165320016,0,76862,0.04622744041131133,0.6292479761206903,0.07074059426124853,1800.0,0.6931471805599454,0,43919,0.06399606796286883,0.6291511125970766,0.09875327193066395,1800.0,0.6548942623246496,0,78297,0.025611143784015522,0.6292831185406341,0.038116050499605356,1800.0,0.6501576260830996,0,302743,0.020279241632756073,0.6298783844503435,0.03060769626501951,1800.0
2,20,5,100,1.0,1800.0,0.34669029273719143,0,233665,0.0641261701354478,0.28256412260174363,0.22694378021172068,1800.0,0.6931471805599454,0,83257,0.4130191874910015,0.28012799306894387,1.4530615358301973,1800.0,0.6931471805599454,0,83995,0.41301689620471893,0.28013028435522647,1.4530615358301973,1800.0,0.6931471805599454,0,83552,0.4130175101295418,0.2801296704304036,1.4530615358301973,1800.0,0.6931471805599454,0,49782,0.41312839850821204,0.28001878205173336,1.4530615358301973,1800.0,0.6931471805599454,0,107876,0.4129295433045293,0.2802176372554161,1.4530615358301973,1800.0,0.35028923044882115,0,253728,0.06928995530604215,0.280999275142779,0.23968049171809333,1800.0
3,5,1,25,0.1,1800.0,0.6931471805599454,0,364819,0.09102221714277159,0.6021249634171738,0.15116831666669853,1800.0,0.6931471805599454,0,76219,0.09485694915508291,0.5982902314048625,0.15116831666669853,1800.0,0.6931471805599454,0,74905,0.09487966159665584,0.5982675189632896,0.15116831666669853,1800.0,0.6931471805599454,0,75802,0.09486326782614574,0.5982839127337997,0.15116831666669853,1800.0,0.6931471805599454,0,46753,0.09553541705584201,0.5976117635041034,0.15116831666669853,1800.0,0.6931471805599454,0,123653,0.09299592928602352,0.6001512512739219,0.15116831666669853,1800.0,0.6931471805599454,0,342015,0.09053707179629145,0.602610108763654,0.15116831666669853,1800.0
3,10,5,50,0.1,1800.0,0.27525445539532456,0,333055,0.04265193454388655,0.232602520851438,0.18336832458977567,1800.0,0.29385757993418593,0,73500,0.07256025242648093,0.221297327507705,0.2633464970995357,1800.0,0.29385757993418593,0,73033,0.07258439416222423,0.2212731857719617,0.2633464970995357,1800.0,0.29385757993418593,0,72487,0.07260388604848547,0.22125369388570046,0.2633464970995357,1800.0,0.29385757993418593,0,44533,0.07405762529743129,0.21979995463675464,0.2633464970995357,1800.0,0.2913620175997451,0,77375,0.06932108441540125,0.22204093318434387,0.2526176265554597,1800.0,0.27456915136372995,0,167548,0.04782265796028595,0.226746493403444,0.18042207951433079,1800.0
3,15,1,75,1.0,1800.0,0.6333805047337135,0,283371,0.03992814878405759,0.593452355949656,0.06728113619190822,1800.0,0.6931471805599454,0,91650,0.10023276299721118,0.5929144175627342,0.16799128626047077,1800.0,0.6931471805599454,0,91514,0.10023276299721118,0.5929144175627342,0.16799128626047077,1800.0,0.6931471805599454,0,90381,0.10023308028501443,0.592914100274931,0.16799128626047077,1800.0,0.6931471805599454,0,64683,0.10026248192982978,0.5928846986301156,0.16799128626047077,1800.0,0.6313888324541771,0,107462,0.03818870884756265,0.5932001236066144,0.06392505838790434,1800.0,0.6224864855894392,0,257307,0.028662868470665015,0.5938236171187742,0.048924112186431834,1800.0
3,20,5,100,1.0,1800.0,0.2846335883506168,0,221559,0.07184071179097487,0.21279287655964194,0.337608631230845,1800.0,0.6931471805599454,0,101669,0.481598109263576,0.2115490712963694,2.2573796255142446,1800.0,0.6931471805599454,0,101504,0.4815988071463778,0.21154837341356758,2.2573796255142446,1800.0,0.6931471805599454,0,101432,0.4815989964423749,0.21154818411757048,2.2573796255142446,1800.0,0.6931471805599454,0,71942,0.4816478746285704,0.211499305931375,2.2573796255142446,1800.0,0.6931471805599454,0,105747,0.4813830860571341,0.2117640945028113,2.2573796255142446,1800.0,0.6931471805599454,0,215699,0.48081694029813093,0.21233024026181446,2.2573796255142446,1800.0
