minTime,numInstances,BosciaTerm,BosciaTermRel,BosciaTime,BosciaRelGapNT,BosciaNodesOCuts,Boscia_Strong_BranchingTerm,Boscia_Strong_BranchingTermRel,Boscia_Strong_BranchingTime,Boscia_Strong_BranchingRelGapNT,Boscia_Strong_BranchingNodesOCuts,Boscia_Hybrid_Branching_1Term,Boscia_Hybrid_Branching_1TermRel,Boscia_Hybrid_Branching_1Time,Boscia_Hybrid_Branching_1RelGapNT,Boscia_Hybrid_Branching_1NodesOCuts,Boscia_Hybrid_Branching_2Term,Boscia_Hybrid_Branching_2TermRel,Boscia_Hybrid_Branching_2Time,Boscia_Hybrid_Branching_2RelGapNT,Boscia_Hybrid_Branching_2NodesOCuts,Boscia_Hybrid_Branching_5Term,Boscia_Hybrid_Branching_5TermRel,Boscia_Hybrid_Branching_5Time,Boscia_Hybrid_Branching_5RelGapNT,Boscia_Hybrid_Branching_5NodesOCuts,Boscia_Hybrid_Branching_10Term,Boscia_Hybrid_Branching_10TermRel,Boscia_Hybrid_Branching_10Time,Boscia_Hybrid_Branching_10RelGapNT,Boscia_Hybrid_Branching_10NodesOCuts,Boscia_Hybrid_Branching_20Term,Boscia_Hybrid_Branching_20TermRel,Boscia_Hybrid_Branching_20Time,Boscia_Hybrid_Branching_20RelGapNT,Boscia_Hybrid_Branching_20NodesOCuts
0,15,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,23,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22
10,15,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,23,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22
300,15,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,23,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22
600,15,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,23,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22
1200,15,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,23,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22,0,0 %,1800.0,0.02,22
