seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.890675229526,9.255762668574278,0.03467997771227609,23,542,Time limit reached,607.157
1,5,-297.1993334307928,8.528069713692503,0.02869478075622396,27,676,Time limit reached,605.91
1,6,-213.74717500908702,21.26780087369849,0.09949979864199063,17,569,Time limit reached,603.431
1,7,-192.1308387837846,23.08944828621398,0.12017564922098635,21,573,Time limit reached,606.724
1,8,-105.91488646114755,25.80491213166607,0.2436381984994339,17,632,Time limit reached,607.359
2,4,-371.241523260408,9.371615839152582,0.02524398606289213,27,554,Time limit reached,604.665
2,5,-213.7507942816876,13.519695702560682,0.0632498033422229,7,206,Time limit reached,610.366
2,6,-229.52199134810456,14.299386712756132,0.06230072608192461,57,1625,Time limit reached,605.92
2,7,-158.66723527520938,31.93695302684509,0.20128259606622773,15,473,Time limit reached,607.618
2,8,-170.78626734965314,30.07176665575588,0.1760783646274646,9,333,Time limit reached,608.907
3,4,-350.8591606370959,8.883681114576746,0.025319792415981413,17,329,Time limit reached,607.645
3,5,-305.2923232240538,12.999163227181214,0.042579397640605386,17,432,Time limit reached,603.568
3,6,-196.29349192805086,24.44096880822596,0.12451237464961151,11,249,Time limit reached,610.637
3,7,-149.70639082988396,33.23896888048756,0.22202772170399887,17,531,Time limit reached,606.133
3,8,-150.80279633590587,35.81590499970275,0.2375015972510521,7,198,Time limit reached,609.351
