seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-10.52163726099156,0.09739371309459166,0.009256516897391431,21,191,Optimal (tolerance reached),9.776
1,5,-6.753903222760302,0.06643697660468373,0.009836826856031128,419,3810,Optimal (tolerance reached),31.383
1,6,-6.609683524031659,0.0659791528389162,0.009982195455959046,3171,39664,Optimal (tolerance reached),157.985
1,7,-11.690896291367242,0.11585660216159077,0.00990998459606055,481,4895,Optimal (tolerance reached),37.094
1,8,-1.0950438989627638,0.009475034238702218,0.008652652416653856,1235,19847,Optimal (tolerance reached),108.597
2,4,-12.460514291879214,0.10325677234597386,0.008286718343019639,9,85,Optimal (tolerance reached),9.686
2,5,-14.615935365134433,0.14457866830457355,0.009891851920025493,319,2994,Optimal (tolerance reached),27.134
2,6,-9.3975879978104,0.09267823628993277,0.00986191736768269,185,2380,Optimal (tolerance reached),22.934
2,7,-4.4232888423304235,0.04324957430437415,0.009777696154607886,1297,18919,Optimal (tolerance reached),101.204
2,8,-10.365833529843716,0.10354873726845959,0.009989426993047687,1611,23843,Optimal (tolerance reached),122.019
3,4,-9.927340542531098,0.09807008398982298,0.009878787130316253,69,522,Optimal (tolerance reached),10.872
3,5,-10.77493717608612,0.10644487727891772,0.00987893252084674,409,4021,Optimal (tolerance reached),31.497
3,6,-3.432676370603183,0.03375270148011822,0.009832765409862177,379,5643,Optimal (tolerance reached),41.667
3,7,-5.729822203312294,0.05709510448153843,0.00996455081076214,1591,21100,Optimal (tolerance reached),106.567
3,8,-0.9868809399417389,0.0687655060097383,0.06967963735706346,27327,501270,Time limit reached,1801.323
