seed,numV,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
1,4,2.342,-10.52163726099156,1,194,0.0959903403583322,-10.617627601349891,0.009123137205481467,1.752,-10.521637542574986,1,103,0.009123110199005536,12.921561,-10.521637173527255,1,628,0.009123145594123997,1498.6924381256104,-10.521636687811343,1,0.009123192178812621,0.5442860126495361,-10.521637260991561,1,0.009123137205481297,0.5442860126495361
1,5,38.548,-6.753903222760302,1,3756,0.06342517256953606,-6.817328395329838,0.009390891530070573,25.507,-6.753904449487145,1,915,0.009390708192134604,167.479164,-6.753903081845404,1,3207,0.009390912590220877,1800.0,NaN,0,Inf,0.495028018951416,-6.753903222759954,1,0.009390891530122606,0.495028018951416
1,6,128.914,-6.609683524031659,1,36308,0.06583560821232659,-6.675519132243986,0.0099604781337805,76.042,-6.609683662778987,1,10339,0.009960456933171777,1800.012259,-6.2172972976773995,0,5709,0.07370112970756035,1800.0,NaN,0,Inf,0.476499080657959,-6.609683524031688,1,0.009960478133776159,0.476499080657959
1,7,19.428,-11.690896291367242,1,4502,0.11587140379486272,-11.806767695162105,0.009911250678053157,11.965,-11.690896520375963,1,1383,0.009911230895268854,1109.802705,-11.690896291367242,1,5570,0.009911250678053157,3.0857369899749756,-10.960865972886827,1,0.07717471633789966,0.47047901153564453,-11.690896291367242,1,0.009911250678053157,0.47047901153564453
1,8,80.465,-1.0950438989627638,1,18211,0.01038704834564208,-1.1054309473084059,0.009485508622513484,31.586,-1.0950440073235645,1,3549,0.009485408728210283,1800.0045,0.4039114388719707,0,4498,Inf,1800.0,NaN,0,Inf,0.599315881729126,-1.095043898962758,1,0.009485508622518806,0.599315881729126
2,4,0.666,-12.460514291879214,1,85,0.08932549002415513,-12.54983978190337,0.007168684047204253,1.569,-12.460514440971282,1,75,0.007168671996268226,5.048264,-12.460513873415405,1,377,0.007168717871141894,260.4533648490906,-12.460513777303607,1,0.007168725639745799,0.5593738555908203,-12.460514284573465,1,0.007168684637719327,0.5593738555908203
2,5,31.33,-14.615935365134433,1,3061,0.1446922088355702,-14.760627573970003,0.009899620189941869,15.288,-14.615935568803975,1,1611,0.009899606117233912,1800.015261,-13.56157625649552,0,4463,0.08841533570997541,3.0176258087158203,-14.229565892877288,1,0.03732100368279981,0.49054908752441406,-14.61593536513434,1,0.009899620189948251,0.49054908752441406
2,6,9.613,-9.3975879978104,1,2136,0.09297942679096671,-9.490567424601366,0.009893967134187043,7.689,-9.397598135702887,1,775,0.009892877685977469,1800.001536,-9.397587885886786,0,4692,0.009893979161845994,1800.0,NaN,0,Inf,0.4636270999908447,-9.397587997810408,1,0.00989396713418609,0.4636270999908447
2,7,76.78,-4.4232888423304235,1,17539,0.04417380998216913,-4.467462652312593,0.009986643774973561,34.844,-4.423288944836649,1,3169,0.009986620369331248,1800.001721,-4.198471891171467,0,3767,0.06406872979351336,1800.0,NaN,0,Inf,0.5364749431610107,-4.423288842330429,1,0.009986643774972343,0.5364749431610107
2,8,96.441,-10.365833529843716,1,21790,0.10356383048019957,-10.469397360323915,0.009990883046890007,49.187,-10.365844521626132,1,5475,0.009989812068060905,1800.047139,-9.993028618436352,0,3217,0.04767010683915193,1800.0,NaN,0,Inf,0.5377359390258789,-10.365833529843512,1,0.00999088304690991,0.5377359390258789
3,4,3.661,-9.927340542531098,1,550,0.09923882117815097,-10.02657936370925,0.009996516262637326,2.792,-9.927340786696487,1,239,0.009996491421524591,8.275459,-9.927340374657225,1,642,0.009996533341937574,1800.0,NaN,0,Inf,0.4870150089263916,-9.927340542529338,1,0.009996516262816424,0.4870150089263916
3,5,14.222,-10.77493717608612,1,3561,0.10773992957056144,-10.882677105656681,0.009999123689526403,10.996,-10.774937361571908,1,1259,0.0099991063028375,1800.017374,-10.774936926119619,0,6150,0.009999147120377881,3.0150949954986572,-9.561959899036868,1,0.13812201897571677,0.4730491638183594,-10.774937173568055,1,0.009999123925559558,0.4730491638183594
3,6,22.989,-3.432676370603183,1,5192,0.03319041405557677,-3.46586678465876,0.009668961029887188,10.722,-3.432676495582343,1,1187,0.009668924269190774,1800.027796,-3.1192948242771035,0,7616,0.11110586844319034,1800.0,NaN,0,Inf,0.5251829624176025,-3.4326763705997188,1,0.00966896103090617,0.5251829624176025
3,7,83.928,-5.729822203312294,1,19688,0.05728679579953777,-5.787108999111831,0.009998005831039825,44.602,-5.7298678972039,1,3853,0.009989951415086585,1800.004,-5.552370297281948,0,4244,0.04227720581690937,1800.0,NaN,0,Inf,0.5411942005157471,-5.729822203285688,1,0.009998005835729566,0.5411942005157471
3,8,1800.119,-0.9868809399417389,0,443648,0.07801374164940644,-1.0648946815911453,0.07905081402627154,863.675,-0.9868810548419703,1,101457,0.07905068839493262,1800.00567,0.019367452483939118,0,2572,Inf,1800.0,NaN,0,Inf,0.518164873123169,-0.9868809399401965,1,0.0790508140279579,0.518164873123169
