seed,dimension,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
1,20,6.088,-1.5315296315467162,1,3218,0.01451079389198906,-1.5460404254387052,0.009474706589473152,41.39,-1.5315296315467135,1,5283,0.014099656631315849,-1.5456292881780294,0.009474706589474908,19.625,-1.5315296315467162,1,5283,0.014099656631355373,-1.5456292881780715,0.009474706589473152,18.185,-1.5315296315467162,1,4486,0.013150712592836733,-1.544680344139553,0.009474706589473152,14.029,-1.5315296315467162,1,3656,0.009188579111159001,-1.5407182106578752,0.009474706589473152,17.203,-1.5315296315467162,1,3616,0.015138626112774833,-1.546668257659491,0.009474706589473152,13.994,-1.5315296315467162,1,3823,0.009234833325031389,-1.5407644648717476,0.009474706589473152,6.088
1,25,18.513,4.732725723895142,1,8336,0.04514621844301292,4.687579505452129,0.009631029914373356,42.684,4.732725723895142,1,11557,0.045229923371981506,4.687495800523161,0.009631029914373356,43.669,4.732725723895142,1,11557,0.045229923371981506,4.687495800523161,0.009631029914373356,41.832,4.732725723895142,1,10598,0.03859127801920703,4.694134445875935,0.009631029914373356,28.686,4.732725723895142,1,8417,0.03965756831971401,4.693068155575428,0.009631029914373356,37.793,4.732725723895142,1,8636,0.03994290394866251,4.69278281994648,0.009631029914373356,38.194,4.732725723895142,1,7944,0.032433299941228455,4.700292423953914,0.009631029914373356,18.513
1,30,63.538,-30.148229091749364,1,596,0.2991882316315113,-30.447417323380876,0.009923907328719015,46.006,-30.255986795474044,1,340,0.21757273468960392,-30.473559530163648,0.0063270297280625274,45.572,-30.255986795474044,1,340,0.21757273468960392,-30.473559530163648,0.0063270297280625274,45.275,-30.255986795474044,1,340,0.21757273468960392,-30.473559530163648,0.0063270297280625274,56.649,-30.255986795474044,1,340,0.21757273468960392,-30.473559530163648,0.0063270297280625274,60.892,-30.164111251554655,1,347,0.2973841093758267,-30.46149536093048,0.009392157105627286,79.817,-30.148229091749364,1,693,0.2984012628218551,-30.44663035457122,0.009923907328719015,45.275
1,35,12.808,7.5542870779353555,1,4843,0.050073179455840666,7.504213898479515,0.006672674864183491,24.12,7.5542870779353555,1,4457,0.07412539002281004,7.480161687912545,0.006672674864183491,24.224,7.5542870779353555,1,4457,0.07412539002281004,7.480161687912545,0.006672674864183491,27.077,7.5542870779353555,1,4872,0.06830595977702192,7.485981118158334,0.006672674864183491,22.44,7.5542870779353555,1,4604,0.06830857574880778,7.485978502186548,0.006672674864183491,26.696,7.5542870779353555,1,4479,0.058646081334690514,7.495640996600665,0.006672674864183491,27.479,7.5542870779353555,1,5099,0.050124018597077935,7.5041630593382775,0.006672674864183491,12.808
1,40,85.636,8.098852387127241,1,25712,0.07960223589217819,8.019250151235063,0.009926393913515526,215.362,8.098852387127241,1,40801,0.0747124997928772,8.024139887334364,0.009926393913515526,241.353,8.098852387127241,1,40801,0.0747124997928772,8.024139887334364,0.009926393913515526,198.476,8.098852387127241,1,37667,0.07575429924316524,8.023098087884076,0.009926393913515526,110.739,8.098852387127241,1,25829,0.0570463804206085,8.041806006706633,0.009926393913515526,132.161,8.098852387127241,1,24330,0.0713952713158168,8.027457115811425,0.009926393913515526,108.735,8.098852387127241,1,21420,0.07961056315084036,8.019241823976401,0.009926393913515526,85.636
1,45,120.026,5.539145438148692,1,34245,0.05265567454445552,5.4864897636042365,0.0095973339627384,314.921,5.539145438148692,1,58491,0.05445881870982916,5.484686619438863,0.0095973339627384,377.16,5.539145438148692,1,58491,0.05445881870982916,5.484686619438863,0.0095973339627384,558.258,5.539145438148693,1,61293,0.05202780087577974,5.487117637272913,0.009597333962738564,233.509,5.539145438148692,1,37513,0.05215329255457313,5.486992145594119,0.0095973339627384,162.388,5.539145438148692,1,30323,0.04541355656262702,5.493731881586065,0.0095973339627384,173.305,5.539145438148692,1,34988,0.054007361768777074,5.485138076379915,0.0095973339627384,120.026
1,50,96.247,4.585952906710067,1,25613,0.044975232157066,4.540977674553001,0.009904305940348676,272.003,4.585952906710067,1,44848,0.04533964323669348,4.540613263473373,0.009904305940348676,347.256,4.585952906710067,1,44848,0.04533964323669348,4.540613263473373,0.009904305940348676,466.469,4.585952906710068,1,43377,0.04308542255537784,4.54286748415469,0.009904305940348872,210.489,4.585952906710067,1,29976,0.042976776100135616,4.542976130609931,0.009904305940348676,112.815,4.585952906710067,1,25220,0.043871531501729066,4.542081375208338,0.009904305940348676,113.987,4.585952906710067,1,21664,0.04506488993435287,4.540888016775714,0.009904305940348676,96.247
1,55,25.774,16.533886380781954,1,7053,0.1239608659198943,16.40992551486206,0.007554017585736513,68.255,16.533886380781954,1,11145,0.11685030557417164,16.417036075207783,0.007554017585736513,67.019,16.533886380781954,1,11145,0.11685030557417164,16.417036075207783,0.007554017585736513,81.071,16.533886380781954,1,10985,0.11124994565844659,16.422636435123508,0.007554017585736513,64.397,16.533886380781954,1,8419,0.14731295627744956,16.386573424504505,0.007554017585736513,46.345,16.533886380781954,1,6340,0.1387534152878267,16.395132965494128,0.007554017585736513,35.833,16.533886380781954,1,6774,0.13528861861048824,16.398597762171466,0.007554017585736513,25.774
1,60,755.041,2.86613555120942,1,179031,0.027101336795018582,2.8390342144144016,0.009545970477361327,1800.049,2.86613555120942,0,311792,0.12629118139533535,2.739844369814085,0.009545970477361327,1800.069,2.86613555120942,0,251121,0.4126691648790306,2.4534663863303896,0.009545970477361327,1800.084,2.86613555120942,0,298294,0.16940799808374063,2.6967275531256796,0.009545970477361327,843.804,2.86613555120942,1,181352,0.02700153142042172,2.8391340197889985,0.009545970477361327,875.886,2.86613555120942,1,163242,0.02801534663124894,2.8381202045781713,0.009545970477361327,939.195,2.86613555120942,1,167794,0.028227942175907295,2.837907609033513,0.009545970477361327,755.041
1,65,111.546,14.605036632131924,1,20508,0.14167159883386304,14.46336503329806,0.009795203156921074,220.689,14.605036632131924,1,35774,0.13732564088127575,14.467710991250648,0.009795203156921074,250.085,14.605036632131924,1,35774,0.13732564088127575,14.467710991250648,0.009795203156921074,209.613,14.605036632131924,1,34591,0.1385191066633098,14.466517525468614,0.009795203156921074,166.956,14.605036632131924,1,23027,0.1431006285319807,14.461936003599943,0.009795203156921074,145.142,14.605036632131924,1,21892,0.1338925773112436,14.47114405482068,0.009795203156921074,143.318,14.605036632131924,1,23690,0.13967013701703124,14.465366495114893,0.009795203156921074,111.546
