seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,2,15,20.0,3.370347162078279,5.599605268358232e-8,1.6614328115501877e-8,72,OPTIMAL,0.282
2,2,15,20.0,2.1185418107851888,7.042956884362184e-8,3.3244362148748355e-8,16,OPTIMAL,0.061
3,2,15,20.0,2.9781211642550875,7.740212648599254e-8,2.599025500597925e-8,69,OPTIMAL,0.417
4,2,15,20.0,2.0049181064464103,4.7837114269810854e-8,2.385988497853767e-8,72,OPTIMAL,0.418
5,2,15,20.0,0.4872728372600641,5.7724920399238044e-8,1.1846530900886233e-7,71,OPTIMAL,0.384
6,2,15,20.0,0.06023019318797068,9.992633143163232e-8,1.6590764851974045e-6,51,OPTIMAL,0.307
7,2,15,20.0,3.4917781560540337,8.564702103086574e-8,2.4528197183185373e-8,70,OPTIMAL,0.28
8,2,15,20.0,0.4427752877117985,4.1086895663511314e-8,9.279402129342177e-8,71,OPTIMAL,0.398
9,2,15,20.0,0.45178989295454275,3.8989156125879276e-8,8.629931766654146e-8,17,OPTIMAL,0.102
10,2,15,20.0,2.536857210668162,7.242487898295735e-8,2.8549056977291974e-8,51,OPTIMAL,0.267
1,2,16,20.0,2.792894873441543,5.5845370994234145e-8,1.99955152776931e-8,72,OPTIMAL,0.252
2,2,16,20.0,2.9760070981254225,7.213614949819203e-8,2.4239240320413155e-8,16,OPTIMAL,0.046
3,2,16,20.0,2.6141629527823453,3.411892857130283e-8,1.3051569329407877e-8,68,OPTIMAL,0.293
4,2,16,20.0,1.8597915468796642,5.8005213743328454e-8,3.118909517025122e-8,71,OPTIMAL,0.249
5,2,16,20.0,0.9308823765777835,4.969353217809669e-8,5.338325881040787e-8,73,OPTIMAL,0.275
6,2,16,20.0,0.29033174532682576,3.673915172086595e-8,1.2654198847099575e-7,49,OPTIMAL,0.201
7,2,16,20.0,3.5649391289865147,3.699641881738103e-8,1.0377854393222775e-8,74,OPTIMAL,0.302
8,2,16,20.0,0.6965811464093504,8.797526296344671e-8,1.262958013260006e-7,49,OPTIMAL,0.265
9,2,16,20.0,0.30240000137385065,4.8646078720793184e-8,1.6086668758372993e-7,49,OPTIMAL,0.219
10,2,16,20.0,1.237435754754274,4.8633677751652726e-8,3.93019835382971e-8,19,OPTIMAL,0.07
1,2,17,20.0,2.8504539680521126,6.682881803499185e-8,2.3444974151769915e-8,73,OPTIMAL,0.25
2,2,17,20.0,3.2896187047479777,6.360616300327138e-8,1.9335421500771258e-8,17,OPTIMAL,0.035
3,2,17,20.0,3.926725808077887,5.569447614206524e-8,1.418343924534589e-8,73,OPTIMAL,0.234
4,2,17,20.0,0.9491274334055991,6.59933336866203e-8,6.953053504983939e-8,49,OPTIMAL,0.268
5,2,17,20.0,1.5152772581707274,4.4808190935441417e-8,2.9570952786921416e-8,71,OPTIMAL,0.256
6,2,17,20.0,1.2136511779515227,4.169408818199827e-8,3.435426123405721e-8,21,OPTIMAL,0.105
7,2,17,20.0,3.1425850260150794,6.164796673147066e-8,1.9616961014731382e-8,76,OPTIMAL,0.24
8,2,17,20.0,0.2881683582857577,7.516255806638839e-8,2.608286979114019e-7,49,OPTIMAL,0.225
9,2,17,20.0,0.6231478446384664,6.94190745997858e-8,1.1140066186603235e-7,17,OPTIMAL,0.08
10,2,17,20.0,1.3680759300316858,8.851736654769127e-8,6.470209023624863e-8,69,OPTIMAL,0.24
1,2,18,20.0,3.0532239454771366,1.3289834566165837e-8,4.352721864277122e-9,69,OPTIMAL,0.263
2,2,18,20.0,3.2249689175887406,8.787761007766903e-8,2.7249134710409115e-8,17,OPTIMAL,0.04
3,2,18,20.0,3.3413215906953506,3.938317894025545e-8,1.1786707246056359e-8,70,OPTIMAL,0.255
4,2,18,20.0,1.4352713939575419,9.017705693281641e-8,6.28292760367265e-8,71,OPTIMAL,0.235
5,2,18,20.0,0.9996270147139676,8.404290041674756e-8,8.407426594672482e-8,50,OPTIMAL,0.296
6,2,18,20.0,0.0995988959833829,5.489334209407559e-8,5.511443857509357e-7,52,OPTIMAL,0.3
7,2,18,20.0,4.155671012596181,4.337326497960703e-8,1.0437126832425224e-8,69,OPTIMAL,0.239
8,2,18,20.0,1.7918318160727857,8.244646765298569e-8,4.6012393968562056e-8,46,OPTIMAL,0.198
9,2,18,20.0,0.3516914944738504,2.601112303324271e-8,7.396006262801737e-8,49,OPTIMAL,0.218
10,2,18,20.0,1.594802807237277,2.3901405299397993e-8,1.4987060186465866e-8,97,OPTIMAL,0.319
1,2,19,20.0,3.0758039096430787,8.391367289917184e-8,2.7281867652685e-8,72,OPTIMAL,0.203
2,2,19,20.0,2.8257415463844584,7.264427148712116e-8,2.5708038814664913e-8,17,OPTIMAL,0.045
