seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-10.52163726099156,0.09592546207237262,0.009116971027694659,21,307,Optimal (tolerance reached),2.365
1,5,-6.753903222760302,0.06292046923901218,0.009316163877944457,413,5836,Optimal (tolerance reached),35.619
1,6,-6.609683524031659,0.06607249495519696,0.009996317481006293,2853,54446,Optimal (tolerance reached),253.326
1,7,-11.690896291367242,0.11562884111687666,0.009890502681326407,439,7074,Optimal (tolerance reached),44.621
1,8,-1.0950438989627638,0.010404139469473384,0.009501116329060675,1127,28074,Optimal (tolerance reached),162.723
2,4,-12.460514291879214,0.08971397883506071,0.007199861637615492,11,121,Optimal (tolerance reached),2.091
2,5,-14.615935365134433,0.14494320952989348,0.009916793274527479,325,4450,Optimal (tolerance reached),28.082
2,6,-9.3975879978104,0.09341219024640424,0.009940017616027528,171,3291,Optimal (tolerance reached),20.372
2,7,-4.4232888423304235,0.04413141766011819,0.009977059883086318,1173,26401,Optimal (tolerance reached),147.704
2,8,-10.365833529843716,0.10347308728689342,0.009982128980654531,1455,30794,Optimal (tolerance reached),162.416
3,4,-9.927340542531098,0.09000781365443089,0.00906665921943706,73,867,Optimal (tolerance reached),5.41
3,5,-10.77493717608612,0.10768336603737971,0.009993874143078256,359,5303,Optimal (tolerance reached),30.737
3,6,-3.432676370603183,0.03359364243488594,0.009786428666149769,343,7422,Optimal (tolerance reached),47.328
3,7,-5.729822203312294,0.05662322731977465,0.009882196220162278,1441,29728,Optimal (tolerance reached),169.992
3,8,-0.9868809399417389,0.14863083727058557,0.15060665502300621,20191,495854,Time limit reached,1800.088
