seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.02119194257233392,0.009579076108418065,281,OPTIMAL,4.02
1,16,80,4.0,2.250303004538984,0.022256479471995938,0.009989234614984882,8323,OPTIMAL,55.329
1,17,85,4.0,1.6411353000709363,0.016068480970885535,0.00988788939754744,1374,OPTIMAL,8.529
1,18,90,4.0,2.1566595398692447,0.021083130164798902,0.009872337074427934,1339,OPTIMAL,10.976
1,19,95,4.0,1.7514415693513994,0.01730978348529333,0.009981815468913753,2206,OPTIMAL,14.646
1,20,100,4.0,2.274969426057991,0.022516595074990153,0.009996477957393498,4118,OPTIMAL,29.446
1,21,105,5.0,1.7617940516382349,0.01743212231021496,0.0099934090610028,7183,OPTIMAL,48.149
1,22,110,5.0,1.930455938957835,0.018402991527378676,0.009624729039072813,1866,OPTIMAL,11.859
1,23,115,5.0,1.8673957031119208,0.018468666925213206,0.009988856544227747,4445,OPTIMAL,32.869
1,24,120,5.0,2.0309586934341795,0.01951110810992418,0.009700033076814623,6250,OPTIMAL,48.721
1,25,125,5.0,1.918574585754522,0.018926076415041626,0.009962935944198614,13778,OPTIMAL,98.709
1,26,130,6.0,1.8799554877960976,0.01860966926582619,0.009997964419379352,124740,OPTIMAL,946.037
1,27,135,6.0,1.6865971818674357,0.012466697469454946,0.007446670128546154,22994,OPTIMAL,172.494
1,28,140,6.0,2.262447787353158,0.022355743524833827,0.009979832563767242,82800,OPTIMAL,613.54
1,29,145,6.0,2.0679355075014145,0.020462938682242804,0.009994243143410849,81558,OPTIMAL,632.453
1,30,150,6.0,2.018248305911229,0.019880047630548958,0.009948140212982062,32005,OPTIMAL,338.182
2,15,75,3.0,1.5912331179212327,0.014808883666638017,0.009393971080151742,2301,OPTIMAL,13.9
2,16,80,4.0,1.5377815569180016,0.0149682799836095,0.009829360047176936,15899,OPTIMAL,107.934
2,17,85,4.0,1.9730825424630343,0.01934529946474628,0.009901689459048322,44945,OPTIMAL,265.4
2,18,90,4.0,1.9086114238472336,0.018892149884136566,0.009997331426120332,26598,OPTIMAL,151.081
2,19,95,4.0,2.098437741911695,0.020719878480588427,0.009972421590663897,46237,OPTIMAL,273.126
2,20,100,4.0,1.7116317568946766,0.016791536170248866,0.009907444940781284,15280,OPTIMAL,106.046
2,21,105,5.0,2.0334184113253606,0.04456964624410609,0.02240977143492617,321876,Time limit reached,1800.034
2,22,110,5.0,2.069724617474461,0.08127033408002049,0.0408711101676856,292911,Time limit reached,1800.009
2,23,115,5.0,2.1495088074243194,0.027043635874281602,0.01274161585159563,284244,Time limit reached,1800.006
2,24,120,5.0,1.646273722149239,0.01626381881902539,0.009977742335060281,228391,OPTIMAL,1726.747
2,25,125,5.0,1.8317047953127852,0.022920157940458097,0.012671579284173302,259038,Time limit reached,1800.009
2,26,130,6.0,1.7310607407991094,0.09931186003023273,0.0608622204070011,211363,Time limit reached,1800.009
2,27,135,6.0,2.2484432009967756,0.43481869340386603,0.23975122280464156,219642,Time limit reached,1800.02
2,28,140,6.0,1.9495269184815265,0.4641349680844795,0.3124663278001579,222361,Time limit reached,1800.016
2,29,145,6.0,2.042426380424649,0.13142230698184454,0.06877133796218356,207874,Time limit reached,1800.023
2,30,150,6.0,2.4282740733939105,0.5364853608656293,0.28358629973462696,142763,Time limit reached,1800.022
3,15,75,3.0,3.3580743194150378,0.0329423669726987,0.009907085626632723,7661,OPTIMAL,44.328
3,16,80,4.0,3.048834351864469,0.030125280235238527,0.00997952420071391,33267,OPTIMAL,174.377
3,17,85,4.0,3.5278768501750717,0.03487106078620661,0.009983109931320107,64594,OPTIMAL,290.512
3,18,90,4.0,3.2649714704686863,0.032136755963325214,0.00994073585609906,22498,OPTIMAL,132.722
3,19,95,4.0,3.6329568662855163,0.0359380286000035,0.009991059324873507,56449,OPTIMAL,282.238
3,20,100,4.0,3.4232738207320144,0.033679942966674314,0.009936276787494824,41557,OPTIMAL,213.12
3,21,105,5.0,3.718586133585336,0.036805249706753695,0.009996588843163613,26252,OPTIMAL,158.506
3,22,110,5.0,3.5657132968055762,0.035299317972712796,0.009998634206740414,52599,OPTIMAL,326.856
3,23,115,5.0,4.014525717592983,0.03972826222123027,0.00999504066994392,177779,OPTIMAL,1001.878
3,24,120,5.0,4.032486027878848,0.1188324944442889,0.030363570364391305,295187,Time limit reached,1800.008
3,25,125,5.0,4.453860581740739,0.04407015773595635,0.009993707976701016,145083,OPTIMAL,1006.458
3,26,130,6.0,4.057720933359512,0.1812135550533398,0.046746603932047846,284712,Time limit reached,1800.011
3,27,135,6.0,4.457530395820922,0.04412834839941393,0.009998714806686496,261526,OPTIMAL,1535.232
3,28,140,6.0,4.363373393383866,0.07047767583660391,0.01641728112530793,261970,Time limit reached,1800.011
3,29,145,6.0,4.6434855914450495,0.20171777439752958,0.04541384932893973,164047,Time limit reached,1800.014
3,30,150,6.0,4.319300767044491,0.20057391573047667,0.04869803776050037,157235,Time limit reached,1800.042
