seed,dimension,solution,termination,time
1,20,-2.5940747297293,LOCALLY_SOLVED,11.199660062789917
1,25,-0.5948559486151138,LOCALLY_SOLVED,122.70458793640137
1,30,-30.466486239917362,LOCALLY_SOLVED,6.756101131439209
1,35,-0.31990971612413444,LOCALLY_SOLVED,110.0460159778595
1,40,-0.17714707366582005,LOCALLY_SOLVED,1801.2565288543701
1,45,-0.4495714970889734,LOCALLY_SOLVED,1800.8912930488586
1,50,-0.39879631884514527,LOCALLY_SOLVED,739.4737048149109
1,55,0.3987608554411257,LOCALLY_SOLVED,1800.9929718971252
1,60,-0.5028707850566164,LOCALLY_SOLVED,1801.01318192482
1,65,-0.1739499274177569,LOCALLY_SOLVED,1801.5800349712372
1,70,-27.9613967831107,LOCALLY_SOLVED,403.5052001476288
1,75,0.11597321583262943,LOCALLY_SOLVED,1803.3398010730743
1,80,-0.21380406365994614,LOCALLY_SOLVED,1801.180592060089
1,85,-0.1837464621249803,LOCALLY_SOLVED,1801.348261833191
1,90,-0.5166748332136548,LOCALLY_SOLVED,1801.4830071926117
1,95,-0.03257544052082778,LOCALLY_SOLVED,1801.4229848384857
1,100,-0.8256395916120458,LOCALLY_SOLVED,1801.8728370666504
1,105,-0.09892113372559441,LOCALLY_SOLVED,1801.6382820606232
1,110,-48.03706459796414,LOCALLY_SOLVED,1801.8282248973846
1,115,-0.08332080915637374,LOCALLY_SOLVED,1801.7627000808716
1,120,-0.10988240286802897,LOCALLY_SOLVED,1802.2954869270325
2,20,-10.168236258034522,LOCALLY_SOLVED,7.2569169998168945
2,25,0.159801195300321,LOCALLY_SOLVED,71.41668891906738
2,30,-5.964209770427939,LOCALLY_SOLVED,32.51604390144348
2,35,-0.26144259807324743,LOCALLY_SOLVED,137.77868008613586
2,40,-0.4593451877602925,LOCALLY_SOLVED,1800.7716870307922
2,45,-0.3474806997400117,LOCALLY_SOLVED,1801.0255410671234
2,50,0.21823050275357947,LOCALLY_SOLVED,1154.2454590797424
2,55,-0.9085693083316118,LOCALLY_SOLVED,1801.0070230960846
2,60,-0.8696975608465919,LOCALLY_SOLVED,790.7094650268555
2,65,-0.03609301767138606,LOCALLY_SOLVED,1800.8528079986572
