seed,dimension,p,k,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
1,25,5.0,125,75.129,1.918574585754522,1,10507,0.01896478432321036,1.8996098014313116,0.009983515724608726,96.581,1.918574585754522,1,13847,0.018970725549069423,1.8996038602054526,0.009983515724608726,128.311,1.918574585754522,1,19569,0.018920901933140888,1.8996536838213811,0.009983515724608726,130.928,1.918574585754522,1,20419,0.018836515938056353,1.8997380698164656,0.009983515724608726,78.349,1.918574585754522,1,10776,0.018951462978428868,1.8996231227760931,0.009983515724608726,117.399,1.918574585754522,1,11688,0.01895695120615115,1.8996176345483708,0.009983515724608726,73.97,1.918574585754522,1,10507,0.01896478432321036,1.8996098014313116,0.009983515724608726,95.27,1.918574585754522,1,11688,0.01895695120615115,1.8996176345483708,0.009983515724608726,73.97
1,26,6.0,130,717.51,1.8799588900749673,1,102400,0.01857671262794769,1.8613821774470196,0.009980063660772016,1166.535,1.8799554877600944,1,177660,0.018596574257812915,1.8613589135022814,0.009978235817508998,988.587,1.8799563933958554,1,178751,0.018601187028995048,1.8613552063668604,0.009978722356905381,1104.042,1.8799559395642396,1,182379,0.018601343622262734,1.8613545959419768,0.009978478542592907,681.749,1.8799558146796582,1,103681,0.018595832734502382,1.8613599819451558,0.009978411450201643,968.162,1.8799588900749675,1,115967,0.018612332403986853,1.8613465576709807,0.009980063660772136,722.627,1.8799588900749673,1,102400,0.01857671262794769,1.8613821774470196,0.009980063660772016,761.165,1.8799588900749675,1,115967,0.018612332403986853,1.8613465576709807,0.009980063660772136,681.749
1,27,6.0,135,131.615,1.6865999170979717,1,17761,0.015623939647924079,1.6709759774500477,0.009350188068991041,220.222,1.686597181016222,1,28868,0.015434151505021587,1.6711630295112003,0.00934855065362017,209.774,1.6865998678176015,1,31436,0.01530246206295982,1.6712974057546417,0.009350158577022937,208.505,1.68659829110771,1,32318,0.014623835645999561,1.6719744554617104,0.009349214990811755,137.535,1.6865996440237458,1,18131,0.01461570893610098,1.6719839350876449,0.009350024646997199,186.628,1.6865983005901797,1,19994,0.015580872795022627,1.671017427795157,0.009349220665620866,131.458,1.6865999170979717,1,17761,0.015623939647924079,1.6709759774500477,0.009350188068991041,181.413,1.6865983005901797,1,19994,0.015580872795022627,1.671017427795157,0.009349220665620866,131.458
1,28,6.0,140,367.671,2.262450368745628,1,68066,0.022397503643738048,2.24005286510189,0.009998649582191573,863.637,2.262447787186701,1,127693,0.02239043138914587,2.240057355797555,0.009997497127726193,650.024,2.2624489772562972,1,114781,0.022377052268945263,2.240071924987352,0.009998028396257727,658.326,2.262452116275548,1,116700,0.02237968083809605,2.240072435437452,0.00999942971106581,478.492,2.2624514694689704,1,68670,0.02239439906382623,2.240057070405144,0.009999140964943917,628.1,2.262450368745628,1,76593,0.022381330253363974,2.240069038492264,0.009998649582191573,476.351,2.262450368745628,1,68066,0.022397503643738048,2.24005286510189,0.009998649582191573,613.407,2.262450368745628,1,76593,0.022381330253363974,2.240069038492264,0.009998649582191573,367.671
1,29,6.0,145,377.223,2.067935788464429,1,64595,0.02047384691414189,2.0474619415502873,0.009999622702944898,669.815,2.0679355073617574,1,97648,0.02045795965193209,2.0474775477098253,0.009999485409710723,719.219,2.067935516741248,1,111414,0.020445038630289236,2.0474904781109586,0.009999489990743623,683.372,2.067935769422928,1,114092,0.02044379506905436,2.0474919743538735,0.009999613402893513,482.388,2.0679528885905656,1,65344,0.020466566697889377,2.047486321892676,0.010007974568144149,641.103,2.067935788464429,1,69790,0.020473367496328887,2.0474624209681003,0.009999622702944898,462.257,2.067935788464429,1,64595,0.02047384691414189,2.0474619415502873,0.009999622702944898,689.219,2.067935788464429,1,69790,0.02047336749632933,2.0474624209681,0.009999622702944898,377.223
1,30,6.0,150,160.366,2.0182485579414875,1,25300,0.019945297905196835,1.9983032600362907,0.009981116632334681,295.506,2.0182483059101366,1,38815,0.019949322605406827,1.9982989833047298,0.00998099050966054,303.649,2.0182483063099577,1,44104,0.019953139731458958,1.9982951665784987,0.009980990709740815,295.243,2.0182483819107615,1,45071,0.019978007213028892,1.9982703746977326,0.00998102854223869,202.53,2.018248504661952,1,25415,0.019962531877763867,1.9982859727841882,0.009981089969947387,260.965,2.0182485579414875,1,27676,0.019883643357717196,1.9983649145837703,0.009981116632334681,200.519,2.0182485579414875,1,25300,0.019945297905196835,1.9983032600362907,0.009981116632334681,303.289,2.018248557941487,1,27676,0.019883643357716974,1.99836491458377,0.009981116632334459,160.366
2,15,3.0,75,13.245,1.5912331179212327,1,1789,0.014844560778260352,1.5763885571429723,0.009416815867506964,15.91,1.5912331179212327,1,2345,0.01485031860266206,1.5763827993185706,0.009416815867506964,23.727,1.5912331179212327,1,4486,0.015526100173278712,1.575707017747954,0.009416815867506964,29.054,1.5912331179212327,1,4674,0.015526100173278712,1.575707017747954,0.009416815867506964,14.182,1.5912331179212327,1,1833,0.014949562292886132,1.5762835556283465,0.009416815867506964,19.069,1.5912331179212327,1,1789,0.014844560778259464,1.5763885571429732,0.009416815867506964,15.054,1.5912331179212327,1,1789,0.014844560778260574,1.576388557142972,0.009416815867506964,11.341,1.5912331179212327,1,1789,0.014844560778260352,1.5763885571429723,0.009416815867506964,11.341
2,16,4.0,80,84.357,1.5377830876141556,1,12800,0.015221238629339107,1.5225618489848165,0.009997123361187608,126.99,1.5377815557830616,1,18786,0.014921220997875295,1.5228603347851863,0.009996117273260873,172.149,1.5377889095137882,1,27566,0.015028252983665169,1.522760656530123,0.010000947113658806,166.336,1.5377835376681745,1,28324,0.015034375585231574,1.522749162082943,0.00999741895116265,88.402,1.5378054301102169,1,12799,0.014944773662072475,1.5228606564481444,0.010011797639330168,77.307,1.5377830876141554,1,12800,0.015221238629338885,1.5225618489848165,0.009997123361187462,73.503,1.5377830876141556,1,12800,0.015221238629339107,1.5225618489848165,0.009997123361187608,56.936,1.5377830876141556,1,12800,0.015221238629339107,1.5225618489848165,0.009997123361187608,56.936
2,17,4.0,85,239.779,1.9730825424630343,1,36278,0.019511657466845467,1.9535708849961888,0.00998768850247455,315.276,1.9730825424630343,1,47503,0.019516421984816734,1.9535661204782175,0.00998768850247455,402.203,1.9730825424630343,1,80503,0.019524596862173116,1.9535579456008612,0.00998768850247455,484.977,1.9730825424630343,1,82607,0.019534929912161658,1.9535476125508726,0.00998768850247455,250.663,1.9730825424630343,1,37350,0.019367795735669713,1.9537147467273646,0.00998768850247455,214.034,1.973082542463034,1,36278,0.019511657466845245,1.9535708849961888,0.009987688502474437,247.659,1.9730825424630343,1,36278,0.019511657466845467,1.9535708849961888,0.00998768850247455,143.683,1.9730825424630343,1,36278,0.019511657466845467,1.9535708849961888,0.00998768850247455,143.683
2,18,4.0,90,145.451,1.908612111621514,1,21465,0.01888198031143129,1.8897301313100827,0.009991892492258186,226.984,1.9086114227602864,1,29828,0.018854327442144214,1.8897570953181422,0.009991527963367948,240.584,1.9086427630454257,1,44220,0.01888903117959484,1.8897537318658308,0.010008112492883579,282.589,1.908612211795611,1,45254,0.018858460077272987,1.889753751718338,0.009991945501995055,152.401,1.9086184530694743,1,21721,0.01888634701218561,1.8897321060572887,0.009995248234887904,132.541,1.908612111621514,1,21465,0.018881980311430402,1.8897301313100836,0.009991892492258186,144.54,1.908612111621514,1,21465,0.01888198031143129,1.8897301313100827,0.009991892492258186,126.414,1.908612111621514,1,21465,0.018881980311431512,1.8897301313100825,0.009991892492258186,126.414
2,19,4.0,95,252.281,2.098437741911695,1,37194,0.020775858664599856,2.077661883247095,0.009999634123397447,334.968,2.098437741911695,1,49156,0.020681017547514724,2.07775672436418,0.009999634123397447,396.921,2.098437741911695,1,84232,0.020762493426274897,2.07767524848542,0.009999634123397447,500.77,2.098437741911695,1,87026,0.02077311280759586,2.077664629104099,0.009999634123397447,275.163,2.098437741911695,1,38639,0.020729942865411743,2.077707799046283,0.009999634123397447,239.633,2.098437741911695,1,37194,0.020775858664599856,2.077661883247095,0.009999634123397447,269.496,2.098437741911695,1,37194,0.020775858664599856,2.077661883247095,0.009999634123397447,218.883,2.098437741911695,1,37194,0.020775858664598967,2.077661883247096,0.009999634123397447,218.883
2,20,4.0,100,85.988,1.7116323676712453,1,12531,0.016827079731419614,1.6948052879398257,0.009928621211628567,126.28,1.7116317565128987,1,17429,0.01688991773891746,1.6947418387739812,0.009928260604807863,165.626,1.7116322085673892,1,28518,0.01679266118525935,1.6948395473821298,0.0099285273342627,194.262,1.7116321382677737,1,29448,0.016792924122172037,1.6948392141456017,0.009928485854798384,93.223,1.711631848076889,1,12640,0.01679197781233488,1.6948398702645542,0.009928314631067423,86.745,1.7116323676712453,1,12531,0.016827079731419392,1.6948052879398259,0.009928621211628567,89.352,1.7116323676712453,1,12531,0.016827079731419614,1.6948052879398257,0.009928621211628567,89.489,1.7116323676712453,1,12531,0.016827079731419836,1.6948052879398254,0.009928621211628567,85.988
2,21,5.0,105,1800.004,2.0334254748682303,0,320571,0.03148883768386579,2.0019366371843645,0.015729187976775052,1800.067,2.033418409196724,0,321466,0.06517714064377111,1.9682412685529527,0.015725658558623,1800.006,2.033420056095907,0,435993,0.053737088185982884,1.9796829679099242,0.015726481211624427,1800.008,2.0334260864216143,0,367167,0.06736939896139926,1.966056687460215,0.015729493457664195,1800.001,2.0334194141339985,0,304558,0.03810694739712983,1.9953124667368687,0.015726160541181318,1800.009,2.0334254748682294,0,268219,0.045761320686390716,1.9876641541818387,0.01572918797677461,1800.01,2.0334254748682303,0,286849,0.040125614940239585,1.9932998599279907,0.015729187976775052,1800.017,2.03342547486823,0,309370,0.03441874406749257,1.9990067308007373,0.015729187976774833,1800.001
2,22,5.0,110,1800.01,2.0697251826033827,0,298544,0.06562200147606179,2.004103181127321,0.032743823818067584,1800.085,2.069724617321463,0,282109,0.11097540068070622,1.958749216640757,0.03274354175578416,1800.008,2.069724686231853,0,378010,0.0863595849130272,1.9833651013188258,0.03274357614043585,1800.01,2.0697250358119565,0,297003,0.1045555288614084,1.9651695069505482,0.032743750572624186,1800.008,2.06972608450799,0,272942,0.07500439684634541,1.9947216876616447,0.032744273847096,1800.013,2.0697251826033822,0,251181,0.07955760090019348,1.9901675817031887,0.03274382381806736,1800.012,2.0697251826033827,0,266676,0.0747898477941118,1.9949353348092709,0.032743823818067584,1800.013,2.0697251826033822,0,287209,0.06856703536723163,2.0011581472361506,0.03274382381806736,1800.008
2,23,5.0,115,1631.108,2.149509393293187,1,258655,0.02127536610702707,2.12823402718616,0.009996723027286736,1800.051,2.149508807356191,0,281230,0.04282162534309952,2.1066871820130917,0.009996447711232051,1800.006,2.149509108858354,0,397899,0.042338678673522256,2.1071704301848317,0.009996589378999289,1800.007,2.1495094750160098,0,343567,0.05211796261331614,2.0973915124026936,0.009996761426645871,1651.19,2.1495088518989314,1,268448,0.021267581243480382,2.128241270655451,0.00999646864066913,1779.29,2.149509393293187,1,258655,0.02127536610702796,2.128234027186159,0.009996723027286736,1731.052,2.149509393293187,1,258655,0.02127536610702707,2.12823402718616,0.009996723027286736,1630.958,2.149509393293187,1,258655,0.02127536610702796,2.128234027186159,0.009996723027286736,1630.958
2,24,5.0,120,1465.664,1.6462779454878742,1,193580,0.016282361445837834,1.6299955840420364,0.009989205863650931,1800.109,1.646273721545093,0,239422,0.03513991425212848,1.6111338072929646,0.00998661448069109,1800.007,1.6462758474543682,0,303048,0.028439483817406908,1.6178363636369613,0.009987918723043571,1800.018,1.6462751317774398,0,295615,0.0303046431763776,1.6159704886010622,0.009987479656253824,1350.156,1.6462756629166704,1,198824,0.016291800626556663,1.6299838622901137,0.009987805509425329,1400.073,1.6462779454878742,1,193580,0.0162823614458385,1.6299955840420357,0.009989205863650931,1456.868,1.6462779454878742,1,193580,0.016282361445837834,1.6299955840420364,0.009989205863650931,1342.665,1.6462779454878742,1,193580,0.0162823614458385,1.6299955840420357,0.009989205863650931,1342.665
2,25,5.0,125,1711.272,1.8317085013969985,1,236006,0.018134633431212244,1.8135738679657862,0.009999390568829238,1800.167,1.831704795182616,0,240602,0.051301634612235913,1.78040316057038,0.009997346971682208,1800.008,1.8317064112917245,0,297009,0.044634703412443244,1.7870717078792813,0.009998238090118067,1800.009,1.8317052559455411,0,286504,0.04764414514415427,1.7840611108013869,0.009997601035182617,1726.423,1.8317058211282853,1,243661,0.018128878185736275,1.813576942942549,0.009997912675504605,1800.01,1.831708501396998,0,221299,0.022516543541114764,1.8091919578558833,0.009999390568828993,1676.808,1.8317085013969985,1,236006,0.018134633431212244,1.8135738679657862,0.009999390568829238,1562.223,1.831708501396998,1,236006,0.018134633431212244,1.8135738679657858,0.009999390568828993,1562.223
2,26,6.0,130,1800.012,1.7310613963210044,0,239467,0.08140754367913017,1.6496538526418743,0.04934825784740131,1800.099,1.731060740623391,0,255252,0.11894703636313353,1.6121137042602576,0.0493478603715234,1800.017,1.7310628963046777,0,287343,0.09392668226465828,1.6371362140400194,0.04934916711916815,1800.01,1.7310615341043825,0,274167,0.0964969268427942,1.6345646072615883,0.0493483413700008,1800.012,1.7310648244643505,0,260909,0.07777972565766489,1.6532850988066856,0.04935033594599186,1800.021,1.7310613963210044,0,201072,0.08996023566521383,1.6411011606557906,0.04934825784740131,1800.013,1.7310613963210044,0,245390,0.08001801204400372,1.6510433842770007,0.04934825784740131,1800.02,1.7310613963210044,0,216808,0.08614500277294179,1.6449163935480626,0.04934825784740131,1800.01
2,27,6.0,135,1800.012,1.9958727667020724,0,239257,0.16528889220532905,1.8305838744967433,0.09029299039945361,1800.096,2.1045464343605933,0,252529,0.30960624892572364,1.7949401854348697,0.14965856723673296,1800.009,2.2484432009967756,0,285902,0.4295109935489141,1.8189322074478615,0.22826560002059917,1800.011,2.2484432009967756,0,293909,0.4288792381025175,1.8195639628942581,0.22826560002059917,1800.018,1.99587137983872,0,243834,0.16520563673489153,1.8306657431038285,0.0902922327923471,1800.03,2.2731762458532465,0,198313,0.452104800021653,1.8210714458315935,0.2417766142937203,1800.022,1.9958727667020724,0,247675,0.16360487023573356,1.8322678964663388,0.09029299039945361,1800.02,1.9958727667020715,0,222397,0.16897395439168061,1.8268988123103909,0.09029299039945313,1800.009
2,28,6.0,140,1800.013,1.9495269184815265,0,317967,0.43190814834697067,1.5176187701345558,0.28459594520478726,1800.122,1.815333424646909,0,265767,0.3456638599523214,1.4696695646945876,0.19617222742043255,1800.018,1.9495269184815265,0,304189,0.4561068074276067,1.4934201110539198,0.28459594520478726,1800.019,1.9495269184815265,0,319233,0.45400061810199044,1.495526300379536,0.28459594520478726,1800.023,1.9495269184815265,0,270240,0.44128451322574813,1.5082424052557784,0.28459594520478726,1800.025,1.9495269184815265,0,218801,0.45156004162456576,1.4979668768569607,0.28459594520478726,1800.019,1.9495269184815265,0,255807,0.4433140610044375,1.506212857477089,0.28459594520478726,1800.015,1.9495269184815265,0,228528,0.44921400069684747,1.500312917784679,0.28459594520478726,1800.013
2,29,6.0,145,1800.018,2.0424268340500666,0,281186,0.10032020216073212,1.9421066318893345,0.05165535224146672,1800.127,2.0424263803112144,0,242406,0.15361604736609324,1.8888103329451211,0.05165511860916002,1800.018,2.042427879632741,0,258365,0.12764282980416874,1.9147850498285721,0.051655890616990004,1800.01,2.0424274050129188,0,275206,0.12417423744196521,1.9182531675709535,0.051655646232971995,1800.022,2.042427043573498,0,230190,0.11227864987544467,1.9301483936980535,0.05165546012608441,1800.03,2.0424268340500666,0,186771,0.12287668327021706,1.9195501507798496,0.05165535224146672,1800.024,2.0424268340500666,0,242527,0.10860406446922144,1.9338227695808452,0.05165535224146672,1800.06,2.042426834050067,0,176931,0.12607191154524422,1.9163549225048229,0.05165535224146695,1800.01
2,30,6.0,150,1800.102,2.09459273663181,0,330991,0.1413458636200069,1.9532468730118029,0.07236456669814557,1800.111,2.2442383923880818,0,258292,0.35580828386128305,1.8884301085267987,0.1489783618225306,1800.016,2.4282740733939105,0,274912,0.508106547002023,1.9201675263918876,0.24319875124112753,1800.013,2.436515331153286,0,265564,0.5182189226853395,1.9182964084679466,0.24741801193635546,1800.021,2.094593078269395,0,227845,0.1626807476919292,1.931912330577466,0.07236474160567521,1800.018,2.436515331153286,0,195149,0.5123055597657817,1.9242097713875044,0.24741801193635546,1800.061,2.094594194360247,0,238588,0.15927135277935678,1.93532284158089,0.07236531300853635,1800.018,2.436515331153286,0,180137,0.5166381307545491,1.919877200398737,0.24741801193635546,1800.013
3,15,3.0,75,32.679,3.3580743194150378,1,6037,0.033205194529625004,3.3248691248854128,0.009986917765002067,41.071,3.3580743194150378,1,7802,0.03313857107685214,3.3249357483381856,0.009986917765002067,58.855,3.3580743194150378,1,13084,0.033152210076925925,3.324922109338112,0.009986917765002067,67.4,3.3580743194150378,1,13793,0.03300462608169141,3.3250696933333463,0.009986917765002067,35.723,3.3580743194150378,1,6057,0.03320133257124036,3.3248729868437974,0.009986917765002067,63.97,3.3580743194150378,1,10215,0.03314935270314834,3.3249249667118894,0.009986917765002067,31.728,3.3580743194150378,1,6037,0.03320519452962589,3.324869124885412,0.009986917765002067,44.263,3.3580743194150378,1,10215,0.03314935270314878,3.324924966711889,0.009986917765002067,31.728
