seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,0.8399762136523655,0.0037982589668650313,0.004542405053352089,31108,Time limit reached,1802.878
1,50,50,25.0,1.0,0.509489455318796,0.02205539623913816,0.045247958833204566,39069,Time limit reached,1804.927
1,50,50,25.0,5.0,0.5181671412046596,0.030767932878273396,0.0631267600616817,56753,Time limit reached,1803.918
1,50,50,25.0,10.0,0.8662129150638478,0.005983028203234042,0.0069551503552950774,24,OPTIMAL,10.046
2,50,50,25.0,0.1,0.8108838922071157,0.0016905858243851934,0.0020892236886418136,29467,Time limit reached,1803.241
2,50,50,25.0,1.0,0.29674654871157585,0.03136143840637662,0.1181733156404676,46888,Time limit reached,1801.691
2,50,50,25.0,5.0,0.2971152116194541,0.03152869148805959,0.11871344777762552,70650,Time limit reached,1801.767
2,50,50,25.0,10.0,0.3673877243209399,0.003626946380192342,0.009970691179858675,249,OPTIMAL,11.731
3,50,50,25.0,0.1,0.8416469039802633,0.005282137292686784,0.006315590401550144,51603,Time limit reached,1802.445
3,50,50,25.0,1.0,0.4989650772063558,0.015476602520685279,0.03201028221147785,35622,Time limit reached,1804.278
3,50,50,25.0,5.0,0.4971138672130753,0.013649511554016114,0.028232715388933034,40449,Time limit reached,1803.626
3,50,50,25.0,10.0,0.8569825689120638,0.004110106645874079,0.004819133959317911,33,OPTIMAL,10.578
4,50,50,25.0,0.1,0.4791847304811633,0.005189945742640645,0.010949373093848823,39543,Time limit reached,1803.524
4,50,50,25.0,1.0,-0.9469330433254182,0.058936306478733824,0.062239148685489555,28936,Time limit reached,1802.819
4,50,50,25.0,5.0,-1.0171837200120069,0.07104575259472701,0.06984554628330895,26203,Time limit reached,1803.999
4,50,50,25.0,10.0,0.33334466189322315,0.0031563235706186243,0.009559161255219122,520,OPTIMAL,12.715
5,50,50,25.0,0.1,0.8281524838722623,0.010963750287283802,0.013416423693442533,28941,Time limit reached,1803.572
5,50,50,25.0,1.0,0.4723463865351463,0.02462007629410773,0.05498912110135593,37695,Time limit reached,1804.65
5,50,50,25.0,5.0,0.46633992688486037,0.01860928063801187,0.041563562365020616,41367,Time limit reached,1803.722
5,50,50,25.0,10.0,0.941719928409245,0.003863304259868916,0.004119290902671699,30,OPTIMAL,10.422
6,50,50,25.0,0.1,0.909050701593275,0.02623711546641605,0.02971988183997637,60415,Time limit reached,1801.71
6,50,50,25.0,1.0,0.6408045808419952,0.025405633136398098,0.04128319236020532,55929,Time limit reached,1801.844
6,50,50,25.0,5.0,0.6408230565849934,0.025370076481174397,0.04122179484271047,69510,Time limit reached,1801.772
6,50,50,25.0,10.0,0.8747496515098362,0.007753459545137065,0.008942899192633082,87,OPTIMAL,11.468
7,50,50,25.0,0.1,0.7742116418497522,0.006562373014506018,0.00854866054189448,29054,Time limit reached,1803.295
7,50,50,25.0,1.0,0.18875788924127013,0.026080879761026354,0.16032308341759707,34339,Time limit reached,1804.303
