seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.633054172702953,0.006179836665795024,0.009858174614168148,1567,OPTIMAL,20.558
1,5,5,25,5.0,0.1,0.28694865548636406,0.002741235428082689,0.009645193033737662,823,OPTIMAL,17.091
1,5,1,25,5.0,1.0,0.6330541727029194,0.00619570855976137,0.00988374396161369,22905,OPTIMAL,87.804
1,5,5,25,5.0,1.0,0.2867351506391778,0.0028377455176008537,0.009995672614145981,41810,OPTIMAL,140.201
2,5,1,25,5.0,0.1,0.561558803563659,0.0037273454445023724,0.006681848773946675,38,OPTIMAL,12.621
2,5,5,25,5.0,0.1,0.20307184173991413,0.0015625266659825,0.007754116306778302,96,OPTIMAL,13.025
2,5,1,25,5.0,1.0,0.5304053488365846,0.005238885119860481,0.009975665778015761,6031,OPTIMAL,41.606
2,5,5,25,5.0,1.0,0.15519907526447274,0.001536166647381626,0.00999699056334774,16985,OPTIMAL,79.047
3,5,1,25,5.0,0.1,0.6595374915715047,0.006445620188921586,0.009869392762883927,1701,OPTIMAL,22.173
3,5,5,25,5.0,0.1,0.38760816244687524,0.00375634158472804,0.00978591576377348,1586,OPTIMAL,10.827
3,5,1,25,5.0,1.0,0.6595374915714965,0.006528154699009803,0.009997031176117098,14909,OPTIMAL,37.975
3,5,5,25,5.0,1.0,0.3872486896147957,0.0038135611758709498,0.009945779332731093,56473,OPTIMAL,125.827
1,10,1,50,10.0,0.1,0.4718474259178642,0.002638469784120079,0.005623229799066335,37,OPTIMAL,7.72
1,10,5,50,10.0,0.1,0.10447247263399045,0.0009831972252864196,0.00950047453133223,2532,OPTIMAL,14.58
1,10,1,50,10.0,1.0,0.40512819222018664,0.050070552272921065,0.14102091221120525,528673,Time limit reached,1801.358
1,10,5,50,10.0,1.0,0.0902591366958451,0.028107410970430638,0.452238624790707,478543,Time limit reached,1801.354
2,10,1,50,10.0,0.1,0.6484994987895639,0.007350402179768678,0.011464419459740968,562327,Time limit reached,1801.408
2,10,5,50,10.0,0.1,0.3194128293759913,0.0031612941928088056,0.009996138646339497,488681,OPTIMAL,1602.551
2,10,1,50,10.0,1.0,0.6484994987895611,0.019695722085194545,0.031322525110173645,475571,Time limit reached,1801.286
2,10,5,50,10.0,1.0,0.32377626233307705,0.05578345663985468,0.20815281401140037,474949,Time limit reached,1801.437
3,10,1,50,10.0,0.1,0.6680688253172661,0.007643167996671307,0.011573093673677542,554538,Time limit reached,1801.394
3,10,5,50,10.0,0.1,0.42004685877632925,0.0063058168786142565,0.015240975006229089,515150,Time limit reached,1801.342
3,10,1,50,10.0,1.0,0.6681557145501444,0.01390478852478294,0.02125299020859763,497176,Time limit reached,1801.406
3,10,5,50,10.0,1.0,0.4254558994492899,0.06420330759059345,0.17772414381930995,440461,Time limit reached,1801.352
1,15,1,75,15.0,0.1,0.6931471805599453,0.06849450125016643,0.10965213712978972,397599,Time limit reached,1801.186
1,15,5,75,15.0,0.1,0.6931471805599453,0.416210484571899,1.5029083924286595,391032,Time limit reached,1801.165
1,15,1,75,15.0,1.0,0.6385696145987435,0.021401402406923786,0.03467677366421474,317698,Time limit reached,1801.339
1,15,5,75,15.0,1.0,0.3343931219774143,0.08162397581633896,0.3229190629315362,318871,Time limit reached,1801.462
2,15,1,75,15.0,0.1,0.6931471805599453,0.06119208795573072,0.09682980431974231,244677,Time limit reached,1802.536
2,15,5,75,15.0,0.1,0.6931471805599453,0.3992147316286432,1.3581853010109397,399950,Time limit reached,1801.246
2,15,1,75,15.0,1.0,0.6544763218742266,0.026548544120680972,0.042279614091385156,312234,Time limit reached,1801.455
2,15,5,75,15.0,1.0,0.37429258015194394,0.10724626341019572,0.4016017323088941,316302,Time limit reached,1801.489
3,15,1,75,15.0,0.1,0.6169559322763307,0.02050160460361916,0.03437246349374947,467426,Time limit reached,1801.371
3,15,5,75,15.0,0.1,0.24428664203790595,0.02368618164641434,0.10737140622634846,447143,Time limit reached,1801.379
