seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,3.81829370949049,0.0076065236024188505,3,17,Time limit reached,2106.19
1,5,-496.4583624786399,8.955028875905896,0.01803782462480161,3,8,Time limit reached,2038.303
1,6,-485.5407587930873,5.990949184968372,0.012338715291091368,3,30,Time limit reached,1939.491
1,7,-475.91426983362254,7.699663007084098,0.016178676486787977,3,25,Time limit reached,2051.797
1,8,-470.9310220831441,12.201539110419844,0.025909397636296787,3,20,Time limit reached,2086.412
2,4,-505.8780881861788,5.226265234123048,0.010331076510670334,3,25,Time limit reached,1948.567
2,5,-543.7924584375728,4.572983147815421,0.0084094273042229,3,18,Time limit reached,2342.327
2,6,-476.5735179166229,6.734909609622662,0.01413194262044779,3,28,Time limit reached,1973.665
2,7,-466.26739774702844,10.62947255251055,0.022796945709417857,3,12,Time limit reached,1960.734
2,8,-448.3903978779525,11.100388665006903,0.024756080231736633,3,29,Time limit reached,2017.886
3,4,-482.39674582137786,3.1083107517107464,0.006443473714604396,3,29,Time limit reached,1971.024
3,5,-492.7137659643789,3.9035818317739768,0.007922615728289168,3,18,Time limit reached,2547.711
3,6,-508.8601833257553,5.468228534718037,0.010746033417233314,3,26,Time limit reached,1961.118
3,7,-457.58825120820745,11.179432669918299,0.02443120565355499,3,23,Time limit reached,2078.159
3,8,-433.40142236741144,9.20117306932923,0.021230140452859505,3,27,Time limit reached,1911.386
