seed,dimension,varA,p,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
3,5,1,25,0.1,1800.0,0.6680688253172661,0,583560,0.007489125324330548,0.6605796999929355,0.011337201740245181,1800.0,0.6681557145501542,0,314833,0.009858652852926753,0.6582970616972275,0.011468736561689227,1800.0,0.6680688253172661,0,320150,0.007897123217478152,0.6601717020997879,0.011337201740245181,1800.0,0.6681557145501542,0,320930,0.008101591398369301,0.6600541231517849,0.011468736561689227,1800.0,0.6680688253172661,0,308979,0.008740178134855725,0.6593286471824104,0.011337201740245181,1800.0,0.6680688253172661,0,305410,0.008676963121119319,0.6593918621961468,0.011337201740245181,1800.0,0.6680688253172661,0,304093,0.008683548747612901,0.6593852765696532,0.011337201740245181,1800.0,0.6680688253172661,0,306482,0.008668079185521815,0.6594007461317443,0.011337201740245181,1800.0
3,10,5,50,0.1,1800.0,0.42004685877632925,0,590224,0.005305833111728109,0.41474102566460114,0.012793123379163622,1800.0,0.42004685877632925,0,332125,0.015984624962528837,0.4040622338138004,0.012793123379163622,1800.0,0.42004685877632925,0,315281,0.015279453957270483,0.40476740481905876,0.012793123379163622,1800.0,0.42004685877632925,0,312484,0.015598952312965486,0.40444790646336376,0.012793123379163622,1800.0,0.42004685877632925,0,298285,0.011160770774019946,0.4088860880023093,0.012793123379163622,1800.0,0.42004685877632925,0,295596,0.01126069194078222,0.408786166835547,0.012793123379163622,1800.0,0.42004685877632925,0,306632,0.010953559317458228,0.409093299458871,0.012793123379163622,1800.0,0.42004685877632925,0,308524,0.010897182324059618,0.40914967645226963,0.012793123379163622,1800.0
3,15,1,75,1.0,1800.0,0.6681557145501444,0,548310,0.013807410288814936,0.6543483042613295,0.021101010270671718,1800.0,0.6681557145501444,0,319440,0.01365021379679221,0.6545055007533522,0.021101010270671718,1800.0,0.6684753106468795,0,297696,0.013766812640755743,0.6547084980061237,0.021589429197799256,1800.0,0.6684753106468795,0,296138,0.01379487380295552,0.654680436843924,0.021589429197799256,1800.0,0.6680688253172584,0,293219,0.01415882014009584,0.6539100051771626,0.020968222835722822,1800.0,0.6681557145501444,0,291191,0.014292837247501633,0.6538628773026428,0.021101010270671718,1800.0,0.6681557145501444,0,290846,0.01429314637663781,0.6538625681735066,0.021101010270671718,1800.0,0.6681557145501444,0,317821,0.01422588593470775,0.6539298286154367,0.021101010270671718,1800.0
3,20,5,100,1.0,1800.0,0.4254050612314446,0,487778,0.0625611076740088,0.3628439535574358,0.17241876862116648,1800.0,0.4354637801330473,0,289326,0.07590052005499365,0.35956326007805367,0.20014065513183826,1800.0,0.43975338206698034,0,273017,0.08457327747869908,0.35518010458828125,0.21196282246266027,1800.0,0.43975338206698034,0,274070,0.08414697470572025,0.3556064073612601,0.21196282246266027,1800.0,0.4254558994492899,0,288334,0.06494088331343623,0.3605150161358537,0.1725588790387354,1800.0,0.4254558994492899,0,271556,0.06499500043055884,0.3604608990187311,0.1725588790387354,1800.0,0.4254558994492899,0,270722,0.06501091068827253,0.3604449887610174,0.1725588790387354,1800.0,0.4254558994492899,0,286142,0.06479454258018069,0.3606613568691092,0.1725588790387354,1800.0
1,5,1,25,0.1,1800.0,0.6931471805599453,0,436377,0.06858547156354855,0.6245617089963967,0.10981376311679114,1800.0,0.6931471805599453,0,271878,0.07015474280681488,0.6229924377531304,0.10981376311679114,1800.0,0.6931471805599453,0,265614,0.06931429688452884,0.6238328836754164,0.10981376311679114,1800.0,0.6931471805599453,0,265430,0.06935308941963203,0.6237940911403133,0.10981376311679114,1800.0,0.6931471805599453,0,248900,0.06991990704576267,0.6232272735141826,0.10981376311679114,1800.0,0.6931471805599453,0,243038,0.06956159681115326,0.623585583748792,0.10981376311679114,1800.0,0.6931471805599453,0,242061,0.06957260310003333,0.623574577459912,0.10981376311679114,1800.0,0.6931471805599453,0,250640,0.06951438971977497,0.6236327908401703,0.10981376311679114,1800.0
1,10,5,50,0.1,1800.0,0.6931471805599453,0,438242,0.41499071653994857,0.2781564640199967,1.4919326717861743,1800.0,0.6931471805599453,0,266958,0.42084950350556677,0.2722976770543785,1.4919326717861743,1800.0,0.4748713053572951,0,254765,0.20240731889613445,0.27246398646116066,0.7072093112427419,1800.0,0.4981686570180554,0,253640,0.22583750986832601,0.2723311471497294,0.7909655947533255,1800.0,0.6931471805599453,0,239445,0.4189781991849886,0.2741689813749567,1.4919326717861743,1800.0,0.6931471805599453,0,237777,0.41826895273024445,0.27487822782970084,1.4919326717861743,1800.0,0.6931471805599453,0,236227,0.4183066134539656,0.2748405671059797,1.4919326717861743,1800.0,0.6931471805599453,0,236564,0.41829088346088766,0.2748562970990576,1.4919326717861743,1800.0
1,15,1,75,1.0,1800.0,0.6417630667986518,0,344024,0.02417405199344491,0.6175890148052069,0.03914261979071895,1800.0,0.6385696145987435,0,238273,0.02076704117600703,0.6178025734227365,0.03397178267517288,1800.0,0.6431112436437257,0,193525,0.023930072349149234,0.6191811712945765,0.04132558744842439,1800.0,0.6436080049411235,0,192123,0.024393808068160272,0.6192141968729632,0.0421299432343744,1800.0,0.6481160819233085,0,213311,0.030669704444426182,0.6174463774788823,0.049429420514757884,1800.0,0.6504583794407992,0,208982,0.033069696416302086,0.6173886830244971,0.05322206815151918,1800.0,0.6504583794407992,0,211651,0.033064352854699997,0.6173940265860992,0.05322206815151918,1800.0,0.6504583794407992,0,207267,0.033073831146317345,0.6173845482944819,0.05322206815151918,1800.0
1,20,5,100,1.0,1800.0,0.3220792325308254,0,327220,0.0682257596173863,0.25385347291343907,0.26876039486231673,1800.0,0.3134311195648377,0,231492,0.05459846482920322,0.2588326547356345,0.23469305330998522,1800.0,0.35668774015885263,0,211852,0.10611163206444157,0.25057610809441105,0.405093009227724,1800.0,0.35722563013500247,0,214421,0.10666004564258136,0.2505655844924211,0.40721190864626083,1800.0,0.3263226890288446,0,200546,0.07274850237933356,0.25357418664951104,0.2854765597007083,1800.0,0.3220792325308254,0,200312,0.06861296610601042,0.25346626642481496,0.26876039486231673,1800.0,0.3220792325308254,0,199268,0.06861964695589917,0.2534595855749262,0.26876039486231673,1800.0,0.3220792325308254,0,198047,0.0686212259604026,0.2534580065704228,0.26876039486231673,1800.0
2,5,1,25,0.1,1800.0,0.6931471805599453,0,453756,0.05958536142625093,0.6335618191336944,0.09404822012116423,1800.0,0.6931471805599453,0,273965,0.061203992423586984,0.6319431881363583,0.09404822012116423,1800.0,0.6931471805599453,0,269773,0.05934972563151508,0.6337974549284302,0.09404822012116423,1800.0,0.6931471805599453,0,269990,0.05942717527780439,0.6337200052821409,0.09404822012116423,1800.0,0.6931471805599453,0,248461,0.06026141395599127,0.632885766603954,0.09404822012116423,1800.0,0.6931471805599453,0,253853,0.06039946500726623,0.6327477155526791,0.09404822012116423,1800.0,0.6931471805599453,0,249984,0.0604210167953495,0.6327261637645958,0.09404822012116423,1800.0,0.6931471805599453,0,250630,0.06041822620895787,0.6327289543509874,0.09404822012116423,1800.0
2,10,5,50,0.1,1800.0,0.6931471805599453,0,444546,0.39807724729611266,0.29506993326383263,1.3490945786746,1800.0,0.6931471805599453,0,272860,0.402910652409874,0.2902365281500713,1.3490945786746,1800.0,0.6674783423758773,0,263518,0.3781839918799986,0.2892943504958787,1.2621021904629672,1800.0,0.614384992864348,0,262822,0.325041096408637,0.289343896455711,1.0821673901793454,1800.0,0.6931471805599453,0,251467,0.40107563328814105,0.29207154727180423,1.3490945786746,1800.0,0.6931471805599453,0,250797,0.4012363616174575,0.29191081894248777,1.3490945786746,1800.0,0.6931471805599453,0,249138,0.4012518633403549,0.2918953172195904,1.3490945786746,1800.0,0.6931471805599453,0,249862,0.40124380289606476,0.2919033776638805,1.3490945786746,1800.0
2,15,1,75,1.0,1800.0,0.6535000643878349,0,367536,0.024493583007619946,0.629006481380215,0.03894011227654478,1800.0,0.6535000643878349,0,243958,0.024454986123270017,0.6290450782645649,0.03894011227654478,1800.0,0.6561448971747863,0,194245,0.026985363936561035,0.6291595332382253,0.04314489055028829,1800.0,0.6561448971747863,0,196468,0.02692650924741047,0.6292183879273758,0.04314489055028829,1800.0,0.6535000643878349,0,218195,0.0248919305430908,0.6286081338447441,0.03894011227654478,1800.0,0.6535000643878349,0,247670,0.024668119235141228,0.6288319451526937,0.03894011227654478,1800.0,0.6535000643878349,0,217743,0.02471650576448281,0.6287835586233521,0.03894011227654478,1800.0,0.6535000643878349,0,215642,0.024722252720768445,0.6287778116670665,0.03894011227654478,1800.0
2,20,5,100,1.0,1800.0,0.36802663846468014,0,204345,0.09906951254796886,0.2689571259167113,0.3683468590404554,1800.0,0.3541476515852805,0,233732,0.08308966222023423,0.27105798936504627,0.3167438876296976,1800.0,0.36873284797853223,0,200219,0.09989986933562195,0.2688329786429103,0.3709725917160447,1800.0,0.3661630774939755,0,204224,0.09753464555001251,0.26862843194396296,0.36141801874907836,1800.0,0.36364377750974874,0,193002,0.09430815740237397,0.2693356201073748,0.35205109836859033,1800.0,0.36802663846468014,0,196921,0.09910383343555246,0.2689228050291277,0.3683468590404554,1800.0,0.36802663846468014,0,196492,0.09910577703043588,0.26892086143424426,0.3683468590404554,1800.0,0.36802663846468014,0,199870,0.09908821081691832,0.2689384276477618,0.3683468590404554,1800.0
