seed,dimension,varA,p,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
3,5,1,25,0.1,1800.0,0.616218501365392,0,496513,0.019436127428993033,0.596782373936399,0.032568199527730025,1800.0,0.6157929994854142,0,278170,0.021804255844854126,0.5939887436405601,0.03185520615098,1800.0,0.6482790019157123,0,279455,0.05368511210515525,0.594593889810557,0.08629046404242742,1800.0,0.6482790019157123,0,286977,0.05368650758878224,0.5945924943269301,0.08629046404242742,1800.0,0.6167069693372317,0,267340,0.02161095243443867,0.595096016902793,0.03338670220671785,1800.0,0.616218501365392,0,268256,0.021115211174204673,0.5951032901911874,0.032568199527730025,1800.0,0.616218501365392,0,385953,0.020132043985258474,0.5960864573801335,0.032568199527730025,1800.0,0.616218501365392,0,266109,0.021134153986428483,0.5950843473789635,0.032568199527730025,1800.0
3,10,5,50,0.1,1800.0,0.2457662107635078,0,449298,0.02564499585619115,0.22012121490731665,0.11650397199101926,1800.0,0.24568316421158842,0,276401,0.030654518462427283,0.21502864574916114,0.11612669553470703,1800.0,0.246966182898671,0,265760,0.030865231643542324,0.21610095125512868,0.12195538718363694,1800.0,0.24663846430011088,0,267681,0.030555452452500437,0.21608301184761045,0.12046657748985931,1800.0,0.246966182898671,0,256194,0.029423153426158755,0.21754302947251225,0.12195538718363694,1800.0,0.24562640247334688,0,260137,0.028014966502643734,0.21761143597070315,0.11586882971170838,1800.0,0.24562640247334688,0,251101,0.028161790147502697,0.2174646123258442,0.11586882971170838,1800.0,0.24562640247334688,0,250058,0.028180025583366852,0.21744637688998003,0.11586882971170838,1800.0
3,15,1,75,1.0,1800.0,0.6158751812552601,0,420367,0.04453219406166553,0.5713429871935946,0.0779430133209567,1800.0,0.6162763311014614,0,259921,0.044948378991751414,0.57132795210971,0.07864513070962326,1800.0,0.6259127204792865,0,242705,0.05538674285599576,0.5705259776232907,0.09551133821338294,1800.0,0.6251138526893635,0,249581,0.054521957071708704,0.5705918956176548,0.09411311016503146,1800.0,0.6162763311014614,0,241600,0.044856019135588676,0.5714203119658727,0.07864513070962326,1800.0,0.6158751812552601,0,238405,0.04492479536683458,0.5709503858884255,0.0779430133209567,1800.0,0.6158751812552601,0,238819,0.04492306668165358,0.5709521145736065,0.0779430133209567,1800.0,0.6158751812552601,0,239759,0.04492059863515663,0.5709545826201035,0.0779430133209567,1800.0
3,20,5,100,1.0,1800.0,0.2632747732755195,0,323635,0.0845436610743259,0.17873111220119361,0.4730215127803658,1800.0,0.2512161674035276,0,243885,0.07154585497837765,0.17967031242514994,0.4055536515698463,1800.0,0.6931471805599453,0,223807,0.5165815709281704,0.17656560963177492,2.8781562539580965,1800.0,0.6931471805599453,0,224279,0.5165996431533961,0.17654753740654916,2.8781562539580965,1800.0,0.6931471805599453,0,200031,0.5149937392661416,0.17815344129380373,2.8781562539580965,1800.0,0.6931471805599453,0,197176,0.5150168354093109,0.17813034515063442,2.8781562539580965,1800.0,0.6931471805599453,0,196048,0.5150236003482306,0.1781235802117147,2.8781562539580965,1800.0,0.6931471805599453,0,196402,0.5150205181817664,0.17812666237817887,2.8781562539580965,1800.0
1,5,1,25,0.1,1800.0,0.5596507470165679,0,409089,0.021968780714158198,0.5376819663024097,0.040858317910930725,1800.0,0.5596507470165679,0,253101,0.024743977630164005,0.5349067693864039,0.040858317910930725,1800.0,0.5596507470165679,0,243274,0.02405959534495461,0.5355911516716133,0.040858317910930725,1800.0,0.5596507470165679,0,252532,0.024027794815784764,0.5356229522007832,0.040858317910930725,1800.0,0.5596507470165679,0,248818,0.023261679999874163,0.5363890670166938,0.040858317910930725,1800.0,0.5596507470165679,0,230738,0.02358255084277583,0.5360681961737921,0.040858317910930725,1800.0,0.5596507470165679,0,231331,0.02357817393105821,0.5360725730855097,0.040858317910930725,1800.0,0.5596507470165679,0,227896,0.023612509867722675,0.5360382371488452,0.040858317910930725,1800.0
1,10,5,50,0.1,1800.0,0.1883717148522684,0,360941,0.03489867320815393,0.15347304164411446,0.22739285567220177,1800.0,0.18647133422966417,0,244522,0.036141023664109234,0.15033031056555493,0.21501035121248707,1800.0,0.18572080405838004,0,218608,0.03490586616000993,0.1508149378983701,0.21012004498512687,1800.0,0.18737807269141898,0,223110,0.036487461320763526,0.15089061137065546,0.22091847978048298,1800.0,0.1905726999612749,0,213624,0.03855810505344015,0.15201459490783475,0.2417340395402477,1800.0,0.18887405695772497,0,212993,0.03687175483534241,0.15200230212238255,0.23066601752574376,1800.0,0.18887405695772497,0,208356,0.03693379348041173,0.15194026347731324,0.23066601752574376,1800.0,0.18887405695772497,0,212582,0.036876363966813375,0.1519976929909116,0.23066601752574376,1800.0
1,15,1,75,1.0,1800.0,0.6931471805599454,0,295575,0.17695034433869683,0.5161968362212486,0.3427962589504397,1800.0,0.5596383319163073,0,211821,0.041968344621396314,0.517669987294911,0.08415684220977897,1800.0,0.6931471805599454,0,207530,0.1770158625935626,0.5161313179663828,0.3427962589504397,1800.0,0.6931471805599454,0,210218,0.1770569820590624,0.516090198500883,0.3427962589504397,1800.0,0.6931471805599454,0,195326,0.17715464863979946,0.5159925319201459,0.3427962589504397,1800.0,0.6931471805599454,0,183393,0.17719107692976865,0.5159561036301767,0.3427962589504397,1800.0,0.6931471805599454,0,180821,0.1771976052289448,0.5159495753310006,0.3427962589504397,1800.0,0.6931471805599454,0,184895,0.1771872874845678,0.5159598930753776,0.3427962589504397,1800.0
1,20,5,100,1.0,1800.0,0.18977210524110733,0,266251,0.05168939701722619,0.13808270822388113,0.37433649500427896,1800.0,0.18612991703713586,0,199857,0.04739714227428207,0.13873277476285378,0.3479596354335195,1800.0,0.2011688048112059,0,157124,0.06338813756513179,0.1377806672460741,0.45687180819947254,1800.0,0.20254618585224263,0,159239,0.0647222103518699,0.13782397550037273,0.4668468518436305,1800.0,0.19176213695376493,0,170633,0.053928049808991685,0.13783408714477324,0.3887483771164914,1800.0,0.18977210524110733,0,194690,0.05177249623673613,0.1379996090043712,0.37433649500427896,1800.0,0.18977210524110733,0,170915,0.051811305753219156,0.13796079948788817,0.37433649500427896,1800.0,0.18977210524110733,0,172695,0.05180766950901938,0.13796443573208794,0.37433649500427896,1800.0
2,5,1,25,0.1,1800.0,0.6931471805599454,0,335387,0.06100376332006685,0.6321434172398785,0.09650304291141236,1800.0,0.6931471805599454,0,236953,0.06158773827334807,0.6315594422865973,0.09650304291141236,1800.0,0.6931471805599454,0,221828,0.06021910920700546,0.6329280713529399,0.09650304291141236,1800.0,0.6931471805599454,0,220853,0.06032178247615627,0.6328253980837891,0.09650304291141236,1800.0,0.6931471805599454,0,204904,0.061371259651160304,0.6317759209087851,0.09650304291141236,1800.0,0.6931471805599454,0,200189,0.06143551700245986,0.6317116635574855,0.09650304291141236,1800.0,0.6931471805599454,0,194947,0.061460638041749505,0.6316865425181959,0.09650304291141236,1800.0,0.6931471805599454,0,193617,0.06146397469834741,0.631683205861598,0.09650304291141236,1800.0
2,10,5,50,0.1,1800.0,0.6931471805599454,0,304915,0.399358254255724,0.2937889263042214,1.3593373286036812,1800.0,0.6931471805599454,0,222938,0.4024053652711155,0.2907418152888299,1.3593373286036812,1800.0,0.6931471805599454,0,189949,0.40590031836332696,0.28724686219661844,1.3593373286036812,1800.0,0.6931471805599454,0,194467,0.40580399675333784,0.28734318380660756,1.3593373286036812,1800.0,0.6931471805599454,0,198854,0.4005445799506559,0.2926026006092895,1.3593373286036812,1800.0,0.6931471805599454,0,185845,0.4008795987932092,0.2922675817667362,1.3593373286036812,1800.0,0.6931471805599454,0,181583,0.40094807006484395,0.29219911049510144,1.3593373286036812,1800.0,0.6931471805599454,0,182977,0.40092651395966167,0.29222066660028373,1.3593373286036812,1800.0
2,15,1,75,1.0,1800.0,0.6468034321990421,0,284941,0.015954634504917076,0.630848797694125,0.025290742509511573,1800.0,0.6469510877788262,0,203569,0.016536411369903248,0.6304146764089229,0.025524801099024202,1800.0,0.6547012268830787,0,194917,0.025162505860376272,0.6295387210227025,0.03781005730079689,1800.0,0.6563110974711384,0,201642,0.026772161851156495,0.6295389356199819,0.040361969254887956,1800.0,0.6468034321990421,0,183810,0.015968742883694986,0.6308346893153471,0.025290742509511573,1800.0,0.6468034321990421,0,178410,0.016042134492393223,0.6307612977066489,0.025290742509511573,1800.0,0.6468034321990421,0,175667,0.016044122095759228,0.6307593101032829,0.025290742509511573,1800.0,0.6468034321990421,0,177575,0.016042235586946618,0.6307611966120955,0.025290742509511573,1800.0
2,20,5,100,1.0,1800.0,0.34669029273719143,0,233665,0.0641261701354478,0.28256412260174363,0.22694378021172068,1800.0,0.34407560681064986,0,179144,0.06179924499947198,0.2822763618111779,0.21769035517507224,1800.0,0.37307950434507603,0,178248,0.09224188414812279,0.28083762019695324,0.3203357202956305,1800.0,0.37177339275996557,0,181195,0.09090651679558742,0.28086687596437815,0.3157133656488896,1800.0,0.3515635006174538,0,164432,0.06902827293464331,0.2825352276828105,0.2441901589642378,1800.0,0.34669029273719143,0,148959,0.06431078553564179,0.28237950720154964,0.22694378021172068,1800.0,0.34669029273719143,0,147627,0.06431263678439453,0.2823776559527969,0.22694378021172068,1800.0,0.34669029273719143,0,151168,0.06430828825869506,0.2823820044784964,0.22694378021172068,1800.0
3,5,1,25,0.1,1800.0,0.6931471805599454,0,364819,0.09102221714277159,0.6021249634171738,0.15116831666669853,1800.0,0.6931471805599454,0,243240,0.09263012054315944,0.600517060016786,0.15116831666669853,1800.0,0.6861997200966768,0,225153,0.08525066199891429,0.6009490580977626,0.1396300797800556,1800.0,0.6861997200966768,0,230456,0.08528919950782043,0.6009105205888564,0.1396300797800556,1800.0,0.6931471805599454,0,217230,0.09184458828309017,0.6013025922768552,0.15116831666669853,1800.0,0.6931471805599454,0,253270,0.09167193839115506,0.6014752421687903,0.15116831666669853,1800.0,0.6931471805599454,0,217520,0.09191198228951714,0.6012351982704283,0.15116831666669853,1800.0,0.6931471805599454,0,250694,0.09168325938255806,0.6014639211773873,0.15116831666669853,1800.0
3,10,5,50,0.1,1800.0,0.27525445539532456,0,333055,0.04265193454388655,0.232602520851438,0.18336832458977567,1800.0,0.2788186123240926,0,240610,0.050426126842084806,0.2283924854820078,0.19869127515678373,1800.0,0.27229305479256427,0,210567,0.04324980441974807,0.2290432503728162,0.1706367316907816,1800.0,0.2750195001810885,0,211985,0.045917128359234866,0.22910237182185364,0.18235820993849844,1800.0,0.27362795979528987,0,205448,0.04260673292783898,0.23102122686745089,0.17637572797439535,1800.0,0.27663200733009574,0,204368,0.04558889804681482,0.23104310928328092,0.18929066769134084,1800.0,0.27663200733009574,0,198456,0.04565843352407334,0.2309735738060224,0.18929066769134084,1800.0,0.27663200733009574,0,201771,0.045605775949472516,0.23102623138062323,0.18929066769134084,1800.0
3,15,1,75,1.0,1800.0,0.6333805047337135,0,283371,0.03992814878405759,0.593452355949656,0.06728113619190822,1800.0,0.6215880477505299,0,185739,0.027541022437924,0.5940470253126059,0.0474101948013174,1800.0,0.6285186380815205,0,183293,0.03517525217023265,0.5933433859112879,0.05908862233051669,1800.0,0.6275419806252337,0,187136,0.034209683554418335,0.5933322970708154,0.05744290056954404,1800.0,0.6329258974277455,0,183558,0.03956490360487053,0.593360993822875,0.06651509777044042,1800.0,0.6333805047337135,0,182294,0.04001584895510257,0.593364655778611,0.06728113619190822,1800.0,0.6333805047337135,0,178994,0.04001845401228643,0.5933620507214271,0.06728113619190822,1800.0,0.6333805047337135,0,180189,0.04001760170291879,0.5933629030307948,0.06728113619190822,1800.0
3,20,5,100,1.0,1800.0,0.2846335883506168,0,221559,0.07184071179097487,0.21279287655964194,0.337608631230845,1800.0,0.27400109551481944,0,194006,0.05956689950587546,0.21443419600894398,0.2876422366423622,1800.0,0.6931471805599454,0,179498,0.4812877342544839,0.2118594463054615,2.2573796255142446,1800.0,0.6931471805599454,0,182434,0.48127023952065096,0.21187694103929444,2.2573796255142446,1800.0,0.2941368280979877,0,160466,0.08136213199478576,0.21277469610320193,0.3822682077214485,1800.0,0.29063290946463605,0,163033,0.07794811225986509,0.21268479720477096,0.3658018734625122,1800.0,0.29063290946463605,0,146232,0.07797748255283907,0.21265542691179698,0.3658018734625122,1800.0,0.29063290946463605,0,146979,0.077973997741307,0.21265891172332904,0.3658018734625122,1800.0
