seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-266.90094101288855,10.244509875317931,0.038383191293519,13,1488,Time limit reached,1804.996
1,5,-296.78196239223297,9.28566428842936,0.031287832365490056,15,1360,Time limit reached,1805.335
1,6,-219.70994384453473,13.249024314578918,0.06030234263749955,41,2222,Time limit reached,1803.535
1,7,-192.13083878378455,23.418692424504684,0.12188929467413107,31,1740,Time limit reached,1802.655
1,8,-99.23190825504807,31.261487538870256,0.3150346303783787,27,2120,Time limit reached,1804.222
2,4,-370.7970793082594,10.762132248036437,0.02902431774304624,25,1395,Time limit reached,1804.535
2,5,-205.5285755220317,21.76621650105318,0.10590360219141373,3,468,Time limit reached,1813.693
2,6,-225.58432201660062,16.740167734633957,0.07420802822193494,97,9015,Time limit reached,1801.648
2,7,-159.4868037679509,29.871819101071196,0.1872996285293541,31,1541,Time limit reached,1804.981
2,8,-168.34819160455996,30.745350187374868,0.1826295245249435,19,1170,Time limit reached,1806.1
3,4,-350.8557083198777,9.331464107855538,0.026596301233178098,17,984,Time limit reached,1804.068
3,5,-304.5537938682433,13.445694246678556,0.044148831889106135,9,1224,Time limit reached,1803.623
3,6,-200.29471308846342,18.095540355038878,0.09034457313432276,31,1397,Time limit reached,1802.351
3,7,-150.35595940033602,32.08514598901607,0.21339457456146807,41,2158,Time limit reached,1803.727
3,8,-152.38545972548138,33.28839411676583,0.21844862480143476,21,958,Time limit reached,1804.73
