seed,dimension,var_A,p,k,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,5,1,25,5.0,0.1,0.633054172702953,0.006238038242867505,0.009951942682906053,1208,OPTIMAL,3.004
1,5,5,25,5.0,0.1,0.28694865548636417,0.0020145471396686987,0.007070221081491182,897,OPTIMAL,1.731
1,5,1,25,5.0,1.0,0.6330541727029194,0.006266560957103762,0.009997901744817943,24861,OPTIMAL,46.134
1,5,5,25,5.0,1.0,0.2867351506391778,0.002833152247559312,0.009979331824396745,37948,OPTIMAL,95.854
2,5,1,25,5.0,0.1,0.561558803563659,0.004645671566534837,0.008341824423990826,44,OPTIMAL,0.138
2,5,5,25,5.0,0.1,0.20313961626515484,0.001686821856970916,0.008373285969680198,97,OPTIMAL,0.213
2,5,1,25,5.0,1.0,0.5304053488365846,0.005216047258271073,0.009931746976938908,8998,OPTIMAL,16.013
2,5,5,25,5.0,1.0,0.15519907526447274,0.0014597731483160514,0.009495120169162272,14674,OPTIMAL,39.16
3,5,1,25,5.0,0.1,0.6595374915715047,0.0064063725717237174,0.009808708213956447,1475,OPTIMAL,2.919
3,5,5,25,5.0,0.1,0.38760816244687524,0.003584151978040906,0.009333145533439972,1668,OPTIMAL,3.209
3,5,1,25,5.0,1.0,0.6595374915714965,0.006526256774222472,0.00999409570074018,24694,OPTIMAL,63.06
3,5,5,25,5.0,1.0,0.3872486896147957,0.003804567172207951,0.00992209020697038,48260,OPTIMAL,88.755
1,10,1,50,10.0,0.1,0.4718474259178642,0.003053454547510104,0.006513425372311006,47,OPTIMAL,0.214
1,10,5,50,10.0,0.1,0.10447247263399045,0.000998040197055003,0.00964528312502007,2573,OPTIMAL,8.169
1,10,1,50,10.0,1.0,0.40353686102521846,0.04665519621900904,0.13073015741602562,569593,Time limit reached,1800.095
1,10,5,50,10.0,1.0,0.0902591366958451,0.0278253316587546,0.4456773320515097,532432,Time limit reached,1800.101
2,10,1,50,10.0,0.1,0.6484994987895639,0.006898577426706964,0.01075213142159046,572509,Time limit reached,1800.095
2,10,5,50,10.0,0.1,0.3194128293759913,0.0031616742036744694,0.009997352268805966,473095,OPTIMAL,1430.539
2,10,1,50,10.0,1.0,0.6484994987895611,0.018350105387108684,0.02912024605471479,535690,Time limit reached,1800.073
2,10,5,50,10.0,1.0,0.32377626233307705,0.05535121834966594,0.2062073550524842,525442,Time limit reached,1800.095
3,10,1,50,10.0,0.1,0.6680688253172661,0.007489125324330548,0.011337201740245181,583560,Time limit reached,1800.078
3,10,5,50,10.0,0.1,0.42004685877632925,0.005305833111728109,0.012793123379163622,590224,Time limit reached,1800.08
3,10,1,50,10.0,1.0,0.6681557145501444,0.013807410288814936,0.021101010270671718,548310,Time limit reached,1800.078
3,10,5,50,10.0,1.0,0.4254050612314446,0.0625611076740088,0.17241876862116648,487778,Time limit reached,1800.093
1,15,1,75,15.0,0.1,0.6931471805599453,0.06858547156354855,0.10981376311679114,436377,Time limit reached,1800.017
1,15,5,75,15.0,0.1,0.6931471805599453,0.41499071653994857,1.4919326717861743,438242,Time limit reached,1800.018
1,15,1,75,15.0,1.0,0.6417630667986518,0.02417405199344491,0.03914261979071895,344024,Time limit reached,1800.124
1,15,5,75,15.0,1.0,0.3220792325308254,0.0682257596173863,0.26876039486231673,327220,Time limit reached,1800.136
2,15,1,75,15.0,0.1,0.6931471805599453,0.05958536142625093,0.09404822012116423,453756,Time limit reached,1800.02
2,15,5,75,15.0,0.1,0.6931471805599453,0.39807724729611266,1.3490945786746,444546,Time limit reached,1800.017
2,15,1,75,15.0,1.0,0.6535000643878349,0.024493583007619946,0.03894011227654478,367536,Time limit reached,1800.109
2,15,5,75,15.0,1.0,0.36802663846468014,0.09906951254796886,0.3683468590404554,204345,Time limit reached,1800.16
3,15,1,75,15.0,0.1,0.616218501365392,0.019436127428993033,0.032568199527730025,496513,Time limit reached,1800.101
3,15,5,75,15.0,0.1,0.2457662107635078,0.02564499585619115,0.11650397199101926,449298,Time limit reached,1800.114
3,15,1,75,15.0,1.0,0.6158751812552601,0.04453219406166553,0.0779430133209567,420367,Time limit reached,1800.117
3,15,5,75,15.0,1.0,0.2632747732755195,0.0845436610743259,0.4730215127803658,323635,Time limit reached,1800.132
1,20,1,100,20.0,0.1,0.5596507470165679,0.021968780714158198,0.040858317910930725,409089,Time limit reached,1800.113
1,20,5,100,20.0,0.1,0.1883717148522684,0.03489867320815393,0.22739285567220177,360941,Time limit reached,1800.172
1,20,1,100,20.0,1.0,0.6931471805599454,0.17695034433869683,0.3427962589504397,295575,Time limit reached,1800.03
1,20,5,100,20.0,1.0,0.18977210524110733,0.05168939701722619,0.37433649500427896,266251,Time limit reached,1800.162
2,20,1,100,20.0,0.1,0.6931471805599454,0.06100376332006685,0.09650304291141236,335387,Time limit reached,1800.015
2,20,5,100,20.0,0.1,0.6931471805599454,0.399358254255724,1.3593373286036812,304915,Time limit reached,1800.017
2,20,1,100,20.0,1.0,0.6468034321990421,0.015954634504917076,0.025290742509511573,284941,Time limit reached,1800.151
2,20,5,100,20.0,1.0,0.34669029273719143,0.0641261701354478,0.22694378021172068,233665,Time limit reached,1800.177
3,20,1,100,20.0,0.1,0.6931471805599454,0.09102221714277159,0.15116831666669853,364819,Time limit reached,1800.017
3,20,5,100,20.0,0.1,0.27525445539532456,0.04265193454388655,0.18336832458977567,333055,Time limit reached,1800.215
3,20,1,100,20.0,1.0,0.6333805047337135,0.03992814878405759,0.06728113619190822,283371,Time limit reached,1800.16
3,20,5,100,20.0,1.0,0.2846335883506168,0.07184071179097487,0.337608631230845,221559,Time limit reached,1800.184
