seed,num_v,solution,dual_gap,rel_dual_gap,number_nodes,ncalls,termination,time
1,4,-501.9761863719564,4.792437986093319,0.009547142107936965,3,11,Time limit reached,789.93
1,5,-496.4583624786399,9.101790965360124e-8,1.833344274818561e-10,1,3,Optimal (tree empty),2000.381
1,6,-485.5407587930873,6.737420823048183,0.013876117918082603,3,15,Time limit reached,696.358
1,7,-475.91426983362254,8.379358074954382,0.017606864526007526,3,15,Time limit reached,794.732
1,8,-470.9310220831441,15.63940352437129,0.03320954193077157,3,10,Time limit reached,772.75
2,4,-506.0168111748489,5.861207972227589,0.011583030134155582,3,13,Time limit reached,657.123
2,5,-543.7924584375728,6.178826022239264,0.011362470969149328,3,9,Time limit reached,1054.221
2,6,-476.5735179166229,7.205747137047297,0.015119906721942428,3,15,Time limit reached,805.127
2,7,-466.26739774702844,14.02140401315836,0.030071594284543177,3,8,Time limit reached,770.603
2,8,-448.3903978779525,13.469793247804603,0.030040324930131417,3,13,Time limit reached,676.085
3,4,-482.5884753539862,3.0097416394453376,0.006236662898420118,3,18,Time limit reached,669.831
3,5,-492.7137659643789,4.413990892574759,0.008958529672771253,3,12,Time limit reached,704.258
3,6,-508.8601833257553,6.561881331046266,0.012895254032571002,3,12,Time limit reached,694.406
3,7,-457.58825120820745,13.586451435676281,0.029691434165547016,3,12,Time limit reached,739.439
3,8,-433.40142236741144,15.963217370606571,0.036832406509902785,3,9,Time limit reached,789.963
