seed,dimension,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
1,70,1800.0,-27.282184367248433,0,54748,0.6793884815097968,-27.96157284875823,0.02490227587221298,1800.0,-27.187738455933847,0,60568,0.9485021759237284,-28.136240631857575,0.028462624579040363,1800.0,-27.282184367248433,0,67690,0.6645197393556543,-27.946704106604088,0.02490227587221298,1800.0,-27.282184367248433,0,57556,0.6740552869187795,-27.956239654167213,0.02490227587221298,1800.0,-27.282184367248433,0,52060,0.6791424471130547,-27.961326814361488,0.02490227587221298,1800.0,-27.341499472969126,0,56666,0.6309314997179598,-27.972430972687086,0.02267883575303297,1800.0,-27.187738455933847,0,54186,0.782665240563162,-27.97040369649701,0.028462624579040363,1800.0,-27.341499472969126,0,63959,0.6217876290305426,-27.96328710199967,0.02267883575303297,1800.0
1,75,130.162,16.762974827801166,1,21173,0.16403094279967334,16.598943885001493,0.009882010803584243,509.954,16.762974827801166,1,90968,0.16524224948933863,16.597732578311827,0.009882010803584243,314.441,16.762974827801166,1,33447,0.14169736491643548,16.62127746288473,0.009882010803584243,288.772,16.762974827801166,1,28286,0.10977102491004231,16.653203802891124,0.009882010803584243,227.376,16.762974827801166,1,23764,0.16382085629858878,16.599153971502577,0.009882010803584243,94.886,16.762974827801166,1,13257,0.1421892176101096,16.620785610191056,0.009882010803584243,171.379,16.762974827801166,1,21904,0.14971466686258594,16.61326016093858,0.009882010803584243,97.721,16.762974827801166,1,13257,0.1421892176101096,16.620785610191056,0.009882010803584243,94.886
1,80,460.445,20.417363511271507,1,67115,0.20173847414608304,20.215625037125424,0.009979333994155315,1084.236,20.417363511271507,1,190684,0.20196836315078315,20.215395148120724,0.009979333994155315,1180.46,20.417363511271507,1,97249,0.19961142156304845,20.21775208970846,0.009979333994155315,1069.567,20.417363511271507,1,87579,0.18481472452748804,20.23254878674402,0.009979333994155315,568.912,20.417363511271507,1,71077,0.18830624493174142,20.229057266339765,0.009979333994155315,245.851,20.417363511271507,1,33986,0.19759590261882565,20.21976760865268,0.009979333994155315,536.343,20.417363511271507,1,68768,0.20173864311610146,20.215624868155405,0.009979333994155315,253.157,20.417363511271507,1,33986,0.19759590261882565,20.21976760865268,0.009979333994155315,245.851
1,85,196.867,10.236294863872313,1,29856,0.08991909889039462,10.146375764981919,0.008862188920770259,1800.0,10.236294863872313,0,360339,2.7977506215428196,7.438544242329494,0.008862188920770259,439.751,10.236294863872313,1,43237,0.09893801216253983,10.137356851709773,0.008862188920770259,359.673,10.236294863872313,1,32182,0.08234033742980351,10.15395452644251,0.008862188920770259,277.387,10.236294863872313,1,39150,0.09770268998689247,10.13859217388542,0.008862188920770259,110.895,10.236294863872313,1,14979,0.09683936869178567,10.139455495180528,0.008862188920770259,241.47,10.236294863872313,1,30089,0.10121315278622589,10.135081711086087,0.008862188920770259,115.257,10.236294863872313,1,14979,0.09683936869178567,10.139455495180528,0.008862188920770259,110.895
1,90,1800.0,9.436663323353025,0,222496,2.991219203983002,6.445444119370023,0.4640827146408281,1800.0,9.699886159290891,0,238521,10.908807432609741,-1.2089212733188504,0.5049213024965231,1800.0,9.436663323353024,0,134274,3.704792856326124,5.7318704670269,0.46408271464082784,1800.0,9.436663323353024,0,124413,4.097108312777294,5.3395550105757295,0.46408271464082784,1800.0,9.436663323353024,0,243523,2.711128545915539,6.725534777437485,0.46408271464082784,753.399,9.436663323353024,1,109437,0.08876123546756709,9.347902087885457,0.46408271464082784,1800.0,9.436663323353024,0,207911,3.2137678389707407,6.222895484382283,0.46408271464082784,762.551,9.436663323353024,1,109437,0.08876123546804138,9.347902087884982,0.46408271464082784,753.399
1,95,490.747,30.948564636447877,1,78501,0.29664983602589245,30.651914800421984,0.009678019724294957,1800.0,30.948564636447877,0,258864,9.335550684071418,21.61301395237646,0.009678019724294957,950.958,30.948564636447877,1,79600,0.2624879169132939,30.686076719534583,0.009678019724294957,1198.821,30.948564636447877,1,86695,0.3042245885518682,30.64434004789601,0.009678019724294957,668.857,30.948564636447877,1,90178,0.29291394562423534,30.65565069082364,0.009678019724294957,247.039,30.948564636447877,1,30407,0.2993671924565575,30.64919744399132,0.009678019724294957,684.689,30.948564636447877,1,80300,0.2143870226339395,30.734177613813937,0.009678019724294957,236.777,30.948564636447877,1,30407,0.2993671924561596,30.649197443991717,0.009678019724294957,236.777
1,100,1800.0,5.124362714402975,0,238407,3.9454719783614296,1.178890736041545,3.346766462521755,1800.0,5.124362714402975,0,207013,8.159945238826932,-3.0355825244239574,3.346766462521755,1800.0,5.124362714402975,0,124259,6.232276508244122,-1.1079137938411474,3.346766462521755,1800.0,5.1243627144029755,0,98129,7.449792812569139,-2.325430098166163,3.3467664625217557,1800.0,5.124362714402975,0,210385,4.499672108831519,0.6246906055714554,3.346766462521755,1800.0,5.124362714402975,0,266086,1.1355499835257055,3.988812730877269,3.346766462521755,1800.0,5.124362714402975,0,176458,4.690449185349752,0.433913529053223,3.346766462521755,1800.0,5.124362714402975,0,267362,1.1254992170667188,3.998863497336256,3.346766462521755,1800.0
1,105,507.48,24.38343944344698,1,69467,0.23694932617334175,24.14649011727364,0.009812992489696698,1800.0,24.383439443446974,0,365016,7.171095556149119,17.212343887297855,0.009812992489696403,886.887,24.383439443446974,1,88128,0.2351107679407356,24.14832867550624,0.009812992489696403,761.583,24.383439443446974,1,69567,0.23078417042533417,24.15265527302164,0.009812992489696403,478.048,24.383439443446974,1,62091,0.2162676387604101,24.167171804686564,0.009812992489696403,262.54,24.383439443446974,1,34261,0.23690228788992584,24.14653715555705,0.009812992489696403,535.065,24.383439443446974,1,65735,0.23566941775947825,24.147770025687496,0.009812992489696403,267.447,24.383439443446974,1,34261,0.23690228788992584,24.14653715555705,0.009812992489696403,262.54
1,110,1800.0,-46.364388830566114,0,107892,3.3881410642773986,-49.75252989484351,0.07307636636080789,1800.0,-45.71112184690901,0,90124,4.331202671009066,-50.042324517918075,0.08841192000208552,1800.0,-45.45523455054587,0,133979,5.138106130121123,-50.59334068066699,0.09453906435174338,1800.0,-45.31429362737212,0,97923,5.277079245218587,-50.59137287259071,0.09794340620131547,1800.0,-46.44495740365527,0,99671,3.8867277369684743,-50.33168514062375,0.0712148891093165,1800.0,-46.18164975466717,0,98843,3.5708801401979144,-49.752529894865084,0.07732248975829334,1800.0,-46.364388830566114,0,86567,3.3881410642989707,-49.752529894865084,0.07307636636080789,1800.0,-46.18164975466717,0,97468,3.5708801401979144,-49.752529894865084,0.07732248975829334,1800.0
1,115,1479.146,29.724648332400744,1,174425,0.28780461900510446,29.43684371339564,0.009777020315331396,1800.0,29.724648332400744,0,247361,20.529694388161207,9.194953944239536,0.009777020315331396,1683.709,29.724648332400744,1,133410,0.289296042359819,29.435352290040925,0.009777020315331396,1463.481,29.724648332400744,1,117496,0.29285485568988534,29.431793476710858,0.009777020315331396,1800.0,29.724648332400744,0,197964,3.0302574706498824,26.69439086175086,0.009777020315331396,471.151,29.724648332400744,1,57324,0.2858729786133054,29.438775353787438,0.009777020315331396,1800.0,29.724648332400744,0,200356,3.1028196207121646,26.62182871168858,0.009777020315331396,453.181,29.724648332400744,1,57324,0.2858729786133054,29.438775353787438,0.009777020315331396,453.181
1,120,1800.0,34.22481925672192,0,219374,13.726806979261287,20.498012277460635,0.6696652725862164,1800.0,34.22481925672192,0,218493,24.782109116827687,9.442710139894235,0.6696652725862164,1800.0,34.22481925672192,0,116304,6.705204523875352,27.51961473284657,0.6696652725862164,1800.0,34.22481925672192,0,110657,7.61223821141521,26.61258104530671,0.6696652725862164,1800.0,34.22481925672192,0,199477,13.330887166452474,20.89393209026945,0.6696652725862164,840.305,34.22481925672192,1,110087,0.31999270383294487,33.90482655288898,0.6696652725862164,1800.0,34.22481925672192,0,174591,14.489622970832112,19.73519628588981,0.6696652725862164,856.705,34.22481925672192,1,110087,0.31999270383294487,33.90482655288898,0.6696652725862164,840.305
2,20,49.974,-9.114481093385423,1,3405,0.08778254940881247,-9.202263642794236,0.009631107740463489,139.083,-9.114481093385423,1,4663,0.07711865369663329,-9.191599747082057,0.009631107740463489,67.524,-9.114481093385423,1,4164,0.08777905210825487,-9.202260145493678,0.009631107740463489,62.83,-9.114481093385423,1,3900,0.08802654885609762,-9.202507642241521,0.009631107740463489,66.858,-9.114481093385423,1,3660,0.08742785902941286,-9.201908952414836,0.009631107740463489,72.257,-9.114481093385423,1,3842,0.08766841539283732,-9.20214950877826,0.009631107740463489,67.565,-9.114481093385423,1,3405,0.08778254940879826,-9.202263642794222,0.009631107740463489,78.351,-9.114481093385423,1,3842,0.08766841539283732,-9.20214950877826,0.009631107740463489,49.974
2,25,9.98,5.401151430831928,1,3338,0.04568316681060125,5.355468264021327,0.008530190929802759,28.395,5.401151430831927,1,5837,0.04523294820481638,5.355918482627111,0.008530190929802594,21.687,5.401151430831927,1,4449,0.04566185721292193,5.355489573619005,0.008530190929802594,21.282,5.401151430831927,1,4295,0.04564866362221309,5.355502767209714,0.008530190929802594,14.328,5.401151430831927,1,3392,0.045629273132369086,5.355522157699558,0.008530190929802594,16.781,5.401151430831927,1,3015,0.051971445446191034,5.349179985385736,0.008530190929802594,17.123,5.401151430831927,1,3338,0.04568316681059148,5.355468264021336,0.008530190929802594,18.241,5.401151430831927,1,3015,0.051971445446191034,5.349179985385736,0.008530190929802594,9.98
2,30,91.1,-5.097761657956127,1,21969,0.05018451800137225,-5.147946175957499,0.009844422193228428,277.475,-5.097761657956127,1,76577,0.050914515230860324,-5.1486761731869874,0.009844422193228428,177.498,-5.097761657956127,1,26385,0.049280033444574656,-5.147041691400702,0.009844422193228428,162.802,-5.097761657956127,1,25031,0.04916674811475996,-5.146928406070887,0.009844422193228428,102.741,-5.097761657956127,1,20889,0.050733788087477194,-5.148495446043604,0.009844422193228428,142.167,-5.097761657956127,1,24531,0.049692218441505176,-5.147453876397632,0.009844422193228428,119.023,-5.097761657956127,1,21962,0.04884083961549468,-5.146602497571622,0.009844422193228428,164.266,-5.097761657956127,1,24531,0.049692218441505176,-5.147453876397632,0.009844422193228428,91.1
2,35,15.356,4.642555494445428,1,5606,0.045431821211789014,4.597123673233639,0.009882662386550946,65.147,4.642555494445428,1,13454,0.042773229455453254,4.599782264989975,0.009882662386550946,45.098,4.642555494445428,1,8041,0.04543631783572977,4.597119176609699,0.009882662386550946,43.507,4.642555494445428,1,7502,0.042808486611553676,4.599747007833875,0.009882662386550946,27.968,4.642555494445428,1,5872,0.04277285206623649,4.599782642379192,0.009882662386550946,26.154,4.642555494445428,1,4770,0.04457210247189636,4.597983391973532,0.009882662386550946,28.437,4.642555494445428,1,5606,0.045431821213163914,4.5971236732322645,0.009882662386550946,28.778,4.642555494445428,1,4770,0.04457210247189636,4.597983391973532,0.009882662386550946,15.356
2,40,161.065,4.9837457348195215,1,46040,0.04918354130554903,4.9345621935139725,0.00996715400004407,755.363,4.9837457348195215,1,173346,0.04906104438091674,4.934684690438605,0.00996715400004407,558.249,4.9837457348195215,1,66697,0.04843049507031427,4.935315239749207,0.00996715400004407,510.025,4.9837457348195215,1,63089,0.04813263607855589,4.935613098740966,0.00996715400004407,272.85,4.9837457348195215,1,49273,0.04366833454690067,4.940077400272621,0.00996715400004407,207.758,4.9837457348195215,1,36068,0.04365102310853075,4.940094711710991,0.00996715400004407,263.689,4.9837457348195215,1,46687,0.0486823284729887,4.935063406346533,0.00996715400004407,217.675,4.9837457348195215,1,36068,0.04365102310853075,4.940094711710991,0.00996715400004407,161.065
2,45,112.429,5.830242767434988,1,32641,0.05437252835090778,5.77587023908408,0.009413737861176398,503.956,5.830242767434988,1,102806,0.057393266894783856,5.772849500540204,0.009413737861176398,334.59,5.830242767434988,1,44248,0.055739899492805556,5.774502867942182,0.009413737861176398,312.619,5.830242767434988,1,42399,0.05512572279126893,5.775117044643719,0.009413737861176398,206.041,5.830242767434988,1,35767,0.05435771557116542,5.775885051863822,0.009413737861176398,129.553,5.830242767434988,1,23311,0.05757012330611122,5.7726726441288765,0.009413737861176398,181.341,5.830242767434988,1,32641,0.05437252835094686,5.775870239084041,0.009413737861176398,138.526,5.830242767434988,1,23311,0.05757012330611122,5.7726726441288765,0.009413737861176398,112.429
2,50,32.411,8.80701698090926,1,8705,0.08362769862196373,8.723389282287297,0.009586606296679715,72.77,8.80701698090926,1,17797,0.08627673214564346,8.720740248763617,0.009586606296679715,68.199,8.80701698090926,1,12510,0.08177846267865796,8.725238518230602,0.009586606296679715,88.278,8.80701698090926,1,10869,0.08177427863394016,8.72524270227532,0.009586606296679715,39.79,8.80701698090926,1,9040,0.08177606912066793,8.725240911788593,0.009586606296679715,41.478,8.80701698090926,1,6695,0.06031326516401059,8.74670371574525,0.009586606296679715,42.815,8.80701698090926,1,8705,0.08362769862215202,8.723389282287108,0.009586606296679715,43.528,8.80701698090926,1,6695,0.06031326516401059,8.74670371574525,0.009586606296679715,32.411
2,55,1800.0,1.7526932412468637,0,303071,1.36684832456714,0.38584491667972376,3.5424810992176745,1800.0,1.7526932412468637,0,304002,1.9953763666850137,-0.24268312543815007,3.5424810992176745,1800.0,1.7526932412468637,0,208397,1.8929357737330812,-0.14024253248621754,3.5424810992176745,1800.0,1.7526932412468637,0,193104,1.9934676766521986,-0.24077443540533494,3.5424810992176745,1800.0,1.7526932412468637,0,331923,1.3504791232874838,0.4022141179593799,3.5424810992176745,1800.0,1.7526932412468637,0,331611,0.757962964718033,0.9947302765288306,3.5424810992176745,1800.0,1.7526932412468637,0,287168,1.4113631665501427,0.34133007469672094,3.5424810992176745,1800.0,1.7526932412468637,0,366989,0.6826295657933499,1.0700636754535138,3.5424810992176745,1800.0
2,60,344.335,2.6138728690704593,1,65912,0.022319987805734964,2.5915528812647244,0.008612592074464022,970.15,2.6138728690704593,1,220670,0.024828119073534882,2.5890447499969245,0.008612592074464022,805.243,2.6138728690704593,1,86791,0.022018438815292196,2.591854430255167,0.008612592074464022,708.043,2.6138728690704593,1,79526,0.023112633118200332,2.590760235952259,0.008612592074464022,530.852,2.6138728690704593,1,69244,0.019112008626732457,2.594760860443727,0.008612592074464022,236.179,2.6138728690704593,1,40559,0.02501762750603964,2.5888552415644197,0.008612592074464022,398.811,2.6138728690704593,1,65622,0.024320497091033122,2.5895523719794262,0.008612592074464022,239.909,2.6138728690704593,1,40559,0.02501762750603964,2.5888552415644197,0.008612592074464022,236.179
2,65,113.159,17.475556187178498,1,25477,0.15075841738998008,17.324797769788518,0.00870188612838396,465.183,17.475556187178498,1,80316,0.17174243928798916,17.30381374789051,0.00870188612838396,384.707,17.475556187178498,1,40587,0.16720429669244652,17.30835189048605,0.00870188612838396,328.139,17.475556187178498,1,37437,0.1426755407399085,17.33288064643859,0.00870188612838396,158.068,17.475556187178498,1,27073,0.10661968296890834,17.36893650420959,0.00870188612838396,111.209,17.475556187178498,1,15349,0.14470763916903095,17.330848548009467,0.00870188612838396,181.457,17.475556187178498,1,25477,0.15075841739008666,17.32479776978841,0.00870188612838396,110.866,17.475556187178498,1,15349,0.14470763916903095,17.330848548009467,0.00870188612838396,110.866
2,70,1800.0,1.9116687935507768,0,303134,2.2759828800668354,-0.36431408651605857,Inf,1800.0,1.9116687935507768,0,275232,2.9288223863051845,-1.0171535927544078,Inf,1800.0,1.9116687935507768,0,169656,3.0395471384359656,-1.1278783448851888,Inf,1800.0,1.9116687935507768,0,160524,3.047915609668517,-1.1362468161177404,Inf,1800.0,1.9116687935507768,0,266510,2.3547462039377915,-0.44307741038701476,Inf,1800.0,1.9116687935507768,0,301345,1.7438724699381316,0.16779632361264518,Inf,1800.0,1.9116687935507768,0,244036,2.4127235213349696,-0.5010547277841928,Inf,1800.0,1.9116687935507768,0,318878,1.6980439007501902,0.2136248928005866,Inf,1800.0
2,75,114.764,12.36962069471928,1,23622,0.12011456324433034,12.24950613147495,0.009805665792165899,410.277,12.36962069471928,1,72308,0.1220162548617374,12.247604439857543,0.009805665792165899,291.677,12.36962069471928,1,30510,0.12087286640900174,12.248747828310279,0.009805665792165899,298.952,12.36962069471928,1,27594,0.0985774198940188,12.271043274825262,0.009805665792165899,197.164,12.36962069471928,1,20868,0.11276090724966181,12.256859787469619,0.009805665792165899,91.241,12.36962069471928,1,13515,0.11763019741725955,12.251990497302021,0.009805665792165899,174.31,12.36962069471928,1,23622,0.1201145632443339,12.249506131474947,0.009805665792165899,92.137,12.36962069471928,1,13515,0.11763019741725955,12.251990497302021,0.009805665792165899,91.241
2,80,189.682,11.009298728836544,1,36703,0.10420258298484342,10.9050961458517,0.00955540250091991,1800.0,11.009298728836544,0,228121,1.971872723035549,9.037426005800995,0.00955540250091991,623.375,11.009298728836544,1,62274,0.1024330772817148,10.90686565155483,0.00955540250091991,570.352,11.009298728836544,1,45059,0.10609015327813864,10.903208575558406,0.00955540250091991,349.021,11.009298728836544,1,41440,0.09315417028819795,10.916144558548346,0.00955540250091991,137.621,11.009298728836544,1,18293,0.09913812856768445,10.91016060026886,0.00955540250091991,298.338,11.009298728836544,1,36703,0.10420258298494467,10.9050961458516,0.00955540250091991,143.31,11.009298728836544,1,18293,0.09913812856768445,10.91016060026886,0.00955540250091991,137.621
