seed,numV,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Strong_Branching,solutionBoscia_Strong_Branching,terminationBoscia_Strong_Branching,numberNodesBoscia_Strong_Branching,dualGapBoscia_Strong_Branching,lbBoscia_Strong_Branching,relGapBoscia_Strong_Branching,timeBoscia_Hybrid_Branching_1,solutionBoscia_Hybrid_Branching_1,terminationBoscia_Hybrid_Branching_1,numberNodesBoscia_Hybrid_Branching_1,dualGapBoscia_Hybrid_Branching_1,lbBoscia_Hybrid_Branching_1,relGapBoscia_Hybrid_Branching_1,timeBoscia_Hybrid_Branching_2,solutionBoscia_Hybrid_Branching_2,terminationBoscia_Hybrid_Branching_2,numberNodesBoscia_Hybrid_Branching_2,dualGapBoscia_Hybrid_Branching_2,lbBoscia_Hybrid_Branching_2,relGapBoscia_Hybrid_Branching_2,timeBoscia_Hybrid_Branching_5,solutionBoscia_Hybrid_Branching_5,terminationBoscia_Hybrid_Branching_5,numberNodesBoscia_Hybrid_Branching_5,dualGapBoscia_Hybrid_Branching_5,lbBoscia_Hybrid_Branching_5,relGapBoscia_Hybrid_Branching_5,timeBoscia_Hybrid_Branching_10,solutionBoscia_Hybrid_Branching_10,terminationBoscia_Hybrid_Branching_10,numberNodesBoscia_Hybrid_Branching_10,dualGapBoscia_Hybrid_Branching_10,lbBoscia_Hybrid_Branching_10,relGapBoscia_Hybrid_Branching_10,timeBoscia_Hybrid_Branching_20,solutionBoscia_Hybrid_Branching_20,terminationBoscia_Hybrid_Branching_20,numberNodesBoscia_Hybrid_Branching_20,dualGapBoscia_Hybrid_Branching_20,lbBoscia_Hybrid_Branching_20,relGapBoscia_Hybrid_Branching_20,minimumTime
1,4,6.733,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,9.936,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,11.553,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,11.421,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,11.601,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,12.5,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,11.201,-27719.08006761879,1,4,0.0,-27719.08006761879,0.0,6.733
1,5,3.921,21621.882150493726,1,2,0.0,21621.882150493726,0.0,6.958,21621.882150493726,1,2,0.0,21621.882150493726,0.0,8.101,21621.882150493726,1,2,0.0,21621.882150493726,0.0,8.345,21621.882150493726,1,2,0.0,21621.882150493726,0.0,7.897,21621.882150493726,1,2,0.0,21621.882150493726,0.0,8.695,21621.882150493726,1,2,0.0,21621.882150493726,0.0,7.792,21621.882150493726,1,2,0.0,21621.882150493726,0.0,3.921
1,6,2.743,39996.88473133878,1,2,0.0,39996.88473133878,0.0,5.912,39996.88473133878,1,2,0.0,39996.88473133878,0.0,6.117,39996.88473133878,1,2,0.0,39996.88473133878,0.0,6.969,39996.88473133878,1,2,0.0,39996.88473133878,0.0,6.862,39996.88473133878,1,2,0.0,39996.88473133878,0.0,7.608,39996.88473133878,1,2,0.0,39996.88473133878,0.0,6.717,39996.88473133878,1,2,0.0,39996.88473133878,0.0,2.743
1,7,2.803,13872.362100414519,1,2,0.0,13872.362100414519,0.0,6.635,13872.362100414519,1,2,0.0,13872.362100414519,0.0,6.711,13872.362100414519,1,2,0.0,13872.362100414519,0.0,7.267,13872.362100414519,1,2,0.0,13872.362100414519,0.0,6.595,13872.362100414519,1,2,0.0,13872.362100414519,0.0,7.712,13872.362100414519,1,2,0.0,13872.362100414519,0.0,6.983,13872.362100414519,1,2,0.0,13872.362100414519,0.0,2.803
1,8,2.425,41964.88332034584,1,2,0.0,41964.88332034584,0.0,6.166,41964.88332034584,1,2,0.0,41964.88332034584,0.0,6.916,41964.88332034584,1,2,0.0,41964.88332034584,0.0,6.748,41964.88332034584,1,2,0.0,41964.88332034584,0.0,6.596,41964.88332034584,1,2,0.0,41964.88332034584,0.0,7.159,41964.88332034584,1,2,0.0,41964.88332034584,0.0,6.097,41964.88332034584,1,2,0.0,41964.88332034584,0.0,2.425
2,4,12.626,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,15.245,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,16.271,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,16.24,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,18.233,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,18.616,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,17.298,-21806.95978267962,1,4,0.0,-21806.95978267962,0.0,12.626
2,5,2.616,16463.960978327195,1,2,0.0,16463.960978327195,0.0,5.739,16463.960978327195,1,2,0.0,16463.960978327195,0.0,6.357,16463.960978327195,1,2,0.0,16463.960978327195,0.0,6.805,16463.960978327195,1,2,0.0,16463.960978327195,0.0,6.729,16463.960978327195,1,2,0.0,16463.960978327195,0.0,7.275,16463.960978327195,1,2,0.0,16463.960978327195,0.0,6.353,16463.960978327195,1,2,0.0,16463.960978327195,0.0,2.616
2,6,9.551,11.775436260639696,1,4,0.0,11.775436260639696,0.0,13.168,11.775436260639696,1,4,0.0,11.775436260639696,0.0,12.941,11.775436260639696,1,4,0.0,11.775436260639696,0.0,13.25,11.775436260639696,1,4,0.0,11.775436260639696,0.0,13.901,11.775436260639696,1,4,0.0,11.775436260639696,0.0,14.583,11.775436260639696,1,4,0.0,11.775436260639696,0.0,13.843,11.775436260639696,1,4,0.0,11.775436260639696,0.0,9.551
2,7,13.218,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,17.767,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,17.389,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,16.956,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,16.508,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,18.755,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,18.309,-63078.90564121283,1,4,0.0,-63078.90564121283,0.0,13.218
2,8,2.616,15406.993207279134,1,2,0.0,15406.993207279134,0.0,6.162,15406.993207279134,1,2,0.0,15406.993207279134,0.0,6.97,15406.993207279134,1,2,0.0,15406.993207279134,0.0,6.717,15406.993207279134,1,2,0.0,15406.993207279134,0.0,6.55,15406.993207279134,1,2,0.0,15406.993207279134,0.0,6.786,15406.993207279134,1,2,0.0,15406.993207279134,0.0,6.447,15406.993207279134,1,2,0.0,15406.993207279134,0.0,2.616
