seed,n0,m0,M,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,2,18,20.0,3.0532239454771366,1.3289834566165837e-8,4.352721864277122e-9,54,OPTIMAL,4.946
2,2,18,20.0,3.2249689175887406,8.787761007766903e-8,2.7249134710409115e-8,16,OPTIMAL,4.807
3,2,18,20.0,3.3413215906953506,3.938317894025545e-8,1.1786707246056359e-8,61,OPTIMAL,4.983
4,2,18,20.0,1.4352713939575417,9.017705226987971e-8,6.282927278790729e-8,38,OPTIMAL,4.961
5,2,18,20.0,0.9996270147139672,8.404317664023608e-8,8.407454227332558e-8,63,OPTIMAL,5.067
6,2,18,20.0,0.09959889598338262,5.489344445663846e-8,5.511454135000372e-7,37,OPTIMAL,5.016
7,2,18,20.0,4.155671012596181,4.337326586778545e-8,1.0437127046152064e-8,59,OPTIMAL,5.034
8,2,18,20.0,1.7918318160727862,8.244643789900863e-8,4.601237736322022e-8,41,OPTIMAL,4.938
9,2,18,20.0,0.3516914944738503,2.6011075737741862e-8,7.395992814791597e-8,67,OPTIMAL,4.956
10,2,18,20.0,1.5948028072372764,2.390136732977055e-8,1.4987036378112634e-8,84,OPTIMAL,5.026
1,2,19,20.0,3.0758039096430787,8.391365113880056e-8,2.728186057799067e-8,64,OPTIMAL,4.954
2,2,19,20.0,2.8257415463844584,7.264414758623161e-8,2.5707994967450336e-8,16,OPTIMAL,4.804
3,2,19,20.0,4.25751543319662,5.411205794558782e-8,1.2709773923875486e-8,66,OPTIMAL,4.992
4,2,19,20.0,1.4206946445757869,2.5707687756337805e-8,1.8095153888046488e-8,16,OPTIMAL,4.931
5,2,19,20.0,1.9826704151691423,6.39870096907913e-8,3.227314598850997e-8,41,OPTIMAL,4.95
6,2,19,20.0,0.40531192181988007,4.223499638911221e-8,1.0420369724264896e-7,19,OPTIMAL,4.931
7,2,19,20.0,4.461341255540128,3.219172128865466e-8,7.215704801995295e-9,79,OPTIMAL,5.01
8,2,19,20.0,2.5479034351512273,5.8699334726242114e-8,2.3038289155212958e-8,41,OPTIMAL,5.183
9,2,19,20.0,0.8896981060266755,7.479437669211109e-8,8.406714870270673e-8,41,OPTIMAL,4.937
10,2,19,20.0,2.7405462084815904,0.018082465876733345,0.006641949199820019,62,OPTIMAL,5.046
1,2,20,20.0,3.3882214078246813,2.9710979898567302e-8,8.768901610292085e-9,62,OPTIMAL,5.024
2,2,20,20.0,3.2672790660024797,8.614259172645689e-8,2.6365239166124398e-8,16,OPTIMAL,4.888
3,2,20,20.0,3.1647135439810348,4.104309736518985e-8,1.2968977231931992e-8,58,OPTIMAL,4.926
4,2,20,20.0,2.7126330459355787,3.2106680425414424e-8,1.1835983806779542e-8,37,OPTIMAL,4.928
5,2,20,20.0,1.9437670310453399,1.7731493162642664e-8,9.12223174958247e-9,39,OPTIMAL,4.973
6,2,20,20.0,0.8511158152098118,5.887649834335207e-8,6.917566489075181e-8,42,OPTIMAL,4.907
7,2,20,20.0,4.367876856557001,0.0044668372501348586,0.0010237033032353953,62,OPTIMAL,4.949
8,2,20,20.0,0.7424441245381963,8.624593905715017e-8,1.1616490214606604e-7,38,OPTIMAL,4.982
9,2,20,20.0,1.1139874445287137,9.51310950014772e-8,8.539692578458698e-8,40,OPTIMAL,4.99
10,2,20,20.0,1.4400681162035134,1.403996652271644e-8,9.749515666393074e-9,62,OPTIMAL,4.996
1,2,21,20.0,3.8774773891148406,7.806814394939465e-8,2.013374616712347e-8,61,OPTIMAL,5.054
2,2,21,20.0,4.217212338020205,5.058116858691619e-8,1.1993982076162533e-8,15,OPTIMAL,5.055
3,2,21,20.0,4.311855546219654,5.1229505970695755e-8,1.1881081365138098e-8,55,OPTIMAL,5.26
4,2,21,20.0,2.184584876887847,8.531782969001256e-8,3.905448303917576e-8,39,OPTIMAL,5.229
5,2,21,20.0,2.067139151750795,3.8385701728316235e-8,1.8569481599053193e-8,42,OPTIMAL,5.156
6,2,21,20.0,0.9623225959819904,5.144698089765143e-8,5.3461265341664014e-8,22,OPTIMAL,5.121
7,2,21,20.0,4.456969779803134,1.3436094903340745e-8,3.0146255432853794e-9,59,OPTIMAL,5.193
8,2,21,20.0,1.097161054438528,6.399170815463151e-8,5.832481168380843e-8,39,OPTIMAL,5.238
9,2,21,20.0,0.5976298112501273,5.644679046401535e-8,9.445110456822955e-8,42,OPTIMAL,5.244
10,2,21,20.0,2.916927015786495,5.064366703777523e-9,1.7361993238643857e-9,64,OPTIMAL,5.196
1,2,22,20.0,3.7142270359803398,5.539856973157953e-8,1.4915235396546038e-8,61,OPTIMAL,5.191
2,2,22,20.0,3.968882895009224,8.994680600338256e-8,2.266300377744915e-8,15,OPTIMAL,5.09
3,2,22,20.0,3.912591566422814,4.962461686019992e-8,1.2683311469429701e-8,64,OPTIMAL,5.269
4,2,22,20.0,2.7452959277722,4.454727875469189e-8,1.622676776914911e-8,42,OPTIMAL,5.192
5,2,22,20.0,2.190876144662475,3.195865572180878e-8,1.4587157866433506e-8,46,OPTIMAL,5.247
6,2,22,20.0,0.6513958580723106,7.921392808363237e-8,1.2160644980300674e-7,41,OPTIMAL,5.432
7,2,22,20.0,4.524304927622753,7.977454963281616e-8,1.7632443505825564e-8,60,OPTIMAL,5.272
8,2,22,20.0,1.2815295867275727,3.76583724204238e-8,2.938548896338427e-8,39,OPTIMAL,5.284
9,2,22,20.0,1.0517412371714128,5.974246852780141e-8,5.680339403829952e-8,37,OPTIMAL,5.164
10,2,22,20.0,2.5276615987871183,5.380870371496371e-8,2.1287938577798484e-8,78,OPTIMAL,5.23
1,2,23,20.0,4.16853722618299,3.2415393924623004e-8,7.776203598012138e-9,64,OPTIMAL,5.167
2,2,23,20.0,3.903034787427202,2.134292476085875e-8,5.468289687378587e-9,16,OPTIMAL,5.033
3,2,23,20.0,4.798576108153918,4.116904150919254e-8,8.579428758552654e-9,65,OPTIMAL,5.134
4,2,23,20.0,2.1164218359908613,3.01944118596964e-8,1.42667268769392e-8,38,OPTIMAL,5.124
5,2,23,20.0,2.438422543240401,4.8562077914482416e-8,1.991536660298433e-8,43,OPTIMAL,5.196
6,2,23,20.0,1.6707479174665025,5.084610288363933e-8,3.043313949368745e-8,46,OPTIMAL,5.319
7,2,23,20.0,4.939014399234411,3.9566203646757e-8,8.01095132864019e-9,64,OPTIMAL,5.296
8,2,23,20.0,1.938538753885808,7.68235814962992e-8,3.962963566593476e-8,59,OPTIMAL,5.33
9,2,23,20.0,0.9733858225458041,5.968347582818723e-8,6.131533674037168e-8,61,OPTIMAL,5.21
10,2,23,20.0,3.593297448527318,3.718484187231752e-8,1.0348389686570656e-8,60,OPTIMAL,5.262
1,2,24,20.0,3.4517559686486594,2.8455484191169944e-8,8.243770615363221e-9,61,OPTIMAL,5.269
2,2,24,20.0,3.721536082875753,4.9472431928876404e-8,1.3293551771319053e-8,17,OPTIMAL,5.031
3,2,24,20.0,4.5948218554351445,8.807950546696475e-8,1.916929751067478e-8,40,OPTIMAL,5.218
4,2,24,20.0,2.3596923338462754,4.6337593317957726e-8,1.963713385988987e-8,18,OPTIMAL,5.094
5,2,24,20.0,1.908738745476035,7.422316716798605e-8,3.888597652777007e-8,42,OPTIMAL,5.12
6,2,24,20.0,0.45465059065083857,3.3378667829708775e-8,7.34160935158099e-8,38,OPTIMAL,5.192
7,2,24,20.0,5.085363468798053,3.7311624012659195e-8,7.337061453984061e-9,56,OPTIMAL,5.225
8,2,24,20.0,1.387735470569267,4.8413444586614673e-8,3.488665333007443e-8,40,OPTIMAL,5.112
9,2,24,20.0,1.2592919470381723,5.283911463926927e-8,4.195938597133297e-8,39,OPTIMAL,5.195
10,2,24,20.0,2.4796362214129806,1.3473129722996191e-8,5.433510641542871e-9,40,OPTIMAL,5.246
1,2,25,20.0,3.2110174730164687,4.582464629976357e-8,1.4271067454105742e-8,62,OPTIMAL,5.278
2,2,25,20.0,3.665499737781815,8.755701275120487e-8,2.3886787916030784e-8,17,OPTIMAL,5.048
3,2,25,20.0,4.5260116750278385,9.762792352319138e-8,2.1570409587700677e-8,58,OPTIMAL,5.292
4,2,25,20.0,1.2083682555308264,6.262819773894535e-8,5.1828737388813394e-8,41,OPTIMAL,5.528
5,2,25,20.0,2.665073778163115,2.8528988949005907e-8,1.0704765281982347e-8,42,OPTIMAL,5.23
6,2,25,20.0,1.7363731205668058,4.593305646949375e-8,2.6453448939354432e-8,53,OPTIMAL,5.217
7,2,25,20.0,4.261687815864774,6.78894425121257e-8,1.5930177555682963e-8,62,OPTIMAL,5.278
8,2,25,20.0,1.2417842215013062,5.8268069258460287e-8,4.692286387897519e-8,61,OPTIMAL,5.273
9,2,25,20.0,2.694721937624888,9.660865485372483e-8,3.5851067588219714e-8,42,OPTIMAL,5.254
10,2,25,20.0,3.233885135863616,2.8012002495358956e-8,8.6620277347974e-9,63,OPTIMAL,5.269
1,3,26,20.0,3.352452770160834,5.140052650176585e-8,1.5332215191023807e-8,102,OPTIMAL,5.48
2,3,26,20.0,3.707298696663103,0.01390305611306264,0.0037643018691038803,21,OPTIMAL,5.183
3,3,26,20.0,3.7959953365216172,7.014790304182839e-8,1.8479449556542823e-8,107,OPTIMAL,5.539
4,3,26,20.0,0.5622672722197346,6.144484876458023e-8,1.0928051216057986e-7,79,OPTIMAL,5.601
5,3,26,20.0,1.1653012423841398,6.20818569885273e-8,5.327537467388738e-8,104,OPTIMAL,5.643
6,3,26,20.0,0.13376590350839082,4.23451202991032e-8,3.165614898364691e-7,53,OPTIMAL,5.49
7,3,26,20.0,5.159338267215356,4.3860232779024955e-8,8.501135393775871e-9,96,OPTIMAL,5.566
8,3,26,20.0,0.8255661158804147,3.716735430536744e-8,4.5020447501072275e-8,124,OPTIMAL,7.9
9,3,26,20.0,1.9182542341783968,9.000761469479812e-8,4.6921631822516604e-8,108,OPTIMAL,7.777
10,3,26,20.0,2.607670476843722,5.193428487260121e-8,1.9915969585920683e-8,96,OPTIMAL,7.839
1,3,27,20.0,3.6436218122750548,8.499504833281435e-8,2.3327078026912483e-8,74,OPTIMAL,7.754
2,3,27,20.0,3.294197974121158,2.20912284021324e-8,6.706102281594671e-9,20,OPTIMAL,7.237
3,3,27,20.0,3.39748239062481,4.323638824743625e-8,1.2726008210365308e-8,98,OPTIMAL,7.839
4,3,27,20.0,0.8664493447295624,8.694832187572388e-8,1.0035016026025199e-7,108,OPTIMAL,7.862
5,3,27,20.0,1.5021059430555836,5.356768628672626e-8,3.566172442409417e-8,78,OPTIMAL,7.74
6,3,27,20.0,-0.5204368475555328,8.721972344361006e-8,1.6758944692958804e-7,54,OPTIMAL,7.697
7,3,27,20.0,4.691017074429861,1.937375238014738e-8,4.129968438137698e-9,68,OPTIMAL,7.702
8,3,27,20.0,0.9076318062146539,5.851707607362755e-8,6.447226666769857e-8,105,OPTIMAL,7.888
9,3,27,20.0,1.0910343120805823,8.238262960702514e-8,7.55087488225116e-8,96,OPTIMAL,7.828
10,3,27,20.0,2.0791162574832747,4.615702842158953e-8,2.2200311925876644e-8,72,OPTIMAL,7.724
1,3,28,20.0,2.140254855895619,6.086558945739284e-8,2.8438478259098518e-8,101,OPTIMAL,7.84
2,3,28,20.0,3.8579498656413835,0.008910409432517863,0.0023149696265504704,21,OPTIMAL,7.24
3,3,28,20.0,3.5124846272613435,3.730076825192441e-8,1.0619482391051025e-8,49,OPTIMAL,7.569
4,3,28,20.0,1.001153479814732,6.369264982097889e-8,6.361927032890642e-8,79,OPTIMAL,7.767
5,3,28,20.0,1.001217667874063,4.5256466130183526e-8,4.520142784928656e-8,80,OPTIMAL,7.708
6,3,28,20.0,-0.370623432136612,5.148811821342747e-8,1.3892299770849062e-7,56,OPTIMAL,7.693
7,3,28,20.0,5.227827813831572,9.507875908809638e-8,1.8187049038941746e-8,96,OPTIMAL,7.809
8,3,28,20.0,2.6533072071607493,8.505293447313989e-8,3.205544272069528e-8,110,OPTIMAL,7.987
9,3,28,20.0,1.3490393487245944,5.590790008724866e-8,4.144275143425741e-8,102,OPTIMAL,7.769
10,3,28,20.0,2.2960748012558367,4.0131524770004035e-8,1.7478317975305365e-8,138,OPTIMAL,7.814
1,3,29,20.0,3.6386839344258517,6.940383512343828e-8,1.907388432136254e-8,103,OPTIMAL,7.845
2,3,29,20.0,3.680187360137923,0.007483431144599262,0.0020375808367026323,20,OPTIMAL,7.335
3,3,29,20.0,5.1356109223552036,3.827684214030569e-8,7.453220854207078e-9,104,OPTIMAL,7.867
4,3,29,20.0,0.858153800440311,8.150325303546424e-8,9.49751207003068e-8,80,OPTIMAL,7.788
5,3,29,20.0,0.9038410578993221,7.063843021626326e-8,7.81536035783622e-8,104,OPTIMAL,7.894
6,3,29,20.0,0.5551413170209478,4.4748693195373335e-8,8.060775775544842e-8,107,OPTIMAL,7.95
7,3,29,20.0,5.360563582330039,6.619650250172526e-8,1.2348795476911246e-8,125,OPTIMAL,7.945
8,3,29,20.0,1.821211365698203,4.50036694576994e-8,2.471084434097241e-8,132,OPTIMAL,7.943
9,3,29,20.0,1.759598501091959,9.481146356904446e-8,5.3882444557028475e-8,91,OPTIMAL,7.814
10,3,29,20.0,2.523534280468299,9.136513900998011e-8,3.620523130001675e-8,90,OPTIMAL,4.442
1,3,30,20.0,4.021995084160342,9.924750088430301e-8,2.4676187130167132e-8,112,OPTIMAL,4.56
2,3,30,20.0,4.287002335977499,0.007411845991986077,0.0017319054263089473,22,OPTIMAL,4.256
3,3,30,20.0,4.283366998288573,6.212995895538143e-8,1.4504934991887592e-8,127,OPTIMAL,4.645
4,3,30,20.0,0.6466215639147733,7.022013281954287e-8,1.085954202021987e-7,123,OPTIMAL,4.765
5,3,30,20.0,1.7053798648507583,3.100885770379591e-8,1.8182962580212277e-8,110,OPTIMAL,4.74
6,3,30,20.0,1.0695752476657032,4.854621327154973e-8,4.5388312398711745e-8,76,OPTIMAL,4.508
7,3,30,20.0,4.614836276832873,6.221502157899295e-8,1.348152321894373e-8,120,OPTIMAL,4.585
8,3,30,20.0,1.8412128194590387,7.45491828268996e-8,4.048917379753933e-8,140,OPTIMAL,4.727
9,3,30,20.0,1.2378727652842538,6.951163977753083e-8,5.6154110204478964e-8,96,OPTIMAL,4.489
10,3,30,20.0,3.741039670677676,2.6853602896892426e-8,7.1781123574095035e-9,121,OPTIMAL,4.475
