seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
8,50,50,25.0,10.0,0.26320428356742726,0.002574361178661777,0.009877458256008541,1719,OPTIMAL,34.275
9,50,50,25.0,0.1,0.7845193689020702,0.006629239687983901,0.008522077140484504,29744,Time limit reached,1804.003
9,50,50,25.0,1.0,0.14564271129897696,0.025833196543452328,0.21561890636286973,37428,Time limit reached,1803.869
9,50,50,25.0,5.0,0.14314428969932055,0.023302037520696844,0.19443924907189983,41934,Time limit reached,1802.86
9,50,50,25.0,10.0,0.6407601766805252,0.004350702398998263,0.006836325628102848,79,OPTIMAL,13.488
10,50,50,25.0,0.1,0.8328507229982246,0.004481492380226437,0.005410017917834848,29581,Time limit reached,1803.224
10,50,50,25.0,1.0,0.5397472033020508,0.06967763626494833,0.1482283499102776,47371,Time limit reached,1801.711
10,50,50,25.0,5.0,0.4867573638094227,0.016524591696390867,0.035141301662443,34979,Time limit reached,1803.939
10,50,50,25.0,10.0,0.8661406604567691,0.004954768906420104,0.005753425543816431,28,OPTIMAL,12.004
1,70,70,35.0,0.1,0.44031746021692914,0.022276821146903825,0.05328864963095674,14211,Time limit reached,1813.325
1,70,70,35.0,1.0,-1.2120706695776509,0.22509968436379513,0.18571498346893558,18697,Time limit reached,1801.645
1,70,70,35.0,5.0,-1.4664790125244545,0.17994031096337482,0.12270227492285656,18295,Time limit reached,1812.395
1,70,70,35.0,10.0,0.22215502535700155,0.0021362065084852555,0.009709199056995398,2713,OPTIMAL,88.176
2,70,70,35.0,0.1,0.8635729374480843,0.04678378987247134,0.05727768299974922,13341,Time limit reached,1801.735
2,70,70,35.0,1.0,0.2843021667961945,0.03696558033458394,0.1494545585164426,6142,Time limit reached,1801.693
2,70,70,35.0,5.0,0.28582501996519755,0.03813184823013768,0.1539479185600024,10715,Time limit reached,1812.46
2,70,70,35.0,10.0,0.8199684635575483,0.0043973834539913215,0.005391784433348182,35,OPTIMAL,12.796
3,70,70,35.0,0.1,0.6322465991864024,0.007505264212749219,0.012013394652469624,14657,Time limit reached,1805.234
3,70,70,35.0,1.0,-0.8262712854632354,0.09443538060765433,0.11429101103847593,18759,Time limit reached,1801.633
3,70,70,35.0,5.0,-0.9394368465969277,0.09637255736442996,0.1025854560777935,19977,Time limit reached,1802.13
3,70,70,35.0,10.0,0.4424477914966953,0.004380438141073251,0.00999946265686962,439,OPTIMAL,26.417
4,70,70,35.0,0.1,0.8927265358285891,0.06605355261525891,0.07990288053022439,2744,Time limit reached,1814.294
4,70,70,35.0,1.0,0.5297678963076655,0.05697965030308466,0.12051833095388031,7090,Time limit reached,1801.927
4,70,70,35.0,5.0,0.5294348237488671,0.056503288024970844,0.11947456186968725,11899,Time limit reached,1801.778
4,70,70,35.0,10.0,0.9083951234420451,0.005029977483796522,0.005568044667542437,102,OPTIMAL,12.986
5,70,70,35.0,0.1,0.47426245598004346,0.02615844082913199,0.058375823346109516,12303,Time limit reached,1811.142
5,70,70,35.0,1.0,-1.3961402249775712,0.18884733888203975,0.1352638764383954,12462,Time limit reached,1802.167
5,70,70,35.0,5.0,-1.7998842617638322,0.07326127541679495,0.04070332574884627,20760,Time limit reached,1805.332
5,70,70,35.0,10.0,0.29861175393450273,0.0029041072890391706,0.009820873156252966,1342,OPTIMAL,42.871
6,70,70,35.0,0.1,0.7779321759254076,0.004528404369991801,0.005855161994988193,12291,Time limit reached,1804.401
6,70,70,35.0,1.0,0.12914223336093997,0.06133717060507862,0.9046104835258247,3036,Time limit reached,1803.963
6,70,70,35.0,5.0,0.12892144295539273,0.060518436253047495,0.8847335690431366,6337,Time limit reached,1801.85
6,70,70,35.0,10.0,0.8271328481416219,0.0070221865168645925,0.008562486558768337,110,OPTIMAL,12.916
7,70,70,35.0,0.1,0.8950657649385793,0.056074535629258015,0.0668356636760315,10382,Time limit reached,1801.677
7,70,70,35.0,1.0,0.5380874348374264,0.04353618349602878,0.08803169212077268,6385,Time limit reached,1815.422
7,70,70,35.0,5.0,0.5415998596926579,0.04690916798745265,0.09482524893637302,8039,Time limit reached,1806.916
7,70,70,35.0,10.0,0.8199262229443877,0.007735183086478692,0.009523846862225844,104,OPTIMAL,13.024
8,70,70,35.0,0.1,0.9428759082602531,0.03150556289038264,0.034569440459022646,10830,Time limit reached,1801.727
8,70,70,35.0,1.0,0.840623895935512,0.03290711598190299,0.040740909188234274,6233,Time limit reached,1801.953
8,70,70,35.0,5.0,0.8406554419741952,0.0328651040795197,0.04068519086917434,6717,Time limit reached,1806.898
8,70,70,35.0,10.0,0.9755476896653795,0.008427581774912318,0.008714100457796291,31,OPTIMAL,11.161
9,70,70,35.0,0.1,0.22895179621613856,0.023163149385747234,0.11255795566233563,14272,Time limit reached,1805.352
9,70,70,35.0,1.0,-1.970813696168218,0.3088456471712664,0.156709712222796,20083,Time limit reached,1801.599
9,70,70,35.0,5.0,-2.509005073293224,0.2565604016490499,0.1022558321543362,13180,Time limit reached,1802.02
9,70,70,35.0,10.0,0.29867031625561985,0.0028385669133338953,0.00959520713934457,909,OPTIMAL,31.485
10,70,70,35.0,0.1,0.9971627249381513,0.018498748339098148,0.01890204276587659,5463,Time limit reached,1809.899
10,70,70,35.0,1.0,0.9969404444481795,0.01842067181457252,0.01882503790903966,8529,Time limit reached,1801.93
10,70,70,35.0,5.0,0.9971470436774174,0.01895454585739642,0.019377112275588006,6335,Time limit reached,1801.975
10,70,70,35.0,10.0,0.9995257767164175,0.007639395341641486,0.007701885503310488,33,OPTIMAL,11.18
1,90,90,45.0,0.1,0.836027139905809,0.07771026844386397,0.10247730384007912,978,Time limit reached,1806.937
1,90,90,45.0,1.0,0.02910851070751062,0.058746386492100205,Inf,1824,Time limit reached,1817.349
1,90,90,45.0,5.0,0.016460859681873594,0.04636106455386302,Inf,2078,Time limit reached,1823.6
1,90,90,45.0,10.0,0.791877428349506,0.007679003658215611,0.00979216919651241,41,OPTIMAL,11.484
2,90,90,45.0,0.1,0.8229861560750843,0.08998604818474587,0.12276403129562481,1136,Time limit reached,1818.58
2,90,90,45.0,1.0,-0.08708080596984231,0.05932347456752367,0.6812462735825904,1637,Time limit reached,1824.668
2,90,90,45.0,5.0,-0.08440431160801304,0.06311588090877862,0.7477802935221929,2177,Time limit reached,1817.234
2,90,90,45.0,10.0,0.628870644697079,0.0059268398597528416,0.009514244806239884,27,OPTIMAL,11.449
3,90,90,45.0,0.1,0.4511744564812673,0.03552055401091336,0.08545704443000346,4574,Time limit reached,1810.145
3,90,90,45.0,1.0,-0.308388138554239,0.3247206887407989,1.0529610193930572,1672,Time limit reached,1822.018
3,90,90,45.0,5.0,-0.3250111533583346,0.3184497508496899,0.9798117620246388,3044,Time limit reached,1825.777
3,90,90,45.0,10.0,0.9616811434785802,0.004020701919963621,0.0041984629890525985,32,OPTIMAL,11.97
4,90,90,45.0,0.1,0.4381259172059552,0.020003615445194578,0.04784154148429078,1800,Time limit reached,1809.542
4,90,90,45.0,1.0,-1.3631633489115382,0.24061146006548562,0.17650963126144023,1607,Time limit reached,1816.728
4,90,90,45.0,5.0,-1.6593521636392077,0.24033116454898407,0.14483433343160976,2308,Time limit reached,1802.89
4,90,90,45.0,10.0,0.4474887251404965,0.0042080140268779265,0.009492887737674104,42,OPTIMAL,11.738
5,90,90,45.0,0.1,0.8692761132992008,0.09073198358162338,0.11654057890660233,1206,Time limit reached,1824.653
5,90,90,45.0,1.0,0.3370039597128762,0.07974539566931216,0.30998150038576794,1703,Time limit reached,1804.835
5,90,90,45.0,5.0,0.33720480256808666,0.0795188444695708,0.3085881941582939,2185,Time limit reached,1825.339
5,90,90,45.0,10.0,0.9588344184744112,0.006306673327742152,0.006620986485565371,95,OPTIMAL,14.593
6,90,90,45.0,0.1,0.8394008620905159,0.09995090190664735,0.13516925727035536,2602,Time limit reached,1812.128
6,90,90,45.0,1.0,0.060655782337839144,0.08433792740066184,Inf,1588,Time limit reached,1809.502
6,90,90,45.0,5.0,0.061586525543365606,0.08516642879807806,Inf,2066,Time limit reached,1807.895
6,90,90,45.0,10.0,0.8035913726436295,0.005946595427658519,0.0074551925838642,113,OPTIMAL,14.672
7,90,90,45.0,0.1,0.8450846270109141,0.06040886900814979,0.07698577201098772,993,Time limit reached,1821.749
7,90,90,45.0,1.0,0.11566953655749482,0.05375164265346992,0.8681116114315358,1626,Time limit reached,1821.933
7,90,90,45.0,5.0,0.11463236076539278,0.05250307996432015,0.8450617693841664,2105,Time limit reached,1823.129
7,90,90,45.0,10.0,0.7352889025292477,0.007078866785649507,0.009720913525204378,41,OPTIMAL,11.753
8,90,90,45.0,0.1,0.6336920308984719,0.01486268346145192,0.02401741857106177,1147,Time limit reached,1827.385
8,90,90,45.0,1.0,-0.6153319048037024,0.11241076149895923,0.18268313510384204,1597,Time limit reached,1820.247
8,90,90,45.0,5.0,-0.6820342291303931,0.10477807607877454,0.15362583225825574,2142,Time limit reached,1805.984
8,90,90,45.0,10.0,0.23935086246790038,0.0023686025407644584,0.009994851688445895,2784,OPTIMAL,92.008
9,90,90,45.0,0.1,0.5088896281060962,0.02842434516755432,0.05916003960517203,2397,Time limit reached,1832.19
9,90,90,45.0,1.0,-0.8727502667658146,0.21623472345648065,0.24776242608070495,2132,Time limit reached,1805.212
9,90,90,45.0,5.0,-0.9981701457329425,0.20989723972931962,0.21028202519039976,2145,Time limit reached,1822.805
9,90,90,45.0,10.0,0.7674507788402757,0.005134426929261138,0.006735296857256029,84,OPTIMAL,14.281
10,90,90,45.0,0.1,0.8413702127272606,0.09017430226810386,0.12004099198701204,986,Time limit reached,1816.63
10,90,90,45.0,1.0,0.08357604955508682,0.07896510266920148,17.125571953761416,1632,Time limit reached,1822.43
10,90,90,45.0,5.0,0.08090791450766951,0.07584724436648346,14.987589044621544,2029,Time limit reached,1808.435
10,90,90,45.0,10.0,0.8318817811835508,0.005911852491108149,0.0071574669800230474,38,OPTIMAL,11.647
