seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,0.8399762136523655,0.0037209233183692625,0.004449506462175138,27478,Time limit reached,1803.05
1,50,50,25.0,1.0,0.5154931757257607,0.02804169662428546,0.05752715465337193,39372,Time limit reached,1804.496
1,50,50,25.0,5.0,0.5106211622000734,0.02321857488241763,0.04763736485314418,51551,Time limit reached,1803.725
1,50,50,25.0,10.0,0.8662129150638478,0.005983028203234042,0.0069551503552950774,24,OPTIMAL,11.46
2,50,50,25.0,0.1,0.8108838922071157,0.0018879248439552798,0.002333664097373412,36592,Time limit reached,1804.023
2,50,50,25.0,1.0,0.29674654871157585,0.031383921557095906,0.11826805414775256,48505,Time limit reached,1801.584
2,50,50,25.0,5.0,0.2971152116194541,0.03157098799606234,0.11889163908471197,66559,Time limit reached,1801.731
2,50,50,25.0,10.0,0.3673877243209399,0.0035051570602061544,0.009632660027086692,169,OPTIMAL,14.361
3,50,50,25.0,0.1,0.8416469039802633,0.0052506925825127615,0.006277757492155569,35096,Time limit reached,1802.776
3,50,50,25.0,1.0,0.49982036461461943,0.01635782625900728,0.03383473374099409,33709,Time limit reached,1804.504
3,50,50,25.0,5.0,0.49864140642487775,0.01516088044686592,0.03135778926399906,37329,Time limit reached,1803.736
3,50,50,25.0,10.0,0.8569825689120638,0.004110106645874079,0.004819133959317911,33,OPTIMAL,11.672
4,50,50,25.0,0.1,0.47890826050237123,0.004172241272792032,0.008788550065282416,34932,Time limit reached,1804.391
4,50,50,25.0,1.0,-0.9524208508394226,0.0534515438567319,0.05612176991885679,35587,Time limit reached,1803.016
4,50,50,25.0,5.0,-1.0402357403256746,0.04784113632602183,0.04599066776060188,18493,Time limit reached,1803.484
4,50,50,25.0,10.0,0.33334466304480603,0.003163697036621671,0.009581706283284818,654,OPTIMAL,21.973
5,50,50,25.0,0.1,0.8233209423020597,0.006310325166356434,0.0077236758421565365,29867,Time limit reached,1803.573
5,50,50,25.0,1.0,0.4660498254785872,0.018324952084334933,0.04092904632572996,30788,Time limit reached,1804.777
5,50,50,25.0,5.0,0.4679234896039804,0.02019635617567972,0.04510862681257172,35805,Time limit reached,1804.697
5,50,50,25.0,10.0,0.941719928409245,0.003863304259868916,0.004119290902671699,30,OPTIMAL,11.632
6,50,50,25.0,0.1,0.909050701593275,0.026291325516354935,0.029783116700721417,66080,Time limit reached,1801.57
6,50,50,25.0,1.0,0.6408045808419952,0.025490847959375507,0.04142739971031699,56212,Time limit reached,1801.596
6,50,50,25.0,5.0,0.6408230565849934,0.025397610468145926,0.041268378856281186,75528,Time limit reached,1801.635
6,50,50,25.0,10.0,0.8747496515098362,0.007753459545137065,0.008942899192633082,87,OPTIMAL,13.579
7,50,50,25.0,0.1,0.7742628909954077,0.006300767591854606,0.008204529103505855,25101,Time limit reached,1803.409
7,50,50,25.0,1.0,0.18513640290425626,0.02250461483805996,0.13837771265787147,31552,Time limit reached,1804.763
7,50,50,25.0,5.0,0.18088437491400083,0.01823486773458316,0.11211142321180469,39186,Time limit reached,1803.812
7,50,50,25.0,10.0,0.6930363224575776,0.005778062638723491,0.008407410978583886,73,OPTIMAL,13.116
8,50,50,25.0,0.1,0.7094122317023602,0.007978052668208613,0.011373914911295156,29298,Time limit reached,1803.476
8,50,50,25.0,1.0,-0.19701987951564076,0.031840959430987276,0.16161292712829786,49978,Time limit reached,1803.088
8,50,50,25.0,5.0,-0.20122475807575974,0.030021279450665267,0.14919277199161776,38271,Time limit reached,1802.748
