seed,dimension,p,k,Ns,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,50,50,25.0,0.1,0.8399762136523655,0.003404932646322134,0.004070104632599188,39990,Time limit reached,1801.836
1,50,50,25.0,1.0,0.49869262491472227,0.011269493770582617,0.023120555941055713,58834,Time limit reached,1802.86
1,50,50,25.0,5.0,0.5201176586663347,0.03270867474613015,0.06710724632741895,49598,Time limit reached,1802.692
2,50,50,25.0,0.1,0.8108838922071157,0.0017846542542288013,0.0022057297430463285,69091,Time limit reached,1801.463
2,50,50,25.0,1.0,0.29674654871157585,0.03126511885763822,0.11776763020614903,66654,Time limit reached,1800.161
2,50,50,25.0,5.0,0.2971152116194541,0.031520427207475,0.1186786377498358,78916,Time limit reached,1800.212
2,50,50,25.0,10.0,0.29412725211384577,0.02875454870823907,0.10835533700046542,63493,Time limit reached,1800.278
3,50,50,25.0,0.1,0.8416469039802633,0.00524596963133428,0.006272075288172467,57952,Time limit reached,1801.269
3,50,50,25.0,1.0,0.4960403001023433,0.012545119540297911,0.0259467313111884,40165,Time limit reached,1803.363
3,50,50,25.0,5.0,0.5000315058586372,0.01657241265694298,0.03427883121856835,53190,Time limit reached,1803.468
4,50,50,25.0,0.1,0.47851272062682637,0.005006544070975283,0.010573344802788966,75081,Time limit reached,1802.238
4,50,50,25.0,1.0,-0.9549728898335132,0.050877834508804565,0.05327673177997172,36937,Time limit reached,1801.967
4,50,50,25.0,5.0,-1.023338796219623,0.06487035701385224,0.06339088995110291,48744,Time limit reached,1802.035
4,50,50,25.0,10.0,-1.0484673748346125,0.0398369315673166,0.03799539453824261,43210,Time limit reached,1802.105
5,50,50,25.0,0.1,0.8281524838722623,0.010932169899713906,0.013377261569248185,48720,Time limit reached,1802.168
5,50,50,25.0,1.0,0.4616822148197057,0.013871433487130214,0.030976104339989794,42383,Time limit reached,1803.337
5,50,50,25.0,5.0,0.473186710181033,0.025482391682398353,0.05691790458455465,63095,Time limit reached,1802.141
5,50,50,25.0,10.0,0.47133271018278616,0.02368043262731445,0.052899167087070265,58421,Time limit reached,1803.275
6,50,50,25.0,0.1,0.909050701593275,0.02625442354367713,0.02974007049699193,97362,Time limit reached,1800.134
6,50,50,25.0,1.0,0.6408045808419952,0.025413695866388863,0.04129683504720133,65546,Time limit reached,1800.254
6,50,50,25.0,5.0,0.6408230565849934,0.025472981435505693,0.04139591829791767,67324,Time limit reached,1800.276
7,50,50,25.0,0.1,0.7750786252859042,0.006779348468770929,0.008823838149185862,51187,Time limit reached,1801.806
7,50,50,25.0,1.0,0.17911241923645627,0.01643941520136083,0.10105804155318945,37685,Time limit reached,1802.739
7,50,50,25.0,5.0,0.18065535432053587,0.01796575362302627,0.11042963745685366,54676,Time limit reached,1801.968
8,50,50,25.0,0.1,0.7104545664771601,0.008971641075982362,0.012789535926126049,58325,Time limit reached,1801.719
8,50,50,25.0,1.0,-0.19872298920661016,0.030098927216613613,0.1514617273863573,44740,Time limit reached,1801.341
8,50,50,25.0,5.0,-0.187082765021741,0.04422409960538984,0.23638788746922,65317,Time limit reached,1801.624
