seed,dimension,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,20,-2.593433720813853,0.005667106912970343,0.0021851751473301317,397,OPTIMAL,0.551
1,25,-0.5940305753036068,0.005758472363204592,0.009693898938217883,365,OPTIMAL,0.881
1,30,-30.32785680594752,0.15285965697122705,0.005040239340000119,309,OPTIMAL,1.058
1,35,-0.3199094780220797,0.019039682749827147,0.059515844505591844,476,OPTIMAL,1.344
1,40,-0.17714701789650789,0.0004659107228391912,0.002630079401683091,1472,OPTIMAL,3.781
1,45,-0.4490277182979161,0.0014897044213698085,0.0033176224109653634,1792,OPTIMAL,7.042
1,50,-0.397855030608364,0.002808964951698578,0.007060272550540237,1798,OPTIMAL,5.418
1,55,0.39870377462198825,0.004477905408156124,0.01135873050920274,2125,OPTIMAL,5.985
1,60,-0.5013609924511313,0.004390520166578593,0.008757203357831126,11378,OPTIMAL,27.507
1,65,-0.17394992509979024,0.0004398626014683882,0.0025286737043206616,2338,OPTIMAL,9.322
1,70,-27.8990448504506,0.2612805123724833,0.009365213532328628,9673,OPTIMAL,40.046
1,75,0.11591840195890324,0.0033230995301345434,0.02951366050317099,3425,OPTIMAL,11.37
1,80,-0.2138040636821208,0.1458803984191871,0.682308820079673,4048,OPTIMAL,16.228
1,85,-0.18412524614821996,0.0,0.0,4009,OPTIMAL,15.525
1,90,-0.4868659426938994,0.04251194389998891,0.08731755535161118,13044,OPTIMAL,54.23
1,95,-0.03257544061515527,0.0014009403082824723,0.04300602791020129,5124,OPTIMAL,24.56
1,100,-0.8249993475704843,0.008435737753698658,0.010225144757436242,197632,OPTIMAL,690.816
1,105,-0.10000891530320338,0.0,0.0,5321,OPTIMAL,25.235
1,110,-47.13478652919416,3.202828884777162,0.06795042728778258,460047,Time limit reached,1800.005
1,115,-0.08414633865235588,0.319262697570252,3.7941365326572467,8646,OPTIMAL,37.876
1,120,-0.09607917200718685,0.41562584467729236,4.3258683020936415,9133,OPTIMAL,59.394
2,20,-10.164772283629109,0.09999099203890083,0.009837012502477944,447,OPTIMAL,0.595
2,25,0.15774201725239978,0.0,0.0,687,OPTIMAL,1.204
2,30,-5.956275569716421,0.05810207387502153,0.009754765909493972,2489,OPTIMAL,6.586
2,35,-0.2615887902233791,0.0008584512555025459,0.0032816821193656144,844,OPTIMAL,2.931
2,40,-0.4593540806253155,0.004652353060662029,0.010128032506707707,4348,OPTIMAL,14.834
2,45,-0.34596652425271984,0.003265747362542648,0.009439489469672222,1322,OPTIMAL,4.013
2,50,0.21453295121529703,0.0,0.0,1701,OPTIMAL,3.522
