seed,dimension,varA,M,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeBoscia_Afw,solutionBoscia_Afw,terminationBoscia_Afw,numberNodesBoscia_Afw,dualGapBoscia_Afw,lbBoscia_Afw,relGapBoscia_Afw,timeBoscia_No_As_No_Ss,solutionBoscia_No_As_No_Ss,terminationBoscia_No_As_No_Ss,numberNodesBoscia_No_As_No_Ss,dualGapBoscia_No_As_No_Ss,lbBoscia_No_As_No_Ss,relGapBoscia_No_As_No_Ss,timeBoscia_No_As,solutionBoscia_No_As,terminationBoscia_No_As,numberNodesBoscia_No_As,dualGapBoscia_No_As,lbBoscia_No_As,relGapBoscia_No_As,timeBoscia_No_Ss,solutionBoscia_No_Ss,terminationBoscia_No_Ss,numberNodesBoscia_No_Ss,dualGapBoscia_No_Ss,lbBoscia_No_Ss,relGapBoscia_No_Ss,timeBoscia_Global_Tightening,solutionBoscia_Global_Tightening,terminationBoscia_Global_Tightening,numberNodesBoscia_Global_Tightening,dualGapBoscia_Global_Tightening,lbBoscia_Global_Tightening,relGapBoscia_Global_Tightening,timeBoscia_Local_Tightening,solutionBoscia_Local_Tightening,terminationBoscia_Local_Tightening,numberNodesBoscia_Local_Tightening,dualGapBoscia_Local_Tightening,lbBoscia_Local_Tightening,relGapBoscia_Local_Tightening,timeBoscia_No_Tightening,solutionBoscia_No_Tightening,terminationBoscia_No_Tightening,numberNodesBoscia_No_Tightening,dualGapBoscia_No_Tightening,lbBoscia_No_Tightening,relGapBoscia_No_Tightening,minimumTime
2,15,1,1.0,0.92,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,1.471,0.614546416192183,1,56,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,0.893,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,0.953,0.614546416192183,1,50,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,5.001,0.614546416192183,1,48,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,5.001,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,4.991,0.614546416192183,1,49,7.80614236584043e-8,0.6145463381307593,1.2702284403132328e-7,6.114,0.614546416192183,1,49,7.806143031974244e-8,0.6145463381307527,1.2702284403132328e-7,0.893
2,20,5,1.0,1.05,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,1.7,0.24076834257868474,1,81,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,0.931,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,1.177,0.24076834257868474,1,57,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,5.144,0.24076834257868474,1,55,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,5.124,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,5.196,0.24076834257868474,1,56,4.5821168082049724e-8,0.24076829675751665,1.9031229899922117e-7,6.247,0.24076834257868474,1,56,4.58211646958695e-8,0.24076829675752004,1.9031229899922117e-7,0.931
3,5,1,0.1,0.447,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,0.992,0.29607562128489934,1,18,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,0.635,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,0.532,0.29607562128489934,1,16,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,4.543,0.29607562128489934,1,14,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,4.491,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,4.512,0.29607562128489934,1,15,8.039918347746422e-8,0.29607554088571586,2.715495621048212e-7,5.52,0.29607562128489934,1,15,8.039918336644192e-8,0.29607554088571597,2.715495621048212e-7,0.447
3,10,5,0.1,0.913,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,1.527,0.03355646171879262,1,26,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,1.176,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,1.209,0.03355646171879262,1,19,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,4.99,0.03355646171879262,1,17,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,5.021,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,5.051,0.03355646171879262,1,18,5.982028009748896e-8,0.03355640189851252,1.7826786160926468e-6,6.176,0.03355646171879251,1,18,5.982028008361118e-8,0.033556401898512424,1.7826786127841185e-6,0.913
3,15,1,1.0,0.876,0.2350250907553182,1,40,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,1.857,0.2350250907553182,1,73,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,0.909,0.2350250907553182,1,40,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,1.151,0.2350250907553182,1,41,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,4.947,0.2350250907553182,1,39,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,4.982,0.2350250907553182,1,40,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,5.011,0.2350250907553182,1,40,9.993773908423265e-8,0.2350249908175791,4.2522175508476873e-7,6.04,0.23502509075531816,1,40,9.99377391397438e-8,0.23502499081757902,4.252217549666725e-7,0.876
3,20,5,1.0,1.128,0.03319014250626026,1,45,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,1.84,0.03319014250626026,1,76,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,1.338,0.03319014250626026,1,45,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,1.14,0.03319014250626026,1,46,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,5.148,0.03319014250626026,1,44,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,5.227,0.03319014250626026,1,45,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,5.253,0.03319014250626026,1,45,6.856442114760997e-8,0.033190073941839114,2.065811039401701e-6,6.461,0.03319014250626025,1,45,6.856442077984859e-8,0.03319007394183947,2.0658110389835702e-6,1.128
1,5,1,0.1,1.318,0.5403238609703603,1,28,5.963286531240897e-8,0.540323801337495,1.1036505363042726e-7,1.764,0.5403238609703606,1,43,5.963286531240897e-8,0.5403238013374952,1.1036505404137456e-7,0.939,0.5403238609703606,1,28,5.963286531240897e-8,0.5403238013374952,1.1036505404137456e-7,0.942,0.5403238609703606,1,29,5.963286531240897e-8,0.5403238013374952,1.1036505404137456e-7,5.068,0.5403238609703606,1,27,5.963286531240897e-8,0.5403238013374952,1.1036505404137456e-7,4.898,0.5403238609703606,1,28,5.963286531240897e-8,0.5403238013374952,1.1036505404137456e-7,5.039,0.5403238609703606,1,28,5.963286531240897e-8,0.5403238013374952,1.1036505404137456e-7,8.447,0.5403238609703604,1,28,5.963286531240897e-8,0.5403238013374951,1.1036505383590091e-7,0.939
1,10,5,0.1,1.832,0.15564498776595997,1,31,5.3255554549602735e-8,0.15564493451040542,3.4216053813201615e-7,1.864,0.15564498776596,1,57,5.32555541332691e-8,0.15564493451040587,3.421605383103424e-7,1.244,0.15564498776596,1,31,5.32555541332691e-8,0.15564493451040587,3.421605383103424e-7,1.298,0.15564498776596,1,32,5.32555541332691e-8,0.15564493451040587,3.421605383103424e-7,5.358,0.15564498776596,1,30,5.32555541332691e-8,0.15564493451040587,3.421605383103424e-7,5.292,0.15564498776596,1,31,5.32555541332691e-8,0.15564493451040587,3.421605383103424e-7,5.469,0.15564498776596,1,31,5.32555541332691e-8,0.15564493451040587,3.421605383103424e-7,8.963,0.15564498776596003,1,31,5.3255554050002374e-8,0.15564493451040598,3.4216053848866864e-7,1.244
1,15,1,1.0,1.873,0.5403238609703384,1,57,4.762309702144307e-8,0.5403238133472413,8.813806803446934e-8,1.81,0.5403238609703382,1,63,4.762312499906329e-8,0.5403238133472132,8.813806782899571e-8,1.25,0.5403238609703382,1,57,4.762312499906329e-8,0.5403238133472132,8.813806782899571e-8,1.31,0.5403238609703382,1,58,4.762312499906329e-8,0.5403238133472132,8.813806782899571e-8,5.373,0.5403238609703382,1,56,4.762312499906329e-8,0.5403238133472132,8.813806782899571e-8,5.262,0.5403238609703382,1,57,4.762312499906329e-8,0.5403238133472132,8.813806782899571e-8,5.437,0.5403238609703382,1,57,4.762312499906329e-8,0.5403238133472132,8.813806782899571e-8,8.955,0.5403238609703385,1,57,4.76231254431525e-8,0.540323813347213,8.8138068239943e-8,1.25
1,20,5,1.0,2.991,0.15564498776595004,1,60,4.6585616392258444e-8,0.15564494118033365,2.993069741873803e-7,2.899,0.15564498776595007,1,217,4.65856189457714e-8,0.15564494118033112,2.993069743657065e-7,1.911,0.15564498776595007,1,60,4.65856189457714e-8,0.15564494118033112,2.993069743657065e-7,1.406,0.15564498776595007,1,61,4.65856189457714e-8,0.15564494118033112,2.993069743657065e-7,5.856,0.15564498776595007,1,59,4.65856189457714e-8,0.15564494118033112,2.993069743657065e-7,5.756,0.15564498776595007,1,60,4.65856189457714e-8,0.15564494118033112,2.993069743657065e-7,5.706,0.15564498776595007,1,60,4.65856189457714e-8,0.15564494118033112,2.993069743657065e-7,9.441,0.15564498776595007,1,60,4.658562402504174e-8,0.15564494118032604,2.993069743657065e-7,1.406
2,5,1,0.1,1.852,0.6207281102912593,1,28,9.15203114404406e-8,0.6207280187709479,1.4744027766243318e-7,1.466,0.6207281102912594,1,38,9.152031210657441e-8,0.6207280187709473,1.4744027784129141e-7,0.953,0.6207281102912594,1,28,9.152031210657441e-8,0.6207280187709473,1.4744027784129141e-7,0.941,0.6207281102912594,1,29,9.152031210657441e-8,0.6207280187709473,1.4744027784129141e-7,5.021,0.6207281102912594,1,27,9.152031210657441e-8,0.6207280187709473,1.4744027784129141e-7,4.925,0.6207281102912594,1,28,9.152031210657441e-8,0.6207280187709473,1.4744027784129141e-7,5.061,0.6207281102912594,1,28,9.152031210657441e-8,0.6207280187709473,1.4744027784129141e-7,8.352,0.6207281102912593,1,28,9.152031110737369e-8,0.6207280187709482,1.4744027766243318e-7,0.941
2,10,5,0.1,2.467,0.2620420021212997,1,45,5.3638824326629475e-8,0.26204194848247536,2.0469556358155646e-7,1.963,0.2620420021212996,1,79,5.3638824826229836e-8,0.26204194848247475,2.0469556315787503e-7,1.296,0.2620420021212996,1,45,5.3638824826229836e-8,0.26204194848247475,2.0469556315787503e-7,1.303,0.2620420021212996,1,46,5.3638824826229836e-8,0.26204194848247475,2.0469556315787503e-7,5.316,0.2620420021212996,1,44,5.3638824826229836e-8,0.26204194848247475,2.0469556315787503e-7,5.329,0.2620420021212996,1,45,5.3638824826229836e-8,0.26204194848247475,2.0469556315787503e-7,5.414,0.2620420021212996,1,45,5.3638824826229836e-8,0.26204194848247475,2.0469556315787503e-7,8.945,0.26204200212129963,1,45,5.363882504827444e-8,0.2620419484824746,2.0469556336971574e-7,1.296
2,15,1,1.0,1.869,0.620728110291241,1,56,4.925659302656982e-8,0.620728061034648,7.935293426958573e-8,2.017,0.6207281102912409,1,94,4.9256609235825977e-8,0.6207280610346316,7.935293409072753e-8,1.522,0.6207281102912409,1,56,4.9256609235825977e-8,0.6207280610346316,7.935293409072753e-8,1.316,0.6207281102912409,1,57,4.9256609235825977e-8,0.6207280610346316,7.935293409072753e-8,5.354,0.6207281102912409,1,55,4.9256609235825977e-8,0.6207280610346316,7.935293409072753e-8,5.356,0.6207281102912409,1,56,4.9256609235825977e-8,0.6207280610346316,7.935293409072753e-8,5.417,0.6207281102912409,1,56,4.9256609235825977e-8,0.6207280610346316,7.935293409072753e-8,8.999,0.620728110291241,1,56,4.925660224142092e-8,0.6207280610346387,7.935293426958573e-8,1.316
2,20,5,1.0,3.092,0.2620420021212946,1,71,6.012281322798074e-8,0.26204194199848135,2.2943965675666217e-7,2.87,0.2620420021212945,1,219,6.012281178469081e-8,0.26204194199848274,2.2943965654482148e-7,1.823,0.2620420021212945,1,71,6.012281178469081e-8,0.26204194199848274,2.2943965654482148e-7,1.526,0.2620420021212945,1,72,6.012281178469081e-8,0.26204194199848274,2.2943965654482148e-7,5.539,0.2620420021212945,1,70,6.012281178469081e-8,0.26204194199848274,2.2943965654482148e-7,5.691,0.2620420021212945,1,71,6.012281178469081e-8,0.26204194199848274,2.2943965654482148e-7,5.727,0.2620420021212945,1,71,6.012281178469081e-8,0.26204194199848274,2.2943965654482148e-7,9.515,0.2620420021212945,1,71,6.012281456024837e-8,0.26204194199847997,2.2943965654482148e-7,1.526
3,5,1,0.1,1.273,0.6055117518916326,1,30,7.871789819979824e-8,0.6055116731737344,1.3000228019916697e-7,1.462,0.6055117518916326,1,43,7.871789786673133e-8,0.6055116731737348,1.3000228019916697e-7,0.924,0.6055117518916326,1,30,7.871789786673133e-8,0.6055116731737348,1.3000228019916697e-7,0.937,0.6055117518916326,1,31,7.871789786673133e-8,0.6055116731737348,1.3000228019916697e-7,5.006,0.6055117518916326,1,29,7.871789786673133e-8,0.6055116731737348,1.3000228019916697e-7,4.99,0.6055117518916326,1,30,7.871789786673133e-8,0.6055116731737348,1.3000228019916697e-7,5.059,0.6055117518916326,1,30,7.871789786673133e-8,0.6055116731737348,1.3000228019916697e-7,8.504,0.6055117518916326,1,30,7.871789797775364e-8,0.6055116731737347,1.3000228019916697e-7,0.924
3,10,5,0.1,1.799,0.23014831093586563,1,32,5.338919770170314e-8,0.23014825754666793,2.3197741434508681e-7,1.871,0.2301483109358656,1,50,5.338919789599217e-8,0.2301482575466677,2.3197741422448814e-7,1.243,0.2301483109358656,1,32,5.338919789599217e-8,0.2301482575466677,2.3197741422448814e-7,1.259,0.2301483109358656,1,33,5.338919789599217e-8,0.2301482575466677,2.3197741422448814e-7,5.353,0.2301483109358656,1,31,5.338919789599217e-8,0.2301482575466677,2.3197741422448814e-7,5.271,0.2301483109358656,1,32,5.338919789599217e-8,0.2301482575466677,2.3197741422448814e-7,5.404,0.2301483109358656,1,32,5.338919789599217e-8,0.2301482575466677,2.3197741422448814e-7,8.933,0.23014831093586563,1,32,5.3389197673947564e-8,0.23014825754666796,2.3197741434508681e-7,1.243
3,15,1,1.0,1.861,0.6055117518915962,1,53,3.448165553088245e-8,0.6055117174099407,5.6946305974683294e-8,2.072,0.6055117518915961,1,108,3.448165164510186e-8,0.6055117174099445,5.694630579133044e-8,1.231,0.6055117518915961,1,53,3.448165164510186e-8,0.6055117174099445,5.694630579133044e-8,1.265,0.6055117518915961,1,54,3.448165164510186e-8,0.6055117174099445,5.694630579133044e-8,5.379,0.6055117518915961,1,52,3.448165164510186e-8,0.6055117174099445,5.694630579133044e-8,5.273,0.6055117518915961,1,53,3.448165164510186e-8,0.6055117174099445,5.694630579133044e-8,5.417,0.6055117518915961,1,53,3.448165164510186e-8,0.6055117174099445,5.694630579133044e-8,9.047,0.6055117518915962,1,53,3.4481657196216986e-8,0.605511717409939,5.6946305974683294e-8,1.231
3,20,5,1.0,2.857,0.23014831093585741,1,77,5.9584067763074344e-8,0.23014825135178965,2.5889428841237646e-7,2.471,0.23014831093585741,1,145,5.9584064848738905e-8,0.23014825135179257,2.5889428841237646e-7,1.502,0.23014831093585741,1,77,5.9584064848738905e-8,0.23014825135179257,2.5889428841237646e-7,1.546,0.23014831093585741,1,78,5.9584064848738905e-8,0.23014825135179257,2.5889428841237646e-7,5.54,0.23014831093585741,1,76,5.9584064848738905e-8,0.23014825135179257,2.5889428841237646e-7,5.431,0.23014831093585741,1,77,5.9584064848738905e-8,0.23014825135179257,2.5889428841237646e-7,5.718,0.23014831093585741,1,77,5.9584064848738905e-8,0.23014825135179257,2.5889428841237646e-7,9.653,0.23014831093585741,1,77,5.9584065292828114e-8,0.23014825135179212,2.5889428841237646e-7,1.502
