seed,dimension,p,k,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,15,75,3.0,2.2335078624459115,0.02148534056194329,0.009712984542148483,350,OPTIMAL,1.696
1,16,80,4.0,2.250303004538984,0.022193391042128585,0.009960636993661042,12315,OPTIMAL,72.69
1,17,85,4.0,1.6411353000709363,0.016215688607639,0.009979378975576646,1926,OPTIMAL,9.792
1,18,90,4.0,2.1566595398692447,0.021284590000984593,0.009967612480561189,1791,OPTIMAL,9.077
1,19,95,4.0,1.7514415693513994,0.01727599130734836,0.009962134830766153,3073,OPTIMAL,16.243
1,20,100,4.0,2.274969426057991,0.022238239084947153,0.009871678970640209,5683,OPTIMAL,43.191
1,21,105,5.0,1.7617942500903545,0.01734328311480149,0.009941972255528888,10303,OPTIMAL,56.915
1,22,110,5.0,1.930455938957835,0.017251563769751455,0.009017104494158124,2523,OPTIMAL,14.197
1,23,115,5.0,1.8673957031119208,0.018326551845590844,0.009911231190591199,6081,OPTIMAL,45.999
1,24,120,5.0,2.0309586934341795,0.019885120348859697,0.009887813461917572,8218,OPTIMAL,57.141
1,25,125,5.0,1.918574585754522,0.018920901933140888,0.009960184898059537,19569,OPTIMAL,128.311
1,26,130,6.0,1.8799563933958554,0.018601187028995048,0.009993356972043132,178751,OPTIMAL,988.587
1,27,135,6.0,1.6865998678176015,0.01530246206295982,0.009156037704761645,31436,OPTIMAL,209.774
1,28,140,6.0,2.2624489772562972,0.022377052268945263,0.00998943472275856,114781,OPTIMAL,650.024
1,29,145,6.0,2.067935516741248,0.020445038630289236,0.00998541328951727,111414,OPTIMAL,719.219
1,30,150,6.0,2.0182483063099577,0.019953139731458958,0.009985081315901357,44104,OPTIMAL,303.649
2,15,75,3.0,1.5912331179212327,0.015526100173278712,0.009853418178887763,4486,OPTIMAL,23.727
2,16,80,4.0,1.5377889095137882,0.015028252983665169,0.009869084100130139,27566,OPTIMAL,172.149
2,17,85,4.0,1.9730825424630343,0.019524596862173116,0.009994378158139498,80503,OPTIMAL,402.203
2,18,90,4.0,1.9086427630454257,0.01888903117959484,0.009995498810813264,44220,OPTIMAL,240.584
2,19,95,4.0,2.098437741911695,0.020762493426274897,0.009993137012827343,84232,OPTIMAL,396.921
2,20,100,4.0,1.7116322085673892,0.01679266118525935,0.009908112665412784,28518,OPTIMAL,165.626
2,21,105,5.0,2.033420056095907,0.053737088185982884,0.02714428979641953,435993,Time limit reached,1800.006
2,22,110,5.0,2.069724686231853,0.0863595849130272,0.04354195042335017,378010,Time limit reached,1800.008
2,23,115,5.0,2.149509108858354,0.042338678673522256,0.020092669328986595,397899,Time limit reached,1800.006
2,24,120,5.0,1.6462758474543682,0.028439483817406908,0.017578714668938338,303048,Time limit reached,1800.007
2,25,125,5.0,1.8317064112917245,0.044634703412443244,0.024976447903935127,297009,Time limit reached,1800.008
2,26,130,6.0,1.7310628963046777,0.09392668226465828,0.05737255181282201,287343,Time limit reached,1800.017
2,27,135,6.0,2.2484432009967756,0.4295109935489141,0.236133590790368,285902,Time limit reached,1800.009
2,28,140,6.0,1.9495269184815265,0.4561068074276067,0.30541091823500893,304189,Time limit reached,1800.018
2,29,145,6.0,2.042427879632741,0.12764282980416874,0.06666170169627991,258365,Time limit reached,1800.018
2,30,150,6.0,2.4282740733939105,0.508106547002023,0.26461573795948223,274912,Time limit reached,1800.016
3,15,75,3.0,3.3580743194150378,0.033152210076925925,0.009970823070957742,13084,OPTIMAL,58.855
3,16,80,4.0,3.048834351864469,0.03011698149238029,0.009976747670375003,44941,OPTIMAL,217.183
3,17,85,4.0,3.5278768501750717,0.034871469876663674,0.00998322821755419,99474,OPTIMAL,417.259
3,18,90,4.0,3.2649714704686863,0.032292397579242405,0.009989360790577552,31596,OPTIMAL,152.722
3,19,95,4.0,3.632957996044608,0.03594562248418498,0.009993188443943273,88071,OPTIMAL,329.946
3,20,100,4.0,3.4232738207320144,0.03387659315149927,0.009994872502944044,60784,OPTIMAL,271.297
3,21,105,5.0,3.718586133585336,0.036713522993185865,0.009971426737461535,36741,OPTIMAL,189.265
