seed,dimension,solution,dual_gap,rel_dual_gap,ncalls,termination,time
1,20,-2.594074440750031,0.004132053851167328,0.0015928817563048102,414,OPTIMAL,8.061
1,25,-0.5942506283911175,0.0027606952451875166,0.004645674927869848,357,OPTIMAL,8.292
1,30,-30.30906219040646,0.2070134728532267,0.006830085060129355,39,OPTIMAL,7.853
1,35,-0.32006766103183076,0.00037803527582047636,0.0011811105020787486,427,OPTIMAL,8.036
1,40,-0.1771470729674065,0.007513404553959713,0.042413371150321594,968,OPTIMAL,10.199
1,45,-0.4495765994634078,0.01032036901956035,0.022955752216370306,1422,OPTIMAL,12.476
1,50,-0.3987963157169017,0.07261237644947116,0.18207885476308505,1287,OPTIMAL,19.136
1,55,0.3987037738078666,0.09113615239025907,0.2963125701275191,1382,OPTIMAL,12.177
1,60,-0.5028847932840317,0.004601542244160206,0.009150291091743618,13548,OPTIMAL,58.252
1,65,-0.17394992730334707,0.005456955550301762,0.03137084122366725,1367,OPTIMAL,13.197
1,70,-27.786109617699392,0.27692421031708037,0.00996628222256358,12134,OPTIMAL,73.493
1,75,0.11591840194622671,0.026100226843672858,0.29058959184899685,2369,OPTIMAL,27.918
1,80,-0.21380406369362792,0.014751789084791134,0.06899676661866361,2824,OPTIMAL,19.744
1,85,-0.1838034375353481,0.006588672130186435,0.035846294381297064,3180,OPTIMAL,27.02
1,90,-0.5162534816036375,0.004298829817122818,0.008326974965416928,7328,OPTIMAL,48.19
1,95,-0.03257544061508849,0.06381921740727842,1.9591206197750781,3733,OPTIMAL,22.387
1,100,-0.8256830968677676,0.010137395223818513,0.012277585991859062,31356,OPTIMAL,148.353
1,105,-0.09905170271830105,0.011717151192753739,0.11829328392341555,4451,OPTIMAL,27.519
1,110,-47.8960110466571,0.47857622605995687,0.009991985044302746,265527,OPTIMAL,1733.287
1,115,-0.08332080933201053,0.038669026889837144,0.46409807105631556,6431,OPTIMAL,43.887
1,120,-0.11009521067225736,0.010562190649708036,0.09593687668349754,5719,OPTIMAL,38.34
2,20,-10.150621977826841,0.07117937922950901,0.007012317017124096,668,OPTIMAL,8.682
2,25,0.15980149466653137,0.0012955496553196388,0.008173508288461986,457,OPTIMAL,8.485
2,30,-5.963039026867023,0.047600139291580135,0.007982530229487568,3815,OPTIMAL,19.45
2,35,-0.26144251348763586,0.07712421262169955,0.29499491721091836,631,OPTIMAL,13.825
2,40,-0.45935422469701365,0.012334943653199704,0.02685279244211966,1768,OPTIMAL,13.719
2,45,-0.3473254135990774,0.0006746765167735536,0.0019424910771209563,1303,OPTIMAL,12.175
