seed,dimension,p,k,timeBoscia,solutionBoscia,terminationBoscia,numberNodesBoscia,dualGapBoscia,lbBoscia,relGapBoscia,timeIpopt,solutionIpopt,terminationIpopt,numberNodesIpopt,relGapIpopt,timeScipOA,solutionScipOA,terminationScipOA,numberNodesScipOA,relGapScipOA,timePavito,solutionPavito,terminationPavito,relGapPavito,timeShot,solutionShot,terminationShot,relGapShot,minimumTime
6,29,6.0,145,3.115,5.185528324382068,1,45,0.044700157762464166,5.140828166619603,0.008695127771963082,10.089,5.185522101467285,1,171,0.008693917283189504,0.617776,6.438627171626383,1,8,0.2524494036648882,576.1526370048523,5.185531939793611,1,0.008695831046110028,90.78674101829529,5.1855282639338425,1,0.00869511601350255,0.617776
6,30,6.0,150,3.501,5.145675817110071,1,129,0.04069947629630022,5.104976340813771,0.007972510268247869,6.492,5.145670867927855,1,197,0.007971540786337349,0.6043839999999999,6.11949175897562,1,15,0.19873067971949274,1753.7282810211182,5.1456748139738355,1,0.007972313766605463,31.9733669757843,5.1456757635281045,1,0.007972499772221473,0.6043839999999999
7,15,3.0,75,9.963,3.1573096230195286,1,1538,0.029394323186260785,3.1279152998332678,0.009397416607741148,24.701,3.1573076690152737,1,857,0.009396791909158373,0.333216,4.581449698022447,1,17,0.46469749301288926,1800.0,NaN,0,Inf,187.52361798286438,3.157309603218366,1,0.00939741027727482,0.333216
7,16,4.0,80,31.771,3.2775182354340826,1,5537,0.0324487676715246,3.245069467762558,0.009999406174160485,122.955,3.2775160745510488,1,4185,0.0099987402768491,0.319812,4.055905845193301,1,7,0.2498671863532729,1800.0,NaN,0,Inf,465.2193729877472,3.277518213684546,1,0.00999939947182742,0.319812
7,17,4.0,85,16.921,3.1153076201338905,1,2616,0.029930958044191325,3.085376662089699,0.009700908939889155,63.533,3.115305608638805,1,2013,0.009700256995149207,0.33028599999999997,4.231374761159308,1,9,0.371428912764717,1800.0,NaN,0,Inf,497.5648047924042,3.1153075996915263,1,0.009700902314323955,0.33028599999999997
7,18,4.0,90,38.286,3.491754799253618,1,6902,0.03451123364258901,3.457243565611029,0.009982297453922526,103.685,3.491752708140318,1,3245,0.009981692604058578,0.32969699999999996,4.657092124899917,1,7,0.34705352299262365,1800.0,NaN,0,Inf,850.5708520412445,3.4917547779510754,1,0.009982291292209462,0.32969699999999996
7,19,4.0,95,14.886,3.1937334111517086,1,2370,0.031558249635773805,3.162175161515935,0.009979918260013433,55.367,3.193732105090879,1,1567,0.00997950523392759,0.408221,4.349998911204495,1,17,0.3756350262137668,1800.0,NaN,0,Inf,289.37840509414673,3.193733397039494,1,0.009979913797194713,0.408221
7,20,4.0,100,24.739,3.5343833384124004,1,4233,0.03439987942008571,3.4999834589923147,0.009828583427074204,114.217,3.5343802449930743,1,3129,0.009827699588804032,0.40335499999999996,4.9222593757318265,1,8,0.4063664681286812,1800.0,NaN,0,Inf,966.9778401851654,3.5343833075043816,1,0.009828574596169952,0.40335499999999996
7,21,5.0,105,374.832,3.345795262964071,1,64743,0.03311717001978565,3.312678092944285,0.009997098749293607,1166.155,3.3457939286622516,1,35543,0.009996695962852601,0.48033,4.890832383644651,1,70,0.47639832377969243,1800.0,NaN,0,Inf,1800.0,3.3457952468468037,1,0.009997093883965125,0.48033
7,22,5.0,110,316.071,3.579288103178014,1,48183,0.03539886066047426,3.54388924251754,0.009988704002308859,919.51,3.5792855355032285,1,24209,0.009987979466464207,0.373785,4.873775043595708,1,44,0.37526167159034335,1800.0,NaN,0,Inf,1800.0,3.5792866875837777,1,0.00998830455578567,0.373785
7,23,5.0,115,239.076,3.351295718306617,1,36623,0.033160527478141244,3.318135190828476,0.009993724056150252,514.742,3.351293729269852,1,14233,0.009993124611989396,0.375608,4.930224452600333,1,39,0.48584194707550443,1800.0,NaN,0,Inf,1800.0,3.351295718306617,1,0.009993724056150252,0.375608
7,24,5.0,120,151.975,3.6739884198705677,1,21119,0.03636178270091195,3.6376266371696557,0.009996018373453555,384.955,3.6739864065058216,1,9625,0.009995464890387025,0.373123,5.668824475957464,1,21,0.5583854643114863,1800.0,NaN,0,Inf,1800.0,3.673988398667633,1,0.009996012544671046,0.373123
7,25,5.0,125,55.597,3.8324391592107374,1,8080,0.03788869795753458,3.794550461253203,0.009985029411104816,203.124,3.832436537430264,1,4437,0.009984338478015276,0.343107,5.622393024876885,1,8,0.4817020045689449,1800.0,NaN,0,Inf,1800.0,3.8324391371102453,1,0.009985023586833317,0.343107
7,26,6.0,130,860.484,4.277812978463876,1,129864,0.042347912354088635,4.2354650661097875,0.009998409075059276,1800.0,4.277811036440442,0,42317,0.009997950560255306,0.337348,5.7784853097851,1,8,0.3643095196373686,1800.0,NaN,0,Inf,1800.0,4.278494946208987,1,0.010159422738131994,0.337348
7,27,6.0,135,1800.0,4.204125639392938,0,368176,0.07282509991264963,4.131300539480288,0.017627645148714094,1800.0,Inf,0,64219,Inf,0.359066,5.384339200226325,1,29,0.30330368095264915,1800.0,NaN,0,Inf,1800.0,4.204125639392937,1,0.01762764514871388,0.359066
7,28,6.0,140,508.185,4.096105250978201,1,96834,0.04054166687958727,4.055563584098614,0.009996555605377846,1471.813,4.096103412466422,1,33633,0.00999610227460368,0.739543,6.310011688828578,1,77,0.5558902130321391,1800.0,NaN,0,Inf,1800.0,4.0961052509782,1,0.009996555605377409,0.739543
7,29,6.0,145,605.5,4.048275096032361,1,116298,0.04006787929537925,4.008207216736982,0.009996459047343835,1800.0,4.155839465354021,0,56543,0.03683248909901038,0.7981119999999999,5.702609941592474,1,89,0.42273331522886654,1800.0,NaN,0,Inf,1800.0,4.04827509603236,1,0.009996459047343613,0.7981119999999999
7,30,6.0,150,1800.0,4.603735167703079,0,378743,0.07918271842122415,4.524552449281855,0.017500674223323937,1800.0,Inf,0,56831,Inf,0.710201,7.100163109587856,1,58,0.5692520286099914,1800.0,NaN,0,Inf,1800.0,4.6037351677030784,1,0.017500674223323742,0.710201
8,15,3.0,75,2.782,2.6567380141428654,1,11,0.0037281010236593914,2.653009913119206,0.0014052344867706036,1.561,2.6567358966756314,1,5,0.0014044363490691475,0.300537,2.6567380141428663,1,4,0.0014052344867709384,3.1431849002838135,2.6567390299562157,1,0.001405617377669466,3.3626210689544678,2.656737990072875,1,0.0014052254140602734,0.300537
8,16,4.0,80,2.854,2.1846094438653862,1,26,0.02087720408751803,2.163732239777868,0.009648700381550591,1.665,2.184608591882142,1,31,0.009648306625230498,0.33023399999999997,2.880640594747177,1,15,0.33132951563494173,3.8079261779785156,2.184609507810443,1,0.009648729934679037,4.87149715423584,2.1846094312227913,1,0.009648694538593343,0.33023399999999997
8,17,4.0,85,2.794,2.773474195176522,1,13,0.025031333871264216,2.7484428613052576,0.009107460163598466,1.813,2.794607848014534,1,13,0.01679677877216355,0.330739,4.220205924312472,1,6,0.5354897799506234,5.074955940246582,2.77347449102413,1,0.009107567805497213,8.50657606124878,2.773474179458032,1,0.009107454444545747,0.330739
8,18,4.0,90,2.776,3.3101104022637635,1,11,0.008184428706043079,3.3019259735577204,0.0024786832810865887,1.173,3.3101088067456885,1,17,0.002478200072774903,0.324646,4.122199232463187,1,6,0.24842266770191937,4.534542083740234,3.3101103556189697,1,0.002478669154545237,8.553914070129395,3.3101103829462044,1,0.0024786774306952523,0.324646
8,19,4.0,95,2.939,3.3212935734001694,1,40,0.02909437489070843,3.292199198509461,0.008837367709669837,2.748,3.3212914117503827,1,71,0.008836711112162705,0.385544,4.478341153755794,1,5,0.3602886349596821,28.13906979560852,3.3212933797425883,1,0.008837308886503496,22.144092082977295,3.32129354903842,1,0.008837360309829172,0.385544
8,20,4.0,100,3.479,2.405830473312482,1,163,0.022722979084488948,2.383107494227993,0.009535020614691176,6.313,2.405829069777498,1,211,0.009534431663086103,0.42758599999999997,2.962829403235276,1,12,0.2432630128567002,136.72593307495117,2.4058304428296347,1,0.009535007823473227,149.49731993675232,2.4058304549011145,1,0.009535012888909782,0.42758599999999997
8,21,5.0,105,2.639,3.18506704313954,1,16,0.02710739678027707,3.157959646359263,0.008583832542486269,1.962,3.185065806578275,1,57,0.00858344097280096,0.39855999999999997,4.42174360256393,1,7,0.4001900270200265,15.73063588142395,3.18506934840221,1,0.008584562527327191,26.103652000427246,3.185067030762939,1,0.008583828623309819,0.39855999999999997
8,22,5.0,110,3.201,3.4205385181369294,1,75,0.026060584520821717,3.3944779336161077,0.007677346864664872,2.688,3.420536136987985,1,85,0.007676645387444866,0.319461,4.239636381786981,1,6,0.2489803924783606,1589.3160829544067,3.4205401227858077,1,0.007677819587984805,52.513983964920044,3.420538496430892,1,0.007677340470150653,0.319461
8,23,5.0,115,3.613,3.2451179078474204,1,157,0.031611567129311346,3.213506340718109,0.009837094991462578,7.19,3.245116568922003,1,233,0.009836678335861113,0.31787499999999996,4.551478742610822,1,6,0.41635903590397827,1800.0,NaN,0,Inf,211.455500125885,3.2451178902748326,1,0.009837089523109332,0.31787499999999996
8,24,5.0,120,3.365,3.2150222899024037,1,98,0.03100701818301177,3.184015271719392,0.009738338398819222,3.556,3.2150214662871637,1,113,0.00973807972693177,0.339374,3.85458463409033,1,13,0.21060494537415508,695.2434990406036,3.21502260408983,1,0.009738437075301426,189.38478016853333,3.2150222810501274,1,0.009738335618595042,0.339374
8,25,5.0,125,3.085,3.370075088994695,1,48,0.026738604897255325,3.3433364840974398,0.007997581166130703,2.968,3.3727899007591824,1,93,0.008809587907719614,0.328933,4.316441666567897,1,5,0.2910581053085821,172.60714602470398,3.3700750778374897,1,0.007997577828983683,36.02373003959656,3.370075064556837,1,0.00799757385670849,0.328933
8,26,6.0,130,3.334,3.4494130495110458,1,99,0.026358363009367558,3.423054686501678,0.007700245956720457,9.27,3.449410085700192,1,333,0.007699380118711699,0.33555999999999997,5.094325055422178,1,8,0.4882394591914974,1000.5088250637054,3.4494129723673392,1,0.007700223420210351,87.62029981613159,3.4494130208763596,1,0.007700237591476895,0.33555999999999997
8,27,6.0,135,3.951,3.619311681791878,1,215,0.03462294964859991,3.584688732143278,0.009658565146296236,8.072,3.6193102808695308,1,287,0.009658174339045818,0.5962999999999999,5.0626260981574305,1,7,0.41229168735398036,1800.0,NaN,0,Inf,168.11636304855347,3.6193116636030274,1,0.009658560072257238,0.5962999999999999
8,28,6.0,140,4.849,3.274522687579969,1,495,0.030458474123105095,3.244064213456864,0.009388986197239496,28.865,3.274519509884397,1,797,0.009388006655725234,0.582994,4.006370231764544,1,5,0.2349848733405216,1800.0,NaN,0,Inf,147.08454084396362,3.2745226565628456,1,0.009388976636046653,0.582994
8,29,6.0,145,4.31,3.7775892964014806,1,296,0.035094003616088276,3.7424952927853923,0.009377167069185326,17.46,3.777587391857285,1,601,0.009376658172300578,0.570601,4.442030604499763,1,5,0.1869168180552965,1800.0,NaN,0,Inf,164.19924187660217,3.7775892706576055,1,0.009377160190385751,0.570601
8,30,6.0,150,3.766,3.985746549412991,1,194,0.038058955128866145,3.9476875942841247,0.009640822435891807,5.391,3.985832734761541,1,157,0.009662654292261371,0.612726,4.974478731113273,1,28,0.26009939041677066,1800.0,NaN,0,Inf,182.1842110157013,3.985746529801477,1,0.009640817468043345,0.612726
9,15,3.0,75,2.775,2.000477244774072,1,14,0.004758584677299504,1.9957186600967727,0.0023843965446856924,1.768,2.000476197922962,1,23,0.002383871996245487,0.319444,2.5745917701493113,1,8,0.2900574723415519,3.353050947189331,2.000477273244085,1,0.002384410810230021,3.207848072052002,2.0004772315876282,1,0.002384389937319534,0.319444
9,16,4.0,80,3.109,1.6367785124373262,1,70,0.013741762171668892,1.6230367502656573,0.008466698101210372,2.61,1.6362034948655626,1,75,0.008112413103246232,0.34248999999999996,2.277335874033032,1,15,0.40313266083487,14.390092849731445,1.6362041123689508,1,0.008112793564987533,7.437527894973755,1.6362039630526635,1,0.008112701566893645,0.34248999999999996
9,17,4.0,85,3.138,2.3354428480125677,1,81,0.02266024874222161,2.312782599270346,0.009797829138532362,3.422,2.3374850375237255,1,149,0.010680830209105117,0.331576,3.11279658686573,1,6,0.34590972270708814,194.71403288841248,2.3354439673755207,1,0.009798313128230896,52.75142693519592,2.335442839044774,1,0.009797825261041403,0.331576
9,18,4.0,90,3.093,1.835192389005201,1,79,0.013869894844793729,1.8213224941604074,0.007615287731450035,2.25,1.83519196651531,1,87,0.00761505576270621,0.32348899999999997,2.451620666605843,1,5,0.34606620983725916,33.023046016693115,1.8351932020062598,1,0.007615734110968931,11.145032167434692,1.8351923802261152,1,0.007615282911279016,0.32348899999999997
9,19,4.0,95,2.859,2.2541731279153843,1,27,0.011501350097581131,2.242671777817803,0.005128414336569724,1.916,2.254172417161219,1,29,0.0051280974136154464,0.392134,2.7444957885363817,1,6,0.22376168268674188,7.3550660610198975,2.254175917238428,1,0.005129658086578637,25.040688037872314,2.254173115913609,1,0.005128408985017504,0.392134
9,20,4.0,100,3.364,2.018599533665041,1,119,0.018520357764694406,2.0000791759003467,0.009259812305359045,3.469,2.0185987898840825,1,135,0.009259440429601543,0.388989,2.5905058278535344,1,6,0.29520163954879636,42.12872791290283,2.018599780445219,1,0.009259935690563511,15.434942960739136,2.0185995255471902,1,0.009259808246594304,0.388989
9,21,5.0,105,3.13,2.420644260855438,1,110,0.02387165611900066,2.3967726047364373,0.009959916961594996,2.085,2.4206440061130126,1,65,0.009959810675990399,0.386571,3.6465653746451134,1,5,0.5214482039050636,147.96572303771973,2.420645084396325,1,0.009960260565692195,19.690227031707764,2.4206442572624995,1,0.009959915462521457,0.386571
9,22,5.0,110,3.89,2.1479211390220434,1,256,0.019547326190256342,2.128373812831787,0.00918416026001032,9.258,2.147921193688215,1,225,0.009184185944488893,0.314169,3.229362394924302,1,5,0.5172909831227708,1768.6381289958954,2.147921460334021,1,0.009184311225961665,69.65814208984375,2.147921135413277,1,0.009184158564459192,0.314169
9,23,5.0,115,3.597,2.5064690111437673,1,169,0.021591575406650243,2.484877435737117,0.008689191304216295,6.649,2.5064685602787478,1,265,0.008689009860651692,0.316555,3.5038302413227296,1,5,0.41006159536530584,872.9472408294678,2.5064697898618435,1,0.00868950468710796,139.43513298034668,2.506469006214688,1,0.008689189320585515,0.316555
9,24,5.0,120,3.185,2.2825016876582915,1,59,0.020344026443229524,2.262157661215062,0.008993195652111282,3.904,2.282500300320664,1,131,0.008992582371414171,0.35279499999999997,3.2549368021383405,1,23,0.43886381481918096,260.01140093803406,2.2825037548666303,1,0.008994109473625217,102.85571384429932,2.282501675201112,1,0.00899319014534226,0.35279499999999997
9,25,5.0,125,2.939,3.0525710516982505,1,28,0.02377007646895768,3.028800975229293,0.007848015324664304,2.567,3.052569751515369,1,63,0.007847586051532133,0.336636,4.952130513394864,1,5,0.6350135099319185,23.110993146896362,3.0525722322547613,1,0.007848405101516737,13.194988012313843,3.052571034359317,1,0.00784800959997868,0.336636
9,26,6.0,130,3.422,2.6980738735276644,1,117,0.01917434779887106,2.6788995257287933,0.007157546453204395,5.54,2.698072982120056,1,207,0.007157213701789267,0.33047299999999996,3.8270498775148205,1,6,0.4285903001433671,474.0049991607666,2.6980760230485044,1,0.007158348842700285,58.864562034606934,2.6980738582494093,1,0.00715754075002107,0.33047299999999996
9,27,6.0,135,3.886,3.3356267696550654,1,215,0.032575848855811884,3.3030509207992536,0.009862351394791505,11.577,3.3356256434661145,1,375,0.009862010440631855,0.623663,4.1112883326834035,1,15,0.24469420280344248,1800.0,NaN,0,Inf,126.84891104698181,3.3356267541303755,1,0.009862346694685345,0.623663
9,28,6.0,140,9.594,2.6332114394326687,1,1329,0.025243264906829044,2.6079681745258396,0.009679284108372441,39.437,2.640285405446776,1,1253,0.012391727489854124,0.613381,3.353654193894636,1,15,0.2859260425999528,1800.0,NaN,0,Inf,674.2782769203186,2.6332114325547678,1,0.009679281471108312,0.613381
9,29,6.0,145,3.321,3.3511659321044376,1,80,0.029081775823589506,3.322084156280848,0.008754075590952893,13.462,3.3511639939651237,1,235,0.008753492180291767,0.6341559999999999,5.11094443673385,1,27,0.5384753053503838,419.33313512802124,3.3511676775576853,1,0.008754601000053205,50.87398409843445,3.35116591338204,1,0.008754069955214444,0.6341559999999999
9,30,6.0,150,4.333,2.6758642589822386,1,369,0.023659731117299465,2.652204527864939,0.00892077924938386,39.132,2.675864314409295,1,1221,0.00892080014786876,0.538963,4.534191181581464,1,26,0.7095933341277983,1800.0,NaN,0,Inf,209.35163116455078,2.6758642532535566,1,0.00892077708941395,0.538963
10,15,3.0,75,2.761,3.146177773204278,1,14,0.02090453417297855,3.1252732390312996,0.006688866084380532,1.677,3.1461756182085465,1,25,0.0066881765460372194,0.32061799999999996,3.440607591585951,1,6,0.100898170635599,4.691301107406616,3.1461782405213627,1,0.006689015612773361,5.811002016067505,3.1461777500423667,1,0.006688858673216858,0.32061799999999996
10,16,4.0,80,2.857,1.9633169211714592,1,25,0.018501542931376624,1.9448153782400825,0.009513264414907694,1.629,1.963316038600336,1,33,0.00951281060775821,0.33435499999999996,2.4487842233086963,1,4,0.25913454341597664,18.10318112373352,1.9633185506814463,1,0.009514102288777573,10.488105058670044,1.9633169123851384,1,0.00951325989709028,0.33435499999999996
10,17,4.0,85,2.918,3.263724871380578,1,31,0.030755559997329485,3.2329693113832487,0.009513099889021373,2.963,3.289364537169069,1,105,0.017443786301111333,0.333686,4.158467013893507,1,7,0.28626863213689996,45.77988886833191,3.2637246166611753,1,0.009513021100954313,28.852195978164673,3.2637248466345437,1,0.009513092234746874,0.333686
10,18,4.0,90,2.969,3.0832607412508426,1,45,0.02405215415154638,3.059208587099296,0.00786221451292157,2.015,3.083258053991,1,65,0.00786133609624414,0.328487,3.5588718618186816,1,7,0.16333089441055734,67.67554187774658,3.0832601459750864,1,0.007862019928034893,11.110028982162476,3.083260712321817,1,0.007862205056545984,0.328487
10,19,4.0,95,2.836,2.9921497701767152,1,26,0.0269802867230875,2.9651694834536277,0.009099070685046541,1.291,2.992147423634402,1,21,0.009098279316348582,0.395044,3.95826182992851,1,9,0.33491925234512937,10.085170030593872,2.9921495092030796,1,0.009098982671987912,27.381258964538574,2.9921497439961167,1,0.009099061855669765,0.395044
10,20,4.0,100,3.24,2.3902751479788935,1,92,0.020972673888113302,2.36930247409078,0.00885183471399597,2.581,2.390273786462761,1,63,0.00885126006548755,0.400786,3.6143530327932876,1,11,0.5254924486500169,270.5625550746918,2.390275938650601,1,0.008852168428967489,44.308650970458984,2.3902751344232747,1,0.008851828992641688,0.400786
10,21,5.0,105,4.57,3.082173404888214,1,376,0.028612768430993807,3.0535606364572203,0.009370296462882984,7.572,3.089105127268434,1,327,0.011640342224365604,0.40784899999999996,4.101554866527524,1,8,0.3432040017669993,1800.0,NaN,0,Inf,161.10190391540527,3.0821733821521327,1,0.009370289017122389,0.40784899999999996
10,22,5.0,110,3.11,3.009951121912594,1,73,0.029436714060449454,2.9805144078521444,0.009876387103816253,6.595,3.0099490902690196,1,169,0.00987570546189266,0.31237899999999996,4.2022719914197895,1,5,0.4099150067347211,1377.1738910675049,3.0099511451337047,1,0.009876394894790438,19.32579207420349,3.0099510976445734,1,0.00987637896159073,0.31237899999999996
10,23,5.0,115,3.295,3.034468529743283,1,90,0.0299790909141886,3.0044894388290944,0.009978098284103808,2.858,3.034465810829787,1,99,0.009977193333844711,0.319392,4.559166157145903,1,6,0.5174512175761533,1121.9726958274841,3.0344682453548564,1,0.009978003629610132,61.03441381454468,3.0344685039217874,1,0.009978089689799807,0.319392
10,24,5.0,120,4.503,2.5919150187022093,1,342,0.023937487429989357,2.56797753127222,0.00932153305022506,14.581,2.591914373818642,1,619,0.009321281925143326,0.35823699999999997,3.9101431718543105,1,16,0.5226547445363195,1800.0,NaN,0,Inf,330.92496609687805,2.5919150065720507,1,0.0093215283266017,0.35823699999999997
10,25,5.0,125,3.721,3.491963376762896,1,189,0.031159764097516973,3.460803612665379,0.009003621003943333,4.793,3.4952697609160905,1,173,0.00995900146560667,0.329997,5.469026600332891,1,4,0.5802764942564468,1800.0,NaN,0,Inf,46.52857303619385,3.491963337541695,1,0.009003609670968294,0.329997
10,26,6.0,130,4.222,3.02700127548009,1,291,0.029244593725560986,2.997756681754529,0.009755492800184399,7.655,3.0270003141243715,1,265,0.009755172108473683,0.337704,4.705256887170365,1,8,0.569592661008254,1800.0,NaN,0,Inf,67.9198169708252,3.0270012602276175,1,0.00975548771222222,0.337704
10,27,6.0,135,3.979,3.2617850351808966,1,227,0.029837714249921543,3.231947320930975,0.009232116518943345,7.651,3.26178365096797,1,233,0.009231688228260036,0.659272,4.82775364032386,1,11,0.49376000315908825,1800.0,NaN,0,Inf,140.92707705497742,3.261785015455367,1,0.00923211041564781,0.659272
10,28,6.0,140,8.261,2.982443494398932,1,1136,0.027046188635545754,2.955397305763386,0.009151456077598224,19.635,2.9824432855421787,1,569,0.009151385407995588,0.5452089999999999,4.929021905728949,1,6,0.6678034781031822,1800.0,NaN,0,Inf,245.61302995681763,2.9824434860529956,1,0.009151453253633956,0.5452089999999999
10,29,6.0,145,3.197,3.0958485141887326,1,62,0.028301226965283366,3.0675472872234493,0.00922601163579775,4.264,3.095848079811471,1,123,0.009225870031701368,0.600506,3.9059055227796735,1,4,0.27329920521455214,1495.9063830375671,3.095849248252958,1,0.00922625093584977,19.75145983695984,3.095848504100937,1,0.00922600834724356,0.600506
10,30,6.0,150,3.937,3.198611710346478,1,234,0.030478329846312047,3.168133380500166,0.009620279889068405,9.544,3.198610778525207,1,135,0.009619985765949413,0.585688,5.045471817646163,1,9,0.5925692550386291,1800.0,NaN,0,Inf,105.79576516151428,3.1986117006682426,1,0.009620276834198428,0.585688
